setattrs_latency_avg,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
417,6e-05,5.7e-05,5.8e-05,5.5e-05,6.1e-05,5.9e-05,4.8e-05,5.6e-05,6.3e-05,6.3e-05,6.1e-05,6.3e-05,6e-05,6.3e-05,5.7e-05,6.1e-05,6.4e-05,5.9e-05,6e-05,5.6e-05,5.6e-05,5.2e-05,5.6e-05,5.3e-05,5.7e-05,5.2e-05,6.1e-05,5.4e-05,5.8e-05,5.9e-05,6.2e-05,6.3e-05
418,7.1e-05,7.1e-05,6.7e-05,6.5e-05,6.6e-05,6e-05,7.6e-05,6.5e-05,7e-05,7e-05,5.9e-05,6.1e-05,6.4e-05,5.7e-05,6.7e-05,5.9e-05,5.1e-05,5.4e-05,4.8e-05,5e-05,5.5e-05,5.8e-05,5.8e-05,5.8e-05,5.9e-05,5.7e-05,6.6e-05,5.8e-05,6.5e-05,6.2e-05,6e-05,6.4e-05
419,6.2e-05,6.4e-05,5e-05,5.6e-05,5.6e-05,5.8e-05,6e-05,5.8e-05,5.9e-05,6.2e-05,6.3e-05,6.5e-05,5.9e-05,6.2e-05,6.5e-05,6.1e-05,6.6e-05,6.7e-05,6.2e-05,6.9e-05,6.7e-05,7.3e-05,6.6e-05,6.8e-05,6.3e-05,6.6e-05,6.5e-05,6.2e-05,6.3e-05,6.2e-05,6.4e-05,6.3e-05
420,6.2e-05,6.4e-05,6.4e-05,6.1e-05,6.8e-05,6.4e-05,6.4e-05,6.8e-05,6.3e-05,6.8e-05,5.1e-05,5.8e-05,6.4e-05,6.6e-05,6.4e-05,5.9e-05,6.4e-05,6.5e-05,5.9e-05,5.6e-05,6.2e-05,6.3e-05,6.1e-05,5.9e-05,6.2e-05,6.6e-05,6e-05,6.1e-05,6.2e-05,6.2e-05,6.2e-05,6.6e-05
421,5.2e-05,4.7e-05,5.3e-05,5.8e-05,6.7e-05,5.6e-05,6.1e-05,5e-05,5.8e-05,6.3e-05,6.5e-05,5.8e-05,5.1e-05,5.1e-05,5.9e-05,6.2e-05,6.4e-05,6.2e-05,6.4e-05,6e-05,6.2e-05,6.2e-05,6.6e-05,6.3e-05,5.8e-05,5.7e-05,6.1e-05,6.1e-05,5.7e-05,5.5e-05,5.1e-05,4.4e-05
422,5.3e-05,5.5e-05,5.6e-05,5.5e-05,5.4e-05,5.5e-05,4.8e-05,5.5e-05,5.7e-05,6.1e-05,6.3e-05,5.5e-05,5.9e-05,6e-05,5.4e-05,6.2e-05,5.1e-05,5.5e-05,5.4e-05,5.4e-05,4.6e-05,5e-05,4.8e-05,4.7e-05,5.5e-05,6.1e-05,5.7e-05,5.8e-05,4.7e-05,4.9e-05,5.8e-05,5.5e-05
423,6.6e-05,6.8e-05,6.2e-05,6.5e-05,6.2e-05,6.8e-05,6.7e-05,6.3e-05,6.5e-05,6.3e-05,6.1e-05,6.1e-05,6.2e-05,6e-05,6.3e-05,6.6e-05,5.7e-05,6.2e-05,5.8e-05,6.5e-05,6.1e-05,6.1e-05,5.7e-05,5.5e-05,6.7e-05,6.6e-05,6.3e-05,6.4e-05,6.8e-05,7.1e-05,6.1e-05,6.4e-05
424,6.8e-05,6.2e-05,6.1e-05,6.2e-05,6.1e-05,6.2e-05,6.7e-05,6e-05,6.2e-05,6.3e-05,6.4e-05,5.9e-05,5.5e-05,6.1e-05,6.1e-05,6.6e-05,5.3e-05,6.1e-05,5.9e-05,6.2e-05,6e-05,6e-05,5.5e-05,5.7e-05,5.8e-05,6.3e-05,6.5e-05,6.3e-05,6.3e-05,6.1e-05,6.8e-05,6.4e-05
425,5.5e-05,6.3e-05,5.6e-05,5.2e-05,5.5e-05,5.4e-05,6.2e-05,5.9e-05,7.1e-05,6e-05,6.2e-05,6.5e-05,6e-05,6.6e-05,6.3e-05,6.9e-05,6.2e-05,7.1e-05,6.2e-05,6.2e-05,6.2e-05,6e-05,6.3e-05,6.5e-05,5.6e-05,5.8e-05,6.1e-05,6e-05,6.2e-05,6.1e-05,6e-05,6.2e-05
426,5.8e-05,5.6e-05,5.8e-05,5.9e-05,6.2e-05,5.6e-05,5.8e-05,5.6e-05,6.3e-05,5.7e-05,6.2e-05,5.9e-05,7e-05,5.8e-05,5.6e-05,5.6e-05,6.6e-05,5.9e-05,6.2e-05,5.6e-05,6.3e-05,6.2e-05,6.1e-05,6.3e-05,6.6e-05,6.4e-05,7e-05,6e-05,7.1e-05,6.4e-05,6.6e-05,6e-05
427,6.4e-05,6e-05,6.2e-05,6.5e-05,6.2e-05,6.3e-05,6.2e-05,6.5e-05,6.6e-05,6.4e-05,6.1e-05,6.3e-05,6.2e-05,7.1e-05,6.6e-05,6.3e-05,5.8e-05,5.7e-05,5.7e-05,5.5e-05,5.8e-05,5.4e-05,5.9e-05,5.9e-05,5.5e-05,5.9e-05,5.6e-05,5.6e-05,7.1e-05,6.5e-05,5.2e-05,5.6e-05
428,5.5e-05,5.6e-05,5.9e-05,6.1e-05,6e-05,6.4e-05,5.2e-05,5.3e-05,6.6e-05,5.9e-05,5e-05,5.6e-05,5.9e-05,5.4e-05,5.8e-05,6.7e-05,6.5e-05,6.4e-05,6.3e-05,6.5e-05,6.6e-05,6.2e-05,6.2e-05,5.9e-05,7.3e-05,6.1e-05,7.3e-05,8.8e-05,5.2e-05,5.4e-05,6.1e-05,6.1e-05
429,7.6e-05,6.7e-05,7.3e-05,7.3e-05,6.9e-05,6.5e-05,6.8e-05,7.3e-05,5.8e-05,6.2e-05,6.3e-05,6.4e-05,6e-05,6.5e-05,6.3e-05,5.8e-05,4.7e-05,5e-05,4.5e-05,5.2e-05,5.9e-05,4.8e-05,4.8e-05,5.6e-05,5.8e-05,5.9e-05,6.1e-05,5.8e-05,6.1e-05,5.9e-05,5.8e-05,6e-05
430,5.6e-05,5.4e-05,5.7e-05,5.8e-05,4.9e-05,5.2e-05,5.2e-05,5.7e-05,6e-05,6.5e-05,5.7e-05,5.8e-05,5.5e-05,6.1e-05,5.8e-05,6e-05,5.7e-05,6.6e-05,6.2e-05,6.8e-05,6.5e-05,6.6e-05,6.4e-05,6.6e-05,6.5e-05,5.9e-05,5.9e-05,5.8e-05,5.9e-05,6e-05,6.7e-05,6.9e-05
431,4.9e-05,5.5e-05,5.1e-05,4.8e-05,5.1e-05,4.8e-05,5.9e-05,5e-05,5e-05,5.3e-05,5.8e-05,6.3e-05,5.5e-05,5.2e-05,6.1e-05,6.6e-05,6.4e-05,6.2e-05,6.2e-05,5.9e-05,6.1e-05,6.9e-05,5.9e-05,5.6e-05,5.7e-05,6.1e-05,5.3e-05,5e-05,6.1e-05,6e-05,6e-05,6.2e-05
432,5.3e-05,5.4e-05,5.3e-05,5.8e-05,5.9e-05,5.7e-05,6.1e-05,5.8e-05,6.4e-05,6.3e-05,6.1e-05,6e-05,6.4e-05,5.7e-05,5.4e-05,5.3e-05,6.2e-05,6.2e-05,5.4e-05,5.5e-05,6e-05,6e-05,6.3e-05,5.6e-05,6.4e-05,7e-05,6.7e-05,6.6e-05,6e-05,6.7e-05,6.2e-05,6.3e-05
433,5.8e-05,5.4e-05,5.8e-05,6e-05,6.1e-05,6.2e-05,5.4e-05,5.8e-05,5.6e-05,5.5e-05,4.9e-05,4.9e-05,5.6e-05,6.2e-05,5.4e-05,6.3e-05,6.4e-05,6e-05,6e-05,5.8e-05,5.3e-05,5.5e-05,5.4e-05,5.7e-05,4.9e-05,4.8e-05,4.9e-05,4.9e-05,5.3e-05,5e-05,4.7e-05,5.3e-05
434,6.1e-05,5.9e-05,6.6e-05,6.2e-05,6.2e-05,6e-05,6.1e-05,6.3e-05,7.3e-05,6.6e-05,6.5e-05,7e-05,7.5e-05,6.6e-05,6.5e-05,7.4e-05,5e-05,5.6e-05,5e-05,5.5e-05,5.7e-05,6.3e-05,5.9e-05,5.8e-05,6.9e-05,6.9e-05,7.9e-05,7.3e-05,6.8e-05,6.8e-05,7.2e-05,6.3e-05
435,6.8e-05,7e-05,6.7e-05,7e-05,7.4e-05,6.8e-05,7.4e-05,7.1e-05,7e-05,6e-05,6.1e-05,6e-05,6.5e-05,6e-05,6e-05,9.7e-05,6.3e-05,6.2e-05,6.2e-05,6.4e-05,6.7e-05,6.5e-05,6.9e-05,6.2e-05,5.1e-05,5.4e-05,5.8e-05,5.6e-05,5.9e-05,6e-05,5.2e-05,6.3e-05
436,6.3e-05,5.5e-05,5.7e-05,5.4e-05,5.9e-05,4.7e-05,5.2e-05,5e-05,6.7e-05,6.4e-05,6.3e-05,6.2e-05,6.2e-05,6.3e-05,6.5e-05,5.7e-05,5.5e-05,5.6e-05,5.7e-05,5.1e-05,5.4e-05,5.8e-05,5.3e-05,6.6e-05,6e-05,6.9e-05,6.2e-05,6.3e-05,6.5e-05,6.4e-05,6.1e-05,6.2e-05
437,7.2e-05,6.9e-05,6.8e-05,6.5e-05,6.5e-05,6e-05,6e-05,6.3e-05,5.3e-05,5.2e-05,5.8e-05,5.3e-05,5e-05,5.4e-05,5.1e-05,5.6e-05,6.4e-05,7.1e-05,7.2e-05,7.5e-05,6.7e-05,7.5e-05,6.4e-05,6.3e-05,5.6e-05,5.4e-05,5.6e-05,5.1e-05,5.6e-05,5.7e-05,5.5e-05,5.4e-05
438,5.1e-05,5e-05,4.9e-05,5e-05,5.5e-05,5.2e-05,5.4e-05,5.4e-05,6.3e-05,5.8e-05,6e-05,5.8e-05,6.2e-05,5.4e-05,5.7e-05,5.2e-05,5.1e-05,5.2e-05,5.3e-05,5e-05,4.6e-05,6.2e-05,6e-05,5.1e-05,5.9e-05,6e-05,6.1e-05,5.6e-05,6e-05,5.9e-05,6.1e-05,5.9e-05
439,6.1e-05,6.4e-05,6.4e-05,6.1e-05,6.3e-05,5.8e-05,6.1e-05,6.3e-05,6.3e-05,6.9e-05,6.1e-05,5.6e-05,7.3e-05,6.6e-05,7.1e-05,6.8e-05,5.3e-05,6.2e-05,6.1e-05,6.2e-05,5.8e-05,5.4e-05,5.2e-05,5.9e-05,6.1e-05,6.6e-05,7e-05,6.9e-05,7e-05,7e-05,7.1e-05,8.7e-05
440,7.5e-05,7.6e-05,7.6e-05,7.6e-05,7.7e-05,8.8e-05,8.1e-05,7.9e-05,7.4e-05,6.7e-05,6.2e-05,7e-05,6.3e-05,6.7e-05,6.3e-05,6.7e-05,5.8e-05,5.5e-05,4.9e-05,4.6e-05,5.8e-05,4.9e-05,5.5e-05,5.8e-05,6.3e-05,6.4e-05,9.2e-05,8.3e-05,6.6e-05,6.9e-05,6.4e-05,7e-05
441,7.2e-05,7e-05,6.2e-05,6.5e-05,6.8e-05,6.2e-05,6.6e-05,6.2e-05,6.6e-05,6.8e-05,7e-05,6.1e-05,6.1e-05,7e-05,6.4e-05,6.9e-05,6.6e-05,7.1e-05,6.7e-05,7.1e-05,6.5e-05,7.7e-05,6.9e-05,7.6e-05,6.1e-05,6.2e-05,6.2e-05,6.3e-05,6.5e-05,6.5e-05,6.6e-05,6.7e-05
442,5.5e-05,5.1e-05,5.1e-05,5.5e-05,5.5e-05,5.3e-05,5.5e-05,5.5e-05,4.4e-05,4.6e-05,4.8e-05,5.2e-05,5.2e-05,5.3e-05,5.2e-05,5.2e-05,6.8e-05,6.5e-05,7e-05,7.3e-05,6.5e-05,6.5e-05,6.5e-05,6.5e-05,4.9e-05,5.1e-05,5.1e-05,5e-05,5e-05,5.1e-05,5.4e-05,5.5e-05
443,5.4e-05,5e-05,4.2e-05,4.2e-05,5e-05,4.8e-05,5.1e-05,4.7e-05,5.4e-05,6.1e-05,6.2e-05,6e-05,4.9e-05,5.2e-05,5.7e-05,6.8e-05,5.4e-05,5.3e-05,5.7e-05,5.4e-05,5.7e-05,5.5e-05,5.4e-05,5.3e-05,5.9e-05,6e-05,5.4e-05,5.4e-05,5.9e-05,5.9e-05,5.5e-05,5.6e-05
444,5.7e-05,5.5e-05,6.1e-05,5.9e-05,6e-05,6.1e-05,5.9e-05,6e-05,6.2e-05,5.9e-05,5.6e-05,5.6e-05,6.2e-05,5.6e-05,5.2e-05,5.5e-05,5.2e-05,5.3e-05,5.7e-05,5.2e-05,5.1e-05,5.4e-05,5e-05,4.9e-05,5.8e-05,6.2e-05,6.4e-05,5.5e-05,5.7e-05,6.2e-05,6.3e-05,5.7e-05
445,6.6e-05,5.9e-05,5.8e-05,6.1e-05,6.4e-05,6.4e-05,6.4e-05,6.1e-05,6.5e-05,6.6e-05,5.4e-05,6e-05,6.2e-05,6e-05,6.4e-05,6.5e-05,5.2e-05,5.4e-05,5.4e-05,5.7e-05,5.8e-05,5.7e-05,6.1e-05,5.7e-05,5.2e-05,6e-05,6.1e-05,5.1e-05,5.9e-05,6.8e-05,5.4e-05,6.2e-05
446,6.7e-05,6.2e-05,6.2e-05,6.1e-05,6.8e-05,6.4e-05,6.2e-05,6.9e-05,6.6e-05,7.6e-05,6.9e-05,6.9e-05,6.7e-05,7.1e-05,6.8e-05,7.4e-05,5.6e-05,6e-05,5.7e-05,5.4e-05,5.8e-05,5.9e-05,5.9e-05,5.8e-05,7e-05,7.3e-05,6.9e-05,7.7e-05,6.4e-05,6.9e-05,6.7e-05,6.9e-05
447,6.7e-05,7.3e-05,6.9e-05,7.2e-05,7.4e-05,7.5e-05,6.6e-05,6.7e-05,6.4e-05,5.9e-05,6.8e-05,6.6e-05,6.2e-05,6.5e-05,6.2e-05,6.4e-05,6.6e-05,6.5e-05,6.7e-05,6.3e-05,6.6e-05,6.2e-05,6.1e-05,5.8e-05,5.8e-05,5.8e-05,6.3e-05,6.4e-05,6.3e-05,6e-05,6.3e-05,5.9e-05
448,5.8e-05,5.2e-05,5.2e-05,5.6e-05,5.4e-05,4.9e-05,5.8e-05,5.6e-05,4.7e-05,5e-05,5.3e-05,5.1e-05,5e-05,4.8e-05,5.6e-05,5.1e-05,6.9e-05,6.1e-05,6.9e-05,7.2e-05,6.5e-05,6.8e-05,7e-05,6.8e-05,5.4e-05,5.7e-05,5.1e-05,5e-05,5e-05,5.3e-05,4.8e-05,5.1e-05
449,6.1e-05,5.5e-05,5.4e-05,5.7e-05,5.3e-05,5.4e-05,5.5e-05,5.4e-05,5.8e-05,5e-05,5.8e-05,5.9e-05,5.7e-05,5.6e-05,6.1e-05,5.9e-05,4.9e-05,5.1e-05,5.3e-05,4.8e-05,4.8e-05,5e-05,4.8e-05,4.8e-05,4.9e-05,5.3e-05,6.2e-05,6e-05,6.1e-05,6.4e-05,6e-05,5.8e-05
450,4.9e-05,4.7e-05,5.2e-05,5.5e-05,5.7e-05,5.7e-05,6.1e-05,5.5e-05,7.1e-05,6.3e-05,7.1e-05,7.8e-05,6.8e-05,6.4e-05,6.1e-05,6.1e-05,5.2e-05,6.7e-05,6.7e-05,5.7e-05,5.8e-05,5.3e-05,5.9e-05,5.9e-05,7.1e-05,7e-05,7.8e-05,7.5e-05,6.9e-05,7.5e-05,7.4e-05,7e-05
451,7.2e-05,7e-05,7.2e-05,7.3e-05,7.3e-05,7.2e-05,7.4e-05,7.8e-05,6.3e-05,6.2e-05,5.9e-05,6.1e-05,6.3e-05,7.3e-05,7.1e-05,6.1e-05,5.6e-05,5.3e-05,4.9e-05,5.6e-05,5.8e-05,5.8e-05,6e-05,5.7e-05,5.9e-05,5.9e-05,5.7e-05,5.7e-05,6.2e-05,6.7e-05,6.1e-05,6.3e-05
452,5.7e-05,6.5e-05,5.8e-05,6.4e-05,5.8e-05,5.7e-05,5.9e-05,5.8e-05,6.3e-05,6.7e-05,6.5e-05,6.3e-05,6.2e-05,6.9e-05,6.1e-05,7.2e-05,6.6e-05,6.1e-05,6.6e-05,6.4e-05,6.5e-05,7e-05,7e-05,7.6e-05,5.8e-05,5.6e-05,7e-05,6.5e-05,5.6e-05,5.9e-05,5.7e-05,5.7e-05
453,6e-05,5.6e-05,6.3e-05,6.3e-05,6.3e-05,6.4e-05,5.6e-05,5.6e-05,5.8e-05,6.1e-05,6.1e-05,5.8e-05,6.8e-05,5.8e-05,6.4e-05,6.2e-05,6.2e-05,5.7e-05,6.5e-05,5.5e-05,6.1e-05,6.3e-05,5.4e-05,6e-05,6.1e-05,6e-05,6e-05,6.3e-05,6.1e-05,6e-05,6.2e-05,6.1e-05
454,5.7e-05,5.7e-05,5.9e-05,5.8e-05,5.4e-05,5.6e-05,5.9e-05,5.7e-05,5.5e-05,5.1e-05,5e-05,5.1e-05,5.1e-05,5.2e-05,5.6e-05,5.9e-05,6.2e-05,6.5e-05,6.3e-05,6.7e-05,6.3e-05,6.2e-05,6.3e-05,6e-05,5.7e-05,5.6e-05,5.3e-05,5.6e-05,5.3e-05,5.6e-05,5.8e-05,5.8e-05
455,5e-05,5.3e-05,4.7e-05,4.9e-05,5.2e-05,5.1e-05,5.2e-05,5.3e-05,6.8e-05,6.7e-05,6.3e-05,6.8e-05,6.4e-05,5.7e-05,6.7e-05,7.7e-05,5.3e-05,5.9e-05,5.3e-05,5.9e-05,4.8e-05,5.7e-05,5.2e-05,5.5e-05,6.5e-05,7e-05,6.6e-05,6e-05,7.2e-05,6.2e-05,6.1e-05,6.1e-05
456,6.5e-05,6.1e-05,6.9e-05,7e-05,7.3e-05,7e-05,6.9e-05,7.6e-05,6.2e-05,6.3e-05,7.3e-05,7e-05,5.7e-05,6.5e-05,6.6e-05,6.3e-05,4.9e-05,4.8e-05,4.7e-05,5.3e-05,5.7e-05,5.7e-05,5.6e-05,5.1e-05,6.3e-05,7.1e-05,6.6e-05,6.7e-05,6.9e-05,6.7e-05,6.7e-05,6.4e-05
457,6.4e-05,6.7e-05,6.2e-05,6.8e-05,6.5e-05,6.5e-05,7.1e-05,6.5e-05,7.1e-05,6.8e-05,7e-05,7.2e-05,7e-05,7.9e-05,7.2e-05,7.1e-05,7.2e-05,6.9e-05,7.2e-05,5.8e-05,7e-05,7.1e-05,7.3e-05,6.8e-05,5.9e-05,5.8e-05,6.1e-05,6.1e-05,6e-05,6.8e-05,6.4e-05,6.8e-05
458,5.8e-05,6e-05,5.7e-05,6.4e-05,6.5e-05,6e-05,6.1e-05,6.1e-05,5.6e-05,4.9e-05,5.3e-05,5.4e-05,5.4e-05,5.5e-05,5.5e-05,5.2e-05,6.5e-05,6.3e-05,6.6e-05,6.4e-05,6e-05,6.5e-05,5.8e-05,6.9e-05,5.2e-05,5e-05,4.8e-05,4.8e-05,4.9e-05,4.8e-05,4.8e-05,5.5e-05
459,5.7e-05,5.1e-05,5.2e-05,5.8e-05,5.2e-05,5.2e-05,4.9e-05,4.7e-05,5.1e-05,4.9e-05,5.5e-05,5e-05,5.7e-05,5.1e-05,5.7e-05,6e-05,5.9e-05,5.7e-05,6.4e-05,5.8e-05,5.7e-05,6.2e-05,6e-05,6.3e-05,6.2e-05,5.7e-05,5.5e-05,4.8e-05,5.9e-05,5.8e-05,5.1e-05,5e-05
460,6.1e-05,5.5e-05,5.7e-05,6e-05,5.1e-05,4.8e-05,6e-05,5.8e-05,5.5e-05,5.2e-05,5.6e-05,5.4e-05,4.5e-05,4.9e-05,5.6e-05,5.3e-05,5.1e-05,5.3e-05,5.1e-05,4.9e-05,4.7e-05,4.9e-05,5.1e-05,4.5e-05,5.7e-05,5.6e-05,6.3e-05,6.4e-05,6.1e-05,6.1e-05,6.2e-05,6e-05
461,6.7e-05,5.9e-05,5.4e-05,5.7e-05,6.2e-05,6.1e-05,6.4e-05,6.6e-05,6.6e-05,6.1e-05,6.1e-05,6.9e-05,6.4e-05,6.7e-05,7e-05,6.9e-05,5.2e-05,5e-05,5.5e-05,5.5e-05,4.9e-05,4.7e-05,5.5e-05,5.2e-05,7.2e-05,6.9e-05,7.5e-05,7.3e-05,6.4e-05,7.5e-05,7.4e-05,7.7e-05
462,6.7e-05,6.6e-05,7.2e-05,6.2e-05,7.2e-05,7.1e-05,7.5e-05,6.8e-05,7.4e-05,6.8e-05,8.4e-05,9.1e-05,6.7e-05,7.6e-05,6.9e-05,6.8e-05,6.6e-05,6.4e-05,6.2e-05,6.4e-05,6.5e-05,6.4e-05,7.2e-05,6.6e-05,6.7e-05,7.1e-05,6e-05,7.8e-05,7.2e-05,6.9e-05,7.1e-05,7.4e-05
463,7.4e-05,7.5e-05,8e-05,7.1e-05,7.3e-05,7.1e-05,7.1e-05,7.8e-05,6.7e-05,6.9e-05,6.5e-05,7.1e-05,6.9e-05,7.8e-05,7.6e-05,6.9e-05,6.5e-05,6.8e-05,6.7e-05,6.4e-05,6.3e-05,6.8e-05,6.5e-05,6.6e-05,5.5e-05,6.4e-05,6.5e-05,7.2e-05,5.1e-05,6.5e-05,6.3e-05,6.7e-05
464,5.8e-05,6e-05,6.4e-05,6.2e-05,5.9e-05,6.1e-05,5.8e-05,6e-05,5.2e-05,5.1e-05,5.5e-05,5.3e-05,5.2e-05,5.2e-05,5.2e-05,5.2e-05,7.6e-05,7.7e-05,7.1e-05,6.8e-05,7.7e-05,7.3e-05,8.1e-05,7.5e-05,5.4e-05,5.3e-05,5.5e-05,5.5e-05,5.6e-05,5.3e-05,5e-05,5.1e-05
465,5.2e-05,5.2e-05,5.3e-05,5.2e-05,5.8e-05,5.3e-05,5.5e-05,5.1e-05,5.6e-05,5.8e-05,5.9e-05,5.8e-05,6.4e-05,5.7e-05,5.7e-05,6.1e-05,5.2e-05,5.6e-05,6.2e-05,5.8e-05,5.7e-05,5.7e-05,5.3e-05,5.8e-05,5.9e-05,5.9e-05,5.7e-05,5.5e-05,5.7e-05,5.9e-05,6e-05,5.8e-05
466,5.6e-05,5.7e-05,5.9e-05,6.1e-05,5.4e-05,5.3e-05,5.8e-05,5.4e-05,6e-05,6e-05,6.2e-05,5.3e-05,5.1e-05,5.2e-05,5.4e-05,6.1e-05,5.2e-05,5.2e-05,5.2e-05,4.9e-05,4.8e-05,5.3e-05,4.9e-05,4.9e-05,5.7e-05,5.4e-05,5.3e-05,5.7e-05,6.3e-05,6e-05,5.7e-05,5.3e-05
467,7e-05,6.2e-05,6.4e-05,5.7e-05,5.9e-05,5.7e-05,6e-05,6.2e-05,6.1e-05,6.6e-05,6.8e-05,6.2e-05,6e-05,6.4e-05,6.8e-05,6.8e-05,5.3e-05,5.6e-05,5.9e-05,5.5e-05,5.3e-05,5.7e-05,5.8e-05,5.4e-05,6.8e-05,6.8e-05,6.6e-05,6.8e-05,6.7e-05,7e-05,6.7e-05,7.2e-05
468,7.6e-05,6.6e-05,6.8e-05,7.2e-05,7.2e-05,6.9e-05,7.6e-05,6.6e-05,7e-05,6.4e-05,8.4e-05,6.3e-05,6.7e-05,6.5e-05,6.3e-05,6e-05,5.9e-05,6.8e-05,6.1e-05,5.6e-05,6.3e-05,5.7e-05,6.1e-05,6.4e-05,6.3e-05,6.1e-05,6.5e-05,6.2e-05,6.9e-05,6.7e-05,6.7e-05,6.2e-05
469,6.3e-05,6.8e-05,6.4e-05,6.2e-05,6.4e-05,6.3e-05,6.3e-05,6.7e-05,6.5e-05,6.5e-05,6e-05,6.4e-05,6.4e-05,6.5e-05,6.6e-05,6.5e-05,6.8e-05,7.1e-05,7.1e-05,7.2e-05,6.1e-05,6.9e-05,6.8e-05,6.3e-05,5.2e-05,5.1e-05,4.9e-05,5e-05,4.9e-05,4.9e-05,5.6e-05,5.5e-05
470,5.1e-05,4.8e-05,4.6e-05,5.3e-05,5.7e-05,5.1e-05,4.4e-05,4.6e-05,4.9e-05,4.9e-05,4.9e-05,5.1e-05,5.6e-05,5e-05,4.6e-05,5.4e-05,6.6e-05,6.1e-05,6.9e-05,6.4e-05,5.8e-05,6.1e-05,6e-05,6.9e-05,6.3e-05,6.1e-05,6.2e-05,5.5e-05,6e-05,5.9e-05,4.6e-05,4.7e-05
471,6.5e-05,6.4e-05,6.4e-05,6.6e-05,6.2e-05,6.2e-05,6.2e-05,6.7e-05,7.6e-05,6.8e-05,6.6e-05,6.8e-05,6.4e-05,7e-05,6.4e-05,7.2e-05,4.5e-05,4.8e-05,5e-05,4.8e-05,4.3e-05,4.9e-05,4.3e-05,4.5e-05,5.3e-05,6e-05,5.8e-05,5.4e-05,5.7e-05,5.9e-05,5.8e-05,6.6e-05
472,5.9e-05,5.4e-05,5.4e-05,5.5e-05,5.3e-05,5e-05,5.9e-05,5.5e-05,5.8e-05,4.6e-05,5.7e-05,4.7e-05,5.9e-05,6.1e-05,6.2e-05,6e-05,5.6e-05,6.1e-05,6.2e-05,5.9e-05,5.9e-05,5.4e-05,6.5e-05,6.4e-05,5.5e-05,5.9e-05,5.7e-05,5.7e-05,6.4e-05,6e-05,6e-05,6.1e-05
473,6.5e-05,6.5e-05,5.8e-05,5.6e-05,6.3e-05,6.9e-05,6.7e-05,6.2e-05,5.9e-05,5.4e-05,5.8e-05,5.5e-05,5.2e-05,5.6e-05,5.9e-05,5.9e-05,6e-05,5.6e-05,5.7e-05,5.8e-05,5.9e-05,5.8e-05,6e-05,5.5e-05,7.4e-05,6.5e-05,6.6e-05,6.4e-05,6.8e-05,6.5e-05,7.4e-05,6.9e-05
474,6.2e-05,5.9e-05,7e-05,7.4e-05,7.3e-05,6.9e-05,6.9e-05,7.2e-05,6.5e-05,6.7e-05,7.9e-05,7.9e-05,6.4e-05,6.7e-05,6e-05,6e-05,6.5e-05,6.2e-05,6e-05,5.5e-05,6.6e-05,6.1e-05,6.2e-05,6.7e-05,6.6e-05,5.8e-05,6e-05,5.3e-05,5.3e-05,5.4e-05,5.9e-05,5.4e-05
475,4.8e-05,4.4e-05,4.4e-05,5.1e-05,4.9e-05,5e-05,5.1e-05,4.2e-05,7.1e-05,5.1e-05,3.5e-05,3.1e-05,4.8e-05,3.8e-05,3.7e-05,4.4e-05,7.3e-05,7.1e-05,7.2e-05,6.4e-05,6.7e-05,6.6e-05,6.3e-05,6.8e-05,0,8.7e-05,0,0,0,0.000104,9.8e-05,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5e-05,5e-05,4.8e-05,4.7e-05,4.2e-05,4.8e-05,5.2e-05,4.3e-05,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
