numpg_primary,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
142,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
143,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
144,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
145,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
146,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
147,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
148,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
149,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
150,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
151,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
152,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
153,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
154,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
155,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
156,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
157,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
158,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
159,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
160,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
161,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
162,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
163,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
164,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
165,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
166,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
167,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
168,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
169,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
170,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
171,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
172,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
173,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
174,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
175,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
176,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
177,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
178,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
179,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
180,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
181,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
182,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
183,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
184,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
185,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
186,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
187,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
188,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
189,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
190,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
191,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
192,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
193,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
194,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
195,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
196,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
197,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
198,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
199,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
200,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
201,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
202,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
203,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
204,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
205,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
206,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
207,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
208,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
209,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
210,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
211,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
212,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
213,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
214,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
215,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
216,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
217,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
218,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
219,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
220,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
221,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
222,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
223,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
224,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
225,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
226,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
227,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
228,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
229,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
230,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
231,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
232,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
233,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
234,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
235,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
236,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
237,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
238,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
239,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
240,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
241,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
242,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
243,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
244,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
245,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
246,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
247,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
248,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
249,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
250,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
251,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
252,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
253,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
254,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
255,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
256,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
257,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
258,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
259,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
260,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
261,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
262,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
263,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
264,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
265,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
266,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
267,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
268,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
269,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
270,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
271,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
272,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
273,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
274,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
275,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
276,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
277,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
278,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
279,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
280,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
281,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
282,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
283,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
284,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
285,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
286,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
287,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
288,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
289,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
290,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
291,988,1074,1046,962,991,1081,1016,982,1005,1068,1006,1036,988,1042,1006,1039,1032,1014,1031,1012,985,1028,1025,985,1044,1025,1058,1065,999,985,1136,1014
