avg_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
55,6.9e-05,6.3e-05,4e-05,6.1e-05,3.5e-05,4e-05,4.5e-05,4.3e-05,4.5e-05,4.2e-05,5.4e-05,5.3e-05,3.7e-05,4.5e-05,0.000124,9.7e-05,4.4e-05,4.2e-05,4.7e-05,6.4e-05,5.3e-05,4.5e-05,5.5e-05,3.9e-05,4.1e-05,3.6e-05,4.1e-05,7.1e-05,5.5e-05,5.7e-05,8.1e-05,6.6e-05
56,5.3e-05,4.5e-05,7e-05,6.2e-05,6.2e-05,9.9e-05,9.4e-05,9.4e-05,8.3e-05,0.000168,5.1e-05,5.2e-05,4.2e-05,6.3e-05,7.3e-05,5.2e-05,4.1e-05,5.4e-05,3.8e-05,4e-05,4.6e-05,5.7e-05,4.7e-05,4.2e-05,4.9e-05,4.8e-05,5.5e-05,5.5e-05,4.2e-05,4e-05,4.4e-05,5e-05
57,5.1e-05,4e-05,0.00012,0.000118,6.2e-05,0.000324,5.8e-05,6.8e-05,6.4e-05,6.3e-05,5e-05,5.4e-05,3.9e-05,5.2e-05,5.4e-05,4.5e-05,7.9e-05,5.9e-05,5.9e-05,8.8e-05,4.7e-05,5.1e-05,4.4e-05,4.8e-05,4e-05,5.4e-05,4.9e-05,6.8e-05,4.8e-05,4.9e-05,5.1e-05,5e-05
58,3.7e-05,3.6e-05,4.5e-05,4.7e-05,5.2e-05,3.2e-05,5e-05,3.9e-05,3.2e-05,2.8e-05,3.2e-05,4.8e-05,5.6e-05,7.9e-05,3.9e-05,3.7e-05,6.1e-05,5.5e-05,8.1e-05,0.000313,5.9e-05,5.4e-05,9.5e-05,8.5e-05,8.5e-05,6.4e-05,3.9e-05,4.1e-05,0.000199,5.8e-05,3.2e-05,3.5e-05
59,5.1e-05,4.9e-05,4e-05,4.9e-05,4.2e-05,4.4e-05,4.5e-05,5.1e-05,2.9e-05,5.2e-05,8.8e-05,0.000111,4.1e-05,6.1e-05,7.3e-05,4.9e-05,4.8e-05,5.3e-05,6.5e-05,5.4e-05,7.9e-05,6.7e-05,6.6e-05,8.2e-05,5.3e-05,4.6e-05,4.7e-05,5.8e-05,5.6e-05,6.4e-05,4.1e-05,4.8e-05
60,0.00011,0.000126,3.9e-05,4.3e-05,5.6e-05,4.9e-05,5.2e-05,4.1e-05,3.7e-05,6.3e-05,5.7e-05,5.3e-05,5.5e-05,4.6e-05,5.3e-05,4.5e-05,5.3e-05,4.4e-05,4e-05,4.2e-05,5.6e-05,4.9e-05,5.2e-05,4e-05,3.6e-05,5.9e-05,6.6e-05,9.2e-05,4.8e-05,5.4e-05,7.1e-05,6.9e-05
61,5.5e-05,7e-05,4.4e-05,5.4e-05,4.1e-05,5e-05,4.6e-05,5.5e-05,3.9e-05,3.4e-05,9.4e-05,3.5e-05,6.1e-05,4e-05,6.7e-05,9.6e-05,4.5e-05,4.9e-05,4.3e-05,4.6e-05,7.7e-05,4e-05,4.8e-05,5.2e-05,4.6e-05,4.4e-05,4.5e-05,4.7e-05,6.1e-05,3.9e-05,7.8e-05,8.2e-05
62,5.3e-05,4.9e-05,0.000102,8.9e-05,7.7e-05,0.000116,9.6e-05,9.6e-05,7.9e-05,7.3e-05,5.1e-05,4.1e-05,3.6e-05,5.2e-05,4.9e-05,8.6e-05,4.1e-05,5.8e-05,4.7e-05,6e-05,3.9e-05,4.9e-05,4.8e-05,4.5e-05,4.5e-05,5e-05,6.5e-05,4.2e-05,5.3e-05,4.6e-05,4.8e-05,5.1e-05
63,3.8e-05,3.6e-05,8.5e-05,7e-05,7e-05,8.5e-05,7.3e-05,0.000151,3.6e-05,4.7e-05,3.9e-05,3.8e-05,3.7e-05,7.1e-05,5e-05,0.000117,4.6e-05,6.7e-05,5.5e-05,5.5e-05,5.4e-05,5.2e-05,3.9e-05,4.4e-05,4.5e-05,5.3e-05,3.7e-05,4.1e-05,2.9e-05,5e-05,3.1e-05,4.6e-05
64,3.7e-05,5e-05,4.6e-05,4.7e-05,3.2e-05,4.1e-05,4.7e-05,4.5e-05,8.5e-05,3.5e-05,4.5e-05,3.9e-05,5.9e-05,6e-05,3.9e-05,3.9e-05,6.2e-05,8.1e-05,0.000147,0.000126,5.1e-05,4.8e-05,4.7e-05,4.3e-05,8.8e-05,0.000108,4.3e-05,3.6e-05,6.8e-05,5.7e-05,4.5e-05,4.4e-05
65,6.6e-05,6e-05,4.9e-05,4.4e-05,4e-05,6.7e-05,4.8e-05,4e-05,4.2e-05,4.1e-05,8.8e-05,7.3e-05,4.3e-05,4.4e-05,4.1e-05,3.6e-05,5.8e-05,4.6e-05,0.000104,5e-05,6.4e-05,7.4e-05,9.6e-05,6.3e-05,6e-05,4.3e-05,5.5e-05,6.9e-05,4.8e-05,4.2e-05,4.6e-05,4.7e-05
66,7.3e-05,8.2e-05,3.8e-05,4.7e-05,4.1e-05,5.2e-05,4.4e-05,4.1e-05,5.3e-05,4.4e-05,4.1e-05,5.2e-05,4.7e-05,4.8e-05,3.6e-05,4.3e-05,3.8e-05,4.8e-05,5e-05,5.7e-05,4.2e-05,4.1e-05,4.3e-05,4.1e-05,5.3e-05,5.6e-05,7.2e-05,8.9e-05,7.7e-05,5.3e-05,0.000129,0.000123
67,4.6e-05,6.9e-05,4.7e-05,5.7e-05,4.6e-05,5.4e-05,5.7e-05,6.1e-05,5.4e-05,5.9e-05,6e-05,5.3e-05,4.2e-05,3.7e-05,0.000228,8.7e-05,5.5e-05,4.1e-05,5.1e-05,8.5e-05,4e-05,5.6e-05,4e-05,5.9e-05,4.2e-05,6e-05,4.8e-05,4.3e-05,5.2e-05,4.6e-05,8e-05,9.5e-05
68,5.4e-05,3.6e-05,8.1e-05,0.000118,6.4e-05,7.5e-05,8.2e-05,0.000113,6.6e-05,8.4e-05,4.4e-05,3.8e-05,4.9e-05,4.5e-05,6.3e-05,0.000109,5.9e-05,5.3e-05,4.9e-05,4.6e-05,4.5e-05,3.9e-05,5.1e-05,5.6e-05,5.7e-05,5.3e-05,3.8e-05,5e-05,4.7e-05,4.3e-05,5.2e-05,4.9e-05
69,4.7e-05,6.3e-05,6.2e-05,7.1e-05,7.6e-05,7.2e-05,5.8e-05,5e-05,6.4e-05,6.1e-05,4.3e-05,4.1e-05,4.4e-05,7.5e-05,4e-05,3.7e-05,0.000103,9.7e-05,4e-05,4.2e-05,3.1e-05,4e-05,4.3e-05,4.5e-05,5.9e-05,9e-05,4.1e-05,4.5e-05,4.9e-05,4.6e-05,4.4e-05,4.6e-05
70,3.5e-05,3.5e-05,3.5e-05,6.2e-05,3.2e-05,3.1e-05,4.7e-05,3.2e-05,5.1e-05,0.000263,6.5e-05,7.7e-05,4.1e-05,7.1e-05,3.7e-05,3.8e-05,5.7e-05,4.9e-05,0.000293,5e-05,9.9e-05,6.9e-05,6.8e-05,6.7e-05,3.9e-05,0.000448,3.4e-05,4.6e-05,5.1e-05,4.8e-05,4e-05,9.8e-05
71,0.000119,0.000114,4e-05,4.3e-05,3.9e-05,4.1e-05,4.4e-05,3.3e-05,4.5e-05,4.2e-05,4.6e-05,5.2e-05,5e-05,4.5e-05,4.8e-05,4.5e-05,5e-05,4.4e-05,5.1e-05,3.9e-05,7.1e-05,7.2e-05,7.2e-05,7.8e-05,3.7e-05,3.3e-05,6.4e-05,4.5e-05,4.2e-05,5.1e-05,3.3e-05,3.9e-05
72,5.5e-05,4.4e-05,4.5e-05,5.4e-05,4.9e-05,5e-05,5.5e-05,0.000106,4.9e-05,4.7e-05,4.4e-05,3.9e-05,3.7e-05,4.2e-05,4.3e-05,4.4e-05,5e-05,3.7e-05,4.4e-05,5.5e-05,5.1e-05,5.3e-05,4.7e-05,3.9e-05,4.3e-05,5.1e-05,7.4e-05,7e-05,6.3e-05,5e-05,0.000162,9.4e-05
73,5.2e-05,4.3e-05,4.3e-05,4.2e-05,4e-05,3.9e-05,6.9e-05,5.4e-05,4.7e-05,4.5e-05,6.7e-05,0.000376,4.1e-05,7.4e-05,5.6e-05,7.2e-05,4.9e-05,5.1e-05,4.6e-05,4.3e-05,5.2e-05,5.5e-05,4.9e-05,6.1e-05,3.9e-05,4.5e-05,5.6e-05,6.4e-05,7.1e-05,4.8e-05,5.8e-05,6.3e-05
74,4.6e-05,3.6e-05,7.9e-05,7.5e-05,6.3e-05,7.2e-05,6.9e-05,9e-05,0.000276,5.2e-05,5.2e-05,5.8e-05,4e-05,4.5e-05,7.4e-05,8.4e-05,4.3e-05,4.8e-05,4.7e-05,5.9e-05,5.1e-05,3.8e-05,4.6e-05,4.6e-05,4.7e-05,6.2e-05,4.4e-05,4.2e-05,4.7e-05,4.5e-05,4.2e-05,3.5e-05
75,4.9e-05,5.6e-05,5.9e-05,9.7e-05,4.7e-05,5.3e-05,7.7e-05,6e-05,6.5e-05,6.7e-05,5.7e-05,0.000125,6.1e-05,5.8e-05,4.5e-05,5e-05,0.0001,0.000214,8.1e-05,8.7e-05,4.3e-05,5.8e-05,3.8e-05,4.8e-05,6.3e-05,0.000113,4.1e-05,3.7e-05,6.5e-05,4.9e-05,4e-05,3.7e-05
76,6.1e-05,5.9e-05,4.9e-05,4.1e-05,3.9e-05,4.5e-05,4.3e-05,4.4e-05,6.8e-05,0.000131,0.000108,6.8e-05,0.000211,6.2e-05,0.000203,5.5e-05,4.4e-05,4.9e-05,5e-05,5.1e-05,6.1e-05,7.8e-05,0.000101,7.5e-05,5.3e-05,4.7e-05,6.1e-05,5.4e-05,6.9e-05,5.6e-05,4.5e-05,9.9e-05
77,7.4e-05,0.00012,3.9e-05,8.6e-05,4.8e-05,4.5e-05,4.1e-05,3.7e-05,4e-05,4.5e-05,4.4e-05,5.4e-05,3.7e-05,4.5e-05,5.8e-05,4.1e-05,4.3e-05,4.8e-05,5.3e-05,5.4e-05,8.4e-05,7.4e-05,7.8e-05,8.9e-05,4.8e-05,8.1e-05,5e-05,5.2e-05,4.9e-05,4.4e-05,4.1e-05,4e-05
78,4e-05,4.3e-05,5.4e-05,7.6e-05,0.000128,4.6e-05,4.7e-05,4.2e-05,4.3e-05,4.8e-05,5.4e-05,4.4e-05,4.6e-05,4.9e-05,4.7e-05,4.8e-05,4.9e-05,5e-05,5.4e-05,4.2e-05,5.6e-05,5.3e-05,5e-05,0.000124,4.1e-05,4.4e-05,8.9e-05,0.00014,4.5e-05,4.5e-05,6.8e-05,0.000257
79,4.4e-05,5.3e-05,4.6e-05,4.2e-05,4.5e-05,4e-05,4.8e-05,6.1e-05,4.3e-05,5.6e-05,3.9e-05,4.5e-05,5.2e-05,5.6e-05,0.000106,7.1e-05,3.4e-05,4.7e-05,5.7e-05,4.8e-05,5.4e-05,9.2e-05,3.6e-05,4.6e-05,5.7e-05,6.4e-05,0.000125,6.8e-05,4.7e-05,4.2e-05,9.4e-05,9.3e-05
80,4.2e-05,4.9e-05,7.4e-05,8.3e-05,6.5e-05,8.9e-05,8.5e-05,9.9e-05,5.2e-05,4.1e-05,3.7e-05,4e-05,3.7e-05,3.7e-05,6.5e-05,4.6e-05,5.7e-05,5.5e-05,4.5e-05,4.7e-05,3.6e-05,5.5e-05,5e-05,5.1e-05,7.5e-05,8.8e-05,5.2e-05,5.5e-05,4.3e-05,3.8e-05,7.3e-05,3.6e-05
81,4.4e-05,4.6e-05,5.4e-05,5.1e-05,4.5e-05,5e-05,6.7e-05,0.000115,6.6e-05,4.8e-05,6.6e-05,7.6e-05,6.9e-05,4.8e-05,0.000599,5.2e-05,7.2e-05,5.3e-05,5.6e-05,4.8e-05,4.4e-05,3.7e-05,3.9e-05,3.1e-05,4.4e-05,3.8e-05,3.3e-05,3.3e-05,5.5e-05,5.3e-05,3.8e-05,3.7e-05
82,0.000112,7.6e-05,4.8e-05,5.2e-05,4.7e-05,3.7e-05,4.1e-05,4.3e-05,0.000184,6.1e-05,6.3e-05,5.9e-05,5.8e-05,5.4e-05,0.000155,4.9e-05,4.3e-05,5.1e-05,4.4e-05,5.4e-05,4.7e-05,6.4e-05,7.4e-05,5.2e-05,4e-05,4.6e-05,4.5e-05,5.2e-05,5.7e-05,7.7e-05,5.1e-05,8.1e-05
83,5.6e-05,5.3e-05,7.3e-05,4.1e-05,4.7e-05,6e-05,4.4e-05,4.9e-05,4.1e-05,4.5e-05,4.4e-05,3.8e-05,3.4e-05,3.8e-05,5.4e-05,4.1e-05,4.3e-05,5.7e-05,5.4e-05,4.7e-05,9.3e-05,8.4e-05,8.1e-05,0.0001,4.9e-05,4.4e-05,4.9e-05,4.3e-05,3.9e-05,4.1e-05,6.2e-05,4.2e-05
84,5.1e-05,5.1e-05,7.3e-05,5.5e-05,4.7e-05,6e-05,4.8e-05,5e-05,5.5e-05,4.2e-05,4.2e-05,4.7e-05,8.1e-05,5.2e-05,3.8e-05,6.1e-05,4e-05,4.2e-05,5.7e-05,5.1e-05,6e-05,6.4e-05,4e-05,3.3e-05,6e-05,4.5e-05,0.000102,8.8e-05,4.1e-05,5.8e-05,7.4e-05,0.000326
85,6.1e-05,4.8e-05,4.5e-05,4e-05,5.3e-05,5.2e-05,4.6e-05,5.1e-05,4.5e-05,4.8e-05,5.2e-05,5.1e-05,5.8e-05,5.2e-05,7.5e-05,6.5e-05,4.9e-05,5e-05,5.2e-05,4.2e-05,5.3e-05,8.1e-05,5.1e-05,5.3e-05,6.9e-05,6.2e-05,6.4e-05,6.9e-05,4.6e-05,4.6e-05,0.000105,0.000157
86,4.8e-05,4.3e-05,0.000112,0.000387,5.6e-05,0.000103,7.7e-05,6.7e-05,4.7e-05,5.7e-05,5.3e-05,4.1e-05,3.8e-05,3.8e-05,5.4e-05,4.9e-05,5.3e-05,5.3e-05,8.1e-05,7.4e-05,5.8e-05,5.7e-05,4.6e-05,6.4e-05,6.8e-05,6e-05,3.8e-05,4.2e-05,5.1e-05,4.3e-05,4e-05,6.4e-05
87,6.3e-05,6.8e-05,6.4e-05,4.4e-05,5.2e-05,7.8e-05,7.2e-05,6.7e-05,6.1e-05,5.9e-05,5.8e-05,8.3e-05,6.4e-05,6.4e-05,5.8e-05,5.9e-05,4.1e-05,4.8e-05,5.9e-05,9.7e-05,7.3e-05,4e-05,4.9e-05,4.1e-05,6.8e-05,6.6e-05,6.9e-05,5.6e-05,5.6e-05,6.7e-05,4.4e-05,9.3e-05
88,5.3e-05,5e-05,5.2e-05,3e-05,6.6e-05,4e-05,5.2e-05,4.2e-05,4.5e-05,4.7e-05,4.5e-05,3.3e-05,6.6e-05,6.4e-05,3.8e-05,3.8e-05,8.2e-05,4.1e-05,6.1e-05,5.4e-05,4.6e-05,3.6e-05,8.6e-05,5.2e-05,5e-05,4.9e-05,3.3e-05,4e-05,0.000105,7.3e-05,6.7e-05,5.7e-05
89,4.5e-05,4.7e-05,4.4e-05,4.2e-05,4.4e-05,6.5e-05,3.2e-05,4.6e-05,3.6e-05,4e-05,4.1e-05,4.5e-05,3.8e-05,4.2e-05,6.5e-05,4.3e-05,3.9e-05,4.3e-05,5.5e-05,5.7e-05,0.00011,0.000131,7.3e-05,8e-05,5.3e-05,3.6e-05,3.9e-05,6.9e-05,4.2e-05,4e-05,3.6e-05,4.4e-05
90,3.8e-05,4.4e-05,6e-05,7.1e-05,4e-05,5.8e-05,4e-05,4.3e-05,5.1e-05,5.5e-05,6.3e-05,6.1e-05,5.2e-05,9.3e-05,5.6e-05,4.5e-05,5e-05,4.3e-05,4.9e-05,5.5e-05,7.1e-05,7.4e-05,5.3e-05,4.5e-05,5.2e-05,6.3e-05,7.1e-05,7.5e-05,4.5e-05,4.2e-05,0.000117,9e-05
91,4.6e-05,6.7e-05,4.6e-05,4.6e-05,4.4e-05,3.8e-05,4.3e-05,4.7e-05,5.1e-05,5.1e-05,4e-05,4.3e-05,4.6e-05,4.2e-05,7.7e-05,5.4e-05,7e-05,4.2e-05,5.3e-05,4.3e-05,4.6e-05,4.3e-05,5.8e-05,4.6e-05,8.6e-05,0.000127,7.8e-05,8.2e-05,5.3e-05,5.8e-05,8.4e-05,6.7e-05
92,6.4e-05,0.000113,6.1e-05,8.5e-05,7.8e-05,8e-05,6.6e-05,6e-05,0.000104,7.5e-05,5.3e-05,7.8e-05,4.4e-05,4.8e-05,9.1e-05,5.7e-05,5.2e-05,4.8e-05,5e-05,4.1e-05,4.4e-05,4.7e-05,5.4e-05,4.5e-05,5.1e-05,3.9e-05,6.6e-05,5.4e-05,4.1e-05,5e-05,5.1e-05,5.1e-05
93,5.8e-05,5.6e-05,8.9e-05,5.6e-05,5.8e-05,7.3e-05,5.9e-05,6.8e-05,6.3e-05,7.7e-05,3.8e-05,4.5e-05,4.9e-05,6.4e-05,3.6e-05,3.9e-05,9.2e-05,7.1e-05,5e-05,5.7e-05,4.4e-05,3.7e-05,3.9e-05,0.000159,4.2e-05,4.6e-05,5.9e-05,4.3e-05,5.6e-05,7.2e-05,4.7e-05,6.9e-05
94,4e-05,4.2e-05,4.6e-05,5.3e-05,5e-05,5.2e-05,5e-05,4.7e-05,6.9e-05,5.5e-05,4.8e-05,5.3e-05,6.5e-05,7.8e-05,5.1e-05,4.3e-05,5.1e-05,4.6e-05,8e-05,6.2e-05,4.5e-05,5.1e-05,0.000103,6.8e-05,6.5e-05,4.9e-05,4.8e-05,5.1e-05,7.2e-05,9.5e-05,4.5e-05,4.7e-05
95,4.1e-05,5.1e-05,4.5e-05,4.6e-05,5.3e-05,5.3e-05,4.3e-05,4.4e-05,4.9e-05,4.9e-05,8e-05,7.3e-05,4e-05,8.8e-05,4.6e-05,3.4e-05,3.9e-05,4e-05,0.000158,4.6e-05,8.6e-05,8.8e-05,8e-05,9.3e-05,4.1e-05,4.9e-05,4.6e-05,4.6e-05,4.6e-05,6.2e-05,5.2e-05,4.5e-05
96,4.5e-05,5e-05,6.9e-05,4.3e-05,5.3e-05,3.9e-05,5.9e-05,4e-05,3.9e-05,4.8e-05,4.1e-05,3.6e-05,4.2e-05,3.3e-05,6e-05,5.2e-05,4.5e-05,4.2e-05,4.2e-05,9.2e-05,7.6e-05,8.2e-05,5e-05,6.4e-05,0.00012,0.0001,7.4e-05,6.7e-05,3.8e-05,6.6e-05,4.9e-05,5e-05
97,6.8e-05,5.3e-05,4.5e-05,3.5e-05,4.4e-05,6.5e-05,4.6e-05,5.4e-05,5.1e-05,6.8e-05,8.8e-05,7.6e-05,5.4e-05,4.1e-05,0.000104,8.7e-05,6.1e-05,4.5e-05,4.8e-05,4.7e-05,4.4e-05,4.5e-05,4.4e-05,4.5e-05,5.5e-05,6.2e-05,5.8e-05,7.5e-05,4.7e-05,5e-05,6.4e-05,5.8e-05
98,9e-05,6.9e-05,6.5e-05,6.9e-05,8.1e-05,9.3e-05,6.5e-05,6.1e-05,0.000153,0.000144,5.4e-05,4.7e-05,4.9e-05,4e-05,5.2e-05,4.4e-05,9.7e-05,6.6e-05,4e-05,5.4e-05,4.1e-05,4.6e-05,6.4e-05,6.4e-05,5.5e-05,4.9e-05,4.8e-05,4.8e-05,7.2e-05,3.9e-05,5e-05,4.6e-05
99,4.3e-05,5.4e-05,4.8e-05,5.4e-05,6.7e-05,6.6e-05,6.1e-05,7.8e-05,4.9e-05,4.8e-05,3.8e-05,4.4e-05,5.9e-05,5.6e-05,6.5e-05,2.9e-05,5.9e-05,6e-05,6.2e-05,5.7e-05,4.6e-05,4.7e-05,3.8e-05,4.8e-05,4.2e-05,4.2e-05,6e-05,4.1e-05,7.9e-05,4.9e-05,0.000124,5.9e-05
100,3.8e-05,5.5e-05,4.2e-05,4.8e-05,4.8e-05,4.9e-05,3.9e-05,5.3e-05,4.4e-05,4.2e-05,3.8e-05,5.1e-05,8.6e-05,7.2e-05,5.4e-05,4.6e-05,3.6e-05,5e-05,8.1e-05,7.3e-05,4.2e-05,3.3e-05,7.8e-05,7.8e-05,4.8e-05,5.2e-05,4.4e-05,4.9e-05,8.4e-05,0.000154,6.7e-05,5e-05
101,4.6e-05,4e-05,4.3e-05,4.9e-05,3.7e-05,5.3e-05,4.8e-05,4.2e-05,3.3e-05,5.2e-05,5.5e-05,4.1e-05,3.3e-05,5.9e-05,4.7e-05,4.9e-05,6.5e-05,4.7e-05,0.000223,5.7e-05,6e-05,7.3e-05,7.2e-05,0.00011,5e-05,6.8e-05,4.8e-05,4.7e-05,4.8e-05,4.8e-05,5.5e-05,5.7e-05
102,3.8e-05,5.2e-05,4.7e-05,4.9e-05,4.3e-05,5.1e-05,3.6e-05,4.6e-05,5.1e-05,4.6e-05,4.7e-05,4.8e-05,4.4e-05,5.2e-05,0.0001,5.1e-05,5.1e-05,5.1e-05,3.9e-05,4.8e-05,5.5e-05,5.9e-05,5.4e-05,4.5e-05,0.000132,0.000138,8.5e-05,0.000138,4.2e-05,4.6e-05,7.7e-05,0.000151
103,8.3e-05,0.000174,5.9e-05,4.3e-05,4.1e-05,3.5e-05,5.2e-05,4.7e-05,6.3e-05,5.6e-05,7.7e-05,7.6e-05,4.2e-05,0.000109,7.2e-05,7.7e-05,5e-05,4.3e-05,4.3e-05,5.5e-05,4.5e-05,4.2e-05,5.6e-05,5.1e-05,4.9e-05,5.1e-05,0.000153,7.1e-05,4.5e-05,4.7e-05,6.8e-05,7.3e-05
104,7.5e-05,5.7e-05,0.000143,0.000134,8.3e-05,0.000103,0.000146,7.7e-05,5.3e-05,4.1e-05,0.000119,5.8e-05,4.7e-05,5.8e-05,4.5e-05,3.5e-05,6e-05,4.8e-05,4.9e-05,4.5e-05,7e-05,4.1e-05,4.8e-05,5.1e-05,4.3e-05,3.9e-05,4.6e-05,5.5e-05,3.8e-05,5.9e-05,3.8e-05,4e-05
105,5.5e-05,3.6e-05,8e-05,6.3e-05,5.4e-05,4.7e-05,9e-05,4.6e-05,3.8e-05,4.9e-05,4.2e-05,3.9e-05,6.7e-05,5.1e-05,3.8e-05,5.4e-05,6.3e-05,7.4e-05,7.1e-05,5.4e-05,3.6e-05,4.3e-05,4.2e-05,4e-05,4.2e-05,4.8e-05,4.8e-05,4.6e-05,4.6e-05,4.7e-05,5.5e-05,4.9e-05
106,3.6e-05,3.9e-05,5.5e-05,3.5e-05,3.8e-05,2.7e-05,3.9e-05,3.4e-05,4.7e-05,3.9e-05,4.2e-05,6.6e-05,8.1e-05,9.4e-05,6.7e-05,5.4e-05,5.5e-05,5.5e-05,8.8e-05,7.5e-05,4.1e-05,3.7e-05,6.1e-05,7.9e-05,3.9e-05,5.2e-05,5.9e-05,4.6e-05,4.9e-05,4.9e-05,5.2e-05,4.5e-05
107,5e-05,4.8e-05,4.6e-05,3.9e-05,4.1e-05,4.1e-05,5.1e-05,5.2e-05,5.3e-05,4.8e-05,4.3e-05,5.9e-05,5.4e-05,5.6e-05,4.4e-05,4.7e-05,4.4e-05,4e-05,3.6e-05,3.5e-05,6.2e-05,8.2e-05,6.2e-05,5.9e-05,0.0001,7.6e-05,4.3e-05,8.6e-05,5.5e-05,4.5e-05,4.8e-05,7e-05
108,5.3e-05,6e-05,4.9e-05,4.5e-05,5e-05,4.5e-05,4.5e-05,5.4e-05,4.2e-05,6e-05,7.2e-05,4.4e-05,4.4e-05,4.1e-05,0.000102,5.7e-05,5.9e-05,4.6e-05,4.3e-05,4.8e-05,6.7e-05,9.4e-05,6.4e-05,5.3e-05,4.8e-05,0.000307,6.2e-05,6.5e-05,4.6e-05,4e-05,0.000118,7.9e-05
109,4.8e-05,4.9e-05,0.000123,4.7e-05,4.5e-05,3.9e-05,3.3e-05,4.1e-05,0.00011,0.000112,8.7e-05,0.000182,6.6e-05,0.00028,0.000223,0.000296,5.6e-05,4.9e-05,4.4e-05,4.5e-05,4.9e-05,4.5e-05,4.9e-05,4.9e-05,4.3e-05,4.4e-05,4.5e-05,5.5e-05,4.7e-05,4.5e-05,9.3e-05,6.6e-05
110,5.3e-05,5.7e-05,6.4e-05,8.1e-05,7e-05,0.000465,7.2e-05,7.4e-05,4e-05,5e-05,5e-05,4.8e-05,4.3e-05,4e-05,4.3e-05,4.1e-05,4.8e-05,4.3e-05,4.7e-05,3.8e-05,4.2e-05,3.6e-05,4.2e-05,4.2e-05,5.3e-05,4.7e-05,4.5e-05,4.6e-05,8.6e-05,4.5e-05,7e-05,3.7e-05
111,8.9e-05,5.2e-05,6.5e-05,6.3e-05,5.3e-05,6.2e-05,7.5e-05,6.9e-05,5.9e-05,4e-05,4.4e-05,5e-05,6.2e-05,0.000245,3.7e-05,4.6e-05,6.5e-05,6.6e-05,3.3e-05,4.1e-05,4.1e-05,3.7e-05,3.8e-05,3.8e-05,7.2e-05,4.4e-05,4e-05,4.5e-05,0.000105,5.4e-05,4.2e-05,5.3e-05
112,4.8e-05,5.3e-05,4.8e-05,4.8e-05,7.5e-05,4.5e-05,5.8e-05,4.8e-05,4.3e-05,4.4e-05,4.2e-05,6.1e-05,5.2e-05,5.7e-05,4.9e-05,5.1e-05,4.7e-05,5.3e-05,6.4e-05,6.7e-05,4.1e-05,3.7e-05,5.2e-05,6.1e-05,0.00012,5.6e-05,5e-05,4.6e-05,6.6e-05,6.6e-05,5.5e-05,5e-05
113,9.4e-05,6.9e-05,4.6e-05,4.4e-05,3.7e-05,4.2e-05,0.000168,0.00033,3.6e-05,6e-05,4.5e-05,4.1e-05,5.2e-05,4.1e-05,4.1e-05,4.3e-05,3.6e-05,3.2e-05,5e-05,6.3e-05,5.5e-05,7.3e-05,5.7e-05,6.9e-05,5.5e-05,8.1e-05,0.000102,4.8e-05,5.2e-05,3.8e-05,6.2e-05,5.9e-05
114,6.2e-05,6.4e-05,4.6e-05,3.5e-05,4.3e-05,4.8e-05,4e-05,6.6e-05,4.6e-05,4.3e-05,4.4e-05,3e-05,4.8e-05,4.3e-05,0.000111,8.8e-05,4.3e-05,5.5e-05,5.3e-05,4.4e-05,7e-05,8.8e-05,8.1e-05,6e-05,6.2e-05,4.6e-05,8.1e-05,6.6e-05,5.4e-05,5.3e-05,7.2e-05,8.1e-05
115,5e-05,4.1e-05,4.3e-05,3.9e-05,4.5e-05,3.7e-05,4.1e-05,5.2e-05,9.6e-05,5.8e-05,8.5e-05,6.3e-05,4.2e-05,4.2e-05,6.1e-05,5.7e-05,4.8e-05,4.9e-05,6e-05,4.3e-05,3.4e-05,3.6e-05,4.1e-05,4.5e-05,5.8e-05,5.2e-05,6.3e-05,0.000115,4.6e-05,4e-05,4.5e-05,4.5e-05
