apply_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
379,0.099153,0.100546,0.14412,0.109825,0.080567,0.103787,0.211927,0.296751,0.268073,0.099434,0.098341,0.051412,0.054395,0.166539,0.095068,0.061766,0.034172,0.031375,0.034509,0.032604,0.214566,0.19969,0.13907,0.139336,0.210324,0.172977,0.048141,0.086032,0.052392,0.070358,0.154749,0.19529
380,0.055353,0.058684,0.064646,0.053999,0.045457,0.043105,0.135234,0.093329,0.065683,0.100116,0.282054,0.217263,0.078731,0.103657,0.057918,0.059401,0.323601,0.112378,0.192377,0.110834,0.115148,0.114005,0.302575,0.170129,0.073355,0.07147,0.08149,0.092789,0.316004,0.336447,0.197269,0.086265
381,0.062241,0.078804,0.226465,0.0734,0.07085,0.08795,0.076522,0.091246,0.11832,0.195287,0.310227,0.392946,0.114056,0.212851,0.186881,0.149977,0.165063,0.07987,0.092376,0.122078,0.057237,0.055796,0.093335,0.070878,0.111378,0.171514,0.07587,0.100757,0.329509,0.370858,0.239073,0.229354
382,0.041226,0.086226,0.196633,0.261743,0.031109,0.108199,0.088487,0.11904,0.059663,0.083101,0.174348,0.190134,0.043088,0.19179,0.451001,0.048505,0.109906,0.072216,0.121184,0.130278,0.125113,0.130849,0.130892,0.131762,0.032191,0.055408,0.138174,0.285245,0.162641,0.16618,0.073848,0.076324
383,0.01262,0.039841,0.027755,0.033998,0.249344,0.308935,0.023482,0.033144,0.205491,0.162414,0.042104,0.050225,0.02752,0.087024,0.197639,0.136305,0.094148,0.077298,0.101671,0.11442,0.203724,0.22442,0.120605,0.190112,0.065839,0.130979,0.130947,0.120079,0.035091,0.051045,0.050703,0.033355
384,0.275561,0.266729,0.154579,0.12549,0.108741,0.143289,0.115136,0.138619,0.359803,0.225775,0.193792,0.226071,0.181285,0.289506,0.250776,0.176867,0.033365,0.017603,0.036477,0.029712,0.267554,0.290364,0.048071,0.033202,0.415127,0.429703,0.159559,0.222323,0.203531,0.169347,0.20284,0.21413
385,0.325348,0.226791,0.220536,0.153697,0.066336,0.154204,0.432329,0.223371,0.209929,0.142621,0.227224,0.126403,0.393872,0.461358,0.174517,0.095902,0.167494,0.094475,0.162779,0.100983,0.09629,0.096053,0.16681,0.135929,0.228649,0.262706,0.063026,0.142045,0.126496,0.066581,0.233371,0.27075
386,0.059512,0.081277,0.091982,0.050464,0.060092,0.059697,0.110769,0.068661,0.152816,0.153965,0.152164,0.403548,0.118432,0.145201,0.140041,0.132034,0.46791,0.225218,0.346571,0.165273,0.072865,0.134208,0.170483,0.197218,0.144646,0.18307,0.151861,0.171524,0.236436,0.241793,0.196204,0.178008
387,0.270058,0.304113,0.332453,0.347489,0.27518,0.272292,0.212053,0.343511,0.275836,0.325344,0.248942,0.4218,0.162357,0.28569,0.692938,0.189467,0.108381,0.114154,0.060177,0.076119,0.048966,0.073407,0.05625,0.049859,0.131627,0.254235,0.258129,0.342579,0.317993,0.334037,0.294638,0.249536
388,0.156352,0.246658,0.267524,0.313683,0.199597,0.290195,0.149216,0.333171,0.203198,0.246517,0.136913,0.205092,0.097583,0.207813,0.477312,0.132556,0.203136,0.212383,0.240069,0.250342,0.256363,0.303181,0.204265,0.49317,0.0448,0.112069,0.254788,0.307381,0.171113,0.163188,0.163308,0.137742
389,0.018754,0.023258,0.018717,0.013606,0.025118,0.028705,0.019604,0.059797,0.12582,0.039662,0.021037,0.017726,0.01651,0.026168,0.046366,0.017087,0.148073,0.161093,0.224779,0.202038,0.248289,0.433646,0.186738,0.480293,0.077448,0.145445,0.024021,0.016696,0.016573,0.01569,0.017887,0.013954
390,0.155304,0.198358,0.021799,0.021177,0.019253,0.017592,0.145168,0.030973,0.048392,0.038161,0.028289,0.030998,0.091149,0.215076,0.044852,0.046225,0.017334,0.017081,0.022626,0.01635,0.026059,0.496418,0.034774,0.026357,0.130005,0.047575,0.038643,0.043958,0.035799,0.039679,0.046556,0.04327
391,0.030959,0.060516,0.06761,0.054505,0.030385,0.069925,0.043386,0.083301,0.113135,0.088817,0.346761,0.174242,0.368143,0.191088,0.11219,0.084014,0.161745,0.037173,0.205921,0.049943,0.03125,0.042453,0.039537,0.029361,0.066325,0.07655,0.094399,0.094615,0.139343,0.11416,0.35798,0.309902
392,0.020704,0.016727,0.121494,0.12706,0.02346,0.019665,0.012052,0.049162,0.029224,0.019961,0.056018,0.059219,0.033854,0.039431,0.096728,0.017654,0.096849,0.191684,0.090796,0.131827,0.055299,0.072157,0.07213,0.078015,0.041248,0.045618,0.039249,0.040367,0.064121,0.18404,0.131638,0.061392
393,0.104986,0.131451,0.141523,0.25617,0.11577,0.145879,0.132436,0.163329,0.166844,0.162674,0.150294,0.175546,0.17487,0.17604,0.248314,0.319701,0.034694,0.078284,0.020381,0.046029,0.026269,0.022736,0.038858,0.077716,0.109496,0.163298,0.32165,0.27228,0.151629,0.133992,0.151534,0.173387
394,0.076413,0.099793,0.069739,0.115871,0.167863,0.179127,0.06836,0.081551,0.104337,0.12289,0.055268,0.055869,0.065742,0.05459,0.049186,0.133255,0.134038,0.124507,0.154388,0.118934,0.142087,0.128772,0.139479,0.26306,0.065102,0.203615,0.065562,0.072591,0.071551,0.08824,0.073873,0.077358
395,0.12651,0.205892,0.091872,0.088837,0.174165,0.208182,0.149429,0.103763,0.323451,0.36631,0.061745,0.073832,0.080975,0.120364,0.05907,0.05899,0.047468,0.065427,0.059153,0.050351,0.189629,0.226496,0.096272,0.116375,0.375427,0.285259,0.051087,0.079867,0.061196,0.043459,0.087324,0.07142
396,0.110774,0.136675,0.03059,0.027575,0.028221,0.025158,0.090944,0.02796,0.067117,0.08166,0.101294,0.023407,0.161633,0.131377,0.038063,0.029714,0.170573,0.071415,0.17684,0.062142,0.095439,0.158206,0.240687,0.119835,0.097736,0.091056,0.07204,0.089964,0.047781,0.045639,0.082795,0.071709
397,0.18827,0.206498,0.368568,0.175413,0.12865,0.180009,0.141254,0.226031,0.254968,0.21384,0.413097,0.374357,0.381149,0.243683,0.208251,0.125454,0.081576,0.077608,0.100388,0.166785,0.027895,0.033985,0.030471,0.023002,0.083329,0.166645,0.10996,0.156794,0.227772,0.196099,0.534496,0.480603
398,0.117066,0.168415,0.524669,0.425655,0.088747,0.180403,0.120828,0.249368,0.273406,0.259016,0.401306,0.388102,0.432801,0.31251,0.375049,0.14956,0.226461,0.177501,0.198101,0.193055,0.170321,0.210903,0.206845,0.204544,0.171857,0.169003,0.168609,0.31926,0.563861,0.590899,0.558989,0.634241
399,0.055443,0.096018,0.442581,0.261423,0.037982,0.105394,0.067585,0.266358,0.07418,0.072115,0.160264,0.174402,0.165564,0.133559,0.16662,0.140542,0.212681,0.156062,0.251118,0.185679,0.103481,0.266749,0.272684,0.42677,0.05365,0.022264,0.222733,0.126492,0.210822,0.185875,0.181137,0.367274
400,0.094555,0.100683,0.107839,0.096263,0.405837,0.309608,0.088403,0.101517,0.317168,0.252698,0.073869,0.104234,0.12519,0.108512,0.075944,0.089603,0.123638,0.0672,0.174321,0.115878,0.115482,0.206803,0.176961,0.333685,0.206942,0.296349,0.095818,0.112894,0.146837,0.115321,0.114991,0.219013
401,0.139025,0.148147,0.029869,0.017953,0.171961,0.152243,0.102633,0.041602,0.11084,0.078355,0.029942,0.029114,0.013667,0.110706,0.026301,0.020296,0.139757,0.089485,0.096523,0.092275,0.089325,0.188705,0.353103,0.090462,0.236903,0.055765,0.041645,0.041882,0.02676,0.054094,0.036838,0.050401
402,0.134594,0.166907,0.1076,0.080547,0.064846,0.103671,0.067911,0.094767,0.109365,0.090379,0.20191,0.183055,0.359436,0.210058,0.126301,0.082237,0.089956,0.072441,0.070364,0.106985,0.020259,0.050555,0.131112,0.030213,0.179078,0.17822,0.172057,0.218399,0.202198,0.22192,0.193886,0.208229
403,0.137802,0.26217,0.411654,0.292869,0.116317,0.172945,0.12723,0.190013,0.044257,0.167789,0.649681,0.656256,0.523294,0.29813,0.240234,0.059902,0.090483,0.171778,0.109803,0.293643,0.08448,0.085798,0.082479,0.083244,0.066777,0.08276,0.072466,0.144098,0.217783,0.227144,0.3116,0.378112
404,0.056755,0.088247,0.182818,0.149317,0.053422,0.066135,0.06653,0.110883,0.062459,0.072568,0.575937,0.550192,0.419202,0.181524,0.317607,0.268665,0.146271,0.156099,0.212696,0.314824,0.141823,0.138439,0.179183,0.487443,0.1024,0.206852,0.300996,0.41828,0.439292,0.430786,0.375529,0.419533
405,0.15678,0.201842,0.270683,0.251191,0.126392,0.17344,0.246998,0.486958,0.241155,0.23918,0.685002,0.704232,0.62365,0.356464,0.528391,0.428986,0.083776,0.08171,0.073808,0.116539,0.07778,0.054516,0.083686,0.397941,0.194932,0.418968,0.547367,0.664121,0.603209,0.607746,0.626952,0.637933
406,0.08252,0.159756,0.174503,0.150933,0.266982,0.416189,0.299799,0.468498,0.188289,0.23475,0.504604,0.48263,0.394932,0.208678,0.315652,0.184239,0.240624,0.208748,0.184431,0.24547,0.364323,0.355081,0.315669,0.47861,0.230952,0.393778,0.126006,0.346457,0.275965,0.211304,0.397834,0.345961
407,0.10729,0.152591,0.02616,0.022971,0.034365,0.034176,0.040356,0.067081,0.111551,0.108368,0.136182,0.108324,0.192212,0.143354,0.097084,0.081845,0.390676,0.143822,0.149961,0.224438,0.308095,0.275849,0.424207,0.478905,0.125364,0.147416,0.128494,0.144054,0.111796,0.120633,0.163806,0.109117
408,0.204325,0.417113,0.379197,0.286421,0.145567,0.192268,0.249403,0.20221,0.127568,0.200941,0.610439,0.509493,0.34826,0.348839,0.215713,0.154392,0.048135,0.106831,0.053288,0.192909,0.033294,0.024309,0.046861,0.066697,0.123169,0.26559,0.190526,0.254269,0.151937,0.201806,0.270417,0.136913
409,0.262064,0.508997,0.505518,0.523544,0.20038,0.291693,0.371286,0.338871,0.233074,0.299528,0.792176,0.661119,0.483784,0.497447,0.545842,0.51068,0.196228,0.189616,0.219682,0.180698,0.166635,0.221638,0.178706,0.211038,0.138716,0.289067,0.207256,0.326912,0.317594,0.387789,0.66336,0.438944
410,0.067965,0.442122,0.430072,0.364941,0.039293,0.159147,0.256368,0.632717,0.0798,0.102432,0.678149,0.430858,0.20619,0.319073,0.294587,0.375431,0.324393,0.367806,0.302065,0.254646,0.268433,0.369422,0.270047,0.502419,0.068083,0.074533,0.34493,0.485666,0.411137,0.481202,0.489054,0.276811
411,0.06641,0.197515,0.191881,0.089594,0.093041,0.097706,0.103035,0.441877,0.148782,0.130924,0.572599,0.253171,0.155091,0.31367,0.207397,0.390694,0.162576,0.200661,0.142497,0.090346,0.4349,0.415825,0.106645,0.462878,0.105177,0.376343,0.259387,0.51715,0.291056,0.313583,0.424012,0.160159
412,0.03735,0.038235,0.048338,0.032726,0.281344,0.301893,0.115616,0.198597,0.192367,0.17562,0.162849,0.074791,0.111675,0.186528,0.0517,0.073329,0.204588,0.119174,0.11843,0.090068,0.231902,0.4253,0.263779,0.222542,0.345468,0.048135,0.034735,0.081509,0.047923,0.038495,0.072202,0.050675
413,0.267515,0.245902,0.129789,0.056675,0.071804,0.082296,0.061632,0.088896,0.256334,0.269949,0.159197,0.163652,0.324499,0.279718,0.215795,0.129228,0.14827,0.061169,0.08028,0.051647,0.063755,0.212232,0.095397,0.066131,0.305852,0.133234,0.125007,0.181379,0.120701,0.164353,0.179553,0.178417
414,0.509061,0.562056,0.280394,0.559057,0.154635,0.164346,0.182748,0.165432,0.19163,0.179364,0.576479,0.58112,0.192537,0.28925,0.291171,0.094416,0.09248,0.073012,0.083662,0.061516,0.075745,0.065283,0.064963,0.071353,0.230091,0.091016,0.055255,0.11641,0.058981,0.100418,0.119095,0.100707
415,0.314546,0.427624,0.128936,0.443808,0.033805,0.065715,0.090104,0.241782,0.058579,0.054659,0.398408,0.362077,0.053624,0.141306,0.258314,0.271357,0.145923,0.141653,0.179821,0.135334,0.159116,0.189673,0.145208,0.444353,0.029292,0.022224,0.008111,0.016974,0.046217,0.0584,0.101034,0.103465
416,0.025774,0.054449,0.018763,0.057055,0.015937,0.022772,0.015831,0.034726,0.015993,0.022262,0.021744,0.018644,0.022795,0.028489,0.024489,0.017386,0.076336,0.051241,0.10432,0.061821,0.213185,0.114582,0.081064,0.278291,0.02465,0.025072,0.150972,0.310635,0.239218,0.232045,0.057783,0.034883
417,0.017927,0.014397,0.013941,0.012851,0.013643,0.015392,0.143462,0.029381,0.04066,0.043828,0.035529,0.045647,0.037596,0.030189,0.049237,0.053165,0.06229,0.021268,0.021563,0.01253,0.029954,0.138284,0.17113,0.026341,0.133282,0.11338,0.090856,0.205764,0.086045,0.080804,0.062528,0.059887
418,0.066355,0.086201,0.069987,0.082145,0.206462,0.207823,0.0718,0.057371,0.525124,0.50933,0.108852,0.080355,0.348877,0.34093,0.098692,0.073015,0.200465,0.063206,0.110989,0.025941,0.01379,0.029629,0.140085,0.02239,0.16604,0.152241,0.152765,0.0916,0.165525,0.159787,0.117228,0.174134
419,0.207003,0.329575,0.193666,0.08237,0.173097,0.197886,0.110501,0.078051,0.45735,0.470509,0.109302,0.069121,0.29055,0.336778,0.071672,0.092117,0.106869,0.091337,0.125364,0.312342,0.106859,0.125138,0.089452,0.089075,0.078494,0.114043,0.1299,0.102095,0.130435,0.104879,0.11198,0.129307
420,0.456628,0.613804,0.214098,0.154323,0.111676,0.218405,0.224417,0.228335,0.417374,0.474756,0.511228,0.79518,0.340377,0.373387,0.474668,0.249177,0.094083,0.079169,0.105986,0.257622,0.09958,0.123315,0.098886,0.150707,0.114333,0.149513,0.157754,0.13906,0.186413,0.123456,0.22482,0.193087
421,0.344331,0.471897,0.228657,0.138645,0.135824,0.204112,0.261403,0.359363,0.674719,0.008442,0.010135,0.756696,0.61742,0.232801,0.734664,0.009477,0.163355,0.160018,0.176719,0.187425,0.235768,0.212714,0.244071,0.350789,0.02472,0.031148,0.028419,0.040999,0.169402,0.148789,0.158563,0.150865
422,0.006239,0.009612,0.009316,0.006665,0.008195,0.010719,0.072593,0.019772,0.147417,0.039324,0.046132,0.172128,0.131744,0.044274,0.222629,0.040314,0.133293,0.136356,0.167207,0.158033,0.259092,0.296721,0.234065,0.278937,0.101281,0.178171,0.378416,0.356037,0.142885,0.130649,0.087398,0.055851
423,0.061409,0.073327,0.066346,0.065517,0.049632,0.068561,0.077647,0.073701,0.062104,0.059087,0.053295,0.050336,0.051727,0.087661,0.08737,0.050438,0.118854,0.033398,0.03843,0.042602,0.013459,0.021284,0.019621,0.021733,0.363908,0.304868,0.304408,0.339808,0.091124,0.08806,0.105522,0.072169
424,0.027988,0.038325,0.034047,0.035323,0.319116,0.479815,0.041371,0.038605,0.285694,0.308419,0.065423,0.047187,0.246103,0.352121,0.059977,0.050472,0.057312,0.35719,0.213036,0.405906,0.070487,0.084668,0.074783,0.074856,0.262225,0.304625,0.225168,0.273358,0.118415,0.076095,0.101923,0.072572
425,0.081751,0.087006,0.33049,0.298111,0.236504,0.441541,0.040457,0.059743,0.408054,0.329953,0.099931,0.066964,0.126096,0.402363,0.061689,0.04226,0.036836,0.305145,0.166087,0.392552,0.030737,0.043215,0.036556,0.033984,0.162986,0.22868,0.109851,0.228199,0.082166,0.075564,0.103105,0.072763
426,0.278613,0.307522,0.229431,0.154949,0.069273,0.266653,0.05856,0.172017,0.223315,0.117195,0.299654,0.230585,0.054175,0.278075,0.139379,0.210074,0.073095,0.192627,0.144017,0.326136,0.06754,0.064166,0.083774,0.278905,0.069043,0.062343,0.066225,0.062928,0.056791,0.063204,0.052175,0.048401
427,0.127758,0.180407,0.102033,0.086218,0.052546,0.116261,0.081725,0.163531,0.263028,0.137168,0.458013,0.30002,0.168934,0.334925,0.208319,0.134564,0.05311,0.05569,0.060117,0.114098,0.154919,0.137091,0.072445,0.134173,0.099841,0.092927,0.094589,0.115015,0.095591,0.104116,0.376368,0.247243
428,0.109601,0.146794,0.114709,0.091364,0.094392,0.149128,0.224354,0.162094,0.1131,0.037547,0.212723,0.118605,0.066995,0.177497,0.080129,0.04851,0.303932,0.08964,0.109052,0.122546,0.111067,0.395356,0.322079,0.131057,0.217708,0.112895,0.22615,0.248434,0.253827,0.344446,0.054111,0.09997
429,0.082256,0.093617,0.083542,0.089978,0.058351,0.084795,0.077614,0.095212,0.237267,0.133295,0.194499,0.185136,0.148642,0.235296,0.220996,0.186293,0.244812,0.100119,0.139225,0.085845,0.076664,0.23024,0.190505,0.09664,0.386817,0.228465,0.428687,0.594282,0.270177,0.248416,0.179364,0.260412
430,0.076685,0.077615,0.146352,0.078185,0.429676,0.54833,0.076637,0.130475,0.258392,0.238985,0.078663,0.080465,0.325515,0.537182,0.08691,0.066618,0.191696,0.160749,0.188441,0.207037,0.217802,0.20076,0.156942,0.196501,0.185358,0.062389,0.281386,0.515377,0.080836,0.06875,0.08162,0.14586
431,0.10691,0.131744,0.315185,0.32848,0.199985,0.300318,0.070336,0.160401,0.175115,0.184286,0.070988,0.091046,0.177327,0.353821,0.059785,0.053671,0.09829,0.051262,0.112269,0.090608,0.112143,0.114065,0.078354,0.159562,0.081852,0.076568,0.11977,0.172192,0.070455,0.059562,0.083082,0.093661
432,0.301771,0.352798,0.1812,0.126094,0.046295,0.055,0.08876,0.066248,0.02807,0.03487,0.146779,0.149316,0.034202,0.073206,0.216221,0.190628,0.08073,0.070593,0.085894,0.076042,0.156186,0.091882,0.079458,0.156647,0.016827,0.034758,0.033392,0.024187,0.025938,0.019655,0.045738,0.025038
433,0.051565,0.062475,0.038728,0.044286,0.046897,0.049722,0.239883,0.074303,0.063812,0.056181,0.095801,0.108738,0.060459,0.081155,0.068202,0.064839,0.08313,0.052598,0.039255,0.039401,0.146846,0.218163,0.130037,0.091694,0.069339,0.098639,0.044628,0.06087,0.109929,0.11096,0.455598,0.481351
434,0.026648,0.032625,0.030253,0.029094,0.028103,0.028002,0.037116,0.030887,0.059915,0.0527,0.057599,0.056994,0.062452,0.057106,0.057719,0.069793,0.157549,0.123995,0.154035,0.095984,0.065324,0.079048,0.068073,0.087291,0.472452,0.082995,0.217973,0.215436,0.244047,0.394486,0.422279,0.356883
435,0.110843,0.160981,0.165437,0.147848,0.104938,0.163151,0.114,0.121822,0.488539,0.210851,0.185925,0.199846,0.20728,0.235424,0.202825,0.510194,0.05421,0.064956,0.042675,0.15343,0.048111,0.03513,0.063148,0.039764,0.492788,0.20689,0.525788,0.599786,0.362345,0.5147,0.529032,0.499975
436,0.080659,0.127785,0.110218,0.101107,0.522259,0.508615,0.09819,0.149234,0.783696,0.380445,0.13986,0.136426,0.428013,0.594763,0.123713,0.528746,0.227764,0.182302,0.18941,0.272677,0.232784,0.197217,0.212291,0.309772,0.154108,0.134402,0.249354,0.366564,0.146892,0.267023,0.233405,0.26342
437,0.161553,0.176783,0.443976,0.372836,0.398394,0.312955,0.167934,0.316124,0.729914,0.334092,0.15517,0.146046,0.330348,0.594871,0.221985,0.544863,0.06812,0.0843,0.089391,0.073088,0.052085,0.074917,0.077263,0.286516,0.093731,0.135256,0.155468,0.276751,0.124532,0.194495,0.185489,0.204299
438,0.160549,0.159912,0.286949,0.231726,0.109927,0.061185,0.057668,0.117277,0.32146,0.059424,0.430407,0.366608,0.056041,0.220784,0.110123,0.399238,0.141575,0.151908,0.178223,0.150618,0.348708,0.348245,0.198058,0.224533,0.038171,0.091176,0.037864,0.054336,0.042652,0.044225,0.065091,0.049252
439,0.038845,0.050409,0.053879,0.046498,0.039423,0.038722,0.053151,0.061598,0.166715,0.045062,0.270452,0.2336,0.051412,0.122464,0.069282,0.141761,0.085387,0.036312,0.054641,0.032615,0.038589,0.517196,0.193729,0.039038,0.185411,0.140612,0.077044,0.085085,0.140916,0.15381,0.184902,0.220593
440,0.169352,0.133469,0.15985,0.155989,0.186458,0.152372,0.170558,0.186629,0.382304,0.358055,0.430767,0.363761,0.354923,0.439163,0.426873,0.330998,0.027122,0.170822,0.170529,0.19871,0.028611,0.199904,0.033023,0.044574,0.388288,0.431495,0.744441,0.809878,0.565283,0.532156,0.582202,0.631887
441,0.367215,0.406761,0.398963,0.373137,0.340213,0.378438,0.422557,0.454159,0.518188,0.515987,0.618085,0.491202,0.441778,0.631103,0.608799,0.429905,0.297227,0.284579,0.288297,0.261092,0.269335,0.269968,0.269303,0.307683,0.508018,0.567106,1.02421,1.179277,0.736997,0.679899,0.772911,0.887881
442,0.389216,0.424637,0.421118,0.421312,0.692191,0.733773,0.51809,0.762473,0.61313,0.681839,0.476206,0.256562,0.66881,1.068312,0.45358,0.170729,0.426138,0.355369,0.398738,0.406941,0.347762,0.431558,0.422842,0.66419,0.281117,0.361935,0.924184,1.157817,0.649305,0.499354,0.7577,0.898165
443,0.078037,0.125636,0.242048,0.20608,0.261935,0.395482,0.187362,0.403419,0.073571,0.100011,0.033534,0.019224,0.216768,0.698311,0.144937,0.166465,0.484071,0.250474,0.442337,0.471277,0.472579,0.474631,0.429875,0.660533,0.026694,0.036935,0.283268,0.664842,0.095045,0.036356,0.205857,0.340267
444,0.110441,0.134894,0.056229,0.037983,0.032594,0.048251,0.101122,0.052233,0.021893,0.019348,0.343242,0.349139,0.025327,0.251873,0.16369,0.178557,0.155335,0.021566,0.057531,0.072598,0.149194,0.273733,0.107465,0.207138,0.049338,0.154656,0.045423,0.268259,0.023318,0.029254,0.0395,0.058705
445,0.040148,0.043112,0.037029,0.042079,0.032726,0.033845,0.026176,0.050638,0.055154,0.052189,0.181067,0.182055,0.045825,0.129907,0.055861,0.064455,0.097702,0.100081,0.125224,0.073736,0.035446,0.106357,0.047969,0.058401,0.187087,0.091454,0.041364,0.118825,0.116752,0.135856,0.128269,0.169697
446,0.048785,0.063647,0.077682,0.056666,0.055852,0.043425,0.051134,0.063866,0.147088,0.182934,0.164181,0.1524,0.123803,0.209034,0.136059,0.143516,0.035957,0.072071,0.051365,0.185984,0.031723,0.0437,0.049455,0.037056,0.196064,0.217488,0.343768,0.383014,0.362907,0.359534,0.438752,0.447614
447,0.099647,0.188628,0.231093,0.14136,0.099549,0.161541,0.189895,0.359995,0.382672,0.413163,0.411462,0.345562,0.324602,0.480313,0.274359,0.362652,0.070036,0.038148,0.080614,0.051582,0.09483,0.085062,0.075539,0.228923,0.371411,0.495308,0.577383,0.663831,0.547766,0.561208,0.719947,0.674256
448,0.120303,0.283257,0.262097,0.134212,0.51849,0.509556,0.237499,0.507116,0.296601,0.981842,0.157174,0.1034,0.253357,0.558568,0.066581,0.108433,0.283417,0.170948,0.272061,0.27393,0.288005,0.287293,0.282715,0.436965,0.100178,0.206944,0.283221,0.380335,0.236445,0.235897,0.481464,0.417639
449,0.139779,0.167023,0.095337,0.074072,0.088937,0.090563,0.039518,0.095967,0.119709,0.551918,0.093747,0.080695,0.068748,0.256826,0.238285,0.168854,0.244747,0.062837,0.242847,0.220657,0.335163,0.343407,0.284112,0.398524,0.146036,0.087665,0.039577,0.076309,0.074596,0.051782,0.096722,0.070862
450,0.124595,0.1733,0.030586,0.029201,0.022083,0.024046,0.022591,0.03204,0.07005,0.144571,0.291117,0.331213,0.068628,0.097104,0.118576,0.099987,0.049289,0.029914,0.030547,0.021962,0.02269,0.111945,0.040293,0.030251,0.125075,0.091506,0.084799,0.096578,0.082812,0.080811,0.090919,0.072415
451,0.139956,0.155968,0.113251,0.134995,0.125018,0.140847,0.112355,0.132605,0.328487,0.340302,0.600852,0.634538,0.322127,0.356839,0.315447,0.278241,0.012162,0.061055,0.091371,0.188164,0.011007,0.013482,0.010949,0.010211,0.223163,0.257353,0.25271,0.227293,0.516894,0.609721,0.446767,0.427043
452,0.167519,0.272962,0.214115,0.196288,0.181409,0.204153,0.206928,0.417804,0.258416,0.227732,0.610595,0.620118,0.220102,0.363441,0.206175,0.166781,0.234524,0.214721,0.199662,0.23776,0.228793,0.225491,0.25138,0.176743,0.135653,0.178979,0.636888,0.713531,0.566241,0.664637,0.671945,0.619441
453,0.072265,0.203123,0.102541,0.092771,0.093492,0.143542,0.096111,0.518522,0.268007,0.225728,0.517267,0.532292,0.15312,0.37458,0.201442,0.136883,0.257885,0.107062,0.273345,0.188459,0.305974,0.289062,0.277849,0.66256,0.162197,0.125823,0.603763,0.699868,0.565216,0.607888,0.697037,0.61881
454,0.050326,0.147559,0.051818,0.049337,0.272917,0.372641,0.217317,0.453826,0.156909,0.27259,0.294979,0.251553,0.170681,0.451085,0.037517,0.013735,0.110608,0.079283,0.17622,0.098345,0.231272,0.22014,0.117044,0.591413,0.016071,0.05203,0.299999,0.518081,0.258584,0.35274,0.546521,0.42396
455,0.126877,0.131087,0.117355,0.087138,0.010516,0.039765,0.039172,0.127862,0.023452,0.034718,0.019752,0.023919,0.040146,0.181,0.09185,0.121918,0.239431,0.066057,0.097581,0.047774,0.226693,0.361501,0.113551,0.536278,0.093195,0.101525,0.072085,0.160057,0.065923,0.06967,0.183582,0.129299
456,0.095098,0.109349,0.079004,0.087257,0.087484,0.084681,0.071544,0.071807,0.28904,0.249741,0.531009,0.590257,0.209876,0.302533,0.487727,0.476015,0.02946,0.033493,0.089198,0.012432,0.007356,0.089235,0.005795,0.164531,0.25164,0.537693,0.376275,0.370483,0.335489,0.268239,0.308884,0.302953
457,0.260214,0.3935,0.237972,0.255819,0.290083,0.290777,0.258987,0.336853,0.358732,0.355794,0.789893,0.79843,0.208836,0.490623,0.666546,0.572068,0.146212,0.122212,0.172636,0.327847,0.133367,0.151234,0.135295,0.13955,0.217277,0.656433,0.403572,0.442148,0.726133,0.725219,0.330246,0.385539
458,0.262989,0.440241,0.234101,0.310668,0.343669,0.395664,0.379023,0.692406,0.396213,0.407875,0.775832,0.868636,0.14355,0.552652,0.646137,0.494028,0.346563,0.224585,0.360763,0.395611,0.267213,0.366191,0.364191,0.546598,0.054586,0.508778,0.407193,0.544103,0.491853,0.584719,0.747031,0.960467
459,0.031285,0.234627,0.042092,0.142397,0.159834,0.215873,0.199023,0.513308,0.15682,0.604894,0.247321,0.443644,0.010197,0.300318,0.175738,0.072188,0.422999,0.254244,0.465296,0.410891,0.330763,0.473567,0.430264,0.747931,0.009735,0.051548,0.058697,0.182984,0.016877,0.071293,0.225775,0.463815
460,0.009202,0.011311,0.009708,0.012572,0.078003,0.096241,0.011945,0.021859,0.01082,0.180897,0.012178,0.009112,0.100547,0.036424,0.012565,0.008633,0.121063,0.02361,0.210386,0.147486,0.145513,0.284993,0.241326,0.494729,0.029969,0.063909,0.022535,0.017653,0.012257,0.017851,0.024444,0.012622
