apply_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
215,0.098907,0.154168,0.202818,0.108452,0.080028,0.207202,0.165353,0.183316,0.186305,0.14389,0.175275,0.079648,0.133649,0.277573,0.180598,0.09901,0.083948,0.097943,0.093702,0.080954,0.161529,0.173453,0.392,0.474193,0.085246,0.174415,0.13923,0.189603,0.141749,0.122655,0.228565,0.186608
216,0.33359,0.368593,0.320112,0.354321,0.092627,0.10248,0.103405,0.107186,0.128925,0.101614,0.352427,0.188638,0.193027,0.202963,0.102328,0.114994,0.430447,0.440576,0.103303,0.087534,0.513326,0.532718,0.427859,0.543521,0.091717,0.092537,0.094626,0.095757,0.098929,0.107756,0.565598,0.526395
217,0.419878,0.407724,0.206988,0.235874,0.286882,0.244005,0.120523,0.127667,0.336553,0.338577,0.272774,0.074768,0.143767,0.265595,0.062303,0.095572,0.50893,0.4216,0.098434,0.111008,0.382341,0.383061,0.287459,0.489374,0.086724,0.111486,0.183604,0.121213,0.100984,0.092833,0.500052,0.399009
218,0.119215,0.136117,0.04227,0.044604,0.144766,0.153139,0.063935,0.157311,0.111917,0.110078,0.037835,0.023005,0.024577,0.059309,0.216831,0.155913,0.420908,0.231211,0.091283,0.125377,0.257796,0.240842,0.2158,0.368578,0.033413,0.063042,0.097824,0.135509,0.103895,0.172207,0.186283,0.156256
219,0.192778,0.179659,0.158724,0.162737,0.12209,0.185678,0.268003,0.181832,0.16836,0.226635,0.168503,0.195013,0.219002,0.246669,0.37707,0.210268,0.150297,0.032472,0.344239,0.176185,0.059404,0.060972,0.057122,0.125919,0.470345,0.433536,0.12719,0.13964,0.31772,0.376221,0.12201,0.122974
220,0.35229,0.372921,0.308648,0.29314,0.291339,0.395753,0.458977,0.353655,0.296035,0.353514,0.345568,0.337623,0.303292,0.512264,0.553464,0.300084,0.107932,0.085843,0.289629,0.09946,0.087527,0.102233,0.090739,0.094747,0.649901,0.670328,0.383117,0.416426,0.470549,0.518018,0.356457,0.390533
221,0.44207,0.5212,0.397679,0.34319,0.386687,0.480364,0.503351,0.460424,0.300009,0.420831,0.427891,0.485498,0.380846,0.583453,0.563313,0.252368,0.22918,0.182683,0.430476,0.304667,0.231851,0.287596,0.685283,0.739437,0.693957,0.787394,0.460892,0.60681,0.585934,0.635001,0.585316,0.57796
222,0.168606,0.309001,0.148136,0.126958,0.0661,0.154395,0.104723,0.118734,0.065103,0.092226,0.498634,0.14867,0.179278,0.329698,0.150789,0.078073,0.556289,0.500915,0.477834,0.469921,0.700067,0.799645,0.797263,0.814747,0.246222,0.420186,0.112993,0.268135,0.214731,0.250736,0.590091,0.676907
223,0.142276,0.270483,0.117025,0.118835,0.397716,0.503023,0.13611,0.37225,0.32368,0.291579,0.248761,0.091105,0.072348,0.233352,0.101997,0.089074,0.639532,0.429206,0.149706,0.164947,0.387712,0.591119,0.580137,0.568503,0.092043,0.252533,0.233221,0.283316,0.185488,0.155697,0.360762,0.38754
224,0.009189,0.00745,0.008308,0.011231,0.01331,0.028968,0.045263,0.013391,0.011453,0.015604,0.009195,0.007515,0.012901,0.011289,0.027771,0.114479,0.245608,0.121067,0.142971,0.210644,0.120847,0.245946,0.237067,0.221267,0.009235,0.010702,0.008316,0.00949,0.011019,0.007127,0.021935,0.035853
225,0.156521,0.154451,0.159438,0.195128,0.149553,0.176958,0.159977,0.166824,0.26737,0.258745,0.256697,0.247215,0.230366,0.256375,0.281484,0.215702,0.015295,0.009669,0.191456,0.1279,0.009137,0.010418,0.009606,0.016314,0.457017,0.522612,0.138092,0.128898,0.235512,0.312911,0.131333,0.134485
226,0.356177,0.430656,0.375113,0.402946,0.384602,0.389619,0.430162,0.493006,0.518119,0.455628,0.479634,0.485157,0.457216,0.524224,0.440998,0.424051,0.080251,0.081414,0.091695,0.071368,0.095582,0.068647,0.070019,0.076315,0.679268,0.829403,0.512574,0.519173,0.507037,0.598368,0.463596,0.469209
227,0.279661,0.502642,0.413465,0.45698,0.345741,0.509541,0.458586,0.560857,0.469064,0.439906,0.770793,0.761889,0.689363,0.670667,0.433359,0.322833,0.372148,0.290201,0.307348,0.368445,0.3837,0.458536,0.681173,0.714166,0.70695,0.936906,0.600707,0.619206,0.564775,0.679297,0.653209,0.659204
228,0.095494,0.213442,0.308255,0.386898,0.023736,0.218657,0.155118,0.438583,0.160107,0.168128,0.548663,0.52047,0.469069,0.756715,0.154722,0.055861,0.541251,0.408969,0.344,0.508644,0.78793,0.874048,0.910173,1.00199,0.411406,0.726699,0.56193,0.490923,0.252005,0.339933,0.742167,0.755926
229,0.055912,0.116175,0.102173,0.109925,0.102006,0.273253,0.049501,0.175996,0.104117,0.101153,0.111409,0.091464,0.084112,0.231676,0.09357,0.248632,0.748457,0.503715,0.077343,0.252699,0.648999,0.809008,0.749022,0.986468,0.074026,0.265511,0.193816,0.183488,0.035917,0.051644,0.296187,0.33193
230,0.076104,0.09929,0.128434,0.089466,0.113335,0.277748,0.07863,0.11456,0.144827,0.100026,0.123345,0.117287,0.123686,0.140536,0.151991,0.361942,0.331263,0.135911,0.08696,0.089454,0.278977,0.430444,0.340804,0.633861,0.08678,0.124071,0.142605,0.129588,0.102393,0.109973,0.115381,0.119148
231,0.187714,0.182734,0.158054,0.180104,0.16939,0.174129,0.158396,0.167937,0.22763,0.192397,0.225048,0.202047,0.215744,0.24213,0.2121,0.183676,0.073521,0.058339,0.144216,0.069709,0.067423,0.079197,0.075991,0.135982,0.441172,0.237711,0.147682,0.170766,0.303236,0.304703,0.159266,0.167319
232,0.142438,0.162531,0.134889,0.166247,0.163273,0.183702,0.160605,0.213974,0.12546,0.082497,0.220832,0.193992,0.154868,0.182496,0.102259,0.064552,0.096384,0.105373,0.135355,0.111994,0.110658,0.130674,0.114431,0.134859,0.343329,0.247611,0.183583,0.23944,0.243226,0.249303,0.227981,0.296791
233,0.011219,0.014427,0.017403,0.015196,0.016188,0.015992,0.012001,0.016243,0.009995,0.020103,0.135544,0.041445,0.026526,0.141451,0.013374,0.021994,0.205011,0.154049,0.200052,0.283432,0.229323,0.226921,0.518529,0.696038,0.009875,0.013036,0.049324,0.0209,0.014875,0.011633,0.034694,0.033083
234,0.088466,0.06857,0.034,0.073065,0.007965,0.009504,0.072067,0.033431,0.010791,0.027104,0.009622,0.0109,0.009795,0.012419,0.036669,0.01151,0.091174,0.094211,0.012961,0.015624,0.146589,0.164088,0.406676,0.363017,0.013049,0.014306,0.025458,0.126929,0.011733,0.012493,0.027953,0.026489
235,0.063849,0.084036,0.056464,0.05686,0.058884,0.073181,0.0556,0.055492,0.102731,0.064762,0.043207,0.076989,0.072686,0.073099,0.060704,0.231599,0.086241,0.091512,0.011858,0.056971,0.012818,0.012568,0.022376,0.015947,0.032894,0.057919,0.045406,0.049961,0.032893,0.047083,0.04485,0.040469
236,0.306056,0.3378,0.354334,0.313245,0.268873,0.269812,0.269396,0.322008,0.395884,0.377779,0.386696,0.360748,0.364978,0.395654,0.353071,0.433013,0.043851,0.032982,0.158241,0.044508,0.041399,0.035907,0.022069,0.028347,0.295524,0.314897,0.272576,0.292969,0.253562,0.231428,0.300981,0.291448
237,0.334856,0.43948,0.472785,0.402332,0.315772,0.378817,0.356636,0.464037,0.392997,0.339414,0.374771,0.432129,0.34344,0.487162,0.410852,0.352334,0.188639,0.164068,0.225393,0.232271,0.207042,0.199023,0.164796,0.216407,0.585269,0.750923,0.284667,0.400583,0.745212,0.601832,0.455637,0.405297
238,0.040737,0.124397,0.111425,0.093944,0.026331,0.081333,0.069213,0.121374,0.041215,0.045204,0.118727,0.148767,0.059751,0.238983,0.049691,0.054536,0.458682,0.294297,0.427737,0.492715,0.391794,0.424017,0.402705,0.503713,0.257276,0.447717,0.043114,0.101258,0.423165,0.216943,0.142441,0.124533
239,0.041985,0.050441,0.049875,0.042212,0.038967,0.051252,0.033498,0.080802,0.04734,0.048346,0.046834,0.037044,0.039668,0.113216,0.037527,0.039363,0.165126,0.113766,0.184731,0.272518,0.210094,0.239069,0.24571,0.5521,0.041834,0.049962,0.080697,0.083036,0.034687,0.039721,0.105454,0.082544
240,0.104062,0.12333,0.304375,0.201257,0.078933,0.087955,0.335002,0.059651,0.145162,0.190032,0.049399,0.04478,0.049379,0.059523,0.169334,0.13387,0.286097,0.167359,0.03446,0.031636,0.125453,0.176782,0.027343,0.147757,0.032518,0.07114,0.038564,0.060905,0.049135,0.053689,0.199007,0.202953
241,0.21358,0.268683,0.305679,0.264178,0.353376,0.347197,0.31445,0.200954,0.392678,0.489479,0.275737,0.264759,0.357745,0.370614,0.371595,0.432014,0.158374,0.046827,0.169297,0.115654,0.043546,0.057722,0.049236,0.048442,0.12429,0.140681,0.142315,0.213179,0.131361,0.135074,0.170407,0.145648
242,0.506252,0.643155,0.635891,0.668054,0.648094,0.657155,0.631528,0.529775,0.752622,0.809579,0.640173,0.648329,0.770202,0.771038,0.793889,0.778504,0.139744,0.127264,0.146619,0.123731,0.115055,0.143285,0.14156,0.128347,0.398573,0.508278,0.455603,0.535734,0.400671,0.397266,0.563754,0.451392
243,0.68325,0.831509,0.895113,0.849748,0.795135,0.894354,0.863813,0.743055,0.76122,0.828854,0.900868,0.860192,0.950707,0.850343,0.829056,0.779852,0.456365,0.387998,0.425834,0.430952,0.408656,0.454059,0.449587,0.443964,0.956929,1.144905,0.55439,0.732133,1.035814,1.017421,0.705904,0.583169
244,0.363417,0.658431,0.71531,0.64379,0.457177,0.713052,0.657439,0.680451,0.42365,0.557082,0.816996,0.589585,0.768999,0.936902,0.571624,0.50729,0.737337,0.672647,0.715363,0.707421,0.657609,0.751063,0.728786,0.770847,0.77949,1.227031,0.446595,0.541894,0.92112,0.926855,0.489218,0.402395
245,0.094426,0.44689,0.463162,0.382015,0.168451,0.451453,0.470967,0.685212,0.140731,0.27943,0.526777,0.395213,0.440363,0.739686,0.613789,0.266019,0.513605,0.346156,0.416856,0.415471,0.50744,0.707337,0.922107,1.044277,0.496496,0.900059,0.345943,0.456108,0.582055,0.660523,0.460582,0.306214
246,0.154448,0.378546,0.307388,0.253949,0.07771,0.211079,0.300186,0.371163,0.226282,0.239196,0.184786,0.127692,0.155264,0.310729,0.373644,0.215359,0.67664,0.346877,0.228345,0.461927,0.47335,0.6828,0.619863,0.753779,0.201855,0.537067,0.096332,0.18791,0.243951,0.325974,0.433801,0.228696
247,0.327139,0.524834,0.243659,0.212318,0.371528,0.380403,0.24399,0.234896,0.75609,0.69059,0.443202,0.473047,0.558088,0.436368,0.552647,0.476639,0.449061,0.189451,0.198888,0.298968,0.180412,0.331733,0.292338,0.368514,0.217434,0.32342,0.261892,0.245857,0.249642,0.200094,0.215573,0.201794
248,0.586334,0.852646,0.53757,0.573373,0.747734,0.786521,0.584809,0.660532,1.08176,0.958726,0.673062,0.887435,0.907977,0.756174,0.787748,0.742019,0.205867,0.217488,0.220957,0.213824,0.226659,0.226859,0.243656,0.226841,0.472168,0.656833,0.622216,0.667123,0.639855,0.501094,0.562854,0.604574
249,0.562342,0.908094,0.607428,0.680995,0.818757,0.936131,0.602918,0.802557,1.044351,0.768863,0.99723,0.884427,1.088641,1.031097,0.565267,0.489104,0.546053,0.52627,0.679991,0.628494,0.625532,0.54602,0.644684,0.582563,0.984342,1.036661,0.590328,0.728166,1.191462,1.091519,0.605639,0.635137
250,0.17282,0.501982,0.228714,0.246073,0.37181,0.556593,0.191501,0.749502,0.674001,0.386057,0.563912,0.450136,0.654525,0.788703,0.180101,0.137954,0.645826,0.496535,0.815695,0.718168,0.60364,0.665499,0.766456,0.693792,0.583866,0.898684,0.412767,0.818557,1.016138,0.817852,0.25458,0.250171
251,0.115654,0.253902,0.133538,0.121282,0.146468,0.380347,0.333414,0.509859,0.414902,0.196298,0.286778,0.17919,0.339124,0.633039,0.245081,0.289255,0.209681,0.086711,0.33535,0.282665,0.438263,0.539503,0.859419,0.663402,0.31736,0.60543,0.244209,0.787725,0.708671,0.454557,0.379285,0.339978
252,0.110116,0.144192,0.258634,0.327309,0.02888,0.069842,0.06925,0.20498,0.252462,0.143283,0.077349,0.038528,0.060511,0.32619,0.056029,0.142512,0.432244,0.442129,0.310495,0.314377,0.389397,0.546683,0.586867,0.379002,0.038117,0.285227,0.045719,0.563646,0.44532,0.145182,0.511673,0.468722
253,0.133525,0.175025,0.142098,0.141789,0.305765,0.383646,0.116496,0.110103,0.553276,0.410246,0.172315,0.234541,0.206662,0.293519,0.259774,0.229944,0.17996,0.196519,0.314603,0.388725,0.089987,0.235633,0.304622,0.163481,0.117008,0.140063,0.114042,0.317617,0.179936,0.104648,0.271508,0.236192
254,0.145688,0.294025,0.243661,0.247302,0.380856,0.516486,0.283795,0.317505,0.384369,0.279625,0.485241,0.404151,0.387798,0.377917,0.174156,0.115115,0.10644,0.108055,0.120905,0.135171,0.114959,0.110668,0.134463,0.092392,0.123602,0.272405,0.179691,0.348152,0.278394,0.19459,0.335631,0.338353
255,0.029828,0.066453,0.04311,0.048196,0.07323,0.240791,0.11387,0.161263,0.046842,0.033659,0.177542,0.065337,0.065352,0.206404,0.041471,0.041898,0.153878,0.143981,0.211539,0.188263,0.182638,0.214197,0.230369,0.188046,0.26085,0.237894,0.147162,0.119276,0.232436,0.134108,0.087542,0.122783
256,0.039268,0.037755,0.041255,0.041654,0.035844,0.036186,0.06028,0.050813,0.052856,0.067583,0.050346,0.068855,0.056518,0.09663,0.179898,0.086674,0.034865,0.020266,0.066602,0.03901,0.04097,0.067137,0.040226,0.036356,0.134001,0.177633,0.129066,0.087439,0.06051,0.043112,0.041405,0.037843
257,0.067971,0.075941,0.051149,0.041086,0.083168,0.085122,0.134419,0.124892,0.014066,0.026073,0.011653,0.028567,0.012838,0.02432,0.023964,0.15526,0.041009,0.038996,0.039724,0.042196,0.268952,0.103447,0.346907,0.338957,0.027975,0.064317,0.061267,0.067974,0.049486,0.052634,0.163518,0.154024
258,0.131424,0.099552,0.406377,0.240285,0.053749,0.073103,0.06008,0.082634,0.169103,0.153426,0.07389,0.089572,0.089116,0.092474,0.085576,0.087755,0.191204,0.258282,0.199113,0.158878,0.257077,0.091983,0.14675,0.183405,0.07075,0.082889,0.088826,0.114647,0.088025,0.070028,0.155218,0.126183
259,0.093755,0.172954,0.101455,0.042467,0.265123,0.218666,0.047363,0.049603,0.333461,0.35279,0.152851,0.177792,0.140266,0.162136,0.175931,0.117751,0.094698,0.08589,0.120453,0.133512,0.069143,0.076442,0.079549,0.075182,0.054737,0.062194,0.047145,0.055817,0.063204,0.053176,0.061832,0.070719
260,0.114297,0.198516,0.261814,0.157124,0.386034,0.469218,0.129443,0.276687,0.306871,0.326218,0.528842,0.26349,0.261305,0.486737,0.14085,0.072766,0.058103,0.04357,0.043653,0.04143,0.036234,0.047815,0.054858,0.049582,0.090763,0.208143,0.113312,0.185153,0.212067,0.122422,0.188951,0.192046
261,0.054741,0.059055,0.102047,0.059756,0.168569,0.303299,0.082932,0.2957,0.10454,0.112178,0.419825,0.086704,0.077192,0.412177,0.148927,0.023532,0.167165,0.184922,0.19393,0.224711,0.199902,0.213897,0.264288,0.231394,0.468606,0.128252,0.179316,0.185767,0.215405,0.157723,0.071215,0.065973
262,0.056735,0.063688,0.052287,0.058347,0.038404,0.075163,0.081765,0.077531,0.125551,0.090065,0.129406,0.100167,0.118159,0.151805,0.136277,0.261577,0.05225,0.044001,0.065244,0.06467,0.0698,0.082998,0.116468,0.092977,0.217017,0.080391,0.086545,0.115152,0.056475,0.041984,0.075148,0.064149
263,0.092964,0.137401,0.139058,0.120734,0.095552,0.084806,0.106171,0.124143,0.055275,0.044359,0.066379,0.04164,0.045144,0.064083,0.053415,0.08892,0.048439,0.051866,0.049248,0.038802,0.218575,0.19608,0.299278,0.298012,0.085156,0.108725,0.095136,0.105439,0.077453,0.082387,0.137116,0.180146
264,0.236826,0.228872,0.203936,0.245356,0.099439,0.106548,0.090296,0.093966,0.173074,0.131892,0.109919,0.106443,0.079055,0.099469,0.104206,0.059549,0.212408,0.474241,0.192351,0.237883,0.295238,0.259174,0.233843,0.26366,0.093745,0.120474,0.103516,0.108891,0.129859,0.112451,0.178693,0.272568
265,0.152249,0.167728,0.043608,0.045317,0.276814,0.18282,0.047159,0.055868,0.200481,0.169137,0.211798,0.10572,0.220853,0.111592,0.060674,0.046418,0.103624,0.17036,0.249327,0.338216,0.095305,0.099611,0.098833,0.093545,0.027088,0.041929,0.038027,0.035854,0.044121,0.024873,0.052063,0.038434
266,0.012662,0.019662,0.014566,0.011606,0.066553,0.045042,0.033952,0.077826,0.02331,0.021202,0.056863,0.016793,0.051084,0.17207,0.019911,0.011757,0.032605,0.030868,0.062158,0.098538,0.049424,0.048137,0.052056,0.047703,0.018828,0.070523,0.015978,0.016026,0.042731,0.042529,0.018095,0.017122
267,0.08101,0.050724,0.074855,0.062706,0.062873,0.059037,0.085392,0.072475,0.123563,0.124804,0.124264,0.133045,0.106985,0.15293,0.333137,0.222435,0.010967,0.013828,0.015062,0.015912,0.014896,0.012816,0.016827,0.019678,0.112466,0.103908,0.270303,0.231035,0.127127,0.132172,0.068675,0.086659
268,0.085458,0.10647,0.112229,0.075822,0.105683,0.123934,0.111029,0.118219,0.067937,0.072454,0.044728,0.070219,0.044572,0.112153,0.263011,0.470787,0.053215,0.04038,0.039815,0.037989,0.040637,0.05749,0.063253,0.040152,0.127487,0.195131,0.345557,0.335422,0.0891,0.153088,0.168201,0.230355
269,0.056928,0.080636,0.113829,0.149563,0.064655,0.089854,0.071961,0.081701,0.067292,0.072413,0.107744,0.089883,0.093237,0.121766,0.162025,0.299095,0.174022,0.083473,0.122394,0.130726,0.1962,0.191712,0.315315,0.345807,0.086695,0.139455,0.289162,0.296507,0.108851,0.07442,0.163959,0.240784
270,0.226339,0.216822,0.190875,0.187909,0.029243,0.038103,0.03102,0.036816,0.026218,0.039812,0.045904,0.129332,0.038978,0.038626,0.036553,0.045318,0.404191,0.371024,0.19632,0.198258,0.362586,0.386609,0.276041,0.338376,0.030579,0.034216,0.062739,0.07984,0.042911,0.032084,0.199461,0.281083
271,0.164558,0.176252,0.029011,0.023238,0.200259,0.244738,0.025096,0.05686,0.140431,0.15958,0.122992,0.088804,0.069399,0.207496,0.056707,0.045835,0.249873,0.202347,0.275707,0.485434,0.227598,0.263323,0.095178,0.22421,0.020712,0.012451,0.021762,0.028992,0.020371,0.013808,0.032996,0.052836
272,0.06103,0.066739,0.102407,0.073468,0.077157,0.151261,0.133719,0.0926,0.085567,0.155842,0.084754,0.087439,0.141495,0.366652,0.176881,0.087498,0.042287,0.014319,0.032195,0.16658,0.020087,0.045514,0.017641,0.030024,0.28835,0.220922,0.083047,0.104171,0.094678,0.073474,0.092461,0.084892
273,0.06772,0.095826,0.100748,0.07987,0.089598,0.109867,0.165116,0.118829,0.128084,0.167088,0.138562,0.133603,0.189728,0.351823,0.419745,0.628026,0.073743,0.048676,0.065835,0.067702,0.044047,0.054745,0.066685,0.068415,0.346971,0.178215,0.297012,0.317031,0.432341,0.493079,0.077433,0.072168
274,0.169111,0.198803,0.136206,0.195351,0.138337,0.186889,0.175104,0.17157,0.174284,0.241502,0.289527,0.226134,0.20394,0.653972,0.415505,0.658038,0.101325,0.05756,0.067947,0.085621,0.068053,0.102625,0.106022,0.065297,0.371885,0.265593,0.448839,0.458393,0.487098,0.575245,0.208403,0.244454
275,0.14872,0.163443,0.17815,0.408275,0.139988,0.177507,0.137244,0.168587,0.183235,0.214313,0.203041,0.185107,0.155876,0.607668,0.3124,0.604211,0.182554,0.095632,0.181402,0.175674,0.241665,0.276088,0.376522,0.471247,0.330357,0.231319,0.374637,0.465199,0.43737,0.505987,0.371849,0.406039
276,0.383174,0.428065,0.261684,0.434551,0.114677,0.15297,0.147982,0.331787,0.084334,0.125205,0.255133,0.239781,0.100215,0.409299,0.1289,0.323313,0.437678,0.419958,0.252662,0.317742,0.478176,0.522126,0.419396,0.528847,0.202807,0.143329,0.203987,0.332405,0.246569,0.289368,0.513586,0.561277
277,0.16176,0.310884,0.053958,0.062917,0.257257,0.207506,0.052419,0.122169,0.381336,0.434996,0.12894,0.132518,0.126771,0.255222,0.120453,0.111068,0.35669,0.241668,0.501828,0.567276,0.373212,0.422429,0.322122,0.44104,0.060557,0.170136,0.104038,0.067063,0.078898,0.075425,0.107413,0.152619
278,0.148473,0.327182,0.213128,0.200007,0.400749,0.355138,0.393022,0.294896,0.502564,0.624957,0.262819,0.290995,0.297625,0.402602,0.536613,0.351993,0.076154,0.035183,0.179172,0.208548,0.09202,0.117182,0.053769,0.121314,0.430766,0.37927,0.256795,0.198364,0.218241,0.221823,0.213508,0.245219
279,0.187083,0.338819,0.249391,0.225436,0.448913,0.38234,0.481445,0.413407,0.582305,0.802624,0.418214,0.444957,0.421009,0.552001,0.628455,0.803055,0.189487,0.1557,0.16524,0.171915,0.173664,0.203265,0.254101,0.211475,0.463196,0.403967,0.616729,0.546798,0.431073,0.578014,0.248353,0.285294
280,0.292046,0.442491,0.421397,0.388959,0.55875,0.534621,0.694878,0.66025,0.660347,0.870979,0.508083,0.548575,0.455585,0.747166,0.779711,0.832252,0.244668,0.165467,0.210304,0.247276,0.244165,0.30216,0.356006,0.279244,0.538308,0.572901,0.772851,0.74886,0.601981,0.741742,0.4463,0.549799
281,0.151414,0.292327,0.550096,0.511538,0.374302,0.360866,0.590351,0.58097,0.323941,0.580952,0.301868,0.438026,0.268111,0.499704,0.424267,0.463977,0.39491,0.28524,0.405789,0.304587,0.430574,0.490124,0.754052,0.665044,0.341998,0.381832,0.620223,0.639797,0.380139,0.666215,0.439574,0.583051
282,0.149242,0.231142,0.318227,0.249235,0.025308,0.024486,0.051503,0.397819,0.051012,0.26487,0.205541,0.196985,0.134859,0.504906,0.079102,0.066919,0.482733,0.344495,0.303136,0.080569,0.770764,0.856703,0.8231,0.788224,0.026581,0.035755,0.067172,0.100624,0.02222,0.12935,0.632241,0.77268
283,0.090115,0.113197,0.076555,0.066669,0.097181,0.145823,0.080869,0.115646,0.286944,0.527446,0.132485,0.102146,0.099479,0.298485,0.175512,0.145307,0.06182,0.014535,0.318281,0.084423,0.349114,0.428232,0.436784,0.401728,0.247106,0.121553,0.060083,0.073419,0.063183,0.069237,0.184056,0.295302
284,0.156409,0.21891,0.192816,0.204562,0.23519,0.251185,0.228684,0.292188,0.383561,0.59357,0.101681,0.092718,0.050241,0.429291,0.315452,0.615098,0.029243,0.026246,0.056122,0.025749,0.07159,0.10233,0.107922,0.095447,0.392019,0.278892,0.210562,0.234706,0.219285,0.159933,0.192353,0.309251
285,0.133472,0.183211,0.137214,0.118384,0.143608,0.195082,0.203028,0.281932,0.493172,0.679264,0.399268,0.352509,0.382637,0.611442,0.438331,0.787761,0.254157,0.157296,0.204616,0.173729,0.235874,0.297267,0.237014,0.20968,0.308139,0.236178,0.530341,0.468901,0.495489,0.372418,0.165132,0.205827
286,0.302678,0.355181,0.312693,0.354883,0.399989,0.430883,0.434034,0.659877,0.610158,0.807634,0.428556,0.334732,0.644556,0.719295,0.508866,0.887189,0.160159,0.081008,0.107857,0.09749,0.140909,0.292439,0.135564,0.11036,0.385164,0.422004,0.744899,0.77695,0.80518,0.527838,0.455864,0.489614
287,0.057188,0.087998,0.200926,0.272922,0.111911,0.163549,0.153074,0.656737,0.203249,0.406715,0.236531,0.229578,0.411967,0.548921,0.148196,0.380466,0.463545,0.343775,0.372352,0.377805,0.438315,0.609096,0.555181,0.55144,0.129733,0.170905,0.356781,0.595159,0.571913,0.214809,0.366497,0.284924
288,0.287821,0.281809,0.081462,0.068541,0.057308,0.067262,0.121569,0.260041,0.09781,0.096743,0.045782,0.082699,0.114434,0.581185,0.107053,0.091239,0.642697,0.416679,0.115986,0.086002,0.752855,0.926953,0.501991,0.652748,0.070838,0.206457,0.077892,0.119222,0.078479,0.068452,0.198032,0.091485
289,0.134782,0.154393,0.084347,0.07635,0.237739,0.247827,0.131065,0.095272,0.294921,0.288921,0.120052,0.133012,0.120206,0.31233,0.153816,0.082469,0.166914,0.055901,0.08515,0.077014,0.284512,0.420556,0.099624,0.217487,0.133019,0.151772,0.072212,0.096765,0.064175,0.068232,0.125183,0.10043
290,0.448864,0.416356,0.429069,0.349016,0.514475,0.573102,0.383875,0.38291,0.64745,0.698995,0.473296,0.475556,0.417112,0.619578,0.543492,0.580097,0.063222,0.058381,0.094933,0.079545,0.109243,0.15583,0.083458,0.105287,0.293812,0.394571,0.318407,0.373896,0.386475,0.307378,0.437166,0.445443
291,0.485691,0.565467,0.600554,0.456287,0.703233,0.787854,0.565349,0.606456,0.983086,0.905974,0.624596,0.772112,0.535642,0.855224,0.716934,0.696994,0.310971,0.286217,0.328278,0.252015,0.256548,0.288147,0.291322,0.290445,0.288097,0.502735,0.780069,0.844313,1.01205,0.911735,0.643311,0.614976
292,0.318328,0.398464,0.482582,0.348278,0.52038,0.656111,0.429226,0.666638,0.841069,0.760231,0.70489,0.777274,0.516837,0.850681,0.671121,0.369665,0.559531,0.541256,0.5802,0.449218,0.477852,0.561461,0.519419,0.537519,0.176865,0.460483,0.768224,0.853022,0.973205,0.839558,0.53991,0.496753
293,0.00802,0.007966,0.0344,0.042519,0.007583,0.019799,0.056074,0.083522,0.074007,0.042749,0.268839,0.109756,0.025193,0.250623,0.026104,0.00829,0.52365,0.49155,0.570988,0.395732,0.392716,0.573577,0.612674,0.655784,0.008513,0.066898,0.062925,0.101742,0.194017,0.106924,0.026055,0.008762
294,0.22649,0.209533,0.076625,0.077308,0.073808,0.073737,0.116309,0.102189,0.125968,0.116468,0.079648,0.100593,0.079657,0.082734,0.199758,0.10175,0.106497,0.122588,0.168093,0.16014,0.038523,0.120587,0.37851,0.514085,0.180062,0.077201,0.081575,0.065304,0.101981,0.0772,0.082843,0.255695
295,0.134494,0.134306,0.102251,0.100986,0.395229,0.178891,0.115834,0.131369,0.510175,0.282435,0.130957,0.130808,0.134766,0.1379,0.259785,0.190961,0.053445,0.058367,0.110736,0.111989,0.053781,0.060674,0.062758,0.069263,0.235648,0.107817,0.101612,0.097593,0.100795,0.096827,0.120965,0.193552
296,0.326337,0.322804,0.339575,0.304053,0.60878,0.339583,0.317029,0.350347,0.730782,0.531962,0.409027,0.403223,0.411391,0.438849,0.485146,0.453639,0.106482,0.133946,0.092086,0.105855,0.106843,0.10017,0.125036,0.126523,0.289339,0.300937,0.308154,0.387502,0.314101,0.302463,0.337209,0.360812
