op_wip,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
331,51,775,18,3,82,190,211,583,135,13,135,476,382,457,722,17,426,515,1195,926,45,199,577,647,54,488,253,900,404,53,1360,1099
332,18,9,3,9,5,9,11,12,4,0,70,2,72,64,0,0,120,120,846,566,127,121,349,497,4,11,15,7,11,10,9,12
333,712,788,1289,931,807,738,532,686,892,911,701,1059,829,1273,856,781,10,7,9,12,6,16,13,13,703,804,707,807,697,774,784,746
334,1000,1181,1360,1097,809,1060,735,1003,982,1168,834,1282,888,1196,1630,1276,1116,1101,587,736,1079,608,627,754,651,754,2115,2309,624,655,1175,1050
335,1316,1761,1268,667,466,721,410,727,897,1015,638,1128,685,1115,1741,1435,826,947,993,877,940,1113,1187,1229,353,835,1953,2184,463,563,1081,1042
336,1385,1963,1602,953,424,859,563,1352,1265,1161,907,1270,1083,1524,1770,1414,751,787,718,626,322,810,2077,2158,463,982,2133,2255,495,763,1498,1435
337,3,90,4,6,143,179,33,9,13,11,16,12,17,15,20,13,1140,991,1845,1810,452,795,2153,2324,198,11,16,155,14,198,905,673
338,24,15,54,60,16,11,17,7,79,30,35,42,35,57,132,30,5,12,38,3,29,232,259,424,23,13,27,29,1,0,85,104
339,9,11,279,263,9,92,53,119,9,7,7,13,7,15,7,16,18,12,14,8,8,10,9,8,16,13,18,13,9,13,12,14
340,15,10,5,11,5,12,8,15,49,30,22,37,37,68,314,181,84,89,6,123,7,22,68,46,27,23,16,37,31,61,50,45
341,4,3,7,9,37,40,7,5,16,11,8,9,12,12,4,9,2,0,66,64,1,0,3,0,15,16,9,11,9,10,9,9
342,137,112,157,87,145,14,239,153,100,203,87,91,187,243,13,19,366,369,7,9,15,16,7,11,28,71,254,146,264,270,116,186
343,123,89,51,114,471,360,27,107,111,122,184,493,19,185,98,95,147,172,142,173,150,162,134,150,56,37,122,56,50,77,145,209
344,11,10,11,12,13,10,8,10,10,21,16,8,17,20,23,7,146,79,127,125,132,109,168,107,16,10,10,12,12,9,14,22
345,605,374,446,207,456,278,330,314,428,417,570,344,393,423,538,389,6,8,7,6,4,6,25,41,401,496,382,563,397,400,561,432
346,297,356,415,254,182,270,356,305,592,459,354,411,490,528,503,408,385,466,264,302,256,307,246,211,525,499,509,543,454,359,599,391
347,9,7,19,10,10,8,10,12,10,7,9,6,14,23,9,10,385,388,252,211,288,397,489,239,25,38,14,35,38,29,26,15
348,33,16,15,16,9,15,26,16,222,248,601,245,239,355,172,152,123,274,58,72,7,5,4,9,384,357,166,374,299,1007,235,358
349,232,378,470,325,806,939,362,441,663,543,323,438,87,117,101,95,11,17,7,11,19,15,15,18,91,190,217,389,309,688,507,409
350,485,342,416,506,278,270,284,341,563,572,420,364,400,348,479,547,236,259,430,281,235,277,414,233,369,653,626,410,412,349,624,575
351,23,73,31,10,31,29,51,40,11,17,33,9,25,10,13,143,279,194,197,257,160,260,203,253,34,24,538,19,8,11,36,25
352,484,419,409,452,344,441,392,548,253,299,305,407,726,525,506,313,13,32,18,25,31,10,43,11,273,784,474,346,311,285,422,404
353,2,7,9,4,7,2,411,40,20,12,17,17,16,15,11,9,502,491,549,536,459,455,643,521,7,10,23,25,124,234,5,11
354,108,101,73,82,72,150,36,26,157,134,198,541,168,248,211,77,12,14,12,36,20,16,9,22,327,308,213,425,259,168,358,147
355,41,6,140,83,60,32,67,74,582,524,241,311,162,258,261,282,98,57,132,1,47,79,37,5,298,208,214,280,195,165,319,329
356,200,248,61,122,39,73,45,81,13,27,12,12,21,88,7,11,57,68,12,19,26,35,91,49,11,15,14,15,5,11,9,9
357,79,149,81,35,98,189,55,164,94,179,208,184,426,198,250,227,52,69,82,71,78,57,120,72,75,256,269,300,73,148,242,273
358,8,25,16,8,8,35,39,95,11,9,23,24,12,27,10,12,73,193,121,125,110,84,532,140,155,12,7,10,58,10,14,7
359,12,15,15,14,6,20,11,13,219,214,270,505,114,213,240,159,35,7,25,32,23,69,155,25,308,387,213,138,133,308,315,287
360,409,671,636,519,576,997,520,790,292,398,281,743,95,450,54,215,4,2,7,8,40,36,7,3,2,335,261,160,1,184,551,615
361,310,112,68,44,54,52,73,47,75,77,82,60,51,171,84,115,549,479,538,724,997,1092,733,705,80,41,145,226,46,105,185,126
362,2,12,43,49,0,2,3,8,32,32,12,20,23,37,51,70,6,13,60,81,51,27,25,97,9,22,10,26,20,15,16,9
363,30,9,54,40,10,6,35,8,412,217,430,439,442,569,495,350,7,15,12,10,9,8,7,12,457,716,420,524,546,504,548,562
364,11,11,11,13,10,16,10,12,11,67,419,142,305,84,68,90,12,36,9,9,13,11,180,9,73,88,19,17,47,45,24,88
365,29,10,8,23,8,18,20,19,194,158,264,317,70,243,248,202,14,247,19,86,3,13,7,11,188,198,247,316,200,151,255,159
366,431,472,696,871,1001,939,419,450,692,673,654,659,417,876,793,434,0,26,25,0,387,350,4,0,362,631,523,715,533,291,879,720
367,821,367,291,553,565,665,250,319,552,569,64,42,37,289,160,783,605,651,558,583,1152,1102,434,632,94,183,417,611,8,49,365,65
368,330,74,126,213,234,334,90,363,13,84,7,51,46,55,31,90,279,242,203,221,862,634,245,589,96,307,96,91,16,73,152,69
369,7,10,16,9,11,6,129,9,9,12,7,13,14,274,8,14,51,38,94,90,414,293,751,314,10,10,14,8,369,393,62,20
370,12,18,12,22,6,6,14,14,451,524,690,997,443,520,512,616,13,16,17,8,12,6,20,12,487,572,529,592,512,492,623,399
371,12,140,289,82,196,105,176,151,171,195,139,432,190,270,146,277,12,6,36,163,23,13,20,16,146,214,191,228,254,254,193,307
372,263,303,394,824,846,750,232,268,471,864,12,152,18,7,82,66,31,13,16,23,893,776,7,15,91,127,191,266,141,38,88,162
373,31,84,33,132,11,139,72,406,432,884,156,121,139,352,183,649,432,531,412,602,1082,1358,466,717,236,409,419,289,212,170,225,122
374,115,201,175,164,147,260,222,816,368,581,6,2,48,490,45,322,90,64,129,70,469,734,184,246,526,634,125,132,107,102,744,479
375,8,18,13,15,9,15,13,7,108,167,251,423,208,194,54,56,438,310,327,346,665,959,866,450,14,6,6,1,3,11,51,27
376,554,322,852,363,313,306,273,326,864,939,881,1528,900,1192,1012,769,21,274,19,188,6,14,2,7,797,793,888,912,897,824,1170,961
377,234,305,1262,763,332,782,366,412,301,321,392,885,333,623,1015,317,394,300,397,335,632,277,317,427,358,496,500,1057,557,411,752,612
378,241,381,663,214,665,1220,20,5,328,68,6,0,1,2,1,162,136,223,363,274,1305,1077,439,774,9,44,98,87,76,85,93,83
379,367,322,413,309,287,245,396,680,793,372,402,298,193,390,425,293,7,8,50,21,1028,874,41,580,641,634,340,409,269,341,232,431
380,11,38,129,37,34,117,707,471,10,13,13,16,179,29,11,10,358,331,340,267,316,333,769,409,9,19,15,20,285,224,471,7
381,190,185,274,190,261,293,307,237,161,349,545,975,189,242,226,334,770,104,397,102,107,120,408,141,148,204,62,118,535,690,410,337
382,199,346,754,670,216,493,359,521,209,423,605,757,143,573,1131,188,308,271,291,401,402,457,470,493,8,200,15,242,617,576,281,268
383,5,256,184,288,437,575,125,65,168,328,284,253,140,475,903,373,410,404,438,488,457,502,378,507,24,143,623,536,119,184,175,113
384,160,200,1,2,20,27,11,3,647,458,389,281,300,369,319,258,183,81,242,133,765,923,267,227,735,1031,493,459,445,469,513,476
385,751,668,522,407,301,532,790,494,932,676,655,621,498,1329,800,521,13,12,18,11,5,13,137,21,919,938,348,558,562,354,599,681
386,184,15,9,15,6,6,485,192,7,8,46,110,46,224,3,2,935,323,893,313,186,349,443,442,16,12,7,12,149,133,7,20
387,715,711,879,578,622,706,575,656,838,951,767,1239,657,818,854,639,432,511,139,29,26,21,11,8,408,666,647,670,650,734,810,621
388,366,573,555,684,407,545,258,633,870,1086,715,1055,540,1107,1904,698,526,568,593,609,618,701,499,598,326,687,928,1465,882,889,978,695
389,2,30,37,16,103,131,23,84,341,81,1,0,0,0,24,3,321,347,438,446,394,629,277,1207,62,35,23,36,11,44,27,10
390,306,479,2,2,21,16,7,30,213,139,127,80,140,232,169,203,9,10,20,8,24,1499,13,8,517,222,140,160,92,167,209,152
391,56,191,10,106,84,146,283,114,246,225,225,183,891,417,226,247,17,18,14,20,17,203,24,20,191,251,262,189,208,181,371,223
392,16,48,564,45,8,137,16,200,34,9,347,377,285,91,50,75,243,48,384,414,70,27,118,143,5,2,5,4,330,530,510,293
393,246,190,255,566,92,271,202,241,216,194,139,253,380,154,583,200,155,449,47,265,93,96,185,184,542,602,570,619,519,437,519,521
394,33,303,263,515,197,408,319,357,8,8,13,16,13,12,9,638,320,201,288,174,256,216,239,573,30,8,23,20,12,6,7,7
395,308,298,355,288,561,780,346,307,685,864,100,6,98,11,66,66,31,147,214,119,637,299,177,552,588,1038,451,468,461,389,655,473
396,512,607,128,93,114,111,413,82,257,457,39,24,71,550,9,30,316,269,248,219,309,585,787,370,402,200,13,32,40,7,36,12
397,279,383,335,333,232,153,240,226,576,445,875,793,748,505,428,306,377,142,409,82,99,116,81,106,424,645,481,684,393,324,740,490
398,429,514,1190,501,275,516,319,623,385,363,698,657,716,438,264,87,376,209,290,328,163,305,283,177,401,501,460,498,1235,1305,1446,1183
399,378,601,1469,991,214,566,366,726,439,511,730,843,869,748,804,684,541,417,500,415,341,476,575,655,19,0,702,534,737,786,894,1061
400,20,18,291,34,121,137,64,148,45,30,35,22,29,11,24,7,671,502,834,572,353,772,768,1162,468,444,522,498,456,468,654,824
401,239,351,245,149,929,901,304,276,605,484,13,11,8,11,16,23,2,6,2,29,16,571,361,68,778,14,33,30,37,18,17,9
402,520,535,260,232,188,282,277,260,39,84,160,109,564,476,69,48,599,276,215,191,171,448,808,201,256,342,272,364,297,480,216,418
403,623,960,1023,409,193,731,252,607,190,746,1370,1309,1346,1108,678,334,297,529,334,851,197,241,187,246,294,342,347,612,467,471,601,555
404,25,329,615,469,49,108,19,154,26,117,1127,997,719,305,462,64,599,727,589,986,433,416,467,584,305,458,387,447,1000,989,958,1007
405,173,358,453,347,201,318,274,794,296,82,1296,1339,1026,489,836,630,18,10,148,403,59,53,135,950,558,922,1264,1450,1324,1369,1334,1267
406,530,837,943,764,854,1106,968,1355,267,473,1520,1601,1380,765,1095,808,344,281,226,301,583,198,356,944,9,1049,644,1167,961,843,1191,1003
407,74,103,52,58,82,186,142,284,361,327,358,397,142,364,85,61,826,698,696,933,1134,1106,1371,1405,373,447,5,217,202,11,397,274
408,456,1285,483,430,608,386,577,378,441,623,607,533,836,769,548,524,267,141,156,110,136,103,279,360,250,444,381,488,324,371,551,242
409,515,1101,1065,1075,330,548,674,516,439,689,1911,1555,948,1339,1175,608,480,392,751,544,457,467,419,426,613,1012,953,1115,699,730,1244,637
410,450,1333,1211,1170,262,728,884,864,90,315,1483,1071,583,791,818,1074,549,588,633,523,389,648,378,878,187,278,138,450,1057,1270,1496,945
411,12,350,439,112,15,9,46,886,582,483,1283,638,480,606,650,746,744,899,660,579,617,803,587,1156,381,470,1040,1549,1094,1085,1306,653
412,3,94,11,6,700,738,449,720,45,9,926,207,25,478,98,411,8,4,41,28,464,778,64,416,690,154,7,407,5,9,348,3
413,164,212,252,124,158,249,222,291,483,675,230,367,712,696,250,176,528,66,32,9,267,715,348,224,640,42,32,94,59,54,73,89
414,1543,1552,1018,640,728,688,610,588,766,799,659,602,868,963,614,431,136,150,164,194,186,205,238,95,698,225,150,366,152,285,436,375
415,997,1284,576,1135,267,266,380,477,273,284,1194,1246,341,610,788,827,731,778,700,502,654,605,570,701,242,164,41,104,50,148,189,130
416,207,443,19,369,18,14,20,240,8,18,18,19,17,24,9,12,437,408,598,317,429,416,359,976,30,38,22,88,577,564,52,31
417,15,31,16,6,12,17,4,24,119,110,153,173,123,169,174,208,0,0,0,0,59,269,31,24,26,296,370,944,375,267,167,115
418,13,9,7,8,49,25,17,16,356,461,253,191,304,550,213,176,596,135,23,33,40,41,461,46,515,255,263,257,286,307,227,288
419,401,627,541,309,752,778,578,436,1344,1350,272,219,894,934,362,227,12,115,28,410,11,15,10,2,98,215,208,20,364,289,260,430
420,1113,1565,454,398,269,742,471,388,895,1091,627,636,748,886,782,247,360,304,398,840,291,459,406,428,291,364,410,356,458,284,482,396
421,1057,1506,673,351,314,589,674,906,896,19,11,1171,978,1036,1189,7,611,588,639,578,631,675,646,769,85,224,190,282,318,120,447,410
422,10,20,20,13,72,52,53,58,598,70,85,802,503,63,827,91,655,502,677,605,872,696,906,897,141,108,196,177,715,606,339,217
423,7,31,13,8,25,19,23,5,10,46,64,19,119,99,233,40,38,8,30,41,45,34,73,49,805,550,705,709,27,75,244,75
424,91,173,97,72,177,549,215,129,111,120,117,51,339,432,79,69,321,412,608,398,229,308,338,331,788,630,590,700,300,225,165,227
425,222,274,260,393,813,1480,225,169,818,830,273,123,400,872,198,103,33,630,367,775,39,115,62,100,487,591,366,608,171,110,242,68
426,752,827,753,463,124,730,70,119,763,641,192,87,183,1011,611,631,316,682,492,1051,314,306,311,354,34,225,6,209,13,18,22,15
427,194,409,119,82,41,171,36,219,587,352,984,721,431,672,387,384,313,398,418,690,374,400,452,732,465,281,395,240,219,238,198,169
428,281,423,247,169,174,202,505,287,607,266,1026,651,361,927,461,250,350,251,311,276,365,868,521,292,4,318,0,48,1118,1033,267,484
429,9,13,9,8,7,9,12,4,538,244,265,289,201,319,406,421,1176,466,453,360,406,1104,893,477,984,602,935,1129,591,579,424,572
430,570,644,846,460,547,796,596,747,291,109,348,344,229,632,286,104,303,143,149,200,350,173,210,232,548,240,831,1303,364,357,158,424
431,258,315,246,329,608,998,105,270,832,875,198,261,736,1229,220,186,342,181,405,343,440,419,274,373,352,85,546,958,37,19,220,338
432,474,540,338,229,5,3,27,5,26,168,161,262,246,400,601,679,332,293,422,379,464,470,431,768,66,129,112,14,138,40,253,133
433,62,208,2,0,0,1,0,0,316,351,674,730,341,287,529,316,283,316,337,328,639,511,425,493,351,375,428,451,305,327,414,361
434,7,14,12,23,7,15,114,8,24,42,20,11,7,24,36,24,607,230,173,40,103,119,174,136,565,182,31,0,382,419,713,727
435,159,264,224,185,127,190,156,229,416,362,301,426,425,410,405,544,32,271,43,426,16,18,37,24,1500,562,1278,1340,963,1088,1561,1002
436,445,785,601,651,828,702,721,831,980,244,223,332,257,516,135,1429,376,325,344,559,307,266,417,249,583,133,685,940,441,636,760,785
437,246,179,429,184,700,645,318,410,1932,1080,407,584,925,1434,425,1118,26,8,26,37,6,30,24,561,320,523,682,996,437,711,710,665
438,588,651,1319,1083,736,513,99,673,827,163,120,128,90,701,424,1255,552,544,620,585,659,664,537,777,29,74,112,197,79,34,134,114
439,99,9,22,22,95,5,42,9,555,13,837,819,65,339,43,442,14,14,9,17,88,1235,875,51,54,336,44,15,8,12,14,10
440,10,12,7,20,18,15,27,8,559,679,948,660,629,767,918,773,216,403,727,309,192,754,216,288,879,1110,820,1004,1070,904,1384,1265
441,967,1055,1092,985,931,1203,1037,1240,980,889,1075,992,948,1140,1244,1000,269,258,255,69,229,55,119,63,1157,1215,2715,3008,1707,1539,1707,1751
442,1230,1343,1309,1156,1161,1293,1340,1572,1491,1682,1478,1022,843,1614,1403,824,755,740,878,754,638,852,825,997,1175,1250,2480,2904,1692,1435,1919,2104
443,249,512,396,329,1033,1430,687,1333,446,628,213,6,850,1795,198,12,1251,923,1225,1182,930,1221,1216,1622,9,75,1044,1680,510,192,923,1137
444,351,473,166,51,153,175,266,114,78,85,308,271,132,922,784,826,470,38,328,433,595,392,269,826,14,7,288,888,153,15,157,420
445,19,48,212,89,13,64,23,30,29,86,529,546,156,422,146,90,363,120,177,6,116,377,180,240,732,379,232,429,76,68,243,74
446,27,50,9,199,53,40,11,47,266,288,204,256,244,244,218,267,101,257,202,552,98,145,193,132,204,365,283,236,680,862,900,959
447,75,208,294,203,226,304,177,457,747,921,774,574,606,908,578,866,23,37,16,11,23,11,23,12,1020,1165,1395,1576,1122,1325,1755,1616
448,514,894,913,619,812,1310,823,1374,987,1498,757,641,538,981,452,661,225,201,247,156,337,293,269,734,663,988,1198,1487,1044,1022,1730,1480
449,9,13,7,10,510,510,11,437,310,1457,212,215,139,647,256,188,843,452,820,890,744,767,744,1159,531,296,104,181,126,105,216,214
450,730,972,265,217,213,221,199,220,96,603,66,35,89,227,367,276,273,48,9,14,46,610,211,16,150,81,96,132,17,58,71,94
451,12,10,12,20,9,16,5,13,652,828,1285,1688,605,770,635,731,27,375,552,42,11,9,9,7,805,766,886,765,696,829,1117,679
452,682,875,810,778,728,729,861,1084,744,612,1256,1318,613,770,687,411,216,288,229,277,247,230,302,142,468,720,519,601,1581,1672,1683,1522
453,293,778,323,317,374,389,396,1246,541,672,1385,1431,479,939,568,554,647,490,655,627,627,663,739,1270,386,355,1389,1559,1140,1368,1757,1411
454,211,346,203,194,645,1080,100,862,696,574,1065,1058,175,782,314,109,377,16,457,87,467,575,366,1383,54,53,1122,1453,925,1054,1554,1140
455,27,27,7,35,100,342,247,595,10,200,107,9,220,750,13,21,389,329,576,285,844,562,394,1351,28,223,82,619,9,240,749,536
456,124,234,47,8,12,20,13,8,569,539,397,616,473,332,887,990,220,36,11,38,76,474,41,683,626,762,665,712,820,662,875,717
457,526,837,578,479,611,635,562,612,645,612,1601,1625,336,931,1267,1219,35,88,101,795,29,69,35,33,830,1672,1231,1207,1092,981,1027,928
458,681,1161,605,737,664,818,765,1187,1155,1200,2174,2213,787,1605,1810,1607,659,575,828,819,558,619,760,628,505,1475,1040,1199,1571,1759,1780,1802
459,175,978,292,604,638,728,822,1510,435,1232,864,1452,6,1092,742,499,769,438,905,809,574,780,840,1519,12,279,305,659,102,354,834,1245
460,28,12,17,14,396,474,15,117,76,994,114,84,105,119,130,75,484,211,691,545,368,763,469,1293,55,29,12,21,9,4,13,84
461,9,9,89,128,9,15,11,7,4,18,29,22,15,29,12,35,99,88,45,48,95,539,105,149,604,342,418,374,263,310,528,175
462,873,949,526,780,483,403,548,660,403,323,272,494,316,474,1208,1346,29,10,7,10,35,34,6,14,1357,974,1161,1040,732,1008,1145,961
463,970,1293,1052,902,953,1025,1008,990,1078,980,1901,2000,750,1343,1902,2060,609,605,746,1051,552,504,682,622,1566,1617,1526,1817,1555,1661,1864,1742
464,1757,1986,1986,1827,1669,1814,1864,2217,1511,1373,2157,2566,1228,2013,2602,2369,802,674,881,1157,639,896,840,1304,1108,1546,1830,2377,1469,2264,2525,2519
465,1337,1677,1671,1409,1322,1521,1692,2070,1120,720,1274,1542,19,1140,1435,870,1840,1485,1719,1744,1424,1700,1798,2108,211,529,1785,2265,375,1138,1554,1547
466,296,558,457,220,1116,1393,1079,1197,420,387,754,1016,20,1011,915,261,1582,794,1383,1470,1250,1472,1662,1845,374,759,1228,1793,117,542,1049,1147
467,7,12,159,418,345,624,396,580,357,406,237,202,219,762,231,156,1025,765,407,309,689,1658,509,764,240,353,323,1359,262,243,445,351
468,668,871,970,537,241,559,230,543,313,492,305,174,239,992,1015,967,234,2,504,408,9,900,2,158,544,800,829,1789,661,645,928,943
469,876,1168,1306,831,726,922,739,1195,799,577,1729,1259,827,1421,1736,996,323,281,631,412,424,389,333,537,319,786,840,1821,1454,1557,1243,936
470,849,1380,1426,797,690,1159,842,1453,1007,707,1850,1210,722,1502,1684,902,843,805,921,925,695,956,843,1082,21,6,16,889,458,555,1375,1177
471,22,47,25,17,40,35,9,65,26,226,497,9,6,196,234,29,1081,721,1169,964,450,1004,901,1292,487,751,774,1285,281,268,409,285
472,232,332,427,350,657,829,237,382,373,549,632,275,294,599,340,426,229,0,39,36,69,211,6,6,558,546,418,940,22,3,66,256
473,111,86,543,656,0,6,14,13,232,1153,357,1468,1154,1428,357,257,261,430,627,362,271,250,322,274,54,223,102,620,6,12,21,29
474,842,1000,594,416,166,350,269,210,24,334,131,840,477,827,614,767,161,155,372,688,70,25,110,35,788,719,663,1128,771,667,734,824
475,855,1021,672,706,404,708,749,1207,0,68,476,1223,47,628,256,435,290,227,241,415,239,232,483,933,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,604,565,573,411,596,673,1140,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
