journal_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
0,0.000444,0.00057,0.000515,0.000414,0.000545,0.000584,0.000466,0.000689,0.000373,0.000413,0.000358,0.00048,0.000632,0.000925,0.000327,0.000452,0.000782,0.000934,0.000741,0.000447,0.000542,0.000509,0.000618,0.000546,0.000576,0.000511,0.000471,0.000459,0.000555,0.000586,0.000896,0.000416
1,0.000429,0.000547,0.00044,0.000536,0.000464,0.00052,0.000472,0.000437,0.00033,0.000295,0.000416,0.000384,0.000346,0.000351,0.000332,0.00035,0.000331,0.00032,0.000911,0.001133,0.000498,0.000456,0.001053,0.000944,0.000934,0.000845,0.0004,0.000847,0.000522,0.000426,0.00038,0.000424
2,0.000677,0.001474,0.000801,0.000547,0.000842,0.000814,0.000785,0.000611,0.000547,0.000841,0.000696,0.0005,0.000671,0.000806,0.000502,0.000626,0.000573,0.00049,0.00058,0.000591,0.000726,0.000545,0.000573,0.000488,0.000843,0.000747,0.001717,0.001328,0.000976,0.001641,0.002342,0.002203
3,0.002474,0.001755,0.002704,0.003015,0.002879,0.002921,0.000707,0.000718,0.000787,0.00062,0.000833,0.000791,0.000857,0.000961,0.00085,0.000681,0.000641,0.000704,0.000721,0.000815,0.000809,0.000677,0.000699,0.000634,0.000644,0.000774,0.000648,0.000737,0.000777,0.000776,0.000832,0.000779
4,0.000481,0.000441,0.000473,0.000419,0.000969,0.001033,0.003244,0.00302,0.00457,0.004109,0.003169,0.004072,0.000526,0.000492,0.005504,0.005879,0.000421,0.000435,0.000433,0.000421,0.00043,0.000449,0.000406,0.000494,0.000436,0.000523,0.000418,0.000573,0.000522,0.000534,0.000427,0.000554
5,0.000387,0.000379,0.000711,0.000459,0.000431,0.000449,0.000388,0.000407,0.000413,0.000372,0.003392,0.003357,0.004623,0.004857,0.000511,0.000458,0.004028,0.004101,0.002241,0.002218,0.000396,0.00035,0.000602,0.000516,0.000424,0.000503,0.000431,0.000415,0.000471,0.000436,0.000495,0.0005
6,0.000478,0.000628,0.000512,0.000555,0.000558,0.000643,0.00042,0.000433,0.000454,0.000445,0.000417,0.000469,0.000549,0.000548,0.000446,0.0004,0.001166,0.00074,0.00505,0.004387,0.007227,0.007174,0.005072,0.005054,0.00257,0.002569,0.000451,0.000555,0.000445,0.000438,0.000459,0.000426
7,0.000542,0.000591,0.00052,0.000564,0.000505,0.000565,0.000557,0.000648,0.000559,0.000486,0.000536,0.000519,0.00052,0.00064,0.000535,0.000518,0.000515,0.000535,0.00067,0.000511,0.000495,0.000552,0.000449,0.000508,0.003168,0.003414,0.005609,0.005864,0.005682,0.005707,0.005345,0.00539
8,0.006149,0.005642,0.006372,0.006012,0.002308,0.002343,0.000691,0.000688,0.000578,0.000647,0.000672,0.000653,0.00073,0.000671,0.000528,0.000569,0.000662,0.000575,0.000625,0.000604,0.000865,0.000615,0.000687,0.000596,0.000533,0.000647,0.000588,0.000599,0.000651,0.000636,0.001475,0.001257
9,0.000482,0.00054,0.000513,0.000483,0.008314,0.008592,0.007854,0.007945,0.004566,0.005142,0.002362,0.002254,0.000418,0.000431,0.009665,0.01093,0.000509,0.000461,0.000429,0.000439,0.000419,0.000417,0.000509,0.000381,0.000405,0.000438,0.000524,0.000469,0.000414,0.00037,0.000476,0.000512
10,0.000564,0.00053,0.000663,0.00062,0.000537,0.000623,0.000875,0.000855,0.003138,0.002933,0.009168,0.009065,0.004106,0.004662,0.000973,0.000657,0.004861,0.00489,0.001028,0.001263,0.000706,0.000673,0.000523,0.000529,0.000552,0.00049,0.000609,0.000576,0.000595,0.000511,0.000577,0.000666
11,0.001061,0.000803,0.000781,0.000632,0.0006,0.000706,0.000634,0.000647,0.000884,0.000609,0.000627,0.000647,0.00392,0.004166,0.000642,0.000479,0.001643,0.001682,0.00822,0.008737,0.003375,0.003625,0.005202,0.004812,0.000779,0.000912,0.000632,0.000877,0.000718,0.000765,0.000835,0.00075
12,0.000625,0.000715,0.000502,0.00068,0.000579,0.000577,0.000774,0.00076,0.000706,0.000512,0.000744,0.000561,0.000867,0.00078,0.000659,0.000782,0.000714,0.000993,0.000847,0.000714,0.001386,0.001437,0.002978,0.003008,0.01266,0.014656,0.005119,0.006024,0.005974,0.00535,0.002217,0.001867
13,0.005232,0.005651,0.012358,0.012282,0.000581,0.000552,0.000466,0.000495,0.000406,0.000441,0.000418,0.000435,0.000412,0.000422,0.000425,0.000433,0.000517,0.00055,0.000431,0.00038,0.000502,0.000491,0.000437,0.000484,0.002669,0.003026,0.004953,0.005053,0.000776,0.000754,0.008439,0.00848
14,0.003653,0.003701,0.001576,0.001622,0.005358,0.004809,0.002015,0.002322,0.000795,0.000654,0.000774,0.000733,0.000656,0.000782,0.007187,0.007842,0.000672,0.000652,0.000717,0.000647,0.00066,0.000554,0.00074,0.000697,0.000658,0.000733,0.000687,0.000598,0.00062,0.000648,0.000651,0.00068
15,0.000684,0.000792,0.000638,0.00073,0.00223,0.002366,0.007438,0.007862,0.003269,0.003502,0.010421,0.010877,0.000699,0.000761,0.004142,0.002875,0.000553,0.000596,0.000516,0.000565,0.000711,0.000639,0.000587,0.000506,0.000679,0.000636,0.000645,0.00064,0.000579,0.000541,0.000616,0.000651
16,0.000545,0.000673,0.000769,0.000654,0.000789,0.000753,0.00112,0.000706,0.001983,0.002192,0.001174,0.001456,0.005712,0.006315,0.000784,0.000623,0.006629,0.006882,0.0043,0.004726,0.001079,0.000864,0.000973,0.000962,0.00073,0.000684,0.000787,0.000839,0.000717,0.000657,0.000837,0.000666
17,0.000581,0.000593,0.000588,0.000497,0.00066,0.000772,0.000574,0.000587,0.000766,0.000701,0.000674,0.000575,0.001803,0.00173,0.000784,0.000641,0.003898,0.003366,0.003776,0.003442,0.007177,0.008077,0.004148,0.004067,0.000456,0.000629,0.000551,0.000578,0.01056,0.008783,0.000593,0.000562
18,0.000555,0.000643,0.003177,0.004152,0.000562,0.000565,0.000599,0.00072,0.000483,0.00054,0.000464,0.000583,0.000459,0.000507,0.000473,0.000437,0.000536,0.000474,0.000526,0.000559,0.00664,0.006864,0.002081,0.001976,0.006136,0.006546,0.007466,0.007824,0.006218,0.006246,0.004768,0.005148
19,0.004772,0.004919,0.008822,0.009443,0.000628,0.000714,0.000748,0.000817,0.000525,0.000486,0.000534,0.00057,0.00061,0.000654,0.004283,0.003569,0.00062,0.000607,0.000482,0.000593,0.00056,0.000614,0.000551,0.000583,0.002645,0.002244,0.003601,0.003765,0.000861,0.000915,0.003205,0.003593
20,0.003521,0.003687,0.00058,0.000622,0.009352,0.010456,0.004024,0.004686,0.000617,0.00055,0.004562,0.004406,0.000699,0.000722,0.006878,0.006824,0.000638,0.000559,0.000599,0.000644,0.000574,0.000611,0.000612,0.000719,0.000465,0.000476,0.000389,0.000486,0.000509,0.000477,0.000435,0.000496
21,0.000735,0.000791,0.000711,0.000894,0.0038,0.00427,0.003891,0.003445,0.004238,0.004517,0.010559,0.010018,0.000691,0.00094,0.001442,0.001449,0.000773,0.000784,0.000765,0.000641,0.000753,0.000964,0.000832,0.000608,0.000692,0.000697,0.000727,0.000756,0.000627,0.000804,0.000782,0.000857
22,0.000801,0.000552,0.0005,0.000696,0.000576,0.00062,0.000756,0.000876,0.001045,0.001157,0.000849,0.000929,0.005324,0.005842,0.00093,0.000772,0.005784,0.005916,0.006244,0.005459,0.000845,0.001239,0.001162,0.000838,0.000714,0.000805,0.000775,0.000758,0.002036,0.002009,0.000709,0.000713
23,0.000703,0.000634,0.000593,0.000695,0.000618,0.00078,0.00058,0.000557,0.000901,0.00073,0.000619,0.000703,0.00232,0.002892,0.000691,0.000643,0.002394,0.001933,0.002107,0.001994,0.004723,0.004732,0.006101,0.007509,0.001765,0.001675,0.000736,0.000568,0.00707,0.006766,0.000755,0.000638
24,0.000492,0.000447,0.019953,0.018018,0.000467,0.00054,0.000462,0.000439,0.000552,0.00044,0.000388,0.000433,0.000459,0.000445,0.00046,0.000412,0.000414,0.000599,0.00069,0.000531,0.004213,0.004212,0.00312,0.003854,0.007627,0.008704,0.004593,0.004621,0.000611,0.000517,0.004994,0.004741
25,0.006694,0.007347,0.002037,0.002113,0.000682,0.000754,0.001047,0.001032,0.000566,0.000516,0.000557,0.000471,0.000623,0.000536,0.004187,0.003733,0.000664,0.000533,0.000588,0.000642,0.000527,0.000629,0.000562,0.000535,0.002137,0.001401,0.002169,0.002296,0.000736,0.000692,0.004567,0.004287
26,0.003255,0.003433,0.00052,0.000594,0.009735,0.008768,0.006462,0.006006,0.001888,0.001278,0.007349,0.006704,0.00083,0.000664,0.005595,0.005666,0.000523,0.000526,0.000578,0.0005,0.000445,0.000451,0.00051,0.000546,0.000413,0.000525,0.000479,0.000494,0.000537,0.000566,0.000467,0.000578
27,0.000845,0.000803,0.000899,0.000818,0.003291,0.003342,0.004331,0.004029,0.006446,0.007835,0.002276,0.002254,0.001056,0.000927,0.00115,0.000832,0.002577,0.001986,0.000842,0.000897,0.000636,0.000833,0.0007,0.000808,0.000641,0.000668,0.000682,0.00069,0.000745,0.000668,0.000675,0.000745
28,0.00074,0.000771,0.000867,0.000638,0.0006,0.000668,0.000622,0.000621,0.002242,0.002284,0.000582,0.000633,0.00997,0.00882,0.000615,0.000548,0.005732,0.005974,0.00576,0.005523,0.000675,0.000666,0.000689,0.000845,0.000605,0.000626,0.000621,0.000691,0.005132,0.005593,0.000747,0.000682
29,0.000618,0.000707,0.004442,0.004082,0.000593,0.000633,0.000657,0.000748,0.00067,0.000574,0.000662,0.000691,0.003005,0.003012,0.00067,0.000629,0.001121,0.001044,0.00219,0.002356,0.004568,0.005155,0.005611,0.005368,0.001939,0.003134,0.000571,0.000607,0.002243,0.0027,0.000922,0.000781
30,0.000594,0.000513,0.00461,0.00465,0.000548,0.000984,0.000609,0.000855,0.000529,0.000475,0.00064,0.00049,0.000543,0.000688,0.000492,0.00052,0.000617,0.000559,0.000509,0.000593,0.004386,0.0042,0.001159,0.001167,0.008112,0.008424,0.004186,0.004279,0.000681,0.000921,0.007151,0.006615
31,0.00713,0.006193,0.000603,0.000593,0.000586,0.000683,0.000629,0.000634,0.000478,0.000593,0.004366,0.003816,0.000607,0.000537,0.00525,0.00592,0.00055,0.000518,0.000602,0.000608,0.000586,0.000519,0.000558,0.000527,0.002158,0.002537,0.002234,0.002449,0.00076,0.000621,0.004505,0.004223
32,0.002674,0.002567,0.00067,0.000682,0.005576,0.005575,0.004491,0.005119,0.003045,0.001981,0.00641,0.007251,0.000746,0.000845,0.004782,0.004423,0.000563,0.000694,0.000716,0.000538,0.000662,0.000662,0.000559,0.000681,0.000571,0.000639,0.000601,0.00051,0.000679,0.000697,0.000598,0.000701
33,0.000799,0.000874,0.000885,0.000856,0.004317,0.004701,0.006522,0.006043,0.004307,0.005772,0.000757,0.00084,0.000701,0.001197,0.000828,0.00061,0.003994,0.004562,0.00134,0.000735,0.000679,0.000833,0.000638,0.000722,0.000633,0.000674,0.000731,0.000807,0.000671,0.000766,0.000803,0.000673
34,0.000677,0.000599,0.00048,0.000556,0.00058,0.000761,0.000544,0.000665,0.000836,0.000721,0.000838,0.000663,0.008766,0.00852,0.000524,0.000585,0.006896,0.005049,0.006011,0.006454,0.000731,0.000761,0.000992,0.000692,0.000484,0.000592,0.000516,0.000559,0.007648,0.006041,0.00057,0.000965
35,0.000593,0.00058,0.008811,0.009059,0.000529,0.00067,0.000746,0.000505,0.000685,0.000566,0.000584,0.00061,0.00281,0.002625,0.000546,0.000549,0.003505,0.004291,0.002373,0.002373,0.005259,0.005592,0.006544,0.006458,0.000526,0.000719,0.000641,0.000916,0.00183,0.00172,0.000867,0.000723
36,0.000546,0.000682,0.002457,0.000778,0.00061,0.000585,0.000647,0.000647,0.000607,0.000512,0.000487,0.00057,0.000514,0.000717,0.000529,0.000531,0.00077,0.00062,0.00067,0.000652,0.002393,0.002463,0.001402,0.001562,0.00692,0.007189,0.007109,0.007677,0.001243,0.001088,0.008187,0.00782
37,0.008622,0.0075,0.000894,0.000752,0.000589,0.000585,0.000623,0.000531,0.000755,0.000721,0.008223,0.007983,0.000812,0.00073,0.009556,0.009345,0.000651,0.000476,0.000451,0.000409,0.000569,0.000649,0.000494,0.000528,0.002735,0.002886,0.001907,0.002078,0.001044,0.000667,0.003042,0.003064
38,0.003196,0.00187,0.000727,0.000581,0.008466,0.008543,0.00682,0.005928,0.007101,0.00612,0.001702,0.001823,0.000665,0.000655,0.003176,0.002356,0.000622,0.000526,0.000489,0.000496,0.000622,0.000606,0.000595,0.000716,0.000484,0.000558,0.000493,0.000616,0.000548,0.000533,0.000665,0.000804
39,0.000903,0.000942,0.000812,0.000833,0.002049,0.002298,0.003237,0.003362,0.005694,0.005446,0.000858,0.001023,0.001088,0.00133,0.000977,0.001128,0.00135,0.001016,0.001134,0.001336,0.000922,0.000783,0.000816,0.00088,0.000658,0.000918,0.000753,0.000853,0.00081,0.000892,0.00095,0.000863
40,0.00073,0.000684,0.00291,0.003105,0.000653,0.000793,0.000519,0.000653,0.00096,0.001121,0.000803,0.000757,0.009064,0.009146,0.000913,0.000657,0.003347,0.003972,0.005759,0.005795,0.000809,0.000904,0.000821,0.001008,0.000688,0.00082,0.00071,0.000756,0.005756,0.005509,0.00091,0.000916
41,0.000711,0.000611,0.0091,0.009593,0.000627,0.000708,0.000714,0.000588,0.00075,0.000673,0.000946,0.000752,0.001867,0.002036,0.000729,0.000683,0.000943,0.000963,0.002371,0.002544,0.004915,0.005148,0.004276,0.003901,0.002533,0.001932,0.001596,0.000819,0.001085,0.001062,0.00094,0.000851
42,0.000524,0.000521,0.000522,0.000463,0.000396,0.000611,0.000439,0.000458,0.000651,0.000572,0.004013,0.002678,0.000634,0.000622,0.000649,0.00056,0.000562,0.000558,0.000507,0.000634,0.0048,0.004074,0.001036,0.001263,0.008032,0.008646,0.008271,0.008043,0.000798,0.000632,0.00619,0.006626
43,0.006853,0.007005,0.000762,0.000962,0.00082,0.000764,0.000737,0.000761,0.000633,0.000606,0.002793,0.00343,0.000568,0.000685,0.005777,0.006684,0.000809,0.00082,0.000807,0.000547,0.00064,0.000766,0.000648,0.000699,0.000807,0.000898,0.000873,0.001675,0.000843,0.000664,0.003944,0.004384
44,0.001438,0.001364,0.001061,0.000781,0.007295,0.006416,0.005943,0.005839,0.002991,0.004965,0.000859,0.000718,0.00061,0.000714,0.00465,0.004326,0.000691,0.000617,0.000725,0.000597,0.000582,0.00061,0.000596,0.00089,0.000514,0.000562,0.000609,0.000581,0.000656,0.000608,0.000663,0.000654
45,0.000584,0.000728,0.000736,0.000726,0.006074,0.005038,0.002986,0.003053,0.00736,0.006605,0.000706,0.000764,0.000681,0.00102,0.000736,0.000656,0.005581,0.00653,0.002006,0.001763,0.00057,0.000633,0.000724,0.000741,0.000635,0.000812,0.000689,0.000691,0.000718,0.000739,0.00067,0.000804
46,0.00058,0.000592,0.006152,0.006384,0.000448,0.000578,0.000662,0.000587,0.001192,0.001159,0.000766,0.000514,0.005303,0.005379,0.000605,0.000974,0.003969,0.00424,0.005358,0.00507,0.000857,0.000747,0.002317,0.001122,0.000521,0.000542,0.000674,0.000624,0.006426,0.006385,0.000655,0.001145
47,0.000501,0.000521,0.000926,0.000936,0.00059,0.000533,0.000516,0.000487,0.000549,0.000541,0.000427,0.000474,0.001484,0.001687,0.000542,0.000493,0.000623,0.000738,0.002358,0.002122,0.006908,0.006814,0.00563,0.007261,0.00852,0.008874,0.002888,0.002604,0.006425,0.006351,0.00061,0.000715
48,0.000989,0.0006,0.000555,0.000584,0.000515,0.000756,0.000506,0.000569,0.0005,0.000504,0.018397,0.019026,0.000412,0.000494,0.00052,0.000367,0.000575,0.000509,0.000437,0.000478,0.001469,0.001521,0.000947,0.000923,0.003529,0.003568,0.011349,0.008774,0.000414,0.000456,0.008194,0.00771
49,0.01179,0.011745,0.001018,0.000747,0.00078,0.000892,0.000743,0.000993,0.000745,0.000888,0.00077,0.00082,0.000784,0.000783,0.006879,0.006569,0.000619,0.000626,0.000817,0.000676,0.000759,0.000974,0.00065,0.000731,0.000667,0.000581,0.001884,0.002456,0.000856,0.000787,0.002742,0.002993
50,0.001393,0.001157,0.000898,0.001103,0.006209,0.007067,0.003405,0.003422,0.005497,0.005489,0.000688,0.00062,0.000594,0.000633,0.003305,0.003816,0.000765,0.000673,0.000788,0.000879,0.000828,0.000749,0.000636,0.000693,0.000658,0.000862,0.000678,0.000788,0.000875,0.00068,0.000698,0.000807
51,0.000679,0.000675,0.002701,0.002572,0.004288,0.003861,0.003251,0.003382,0.004841,0.004788,0.000839,0.000743,0.00069,0.000816,0.000801,0.000737,0.005185,0.004427,0.001319,0.000777,0.000705,0.00084,0.000732,0.000737,0.000643,0.000733,0.001026,0.001295,0.000897,0.000851,0.00067,0.000819
52,0.000594,0.00082,0.003869,0.003457,0.000524,0.000571,0.000619,0.000674,0.000735,0.000842,0.00054,0.000602,0.0064,0.006555,0.000712,0.000492,0.005733,0.006049,0.004052,0.00479,0.000676,0.000804,0.002035,0.002629,0.001631,0.002944,0.000624,0.000621,0.006053,0.005294,0.000908,0.000691
53,0.000458,0.000428,0.000491,0.000501,0.000436,0.000591,0.000469,0.000513,0.000504,0.000786,0.00764,0.006383,0.001437,0.001133,0.00065,0.000432,0.000529,0.000711,0.001163,0.00111,0.005768,0.005836,0.005143,0.005574,0.007215,0.007398,0.003163,0.003076,0.004477,0.004202,0.000619,0.001214
54,0.00754,0.006575,0.00058,0.000846,0.000607,0.000585,0.000562,0.000672,0.000812,0.000706,0.0082,0.009327,0.000771,0.00077,0.000592,0.000614,0.000708,0.000688,0.000655,0.000614,0.000857,0.000805,0.00063,0.000653,0.000686,0.000596,0.00465,0.004502,0.000653,0.000621,0.005183,0.005077
55,0.006332,0.006953,0.000708,0.000673,0.000906,0.000764,0.000574,0.001332,0.001137,0.000694,0.001037,0.000678,0.000591,0.000683,0.006721,0.006618,0.000671,0.000587,0.00089,0.000883,0.000623,0.000771,0.000556,0.000713,0.000819,0.000997,0.000874,0.001461,0.000661,0.000873,0.005719,0.005255
56,0.000654,0.000638,0.00171,0.002131,0.006789,0.007623,0.008279,0.008053,0.008785,0.009781,0.000528,0.000544,0.000516,0.00073,0.004069,0.003872,0.000511,0.000533,0.000727,0.000619,0.000601,0.000917,0.000524,0.00058,0.000565,0.00052,0.000532,0.000622,0.000588,0.000792,0.000556,0.000737
57,0.000571,0.000681,0.012858,0.012946,0.002922,0.002407,0.001715,0.001839,0.003226,0.003529,0.000626,0.000498,0.000757,0.000863,0.000656,0.00056,0.005456,0.005082,0.002719,0.002724,0.000615,0.000632,0.000642,0.000586,0.000639,0.000705,0.000628,0.000682,0.000627,0.000786,0.00065,0.000613
58,0.000559,0.000466,0.000767,0.000788,0.000592,0.000498,0.000437,0.000636,0.000656,0.000553,0.000602,0.000635,0.006883,0.00654,0.000462,0.000512,0.003899,0.003972,0.005397,0.004696,0.002601,0.002513,0.007521,0.008008,0.005932,0.006429,0.000797,0.000629,0.006511,0.006529,0.000597,0.000639
59,0.001096,0.00114,0.000599,0.00055,0.000575,0.000584,0.000643,0.000585,0.000567,0.00143,0.014686,0.015236,0.001309,0.001229,0.000598,0.000489,0.000758,0.000737,0.001147,0.001876,0.004525,0.004416,0.004966,0.004628,0.001187,0.001413,0.002865,0.002832,0.001394,0.001131,0.000669,0.00063
60,0.012044,0.013166,0.000953,0.000767,0.000714,0.000683,0.000719,0.000841,0.000817,0.000773,0.001717,0.002128,0.000593,0.000685,0.000765,0.000635,0.001193,0.000744,0.000757,0.000628,0.000865,0.001339,0.000718,0.001028,0.000799,0.000925,0.003522,0.003799,0.000694,0.000877,0.003834,0.003871
61,0.00178,0.001996,0.000994,0.00093,0.000651,0.000771,0.001909,0.001922,0.000848,0.00082,0.000838,0.000815,0.000772,0.00096,0.008665,0.008387,0.000981,0.001001,0.000857,0.0007,0.0009,0.000855,0.000827,0.000688,0.000675,0.000748,0.000837,0.000861,0.000845,0.001188,0.003533,0.00374
62,0.000645,0.000617,0.004882,0.004876,0.00939,0.009858,0.009311,0.009914,0.005506,0.005685,0.000423,0.000435,0.000427,0.000588,0.002271,0.002908,0.000529,0.000506,0.000463,0.000626,0.000418,0.000448,0.00044,0.000488,0.000392,0.000488,0.000531,0.00046,0.000475,0.000447,0.000605,0.000541
63,0.000858,0.001143,0.00305,0.003068,0.003706,0.003498,0.001263,0.001117,0.001768,0.00174,0.000673,0.00077,0.002862,0.002636,0.000742,0.000825,0.005246,0.005485,0.002926,0.003563,0.000721,0.000928,0.000743,0.000756,0.002625,0.002502,0.000715,0.000724,0.001295,0.001562,0.000941,0.000701
64,0.000448,0.000529,0.000401,0.000474,0.000504,0.000534,0.000848,0.000524,0.000532,0.000532,0.002142,0.002192,0.00465,0.004888,0.000533,0.00045,0.005152,0.005655,0.005222,0.004525,0.003873,0.003378,0.004963,0.004476,0.008405,0.008308,0.000555,0.000603,0.005138,0.00551,0.000566,0.000504
65,0.003941,0.004712,0.000633,0.000735,0.000606,0.00067,0.000667,0.000745,0.000579,0.000692,0.007885,0.007947,0.000945,0.000741,0.00067,0.000598,0.000857,0.000703,0.001243,0.001753,0.003467,0.003814,0.001695,0.001969,0.000806,0.000657,0.00784,0.007385,0.001493,0.001803,0.000866,0.000644
66,0.005584,0.004484,0.000702,0.000728,0.000584,0.000717,0.00076,0.000733,0.000767,0.000853,0.000775,0.000869,0.00081,0.000846,0.000936,0.00076,0.000741,0.000653,0.000773,0.000782,0.001022,0.000848,0.000759,0.000736,0.000631,0.000799,0.005065,0.004573,0.000968,0.000746,0.006523,0.006314
67,0.000836,0.000881,0.000746,0.000751,0.000664,0.000848,0.003175,0.00414,0.000725,0.00068,0.000769,0.001099,0.00055,0.000755,0.009509,0.009159,0.000845,0.00078,0.000613,0.000689,0.000855,0.000691,0.000803,0.000986,0.000897,0.00112,0.000566,0.000654,0.000756,0.000742,0.004721,0.005659
68,0.000605,0.000677,0.004747,0.005138,0.00505,0.005393,0.007487,0.008049,0.005514,0.005586,0.000734,0.000746,0.000712,0.000687,0.002727,0.002621,0.000695,0.000697,0.000603,0.000857,0.000553,0.000593,0.000589,0.00066,0.000609,0.000512,0.000569,0.000514,0.000644,0.000637,0.000687,0.000641
69,0.000779,0.000713,0.00229,0.00227,0.003544,0.003683,0.002,0.001807,0.003599,0.003541,0.000744,0.000885,0.00336,0.003098,0.000858,0.000717,0.006459,0.007304,0.002195,0.002308,0.000575,0.00059,0.000562,0.000539,0.005452,0.00669,0.000529,0.000626,0.001927,0.002673,0.000599,0.000692
70,0.000458,0.000449,0.000435,0.000496,0.000583,0.000582,0.000543,0.00058,0.0042,0.004006,0.00854,0.008354,0.005165,0.006738,0.000814,0.000546,0.00257,0.002807,0.004217,0.003987,0.00493,0.005166,0.006585,0.006181,0.000832,0.000824,0.000525,0.000477,0.006405,0.005719,0.00041,0.000486
71,0.008353,0.008218,0.000802,0.000763,0.000633,0.000741,0.000828,0.00068,0.000628,0.000544,0.001392,0.001325,0.002429,0.001519,0.000653,0.00074,0.000743,0.000698,0.00066,0.000818,0.005926,0.006172,0.007005,0.005626,0.000555,0.000629,0.004689,0.004647,0.00128,0.001196,0.00059,0.000543
72,0.001155,0.001105,0.000782,0.000942,0.000787,0.000748,0.000902,0.000884,0.000792,0.000734,0.000783,0.000721,0.000705,0.000863,0.000704,0.000671,0.000892,0.000814,0.000788,0.000632,0.00181,0.001837,0.000859,0.000866,0.00107,0.001243,0.004798,0.004344,0.001371,0.000764,0.007868,0.008234
73,0.001088,0.000888,0.000769,0.000687,0.000813,0.001086,0.002576,0.002581,0.000955,0.000758,0.000977,0.001014,0.000797,0.000977,0.006562,0.006381,0.000972,0.000758,0.000887,0.000837,0.000804,0.00098,0.000705,0.000807,0.000866,0.000934,0.001793,0.002437,0.00091,0.000766,0.002685,0.00251
74,0.00093,0.000973,0.004054,0.004381,0.005927,0.005305,0.007669,0.007354,0.002451,0.002005,0.000774,0.000736,0.00077,0.00101,0.002344,0.002418,0.000624,0.000566,0.000576,0.000741,0.000638,0.00071,0.00079,0.000589,0.001998,0.002117,0.000662,0.000687,0.000684,0.000756,0.000661,0.000631
75,0.000557,0.000741,0.002732,0.002857,0.001547,0.001756,0.004114,0.003472,0.005453,0.006237,0.003057,0.003049,0.002886,0.00324,0.00064,0.000546,0.00969,0.009701,0.0062,0.00643,0.000578,0.000635,0.000517,0.000585,0.004639,0.005396,0.000526,0.000739,0.001939,0.002135,0.000546,0.000552
76,0.004838,0.003281,0.000441,0.000465,0.000513,0.00048,0.000622,0.000482,0.002582,0.00252,0.005097,0.004807,0.004221,0.003949,0.000642,0.000583,0.002058,0.00189,0.003381,0.00353,0.004866,0.004589,0.006839,0.006803,0.000445,0.000484,0.000471,0.000438,0.00426,0.003726,0.000566,0.000583
77,0.009223,0.010201,0.000973,0.000877,0.000633,0.001114,0.000817,0.000962,0.00078,0.000632,0.000704,0.000741,0.000676,0.000705,0.000751,0.000684,0.000724,0.000671,0.000854,0.000724,0.003316,0.003356,0.004538,0.004512,0.000687,0.000879,0.002345,0.002388,0.000759,0.000661,0.000701,0.000686
78,0.000912,0.000711,0.000737,0.000646,0.000719,0.000798,0.000656,0.000814,0.000722,0.000963,0.000775,0.000733,0.000617,0.000905,0.000795,0.000666,0.000788,0.00079,0.000597,0.000702,0.001084,0.001031,0.000741,0.001004,0.00083,0.000829,0.007958,0.008095,0.001018,0.000691,0.008504,0.009717
79,0.0007,0.000664,0.000566,0.000595,0.000631,0.00082,0.001187,0.001241,0.000637,0.00056,0.00066,0.000962,0.000798,0.000849,0.009972,0.013041,0.000884,0.000767,0.000524,0.000609,0.000649,0.000656,0.000773,0.000625,0.001853,0.001621,0.003533,0.00325,0.000655,0.000882,0.006585,0.006122
80,0.000758,0.000669,0.004107,0.004594,0.007356,0.006825,0.007243,0.007338,0.002037,0.001714,0.000616,0.00087,0.000593,0.000755,0.00263,0.002627,0.00094,0.00123,0.000628,0.000761,0.000804,0.000762,0.000956,0.000661,0.005645,0.006586,0.000689,0.000655,0.00061,0.000749,0.000741,0.000837
81,0.00043,0.000458,0.004017,0.003349,0.002716,0.003043,0.003218,0.003982,0.003961,0.004491,0.010378,0.011053,0.004288,0.004866,0.000767,0.001188,0.008299,0.007375,0.003648,0.004043,0.000438,0.000402,0.000373,0.000364,0.000817,0.00072,0.000491,0.000484,0.005368,0.005388,0.000484,0.000418
