journal_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
237,0.000631,0.000682,0.000634,0.00062,0.000685,0.000626,0.000948,0.001609,0.000951,0.000915,0.001982,0.001769,0.001408,0.00145,0.000827,0.000634,0.000697,0.000716,0.000848,0.001014,0.00083,0.000772,0.002217,0.002516,0.00725,0.006661,0.000803,0.000761,0.011909,0.009747,0.000794,0.000816
238,0.000503,0.000583,0.000554,0.000534,0.000472,0.000489,0.000491,0.000557,0.000691,0.000606,0.004942,0.004748,0.00568,0.005115,0.000841,0.000689,0.000729,0.000634,0.002029,0.00185,0.000799,0.00077,0.000887,0.001036,0.004063,0.004652,0.000541,0.000486,0.002498,0.004182,0.000532,0.000455
239,0.000673,0.000736,0.000665,0.000705,0.000646,0.000642,0.001821,0.002135,0.000532,0.000511,0.000485,0.000468,0.00184,0.002023,0.000808,0.000848,0.000654,0.000512,0.001495,0.001606,0.006172,0.005369,0.005279,0.006441,0.00075,0.001028,0.005646,0.005907,0.000585,0.000695,0.007361,0.006374
240,0.002987,0.003231,0.004342,0.004264,0.005222,0.003806,0.007666,0.006731,0.003955,0.004056,0.000679,0.000705,0.000821,0.001524,0.005898,0.005277,0.008767,0.008803,0.001492,0.000977,0.00815,0.007236,0.001266,0.001255,0.00043,0.000489,0.000929,0.001425,0.000524,0.000451,0.00303,0.002954
241,0.003666,0.003331,0.003681,0.003364,0.00284,0.003177,0.000878,0.000932,0.00355,0.004163,0.000766,0.000756,0.00105,0.001104,0.001121,0.001005,0.002297,0.003122,0.005506,0.006018,0.000638,0.000654,0.000765,0.000752,0.000801,0.000873,0.00078,0.000878,0.000853,0.000728,0.000864,0.000807
242,0.000957,0.000772,0.000938,0.000983,0.001049,0.001093,0.001053,0.000878,0.000788,0.001148,0.001109,0.001271,0.000833,0.000685,0.001109,0.000948,0.000857,0.000758,0.000868,0.000831,0.000794,0.000675,0.000669,0.000741,0.000785,0.001125,0.001038,0.000866,0.002836,0.003251,0.000864,0.000712
243,0.000585,0.000613,0.001596,0.001598,0.000654,0.000623,0.00061,0.000595,0.000608,0.000541,0.006189,0.006129,0.006256,0.005803,0.000715,0.000596,0.000977,0.001016,0.001006,0.00096,0.001065,0.001038,0.000951,0.000873,0.009547,0.009866,0.000647,0.000963,0.006993,0.006676,0.000648,0.000735
244,0.000614,0.000664,0.000602,0.000622,0.000603,0.000719,0.003465,0.003655,0.000611,0.00049,0.00065,0.001186,0.00165,0.002178,0.000603,0.000717,0.00071,0.000689,0.000606,0.00057,0.000637,0.000609,0.001614,0.001389,0.00221,0.002003,0.004051,0.003888,0.002833,0.002683,0.000669,0.000674
245,0.000392,0.000533,0.000502,0.000434,0.00041,0.000483,0.003476,0.003043,0.000555,0.00061,0.000927,0.000651,0.000495,0.000589,0.005382,0.005229,0.000947,0.000594,0.000499,0.000535,0.004195,0.004117,0.006994,0.007414,0.000476,0.000475,0.0018,0.001998,0.000712,0.000617,0.006291,0.006033
246,0.007098,0.00707,0.004563,0.004911,0.004353,0.004805,0.002529,0.002732,0.006657,0.006869,0.000656,0.000807,0.000745,0.000817,0.001762,0.001749,0.006288,0.006348,0.008907,0.00804,0.002182,0.002649,0.001068,0.000684,0.000538,0.000763,0.000582,0.000682,0.00075,0.000719,0.004589,0.005135
247,0.003558,0.003565,0.002489,0.002657,0.003904,0.004082,0.000973,0.000973,0.002627,0.002236,0.000731,0.001159,0.001093,0.000947,0.001096,0.001272,0.003742,0.003141,0.005164,0.005514,0.000482,0.00054,0.000565,0.000655,0.000833,0.000865,0.000778,0.000932,0.000987,0.00078,0.000889,0.0009
248,0.002868,0.002843,0.000817,0.000872,0.004307,0.004155,0.000931,0.000995,0.00061,0.000577,0.008258,0.007991,0.002093,0.002561,0.000949,0.000831,0.000718,0.001069,0.000984,0.000782,0.000844,0.000794,0.000979,0.000979,0.000828,0.00086,0.000786,0.00079,0.00195,0.000849,0.000851,0.000778
249,0.000653,0.000535,0.000501,0.000455,0.000489,0.000502,0.001213,0.002363,0.000637,0.000513,0.001583,0.002695,0.006161,0.00607,0.000549,0.00061,0.000737,0.000675,0.000784,0.000828,0.000928,0.000941,0.001058,0.001105,0.005662,0.005792,0.001593,0.001696,0.007702,0.008351,0.000579,0.000539
250,0.000941,0.000629,0.000741,0.000892,0.000723,0.000641,0.003877,0.002841,0.001012,0.000764,0.000764,0.000707,0.000841,0.000858,0.002046,0.002282,0.000554,0.000471,0.000584,0.000535,0.000549,0.000536,0.004988,0.004868,0.002316,0.00262,0.008283,0.008164,0.001792,0.001921,0.000567,0.000568
251,0.000741,0.000633,0.001619,0.001249,0.000555,0.000577,0.002268,0.0022,0.000528,0.000508,0.000519,0.000483,0.000581,0.000548,0.00661,0.00662,0.001052,0.000642,0.000974,0.00086,0.006296,0.005909,0.004419,0.005096,0.000583,0.000726,0.00061,0.000948,0.000807,0.000986,0.004945,0.004643
252,0.007556,0.007453,0.006859,0.008258,0.000502,0.000621,0.000764,0.001442,0.007939,0.007467,0.000711,0.000876,0.000831,0.001123,0.000898,0.000742,0.007095,0.006763,0.003649,0.004604,0.00319,0.003473,0.001141,0.000773,0.000536,0.000626,0.000785,0.000653,0.000713,0.000736,0.002854,0.002581
253,0.006506,0.007455,0.001206,0.001219,0.007315,0.007258,0.000979,0.001309,0.005812,0.005789,0.002685,0.002964,0.000658,0.000738,0.000679,0.000764,0.004094,0.004157,0.003676,0.003477,0.000712,0.000622,0.00061,0.000793,0.000597,0.000748,0.000698,0.001045,0.000821,0.000609,0.001065,0.000794
254,0.000752,0.000719,0.000731,0.000751,0.004756,0.004438,0.000764,0.000743,0.000677,0.000659,0.011633,0.009286,0.006843,0.007322,0.00065,0.000615,0.000722,0.000651,0.000825,0.000801,0.00065,0.000551,0.00066,0.000553,0.000692,0.0008,0.000619,0.000994,0.001821,0.001555,0.00085,0.000819
255,0.000672,0.000554,0.000489,0.000606,0.000527,0.000792,0.001842,0.00194,0.000732,0.000562,0.001644,0.001509,0.002181,0.002343,0.000884,0.000565,0.000612,0.000556,0.00063,0.000617,0.000574,0.000543,0.000595,0.000656,0.008586,0.008814,0.004583,0.005093,0.005638,0.005284,0.000773,0.000681
256,0.000742,0.000733,0.000612,0.000614,0.000549,0.000672,0.002243,0.002187,0.000532,0.000666,0.000543,0.000505,0.000601,0.000641,0.007978,0.008083,0.000675,0.000682,0.000476,0.000464,0.002931,0.002665,0.003689,0.004197,0.001574,0.001537,0.002864,0.00278,0.00067,0.000864,0.00081,0.000636
257,0.000534,0.000562,0.001733,0.002018,0.000541,0.000648,0.000708,0.000714,0.000732,0.000693,0.000593,0.000598,0.000663,0.000746,0.002066,0.001868,0.001028,0.000991,0.001057,0.001335,0.009205,0.009614,0.007974,0.007509,0.000523,0.000508,0.000593,0.000432,0.000506,0.001002,0.005944,0.006046
258,0.004303,0.003763,0.010852,0.010678,0.000571,0.000587,0.000628,0.00059,0.00602,0.008051,0.000596,0.00047,0.000984,0.000602,0.000611,0.00049,0.005491,0.005866,0.006837,0.006808,0.005744,0.005328,0.003771,0.004764,0.000584,0.000603,0.000638,0.000686,0.000737,0.000736,0.008945,0.008774
259,0.005217,0.005069,0.000919,0.000667,0.006719,0.007382,0.000678,0.000692,0.005445,0.005047,0.004908,0.003985,0.001264,0.001333,0.000855,0.00079,0.002043,0.002017,0.004762,0.004988,0.000656,0.000682,0.000875,0.000628,0.000561,0.000716,0.000655,0.000658,0.000592,0.000551,0.00369,0.003461
260,0.001264,0.001392,0.000774,0.000584,0.002212,0.002384,0.001538,0.001421,0.000666,0.000616,0.005219,0.006535,0.006427,0.00672,0.002505,0.002615,0.000667,0.000706,0.000908,0.000742,0.000759,0.000685,0.00069,0.000638,0.001827,0.001763,0.000608,0.000756,0.003637,0.003569,0.00053,0.000544
261,0.000579,0.000577,0.002551,0.00242,0.001644,0.001873,0.001561,0.001387,0.000515,0.00048,0.000747,0.000535,0.000527,0.000538,0.001393,0.001371,0.000606,0.00059,0.000821,0.000524,0.000608,0.000779,0.00053,0.000508,0.010646,0.010312,0.003082,0.003407,0.003982,0.004231,0.000947,0.000866
262,0.000837,0.000591,0.00088,0.00059,0.000752,0.00074,0.002065,0.002028,0.001448,0.000802,0.000743,0.000746,0.000493,0.000661,0.003549,0.003667,0.000557,0.000536,0.000614,0.000647,0.000621,0.00063,0.001025,0.000678,0.0009,0.000989,0.002406,0.002536,0.000735,0.000643,0.000714,0.000725
263,0.000446,0.000432,0.005956,0.005435,0.000551,0.000461,0.000466,0.000417,0.001719,0.001643,0.001357,0.000809,0.000779,0.000813,0.0021,0.001679,0.002604,0.002792,0.001027,0.000939,0.00643,0.006784,0.00852,0.009003,0.000478,0.000545,0.000829,0.000807,0.000515,0.000583,0.005185,0.006236
264,0.004735,0.004568,0.004296,0.004354,0.0006,0.000737,0.000673,0.000681,0.006595,0.006566,0.002158,0.003067,0.00061,0.000859,0.000594,0.000501,0.011337,0.010768,0.006408,0.006236,0.006866,0.006811,0.005442,0.004635,0.000754,0.000948,0.000618,0.000645,0.000577,0.000496,0.006963,0.006242
265,0.004306,0.004317,0.000675,0.000672,0.005738,0.005908,0.001146,0.001029,0.006018,0.004659,0.007905,0.00717,0.007494,0.008698,0.000859,0.00079,0.003071,0.002986,0.004039,0.004241,0.000612,0.000747,0.002933,0.003015,0.000461,0.000537,0.000611,0.000488,0.000609,0.000545,0.000589,0.000665
266,0.000528,0.000668,0.00083,0.000514,0.003833,0.004296,0.002422,0.002668,0.003153,0.003993,0.001937,0.001918,0.007131,0.00699,0.000553,0.000822,0.000539,0.000573,0.001432,0.00151,0.000505,0.000575,0.000504,0.000562,0.00377,0.003562,0.000536,0.000515,0.007898,0.006077,0.000525,0.000509
267,0.000801,0.000674,0.000646,0.000746,0.001297,0.000621,0.001897,0.001855,0.000847,0.000842,0.000965,0.000887,0.000937,0.001131,0.009117,0.007673,0.000532,0.000509,0.000463,0.000579,0.000552,0.000521,0.00046,0.000605,0.003521,0.003923,0.005116,0.005359,0.005474,0.004966,0.001581,0.000944
268,0.00051,0.000536,0.000491,0.000599,0.00058,0.00055,0.000879,0.000825,0.000736,0.001021,0.000842,0.00073,0.000607,0.000794,0.001508,0.00138,0.00074,0.000615,0.000775,0.000786,0.0007,0.000747,0.000853,0.000753,0.000653,0.00073,0.002168,0.002341,0.000934,0.000997,0.000671,0.00061
269,0.000507,0.000538,0.004238,0.003912,0.000666,0.000702,0.000609,0.000685,0.000729,0.000938,0.000645,0.000641,0.000632,0.000752,0.00065,0.000606,0.004114,0.003489,0.000731,0.000666,0.006627,0.007924,0.007518,0.005818,0.000569,0.000653,0.00066,0.000725,0.00064,0.000631,0.003754,0.003876
270,0.008302,0.008116,0.004672,0.004284,0.002026,0.000911,0.000739,0.000784,0.001978,0.000497,0.005208,0.004928,0.001206,0.001275,0.000514,0.000564,0.006444,0.006244,0.004936,0.004946,0.004197,0.004312,0.004506,0.004598,0.000512,0.000617,0.00083,0.000907,0.000666,0.000593,0.002779,0.002804
271,0.004825,0.005111,0.000668,0.000543,0.007066,0.007334,0.00187,0.002095,0.005581,0.006846,0.003963,0.003695,0.007485,0.007185,0.000657,0.000701,0.005363,0.005074,0.004041,0.004601,0.000635,0.000643,0.000683,0.000736,0.001321,0.001775,0.000493,0.000544,0.000708,0.000594,0.000615,0.000576
272,0.000726,0.000847,0.000774,0.000822,0.004308,0.004323,0.002635,0.002501,0.001194,0.000786,0.000994,0.00075,0.00102,0.000942,0.00203,0.001781,0.000505,0.000599,0.000536,0.000508,0.000558,0.000619,0.000612,0.000537,0.007914,0.008951,0.000797,0.000781,0.001871,0.001929,0.000904,0.000656
273,0.000723,0.000637,0.00061,0.000619,0.000715,0.000871,0.001964,0.001793,0.000792,0.000733,0.001133,0.000705,0.000796,0.000941,0.00674,0.005078,0.001046,0.000725,0.000666,0.000825,0.000899,0.000941,0.000925,0.000704,0.000998,0.001122,0.00478,0.005248,0.006376,0.005943,0.001295,0.000781
274,0.000698,0.000693,0.000743,0.000705,0.000648,0.000748,0.000762,0.000725,0.000725,0.000862,0.000698,0.000693,0.000744,0.000865,0.000757,0.000762,0.001004,0.000667,0.000825,0.000753,0.000745,0.001021,0.000916,0.000631,0.000834,0.000723,0.002134,0.001857,0.000868,0.000648,0.00081,0.000847
275,0.000911,0.000694,0.004323,0.004262,0.00076,0.00076,0.000598,0.000781,0.000571,0.000631,0.00228,0.002287,0.000578,0.000782,0.000532,0.000511,0.002359,0.000683,0.00075,0.000706,0.005359,0.005971,0.006064,0.005219,0.000978,0.000702,0.000957,0.000735,0.000803,0.000874,0.005716,0.004896
276,0.007375,0.007545,0.002501,0.002595,0.000518,0.00055,0.003225,0.003495,0.003594,0.004245,0.010846,0.012347,0.003914,0.004042,0.000417,0.000402,0.006523,0.006322,0.005137,0.005198,0.004069,0.00426,0.004884,0.005239,0.000487,0.000619,0.000578,0.00062,0.000467,0.000469,0.003317,0.003613
277,0.001962,0.002223,0.000751,0.000774,0.005541,0.00573,0.004345,0.004358,0.003769,0.004238,0.001151,0.001314,0.001997,0.002303,0.002215,0.001464,0.00298,0.002826,0.004677,0.004991,0.000668,0.000955,0.000816,0.000737,0.004843,0.00487,0.00108,0.000606,0.000692,0.000645,0.000884,0.000743
278,0.001798,0.001897,0.000729,0.00069,0.002835,0.003022,0.001381,0.001306,0.000792,0.000903,0.000754,0.001089,0.000654,0.000727,0.009447,0.01021,0.000523,0.000549,0.001251,0.000668,0.000568,0.000618,0.000597,0.000542,0.002129,0.002243,0.000748,0.000581,0.003447,0.003642,0.000629,0.000739
279,0.000646,0.000814,0.000715,0.000715,0.000641,0.000654,0.000631,0.000706,0.000662,0.000775,0.000804,0.000943,0.000819,0.000865,0.002013,0.002153,0.000721,0.000698,0.000766,0.000659,0.000647,0.000675,0.000671,0.000641,0.001018,0.001147,0.005113,0.005212,0.005524,0.005329,0.000942,0.000996
280,0.00077,0.000769,0.000662,0.000893,0.000587,0.000798,0.000649,0.000589,0.000775,0.00072,0.000739,0.00065,0.000735,0.000799,0.000713,0.000535,0.000956,0.000864,0.000722,0.000665,0.000662,0.000814,0.001187,0.001298,0.000514,0.000586,0.00177,0.001685,0.000894,0.000727,0.000657,0.000784
281,0.000597,0.000587,0.007081,0.007326,0.000529,0.000593,0.002278,0.001891,0.000528,0.000648,0.005544,0.006207,0.004296,0.004776,0.000469,0.000666,0.00138,0.001008,0.000631,0.000622,0.007564,0.00785,0.007594,0.006857,0.000584,0.000616,0.00068,0.000573,0.000454,0.000632,0.00808,0.007323
282,0.004729,0.004655,0.002066,0.002035,0.001281,0.000604,0.002421,0.002339,0.006137,0.006788,0.001547,0.001878,0.006325,0.006016,0.000445,0.000524,0.006821,0.006712,0.004005,0.003762,0.003557,0.003936,0.00541,0.004847,0.00374,0.003279,0.000582,0.000566,0.000567,0.000564,0.004055,0.004057
283,0.001371,0.001445,0.000835,0.000683,0.004917,0.004765,0.003316,0.003787,0.004317,0.004632,0.000723,0.000731,0.000661,0.00072,0.002255,0.002254,0.00195,0.00206,0.003479,0.003288,0.000787,0.000777,0.000533,0.000482,0.007193,0.007808,0.001152,0.001154,0.000645,0.000726,0.000689,0.000694
284,0.000565,0.000675,0.000675,0.000565,0.007426,0.006953,0.000659,0.000722,0.001007,0.001007,0.001055,0.00066,0.000739,0.000978,0.009853,0.007528,0.000816,0.000637,0.000704,0.00062,0.001531,0.001693,0.000849,0.000681,0.001178,0.001304,0.002542,0.000893,0.004891,0.005312,0.000746,0.000694
285,0.000639,0.000825,0.000978,0.001119,0.000619,0.00071,0.000903,0.000683,0.000833,0.00085,0.000892,0.000658,0.000833,0.000894,0.000718,0.000596,0.000678,0.000583,0.000658,0.000625,0.000689,0.000801,0.0007,0.000782,0.001014,0.000982,0.005493,0.006274,0.004597,0.004398,0.001043,0.00103
286,0.000581,0.000623,0.000577,0.000673,0.000717,0.000609,0.000569,0.000677,0.000643,0.000672,0.002952,0.002508,0.001143,0.000722,0.000595,0.000567,0.000796,0.000843,0.000921,0.000687,0.000908,0.000789,0.000711,0.000724,0.000573,0.000773,0.00412,0.003957,0.004508,0.004262,0.000634,0.000767
287,0.000596,0.00075,0.006314,0.006589,0.00071,0.000954,0.002267,0.002586,0.000809,0.000557,0.005277,0.005367,0.008298,0.009182,0.000745,0.000897,0.001428,0.001388,0.000625,0.000706,0.005333,0.004694,0.005216,0.004464,0.000585,0.000428,0.000569,0.000505,0.00064,0.000506,0.005217,0.004491
288,0.00566,0.005414,0.000821,0.001421,0.000781,0.000691,0.002876,0.003085,0.002022,0.001854,0.000712,0.000725,0.002917,0.002953,0.002882,0.002802,0.005527,0.005498,0.002988,0.003133,0.005224,0.00459,0.006513,0.007528,0.003721,0.003944,0.000971,0.000858,0.000734,0.000827,0.00621,0.007111
289,0.001943,0.001748,0.001544,0.002339,0.005092,0.005378,0.000811,0.000795,0.003922,0.003923,0.00078,0.000865,0.000708,0.000861,0.004011,0.003663,0.001908,0.001687,0.002843,0.002768,0.002643,0.002408,0.00075,0.000681,0.005156,0.00482,0.000758,0.00064,0.000689,0.000768,0.005422,0.005342
290,0.001598,0.001564,0.001562,0.000844,0.001958,0.002323,0.000941,0.000848,0.003534,0.002823,0.000818,0.000647,0.000699,0.001143,0.002199,0.002429,0.001209,0.000958,0.00083,0.000713,0.000627,0.000835,0.000756,0.000741,0.000769,0.00107,0.001,0.000913,0.001213,0.002472,0.000944,0.000922
291,0.000738,0.000936,0.000723,0.000738,0.002641,0.002493,0.00061,0.000709,0.000862,0.000823,0.001231,0.000895,0.000752,0.001018,0.00091,0.000934,0.000892,0.000687,0.000751,0.000747,0.00128,0.000907,0.00079,0.000856,0.000823,0.001033,0.005865,0.005874,0.005379,0.005016,0.000982,0.000887
292,0.000463,0.000402,0.002543,0.002418,0.000466,0.000412,0.002224,0.002273,0.000431,0.000713,0.008,0.008572,0.002713,0.002502,0.000376,0.000426,0.000755,0.000694,0.000805,0.000778,0.002266,0.002291,0.000774,0.00125,0.000435,0.000612,0.006991,0.006375,0.003076,0.002938,0.000574,0.000586
293,0.000606,0.000567,0.003447,0.003558,0.000398,0.000409,0.004489,0.004794,0.001912,0.001965,0.001828,0.001957,0.00299,0.003191,0.001672,0.001889,0.001506,0.002135,0.000682,0.000726,0.000779,0.000644,0.009321,0.009549,0.002864,0.002746,0.000436,0.000402,0.000481,0.000428,0.002072,0.001727
294,0.004777,0.004617,0.000684,0.000706,0.00132,0.000846,0.002111,0.002188,0.000886,0.001117,0.001325,0.001429,0.000534,0.001123,0.004243,0.003623,0.009204,0.008356,0.006946,0.007134,0.007276,0.007607,0.006332,0.006556,0.0047,0.005082,0.000991,0.000742,0.0008,0.000735,0.006301,0.006733
295,0.000714,0.000977,0.00073,0.000779,0.006958,0.007297,0.000732,0.000837,0.008194,0.008954,0.001031,0.000756,0.003481,0.004082,0.00441,0.004422,0.001212,0.001104,0.003429,0.003849,0.001251,0.00127,0.002074,0.002428,0.000931,0.000975,0.000631,0.000738,0.001617,0.001601,0.001101,0.000639
296,0.000811,0.000775,0.000754,0.000737,0.002347,0.002516,0.000921,0.000997,0.00415,0.00258,0.001092,0.000877,0.000842,0.000986,0.000887,0.000953,0.000781,0.000751,0.000973,0.000741,0.000672,0.000666,0.000678,0.000807,0.000787,0.000853,0.000779,0.001195,0.001346,0.001448,0.00125,0.000914
297,0.00079,0.000778,0.000618,0.000611,0.001037,0.000777,0.002453,0.002309,0.000863,0.000823,0.001816,0.001744,0.002531,0.002772,0.000971,0.000818,0.000853,0.000928,0.000981,0.00095,0.00102,0.000984,0.000823,0.000936,0.002236,0.002416,0.005638,0.00569,0.005915,0.006244,0.001064,0.000951
298,0.000573,0.00048,0.010069,0.008766,0.000452,0.000502,0.001068,0.00101,0.000455,0.000459,0.00486,0.004416,0.003189,0.003246,0.000591,0.000525,0.000736,0.000596,0.000691,0.00078,0.000972,0.000915,0.000818,0.000639,0.001019,0.001193,0.003461,0.003307,0.001529,0.00156,0.000638,0.000545
299,0.00235,0.002182,0.006636,0.006449,0.000497,0.000514,0.001943,0.001872,0.00067,0.000576,0.000638,0.000485,0.000757,0.00086,0.002771,0.001174,0.00055,0.000516,0.00057,0.000671,0.000986,0.00111,0.004595,0.004456,0.001987,0.001962,0.000517,0.000666,0.000569,0.000586,0.005756,0.005638
300,0.002999,0.002812,0.000622,0.000644,0.001827,0.00153,0.000688,0.000681,0.00075,0.000746,0.0006,0.00055,0.000646,0.000728,0.005722,0.006256,0.005542,0.005652,0.008855,0.007922,0.007693,0.006588,0.003074,0.003652,0.001459,0.001583,0.00067,0.000721,0.000704,0.000669,0.006942,0.006911
301,0.001516,0.001779,0.000887,0.000906,0.007845,0.00886,0.000685,0.000935,0.008341,0.007713,0.000685,0.000622,0.000715,0.000733,0.001283,0.001292,0.001421,0.001574,0.004292,0.004913,0.000907,0.00088,0.000815,0.000924,0.000746,0.000786,0.000655,0.000707,0.000741,0.000728,0.003566,0.004517
302,0.000892,0.000875,0.000774,0.000759,0.003142,0.003365,0.001035,0.001043,0.006845,0.006475,0.001089,0.000973,0.000947,0.001044,0.000913,0.001033,0.000589,0.00092,0.000614,0.000767,0.000841,0.000752,0.000714,0.000754,0.000709,0.00109,0.001102,0.001021,0.002861,0.001791,0.000943,0.001134
303,0.000484,0.000448,0.001855,0.002212,0.000528,0.000671,0.004956,0.004416,0.000696,0.000916,0.008237,0.009632,0.007264,0.00796,0.000544,0.000547,0.000867,0.000843,0.000726,0.00071,0.000833,0.00085,0.000873,0.00081,0.000612,0.000472,0.005677,0.005871,0.006868,0.008271,0.000671,0.000719
304,0.000544,0.000479,0.009572,0.00955,0.00057,0.000453,0.003049,0.002985,0.000498,0.000455,0.000722,0.000583,0.004186,0.004276,0.000486,0.000467,0.00052,0.000504,0.000492,0.000497,0.000503,0.000547,0.000673,0.000608,0.001712,0.001883,0.002227,0.002588,0.00224,0.002035,0.000477,0.000434
305,0.003112,0.002811,0.001114,0.000869,0.000484,0.000636,0.000668,0.000577,0.000632,0.000541,0.000575,0.000616,0.000472,0.000517,0.005851,0.006469,0.000483,0.00049,0.000532,0.000488,0.008064,0.008826,0.004008,0.004085,0.002713,0.002818,0.00058,0.000519,0.00067,0.000535,0.000562,0.000595
306,0.006236,0.006142,0.000818,0.000794,0.001751,0.001577,0.000858,0.000837,0.000924,0.000726,0.000915,0.000818,0.000715,0.000938,0.007256,0.006566,0.008257,0.008752,0.011298,0.010054,0.001664,0.001823,0.002296,0.002277,0.000613,0.000701,0.000741,0.000758,0.000689,0.000652,0.00579,0.005364
307,0.004902,0.005295,0.000867,0.000816,0.006608,0.006291,0.000681,0.000664,0.007957,0.00814,0.001143,0.000742,0.00074,0.000858,0.001009,0.000987,0.002004,0.001792,0.002654,0.002517,0.000786,0.00078,0.000757,0.000798,0.000631,0.000671,0.000581,0.000647,0.000662,0.000591,0.004712,0.00477
308,0.000744,0.000884,0.000791,0.000647,0.000706,0.001316,0.003613,0.003654,0.004555,0.005222,0.00398,0.00342,0.002587,0.002466,0.000954,0.000924,0.001038,0.0006,0.000606,0.000548,0.000537,0.000526,0.000743,0.000691,0.000727,0.000869,0.000803,0.000985,0.002846,0.003199,0.000756,0.000791
309,0.000522,0.000515,0.007215,0.007146,0.000641,0.000495,0.00256,0.002519,0.000652,0.000558,0.003192,0.003298,0.003141,0.003067,0.000542,0.000589,0.000911,0.000783,0.000799,0.000836,0.000764,0.000848,0.000699,0.000789,0.001706,0.001681,0.005205,0.00518,0.006033,0.006242,0.000641,0.000564
310,0.000567,0.000629,0.001884,0.001329,0.00048,0.000516,0.000541,0.000576,0.000606,0.000567,0.000586,0.000532,0.000641,0.000555,0.0006,0.000553,0.000567,0.000541,0.000603,0.000675,0.002885,0.002965,0.000526,0.000686,0.003926,0.003874,0.006222,0.006175,0.001304,0.00114,0.00051,0.000728
311,0.001008,0.001056,0.000519,0.00066,0.000646,0.000632,0.000667,0.00064,0.000772,0.000765,0.000633,0.000583,0.000559,0.000949,0.010064,0.010185,0.002606,0.001004,0.000533,0.000593,0.0084,0.009598,0.008908,0.009046,0.000583,0.00071,0.000605,0.000686,0.000564,0.000544,0.000639,0.000743
312,0.00698,0.007239,0.000957,0.00076,0.003727,0.003203,0.000796,0.000851,0.000809,0.000621,0.000809,0.000972,0.000681,0.000776,0.001501,0.001348,0.007672,0.008537,0.006522,0.007279,0.00068,0.000626,0.003447,0.004008,0.000714,0.000844,0.000818,0.000899,0.000739,0.000723,0.006031,0.005459
313,0.001977,0.002088,0.00115,0.001061,0.005532,0.005346,0.00108,0.001172,0.002954,0.002486,0.000823,0.000909,0.00075,0.001023,0.000737,0.00073,0.002151,0.00199,0.003026,0.003165,0.001354,0.001355,0.000841,0.000766,0.000931,0.000885,0.000919,0.001301,0.000756,0.000872,0.002822,0.002742
314,0.000663,0.000875,0.001211,0.001577,0.000565,0.000622,0.004357,0.004179,0.004666,0.004756,0.008267,0.00698,0.008628,0.008672,0.000656,0.000594,0.000823,0.000848,0.00072,0.000848,0.000861,0.000782,0.000783,0.000981,0.000461,0.00058,0.000559,0.000555,0.000879,0.000868,0.00067,0.000695
315,0.000666,0.000729,0.007688,0.006965,0.000774,0.000864,0.001564,0.00152,0.000534,0.00062,0.00251,0.002531,0.001746,0.001259,0.000472,0.000537,0.000606,0.000532,0.000503,0.000513,0.000564,0.000618,0.00054,0.000583,0.004276,0.004139,0.004989,0.005093,0.010501,0.01093,0.000613,0.000556
316,0.000611,0.000632,0.000707,0.000592,0.000586,0.00068,0.000722,0.000777,0.000858,0.000781,0.000873,0.000792,0.000729,0.001085,0.003584,0.003679,0.000474,0.000599,0.000435,0.000504,0.004591,0.005176,0.000511,0.000484,0.001272,0.001234,0.001937,0.002068,0.000744,0.000818,0.00074,0.000767
317,0.001609,0.002609,0.000533,0.000554,0.000741,0.000737,0.000587,0.000602,0.000803,0.00071,0.000678,0.000656,0.000661,0.0009,0.012037,0.011396,0.001651,0.001627,0.001303,0.001162,0.001004,0.001199,0.007099,0.007689,0.00062,0.000922,0.000597,0.000674,0.00062,0.000605,0.000658,0.000673
318,0.013412,0.01293,0.000612,0.000516,0.006501,0.006553,0.000615,0.000583,0.00069,0.000652,0.000625,0.000555,0.000634,0.000646,0.000745,0.000592,0.006145,0.005796,0.004422,0.004772,0.000973,0.000774,0.002572,0.002332,0.00056,0.00066,0.000652,0.000758,0.00073,0.000667,0.007812,0.008364
