op_queue_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
455,394040,565917,0,571774,1877276,5546400,4612274,11051328,0,3746134,1910627,9643,3944945,14259284,130563,229426,6556299,5689021,9914413,5584120,16457195,10373160,7358963,25655941,542734,4063263,1375045,10891305,0,4549854,12936818,9660480
456,2234634,4254216,673933,0,0,169106,0,0,10232627,9423727,7286853,10847016,8958306,6659461,17121695,17287937,4347467,747437,0,428657,1523494,8810779,707249,13655495,10513646,14413905,10967878,13417476,14374960,11546553,14903238,13567535
457,9497884,14255574,10677239,8973847,11146195,11870105,10800341,12408796,12348126,10267285,29500238,28920717,6670300,16514015,23474889,20645853,644228,1602359,1880852,15043829,571914,1215792,681855,652926,14657752,31917156,21266087,21162569,20469799,18164455,17276468,17124822
458,12517209,20077124,11075007,13876637,12781129,13980867,14533810,22421506,22864788,20731036,41036459,40031216,14675206,28930494,33690552,28137695,11553775,10218988,15292506,14902999,9799566,12017988,14554420,11969726,8440552,27813431,17652657,21740398,29928305,32853481,29807731,33611086
459,3267115,16508555,5388512,12147530,11957837,12579571,14877809,29094303,8074099,21801692,16000076,26964576,60530,19470914,13700595,8682386,14496807,8226509,15662115,15073627,11005849,14780101,14428536,29224726,24058,5441213,5457915,12470143,2204503,6716421,14237192,22908109
460,475122,63896,305876,217502,7213075,7990007,130493,2127073,1525874,17808264,1855674,1652441,1971647,2175790,2538719,1313459,9484350,3594774,13169003,10014921,7092359,14424312,8644829,24483324,967955,453205,0,236928,0,0,172822,1801695
461,0,48256,1823513,2638101,6067,0,12134,0,0,64176,554798,296233,66387,362480,5997,531586,1993844,1489647,909140,819261,1729667,10846409,2126758,2633055,10181752,6382380,7692053,6511374,4849173,5816603,8394653,3513190
462,16206045,15489783,9123708,14215730,8416558,7054913,9725041,12960928,7530309,5393704,4731170,9117833,5880429,9251832,22903827,23581237,323447,54323,0,169386,632094,656432,0,30125,23422282,18454936,20786572,18451792,13643145,17889480,19201160,18733802
463,18748923,22128173,18597715,16716898,17248128,17857885,18215109,18877170,19774672,16740367,35204951,36020911,14063734,24890443,36234300,35375709,11144719,10862551,14260025,19969872,10656588,9806601,12322563,11310109,26956485,28817444,26700364,32549787,28374302,31759863,32224374,32106079
464,32575694,33997986,35622303,33545341,29689762,30676630,34532203,42586228,27201720,23292792,41058732,47021667,23031724,38050258,48907851,41802127,14886361,12131902,16056493,22243714,12370965,15891885,15341929,24130668,19555175,29049454,31644824,42282406,27480218,42131559,44082503,45975646
465,23979104,28264262,30151799,26651297,24297808,27537569,30752298,39510183,19672741,12902125,23318314,27522950,418518,20935447,26510933,15271406,33284775,25855260,32603135,32700435,27912737,32536521,32390120,40267776,3462636,9125347,31864338,40660002,6877354,21208923,25761916,29487987
466,5584616,9805773,8649245,4207191,20493915,23673240,18899035,23716210,7546445,6885072,14312662,17904881,303105,17969477,16974249,4704720,29292105,15011143,25583831,27416363,23540967,27748753,30079987,35218001,6160112,14606713,21993946,32611443,2368277,10145169,17802133,21474278
467,42329,30125,2910352,7829033,6227724,11278479,7004697,11141557,5909300,6862799,4566165,3398909,4088091,13968955,4388081,2824539,18733289,13702450,7050112,6065239,13419226,31004761,9573465,14645577,3886270,6782726,6049494,23004744,4783982,4691676,6990218,6819449
468,11915829,15038118,18059776,10368522,4346277,9200852,3964301,10536922,5667349,8668251,5843712,3056106,4901005,17976734,19027789,16041151,4123163,0,8980585,7430717,12134,16775106,0,3309689,9196016,14304973,14158158,32347890,12682931,12142700,15192010,17441747
469,16466908,19800224,24514849,15068972,14000987,16972161,13575959,22635018,14438325,10135637,32044009,22795251,15141152,25984493,33108126,17009129,6561613,4861272,11514742,7846248,8120150,7458485,5888952,10013894,5443716,15030849,15124742,32040521,28632429,28579798,20474758,17261312
470,14894260,24272041,25014549,14707443,12081744,20057727,15775089,27704359,17895617,12087263,33894532,21960782,13744213,28075356,31687106,15778683,15195650,13954143,16731027,17014169,12548874,17343514,16077173,20891613,211295,0,145118,15812098,8652570,10241261,22970477,21763645
471,289886,711350,495814,254044,652506,547366,100158,1172197,514225,4055831,8679411,18061,0,3679286,4450711,447208,19822485,12645713,21009797,17191209,8836406,19064127,17105577,24015803,8435815,13667209,13466543,22186591,5322685,5039461,7021667,5058018
472,4378117,5832249,7616379,7007917,11765245,13688899,4292969,7193754,6479242,9814360,11800836,4905497,5086982,11166111,5842668,7676034,4453692,12134,756660,653801,1248618,4140483,45835,175453,9037615,9813625,7059860,16726302,344419,0,1111638,4903181
473,1838768,1235294,10308517,13002773,0,72454,272035,199371,4317447,20206106,6440314,26916448,21082175,25445288,6531710,4665413,4866429,7515661,11444639,6385962,4963122,4794214,6005246,5289888,1168236,4126424,1646339,10860206,0,221358,241420,574615
474,15315263,17385283,10963829,7769588,2804372,6362073,5076738,4473153,313804,5663248,2107892,15571139,8534672,15155205,11983021,13262855,2967306,2977690,6303760,13238120,1383037,332705,2143483,695255,13520697,12953152,11968542,20151293,13881730,12837389,12385771,15161803
475,16360508,18598590,12551750,13159646,7682235,12624204,13586751,23562750,5832,1111263,8719313,22197319,769005,11534489,4908163,7755290,5236032,4393092,4364198,8176287,4455413,4789267,8383872,17620490,0,0,0,0,0,16712,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8582782,10481275,10129185,10859990,7588179,11665472,12213083,22286661,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
