op_rw,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
345,150,150,300,300,0,150,300,300,450,600,150,0,150,150,0,300,300,150,300,150,300,0,300,300,150,150,150,150,300,150,600,300
346,150,150,300,300,0,150,300,300,450,600,150,0,150,150,0,300,300,150,300,150,300,0,300,300,150,150,150,150,300,150,600,300
347,152,152,304,304,0,152,304,304,456,608,152,0,152,152,0,304,300,150,300,150,300,0,300,300,152,152,152,152,304,152,608,304
348,152,152,304,304,0,152,304,304,456,608,152,0,152,152,0,304,304,152,304,152,304,0,304,304,152,152,152,152,304,152,608,304
349,152,152,304,304,0,152,304,304,456,608,152,0,152,152,0,304,304,152,304,152,304,0,304,304,152,152,152,152,304,152,608,304
350,152,152,304,304,0,152,304,304,456,608,152,0,152,152,0,304,304,152,304,152,304,0,304,304,152,152,152,152,304,152,608,304
351,152,152,304,304,0,152,304,304,456,608,152,0,152,152,0,304,304,152,304,152,304,0,304,304,152,152,152,152,304,152,608,304
352,154,154,308,308,0,154,308,308,462,616,154,0,154,154,0,308,304,152,304,152,304,0,304,304,154,154,154,154,308,154,616,308
353,154,154,308,308,0,154,308,308,462,616,154,0,154,154,0,308,308,154,308,154,308,0,308,308,154,154,154,154,308,154,616,308
354,154,154,308,308,0,154,308,308,462,616,154,0,154,154,0,308,308,154,308,154,308,0,308,308,154,154,154,154,308,154,616,308
355,154,154,308,308,0,154,308,308,462,616,154,0,154,154,0,308,308,154,308,154,308,0,308,308,154,154,154,154,308,154,616,308
356,154,154,308,308,0,154,308,308,462,618,154,0,156,154,0,310,308,154,308,154,308,0,308,308,156,154,156,154,308,154,616,308
357,156,156,312,312,0,156,312,312,468,624,156,0,156,156,0,312,308,154,308,154,308,0,308,308,156,156,156,156,312,156,624,312
358,156,156,312,312,0,156,312,312,468,624,156,0,156,156,0,312,312,156,312,156,312,0,312,312,156,156,156,156,312,156,624,312
359,156,156,312,312,0,156,312,312,468,624,156,0,156,156,0,312,312,156,312,156,312,0,312,312,156,156,156,156,312,156,624,312
360,156,156,312,312,0,156,312,312,468,624,156,0,156,156,0,312,312,156,312,156,312,0,312,312,156,156,156,156,312,156,624,312
361,156,156,312,312,0,156,312,312,474,632,158,0,158,158,0,316,312,156,312,156,312,0,312,312,158,158,158,158,316,158,632,316
362,158,158,316,316,0,158,316,316,474,632,158,0,158,158,0,316,312,156,312,156,312,0,312,312,158,158,158,158,316,158,632,316
363,158,158,316,316,0,158,316,316,474,632,158,0,158,158,0,316,316,158,316,158,316,0,316,316,158,158,158,158,316,158,632,316
364,158,158,316,316,0,158,316,316,474,632,158,0,158,158,0,316,316,158,316,158,316,0,316,316,158,158,158,158,316,158,632,316
365,158,158,316,316,0,158,316,316,474,632,158,0,158,158,0,316,316,158,316,158,316,0,316,316,158,158,158,158,316,158,632,316
366,160,160,320,320,0,160,320,320,480,640,160,0,160,160,0,320,316,158,316,158,316,0,316,316,160,160,160,160,320,160,640,320
367,160,160,320,320,0,160,320,320,480,640,160,0,160,160,0,320,320,160,320,160,320,0,320,320,160,160,160,160,320,160,640,320
368,160,160,320,320,0,160,320,320,480,640,160,0,160,160,0,320,320,160,320,160,320,0,320,320,160,160,160,160,320,160,640,320
369,160,160,320,320,0,160,320,320,480,640,160,0,160,160,0,320,320,160,320,160,320,0,320,320,160,160,160,160,320,160,640,320
370,160,160,320,320,0,160,320,320,480,640,160,0,160,160,0,320,320,160,320,160,320,0,320,320,160,160,160,160,320,160,640,320
371,162,162,324,324,0,162,324,324,486,648,162,0,162,162,0,324,320,160,320,160,320,0,320,320,162,162,162,162,324,162,648,324
372,162,162,324,324,0,162,324,324,486,648,162,0,162,162,0,324,324,162,324,162,324,0,324,324,162,162,162,162,324,162,648,324
373,162,162,324,324,0,162,324,324,486,648,162,0,162,162,0,324,324,162,324,162,324,0,324,324,162,162,162,162,324,162,648,324
374,162,162,324,324,0,162,324,324,486,648,162,0,162,162,0,324,324,162,324,162,324,0,324,324,162,162,162,162,324,162,648,324
375,162,162,324,324,0,162,324,324,488,648,162,0,164,162,0,326,324,162,324,162,324,0,324,324,164,164,164,164,328,164,655,328
376,164,164,328,328,0,164,328,328,492,656,164,0,164,164,0,328,324,162,324,162,324,0,324,324,164,164,164,164,328,164,656,328
377,164,164,328,328,0,164,328,328,492,656,164,0,164,164,0,328,328,164,328,164,328,0,328,328,164,164,164,164,328,164,656,328
378,164,164,328,328,0,164,328,328,492,656,164,0,164,164,0,328,328,164,328,164,328,0,328,328,164,164,164,164,328,164,656,328
379,164,164,328,328,0,164,328,328,492,656,164,0,164,164,0,328,328,164,328,164,328,0,328,328,164,164,164,164,328,164,656,328
380,164,164,328,328,0,164,328,328,498,664,166,0,166,166,0,332,328,164,328,164,328,0,328,328,166,166,166,166,332,166,664,332
381,166,166,332,332,0,166,332,332,498,664,166,0,166,166,0,332,328,164,328,164,328,0,328,328,166,166,166,166,332,166,664,332
382,166,166,332,332,0,166,332,332,498,664,166,0,166,166,0,332,332,166,332,166,332,0,332,332,166,166,166,166,332,166,664,332
383,166,166,332,332,0,166,332,332,498,664,166,0,166,166,0,332,332,166,332,166,332,0,332,332,166,166,166,166,332,166,664,332
384,166,166,332,332,0,166,332,332,498,664,166,0,166,166,0,332,332,166,332,166,332,0,332,332,166,166,166,166,332,166,664,332
385,168,168,336,336,0,168,336,336,504,672,168,0,168,168,0,336,332,166,332,166,332,0,332,332,168,168,168,168,336,168,672,336
386,168,168,336,336,0,168,336,336,504,672,168,0,168,168,0,336,336,168,336,168,336,0,336,336,168,168,168,168,336,168,672,336
387,168,168,336,336,0,168,336,336,504,672,168,0,168,168,0,336,336,168,336,168,336,0,336,336,168,168,168,168,336,168,672,336
388,168,168,336,336,0,168,336,336,504,672,168,0,168,168,0,336,336,168,336,168,336,0,336,336,168,168,168,168,336,168,672,336
389,168,168,336,336,0,168,336,336,504,672,168,0,168,168,0,336,336,168,336,168,336,0,336,336,168,168,168,168,336,168,672,336
390,170,170,340,340,0,170,340,340,510,680,170,0,170,170,0,340,336,168,336,168,336,0,336,336,170,170,170,170,340,170,680,340
391,170,170,340,340,0,170,340,340,510,680,170,0,170,170,0,340,340,170,340,170,340,0,340,340,170,170,170,170,340,170,680,340
392,170,170,340,340,0,170,340,340,510,680,170,0,170,170,0,340,340,170,340,170,340,0,340,340,170,170,170,170,340,170,680,340
393,170,170,340,340,0,170,340,340,510,680,170,0,170,170,0,340,340,170,340,170,340,0,340,340,170,170,170,170,340,170,680,340
394,170,170,340,340,0,170,340,340,510,680,171,0,172,170,0,342,340,170,340,170,340,0,340,340,172,172,172,172,344,172,688,344
395,172,172,344,344,0,172,344,344,516,688,172,0,172,172,0,344,340,170,340,170,340,0,340,340,172,172,172,172,344,172,688,344
396,172,172,344,344,0,172,344,344,516,688,172,0,172,172,0,344,344,172,344,172,344,0,344,344,172,172,172,172,344,172,688,344
397,172,172,344,344,0,172,344,344,516,688,172,0,172,172,0,344,344,172,344,172,344,0,344,344,172,172,172,172,344,172,688,344
398,172,172,344,344,0,172,344,344,516,688,172,0,172,172,0,344,344,172,344,172,344,0,344,344,172,172,172,172,344,172,688,344
399,174,174,344,344,0,173,344,344,522,696,174,0,174,174,0,348,344,172,344,172,344,0,344,344,174,174,174,174,348,174,696,348
400,174,174,348,348,0,174,348,348,522,696,174,0,174,174,0,348,348,174,346,172,348,0,344,346,174,174,174,174,348,174,696,348
401,174,174,348,348,0,174,348,348,522,696,174,0,174,174,0,348,348,174,348,174,348,0,348,348,174,174,174,174,348,174,696,348
402,174,174,348,348,0,174,348,348,522,696,174,0,174,174,0,348,348,174,348,174,348,0,348,348,174,174,174,174,348,174,696,348
403,174,174,348,348,0,174,348,348,522,696,174,0,174,174,0,348,348,174,348,174,348,0,348,348,174,174,174,174,348,174,696,348
404,176,176,352,352,0,176,352,352,528,704,176,0,176,176,0,352,348,174,348,174,348,0,348,348,176,176,176,176,352,176,704,352
405,176,176,352,352,0,176,352,352,528,704,176,0,176,176,0,352,352,176,352,176,352,0,352,352,176,176,176,176,352,176,704,352
406,176,176,352,352,0,176,352,352,528,704,176,0,176,176,0,352,352,176,352,176,352,0,352,352,176,176,176,176,352,176,704,352
407,176,176,352,352,0,176,352,352,528,704,176,0,176,176,0,352,352,176,352,176,352,0,352,352,176,176,176,176,352,176,704,352
408,176,176,352,352,0,176,352,352,528,704,176,0,176,176,0,352,352,176,352,176,352,0,352,352,178,178,178,178,352,178,704,352
409,178,178,356,356,0,178,356,356,534,712,178,0,178,178,0,356,352,176,352,176,352,0,352,352,178,178,178,178,356,178,712,356
410,178,178,356,356,0,178,356,356,534,712,178,0,178,178,0,356,356,178,356,178,356,0,356,356,178,178,178,178,356,178,712,356
411,178,178,356,356,0,178,356,356,534,712,178,0,178,178,0,356,356,178,356,178,356,0,356,356,178,178,178,178,356,178,712,356
412,178,178,356,356,0,178,356,356,534,712,178,0,178,178,0,356,356,178,356,178,356,0,356,356,178,178,178,178,356,178,712,356
413,178,178,356,356,0,178,356,356,540,720,180,0,180,180,0,360,356,178,356,178,356,0,356,356,180,180,180,180,360,180,720,360
414,180,180,360,360,0,180,360,360,540,720,180,0,180,180,0,360,356,178,356,178,356,0,356,356,180,180,180,180,360,180,720,360
415,180,180,360,360,0,180,360,360,540,720,180,0,180,180,0,360,360,180,360,180,360,0,360,360,180,180,180,180,360,180,720,360
416,180,180,360,360,0,180,360,360,540,720,180,0,180,180,0,360,360,180,360,180,360,0,360,360,180,180,180,180,360,180,720,360
417,180,180,360,360,0,180,360,360,540,720,180,0,180,180,0,360,360,180,360,180,360,0,360,360,180,180,180,180,360,180,720,360
418,180,180,360,360,0,180,360,360,546,728,182,0,182,182,0,364,360,180,360,180,360,0,360,360,182,182,182,182,364,182,728,364
419,182,182,364,364,0,182,364,364,546,728,182,0,182,182,0,364,360,182,360,180,360,0,360,360,182,182,182,182,364,182,728,364
420,182,182,364,364,0,182,364,364,546,728,182,0,182,182,0,364,364,182,364,182,364,0,364,364,182,182,182,182,364,182,728,364
421,182,182,364,364,0,182,364,364,546,728,182,0,182,182,0,364,364,182,364,182,364,0,364,364,182,182,182,182,364,182,728,364
422,182,182,364,364,0,182,364,364,546,728,182,0,182,182,0,364,364,182,364,182,364,0,364,364,182,182,182,182,364,182,728,364
423,184,184,368,368,0,184,368,368,552,736,184,0,184,184,0,368,364,182,364,182,364,0,364,364,184,184,184,184,368,184,736,368
424,184,184,368,368,0,184,368,368,552,736,184,0,184,184,0,368,368,184,368,184,368,0,368,368,184,184,184,184,368,184,736,368
425,184,184,368,368,0,184,368,368,552,736,184,0,184,184,0,368,368,184,368,184,368,0,368,368,184,184,184,184,368,184,736,368
426,184,184,368,368,0,184,368,368,552,736,184,0,184,184,0,368,368,184,368,184,368,0,368,368,184,184,184,184,368,184,736,368
427,184,184,368,368,0,184,368,368,552,736,184,0,184,184,0,368,368,184,368,184,368,0,368,368,184,184,184,184,368,184,736,368
428,186,186,372,372,0,186,372,372,558,744,186,0,186,186,0,372,368,184,368,184,368,0,368,368,186,186,186,186,372,186,744,372
429,186,186,372,372,0,186,372,372,558,744,186,0,186,186,0,372,372,186,372,186,372,0,372,372,186,186,186,186,372,186,744,372
430,186,186,372,372,0,186,372,372,558,744,186,0,186,186,0,372,372,186,372,186,372,0,372,372,186,186,186,186,372,186,744,372
431,186,186,372,372,0,186,372,372,558,744,186,0,186,186,0,372,372,186,372,186,372,0,372,372,186,186,186,186,372,186,744,372
432,186,186,372,372,0,186,372,372,564,752,188,0,188,188,0,376,372,186,372,186,372,0,372,372,188,188,188,188,376,188,752,376
433,188,188,376,376,0,188,376,376,564,752,188,0,188,188,0,376,372,186,372,186,372,0,372,372,188,188,188,188,376,188,752,376
434,188,188,376,376,0,188,376,376,564,752,188,0,188,188,0,376,376,188,376,188,376,0,376,376,188,188,188,188,376,188,752,376
435,188,188,376,376,0,188,376,376,564,752,188,0,188,188,0,376,376,188,376,188,376,0,376,376,188,188,188,188,376,188,752,376
436,188,188,376,376,0,188,376,376,564,752,188,0,188,188,0,376,376,188,376,188,376,0,376,376,188,188,188,188,376,188,752,376
437,188,188,376,376,0,188,376,376,570,760,190,0,190,190,0,380,376,188,376,188,376,0,376,376,190,190,190,190,380,190,760,380
438,190,190,380,380,0,190,380,380,570,760,190,0,190,190,0,380,380,190,380,190,380,0,380,380,190,190,190,190,380,190,760,380
439,190,190,380,380,0,190,380,380,570,760,190,0,190,190,0,380,380,190,380,190,380,0,380,380,190,190,190,190,380,190,760,380
440,190,190,380,380,0,190,380,380,570,760,190,0,190,190,0,380,380,190,380,190,380,0,380,380,190,190,190,190,380,190,760,380
441,190,190,380,380,0,190,380,380,570,760,190,0,190,190,0,380,380,190,380,190,380,0,380,380,190,190,190,190,380,190,760,380
442,192,192,384,384,0,192,384,384,576,768,192,0,192,192,0,384,380,190,380,190,380,0,380,380,192,192,192,192,384,192,768,384
443,192,192,384,384,0,192,384,384,576,768,192,0,192,192,0,384,384,192,384,192,384,0,384,384,192,192,192,192,384,192,768,384
444,192,192,384,384,0,192,384,384,576,768,192,0,192,192,0,384,384,192,384,192,384,0,384,384,192,192,192,192,384,192,768,384
445,192,192,384,384,0,192,384,384,576,768,192,0,192,192,0,384,384,192,384,192,384,0,384,384,192,192,192,192,384,192,768,384
446,192,192,384,384,0,192,384,384,576,770,192,0,194,192,0,384,384,192,384,192,384,0,384,384,192,194,193,192,388,194,769,388
447,194,194,388,388,0,194,388,388,582,776,194,0,194,194,0,388,384,192,384,192,384,0,384,384,194,194,194,194,388,194,776,388
448,194,194,388,388,0,194,388,388,582,776,194,0,194,194,0,388,388,194,388,194,388,0,388,388,194,194,194,194,388,194,776,388
449,194,194,388,388,0,194,388,388,582,776,194,0,194,194,0,388,388,194,388,194,388,0,388,388,194,194,194,194,388,194,776,388
450,194,194,388,388,0,194,388,388,582,776,194,0,194,194,0,388,388,194,388,194,388,0,388,388,194,194,194,194,388,194,776,388
451,194,194,388,388,0,194,388,388,588,784,196,0,196,196,0,392,388,194,388,194,388,0,388,388,196,196,196,196,392,196,784,392
452,196,196,392,392,0,196,392,392,588,784,196,0,196,196,0,392,388,194,388,194,388,0,388,388,196,196,196,196,392,196,784,392
453,196,196,392,392,0,196,392,392,588,784,196,0,196,196,0,392,392,196,392,196,392,0,392,392,196,196,196,196,392,196,784,392
454,196,196,392,392,0,196,392,392,588,784,196,0,196,196,0,392,392,196,392,196,392,0,392,392,196,196,196,196,392,196,784,392
455,196,196,392,392,0,196,392,392,588,784,196,0,196,196,0,392,392,196,392,196,392,0,392,392,196,196,196,196,392,196,784,392
456,196,196,392,392,0,196,392,392,594,792,198,0,198,198,0,396,392,196,392,196,392,0,392,392,198,198,198,198,396,198,792,396
457,198,198,396,396,0,198,396,396,594,792,198,0,198,198,0,396,394,198,394,196,392,0,394,393,198,198,198,198,396,198,792,396
458,198,198,396,396,0,198,396,396,594,792,198,0,198,198,0,396,396,198,396,198,396,0,396,396,198,198,198,198,396,198,792,396
459,198,198,396,396,0,198,396,396,594,792,198,0,198,198,0,396,396,198,396,198,396,0,396,396,198,198,198,198,396,198,792,396
460,198,198,396,396,0,198,396,396,594,792,198,0,198,198,0,396,396,198,396,198,396,0,396,396,198,198,198,198,396,198,792,396
461,200,200,400,400,0,200,398,400,600,800,200,0,200,200,0,400,396,198,396,198,396,0,396,396,200,200,200,200,400,200,800,400
462,200,200,400,400,0,200,400,400,600,800,200,0,200,200,0,400,400,200,400,200,400,0,400,400,200,200,200,200,400,200,800,400
463,200,200,400,400,0,200,400,400,600,800,200,0,200,200,0,400,400,200,400,200,400,0,400,400,200,200,200,200,400,200,800,400
464,200,200,400,400,0,200,400,400,600,800,200,0,200,200,0,400,400,200,400,200,400,0,400,400,200,200,200,200,400,200,800,400
465,200,200,400,400,0,200,400,400,600,800,200,0,202,200,0,400,400,200,400,200,400,0,400,400,202,202,202,202,404,202,808,404
466,202,202,404,404,0,202,404,404,606,808,202,0,202,202,0,404,400,200,400,200,400,0,400,400,202,202,202,202,404,202,808,404
467,202,202,404,404,0,202,404,404,606,808,202,0,202,202,0,404,404,202,404,202,404,0,404,404,202,202,202,202,404,202,808,404
468,202,202,404,404,0,202,404,404,606,808,202,0,202,202,0,404,404,202,404,202,404,0,404,404,202,202,202,202,404,202,808,404
469,202,202,404,404,0,202,404,404,606,808,202,0,202,202,0,404,404,202,404,202,404,0,404,404,202,202,202,202,404,202,808,404
470,202,202,404,404,0,202,404,404,612,816,204,0,204,204,0,408,404,202,404,202,404,0,404,404,204,204,204,204,408,204,816,408
471,204,204,408,408,0,204,408,408,612,816,204,0,204,204,0,408,404,202,404,202,404,0,404,404,204,204,204,204,408,204,816,408
472,204,204,408,408,0,204,408,408,612,816,204,0,204,204,0,408,408,204,408,204,408,0,408,408,204,204,204,204,408,204,816,408
473,204,204,408,408,0,204,408,408,612,816,204,0,204,204,0,408,408,204,408,204,408,0,408,408,204,204,204,204,408,204,816,408
474,204,204,408,408,0,204,408,408,612,816,204,0,204,204,0,408,408,204,408,204,408,0,408,408,204,204,204,204,408,204,816,408
475,204,204,412,408,0,204,408,408,618,825,206,0,207,206,0,412,408,204,408,204,408,0,408,408,208,207,208,208,416,208,828,416
476,208,208,416,416,0,208,416,416,624,832,208,0,208,208,0,416,412,205,410,205,412,0,408,410,208,208,208,208,416,208,832,416
477,208,208,416,416,0,208,416,416,624,832,208,0,208,208,0,416,416,208,416,208,416,0,416,416,208,208,208,208,416,208,832,416
478,208,208,416,416,0,208,416,416,624,832,208,0,208,208,0,416,416,208,416,208,416,0,416,416,208,208,208,208,416,208,832,416
479,208,208,416,416,0,208,416,416,Null,Null,Null,Null,Null,Null,Null,Null,416,208,416,208,416,0,416,416,Null,Null,Null,Null,Null,Null,Null,Null
480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,416,208,416,208,416,0,416,416,Null,Null,Null,Null,Null,Null,Null,Null
