op_rw_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3e-05,0.000112,8e-05,6.6e-05,0.000141,0,6.1e-05,0.00014,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0.000128,0.000101,0.000136,0.000115,0,0.000104,0.00013,0.000106,0.000132,0.000162,7.4e-05,0,0.000167,0.001483,0,0.00015,0,0,0,0,0,0,0,0,7.6e-05,0.000275,0.002155,0.000304,0.001459,0.000189,0.00011,9.2e-05
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227,0.000184,0.000107,7.6e-05,0.00016,0,8.6e-05,0.000163,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0.000116,0.000125,6.8e-05,0,0.000214,9.9e-05,0,8.3e-05,0,0,0,0,0,0,0,0,0.000151,8.4e-05,9.6e-05,9.3e-05,0.000101,9.2e-05,0.000109,7.8e-05
432,7.8e-05,8.8e-05,0.000272,7.5e-05,0,8.8e-05,8.3e-05,0.000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3e-05,8.2e-05,8e-05,0.000311,8.1e-05,0,0.000122,9.4e-05,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0.000272,0.000467,0.000186,0,0.000254,7.2e-05,0,0.000332,0,0,0,0,0,0,0,0,0.000107,0.000682,0.006092,0.000219,0.000127,0.000262,0.0015,0.000142
437,8.6e-05,8.5e-05,0.000326,0.000149,0,0.000205,0.00017,0.000105,0,0,0,0,0,0,0,0,0.003666,0.000144,0.000175,8.5e-05,0.000254,0,0.000159,0.00015,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0.000287,8.6e-05,0.000107,0.000371,0,0.000247,0.000105,0.000322,0.00019,0.000122,0.000268,0,0.000333,0.000395,0,8.4e-05,0,0,0,0,0,0,0,0,8.4e-05,0.000135,0.000138,0.000115,0.000125,0.000779,0.000421,0.00014
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,7e-05,0.000136,0.000318,0.000279,0,0.000107,0.00018,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0.000135,0,0,0.000334,0,0,0,0,0,0,0,0,0,0,0,0,0.000601,7.2e-05,0,7.2e-05,0.001256,9.3e-05,8.8e-05
446,0.000317,0.000119,0.000151,0.000147,0,8.2e-05,0.000127,0.000124,0.000112,0.000102,7.2e-05,0,0,0.000115,0,0.000137,0,0,0,0,0,0,0,0,8.4e-05,0,0.000541,9.7e-05,0,0,0.001942,0
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7e-05,8.3e-05,0.000231,0.000105,0.000118,0,8.3e-05,0.000134,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0.000156,0.000267,0.000165,0,0.000103,6.7e-05,0,0.000102,0,0,0,0,0,0,0,0,7.3e-05,6.3e-05,0.001964,6.7e-05,0.00011,9.7e-05,0.000579,7.9e-05
451,0.000163,0.000474,0.000124,0.000154,0,0.000183,9.2e-05,8.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7e-05,5.3e-05,0.000785,0.000493,9.6e-05,0,0.001768,9.5e-05,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0.000144,0.000232,8.1e-05,0,6.3e-05,9e-05,0,8.8e-05,0,0,0,0,0,0,0,0,0.0001,0.000207,7.3e-05,0.00013,9.2e-05,8.4e-05,0.000138,9.2e-05
456,8.7e-05,0.000165,9.5e-05,0.000169,0,0.000102,7.9e-05,0.000113,0,0,0,0,0,0,0,0,0.000189,0.000312,0.000267,0,0,0,9.7e-05,0.000103,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122,0,0.000646,0.000246,0.000638,0,9.5e-05,0.000142,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,9.3e-05,8.5e-05,7.5e-05,0.000161,0,6.3e-05,7e-05,8.3e-05,8.5e-05,0.000109,0.000151,0,0.000103,8.1e-05,0,0.000729,0,0,0,0,0,0,0,0,8.4e-05,0.000115,0.000118,0.000122,7e-05,8.5e-05,6.4e-05,0.000111
461,0,0,0,0,0,0,8.4e-05,0,0,0,0,0,0,0,0,0,7.2e-05,7e-05,7.8e-05,7.4e-05,8.5e-05,0,0.000108,9e-05,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,9.5e-05,0,0,0,0,0,0,0,0,0,0,0,6.4e-05,0.000264,8e-05,7.3e-05,0.000126,8.9e-05,8.6e-05,9.2e-05
465,8.5e-05,7.6e-05,0.000171,6.7e-05,0,0.000121,0.000163,0.000881,0.000219,0.000116,8.6e-05,0,0,8e-05,0,8.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7e-05,0.000112,7.5e-05,7.8e-05,8.3e-05,0,7.2e-05,7.5e-05,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0.000137,0.000125,0.000247,0,9.7e-05,8.9e-05,0,0.000125,0,0,0,0,0,0,0,0,7.2e-05,7.3e-05,8.2e-05,7.5e-05,0.000269,8.1e-05,0.000129,8.1e-05
470,8.9e-05,0.000116,0.000101,0.000107,0,6.4e-05,8.3e-05,7.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,8.3e-05,8.7e-05,6.8e-05,7.7e-05,0,7.9e-05,0.000146,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,0,9.6e-05,0,0,0,0,0,0.000106,0.000791,8.2e-05,0,0.001026,0.000104,0,0.000117,0,0,0,0,0,0,0,0,0.004073,0.000273,0.002753,0.002798,0.00976,0.000365,0.000586,0.000398
475,0.00037,0.007707,0.000638,0.00097,0,0.000833,0.016679,0.006429,0.002301,0.009532,0.074142,0,0.030712,0.000783,0,0.00068,7.4e-05,8.5e-05,0.000194,9.5e-05,9.4e-05,0,0,0.000152,0,0.002269,0,0,0,0,0.002691,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000653,0.002255,0.001131,0.000641,0.001347,0,0.003495,0.001482,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
