avg_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
56,4.5e-05,7.1e-05,5.2e-05,8e-05,6.2e-05,8.2e-05,0.000121,0.000123,8.6e-05,0.000114,5.3e-05,5e-05,4.3e-05,5.3e-05,5.7e-05,4.4e-05,4.2e-05,5.3e-05,4e-05,5.6e-05,4.7e-05,5.1e-05,4.3e-05,5.2e-05,4.5e-05,4.2e-05,4.9e-05,5.6e-05,4.4e-05,3.9e-05,5e-05,4.6e-05
57,5.5e-05,4.7e-05,0.000122,0.000165,6.3e-05,6.1e-05,6.1e-05,5e-05,6.3e-05,7.5e-05,5.2e-05,4.8e-05,4.2e-05,5.6e-05,5.8e-05,4.8e-05,6.4e-05,6.7e-05,5.2e-05,8.1e-05,5.2e-05,7.8e-05,8.1e-05,5.2e-05,4.5e-05,5.6e-05,5.3e-05,5e-05,4.8e-05,4.5e-05,4.7e-05,5.1e-05
58,4e-05,5.1e-05,4.6e-05,4.7e-05,4.5e-05,3.7e-05,4.7e-05,6.3e-05,3e-05,3.3e-05,0.000241,3.6e-05,6.3e-05,6.8e-05,4e-05,3.5e-05,5.7e-05,5.6e-05,8.3e-05,6e-05,6.2e-05,4.9e-05,6.5e-05,8.4e-05,8.1e-05,6.9e-05,3.8e-05,4.4e-05,6.1e-05,7.2e-05,3.5e-05,5.7e-05
59,4.5e-05,5.2e-05,4.5e-05,4.4e-05,4.3e-05,4.5e-05,4.1e-05,4.7e-05,4.1e-05,4.5e-05,0.000133,0.000184,4e-05,6.6e-05,4.4e-05,5e-05,5.3e-05,6.3e-05,5.8e-05,6.1e-05,7.3e-05,0.000178,6.7e-05,6.1e-05,5.1e-05,4.1e-05,5.9e-05,7.7e-05,4.8e-05,7e-05,4.3e-05,4.5e-05
60,0.000138,0.000117,4.4e-05,4.9e-05,6.3e-05,4.1e-05,4.4e-05,4.5e-05,3.8e-05,4.9e-05,5.9e-05,5.2e-05,5e-05,5.9e-05,5.6e-05,5e-05,6e-05,4.3e-05,4.5e-05,4e-05,5.3e-05,4.4e-05,5.1e-05,5.1e-05,3.3e-05,6.7e-05,6.4e-05,9.1e-05,0.000186,5.1e-05,6e-05,7e-05
61,5.2e-05,5.7e-05,6.4e-05,5.3e-05,4.6e-05,6e-05,4.4e-05,3.9e-05,4.1e-05,3.5e-05,4.3e-05,6.9e-05,4.6e-05,4.8e-05,7.6e-05,7.7e-05,3.8e-05,3.7e-05,4.2e-05,6e-05,6.7e-05,5.5e-05,4.4e-05,5e-05,5.2e-05,5.6e-05,6.5e-05,5.3e-05,5.5e-05,5.4e-05,7.5e-05,8.8e-05
62,4.6e-05,4.8e-05,7.4e-05,7.2e-05,7.9e-05,0.000111,0.000108,0.000108,9.2e-05,6e-05,4.3e-05,4e-05,3.5e-05,5.7e-05,6.5e-05,0.000117,4.9e-05,3.9e-05,4.2e-05,5e-05,4.1e-05,4.8e-05,5.2e-05,4.1e-05,4.7e-05,4.2e-05,4.8e-05,4e-05,7.7e-05,4.6e-05,5.8e-05,4.3e-05
63,4.8e-05,4.6e-05,0.000311,6.5e-05,6.8e-05,7e-05,7.8e-05,6.1e-05,4e-05,5e-05,4e-05,3.3e-05,6.5e-05,6.1e-05,4.1e-05,8.2e-05,5.6e-05,8.2e-05,4.6e-05,5.4e-05,4.9e-05,3.8e-05,3.9e-05,3.4e-05,4.4e-05,9.7e-05,3.8e-05,4.3e-05,3.5e-05,5.2e-05,3.8e-05,6.1e-05
64,4.2e-05,5.6e-05,6.9e-05,4.7e-05,3.9e-05,5.1e-05,3.7e-05,4.3e-05,8e-05,3.5e-05,4e-05,4.1e-05,4.6e-05,6.3e-05,3.6e-05,3.5e-05,8.4e-05,9e-05,7.1e-05,5.6e-05,5.7e-05,6.2e-05,4.7e-05,4.2e-05,9e-05,0.000121,4.8e-05,3.9e-05,5.8e-05,6.3e-05,4.1e-05,5.1e-05
65,5.5e-05,6.7e-05,4.5e-05,4.2e-05,3.5e-05,7.3e-05,4.3e-05,4.4e-05,5.8e-05,4.1e-05,7.8e-05,9.9e-05,4.3e-05,7.7e-05,3.6e-05,4.5e-05,4.7e-05,4.3e-05,0.000105,5.3e-05,6.9e-05,8.2e-05,8.9e-05,5.9e-05,4.9e-05,4.1e-05,5.5e-05,6.3e-05,4.8e-05,4.9e-05,4.8e-05,4.2e-05
66,6.4e-05,7.7e-05,3.9e-05,4.7e-05,4e-05,5.7e-05,4.8e-05,4.1e-05,5.2e-05,3.7e-05,3.4e-05,4.9e-05,4e-05,4.4e-05,4e-05,4.2e-05,4.3e-05,5e-05,4.6e-05,4.5e-05,4.1e-05,4.2e-05,4.1e-05,6e-05,4.3e-05,7e-05,7.2e-05,0.000178,4.2e-05,5.2e-05,0.000121,8.3e-05
67,4e-05,4.3e-05,4.3e-05,5e-05,3.9e-05,4.3e-05,6.7e-05,6e-05,5.1e-05,3.8e-05,8.1e-05,3.3e-05,4.4e-05,6e-05,0.000167,8.1e-05,4.8e-05,4.1e-05,4.3e-05,5.4e-05,4e-05,6.8e-05,4.4e-05,4.8e-05,6e-05,5.2e-05,5e-05,4.8e-05,5.7e-05,4.5e-05,9.3e-05,6.3e-05
68,5.3e-05,4e-05,7.4e-05,7.9e-05,5.8e-05,5e-05,7e-05,7.3e-05,7.9e-05,6.6e-05,4.4e-05,4.8e-05,4.2e-05,5.4e-05,5.3e-05,0.00012,5.1e-05,4.9e-05,4.7e-05,6.4e-05,4.3e-05,4.7e-05,4.8e-05,5.3e-05,5.5e-05,5.9e-05,4.3e-05,4.3e-05,5e-05,5.4e-05,4.6e-05,4.6e-05
69,5.8e-05,6.5e-05,5.9e-05,5.7e-05,9.7e-05,7.4e-05,9.5e-05,6.6e-05,6.4e-05,6.3e-05,3.9e-05,3.8e-05,4.2e-05,4.4e-05,3.5e-05,3.7e-05,0.0001,9e-05,0.000132,0.00018,3.8e-05,3.6e-05,3.8e-05,4.4e-05,6.8e-05,9.6e-05,4.3e-05,4.1e-05,4.9e-05,6e-05,4.4e-05,4.6e-05
70,3.2e-05,3.3e-05,3.4e-05,7.1e-05,3.3e-05,2.7e-05,3.5e-05,3.1e-05,4.6e-05,4.1e-05,9.5e-05,7e-05,4.7e-05,5.9e-05,3.2e-05,3.4e-05,6.1e-05,6e-05,5.5e-05,5.1e-05,5.1e-05,5.8e-05,6e-05,7.9e-05,3.6e-05,4e-05,3.6e-05,4.3e-05,0.000281,5.4e-05,4.5e-05,4.3e-05
71,9.9e-05,0.000378,3.9e-05,4.4e-05,5.1e-05,4.5e-05,6e-05,3.9e-05,4.5e-05,4.5e-05,5.2e-05,5.3e-05,4.6e-05,3.7e-05,4.9e-05,4.3e-05,4.7e-05,5.2e-05,4.4e-05,4.6e-05,9.3e-05,8.7e-05,7e-05,7.6e-05,3e-05,3.5e-05,4.3e-05,4.3e-05,6.8e-05,4.4e-05,3.6e-05,4.2e-05
72,6.1e-05,5.2e-05,5.5e-05,4.4e-05,5.1e-05,4.8e-05,5.1e-05,4.8e-05,4.7e-05,6e-05,3.9e-05,3.9e-05,4.3e-05,4.9e-05,4.3e-05,4.2e-05,4.4e-05,4.2e-05,4.7e-05,5.1e-05,6e-05,5.7e-05,4.3e-05,3.7e-05,5.5e-05,4.5e-05,6.7e-05,5.8e-05,5.2e-05,4e-05,0.000346,0.000123
73,6.5e-05,4.2e-05,3.9e-05,5.6e-05,4.7e-05,4.4e-05,5.9e-05,7.2e-05,4e-05,3.9e-05,4.6e-05,0.000417,4.2e-05,3.9e-05,9.8e-05,7.9e-05,4.2e-05,4.5e-05,4.6e-05,4.8e-05,5.6e-05,5e-05,4.7e-05,4.8e-05,4.1e-05,4.5e-05,4.7e-05,6.5e-05,4.6e-05,4.4e-05,7.2e-05,5.5e-05
74,4.1e-05,7.3e-05,7.7e-05,7.4e-05,7.6e-05,6e-05,0.000115,8.4e-05,0.000144,7.1e-05,4.8e-05,5.4e-05,3.9e-05,4.8e-05,6.4e-05,6.3e-05,3.9e-05,4.9e-05,4.7e-05,4.1e-05,4.3e-05,4.7e-05,4.1e-05,3.7e-05,4.7e-05,5.9e-05,3.8e-05,5.7e-05,4.4e-05,4.6e-05,4.1e-05,4.2e-05
75,4e-05,4.9e-05,6.3e-05,5.7e-05,5.9e-05,4.6e-05,6.5e-05,6.8e-05,5.8e-05,5.7e-05,6e-05,6.4e-05,6e-05,0.000122,4.4e-05,4.5e-05,0.000137,9.2e-05,0.000126,9.4e-05,3.8e-05,4.7e-05,3.7e-05,8.5e-05,4.7e-05,0.000118,3.8e-05,4.5e-05,5.2e-05,4.4e-05,4.2e-05,4.4e-05
76,6.7e-05,4.8e-05,7e-05,4.4e-05,4e-05,4.6e-05,4.3e-05,4.8e-05,0.000102,8.4e-05,9.2e-05,5.9e-05,5.7e-05,7e-05,6.5e-05,4.6e-05,0.000341,3.8e-05,6.1e-05,5.8e-05,7.2e-05,7.1e-05,0.000109,6.4e-05,4.5e-05,5.1e-05,4.7e-05,5.8e-05,7.6e-05,5.5e-05,4.6e-05,0.000101
77,0.000101,0.000108,4.8e-05,4.2e-05,5.5e-05,6.4e-05,5e-05,5.3e-05,5.4e-05,6.1e-05,6.4e-05,4.6e-05,4.1e-05,4.7e-05,5.5e-05,3.6e-05,4.1e-05,5.5e-05,5e-05,5.5e-05,9.4e-05,0.000107,0.000113,0.000385,4.3e-05,8.4e-05,5e-05,5.7e-05,5.5e-05,4.2e-05,3.6e-05,4.1e-05
78,4.4e-05,3.9e-05,5.7e-05,5.5e-05,0.000106,5.1e-05,4.4e-05,4.9e-05,4.6e-05,5.1e-05,5.9e-05,5e-05,4.9e-05,5e-05,5.8e-05,5e-05,5.2e-05,5.8e-05,5e-05,5.2e-05,5e-05,5.3e-05,5e-05,5.5e-05,3.5e-05,3.6e-05,8.9e-05,0.000133,4.1e-05,4.4e-05,9.2e-05,0.000268
79,4.5e-05,5.2e-05,4.6e-05,4.6e-05,4.6e-05,4.6e-05,5.2e-05,5.1e-05,3.9e-05,5.3e-05,4.5e-05,5.6e-05,4.7e-05,5.7e-05,6.7e-05,0.000111,5.3e-05,4.4e-05,4.5e-05,4.3e-05,4.9e-05,4.2e-05,3.6e-05,4.3e-05,9.6e-05,6.4e-05,7.6e-05,6.2e-05,4.6e-05,4.6e-05,8.3e-05,8.7e-05
80,4.5e-05,6.7e-05,7.2e-05,5.9e-05,6.9e-05,9.7e-05,8.6e-05,8.8e-05,5e-05,3.6e-05,4.5e-05,4.8e-05,4e-05,4.4e-05,5.4e-05,5e-05,5.4e-05,6.5e-05,5.9e-05,4.5e-05,4e-05,6.6e-05,4.5e-05,4e-05,7.9e-05,0.000291,4.7e-05,5.2e-05,4.7e-05,4.3e-05,5.6e-05,5.1e-05
81,3.7e-05,3.9e-05,4.6e-05,5.3e-05,4.5e-05,7e-05,9.2e-05,9.8e-05,6.2e-05,4.5e-05,8.5e-05,7.8e-05,5.4e-05,7.3e-05,4.2e-05,5.5e-05,5.8e-05,5.5e-05,5.7e-05,0.000114,2.8e-05,3.1e-05,4.3e-05,3.1e-05,3.5e-05,3.5e-05,3.4e-05,3.1e-05,5.1e-05,4.9e-05,3.3e-05,3.4e-05
82,7.4e-05,8.8e-05,4.7e-05,5.6e-05,4.4e-05,3.8e-05,4.1e-05,4.4e-05,0.000205,5.4e-05,5.3e-05,5.7e-05,6e-05,5.4e-05,0.000131,5.7e-05,5.8e-05,6.2e-05,4.5e-05,5.5e-05,4.9e-05,5.5e-05,6.7e-05,5e-05,4.7e-05,4.9e-05,4.6e-05,5.4e-05,5.8e-05,7.8e-05,6.1e-05,4.5e-05
83,6.4e-05,5.6e-05,4.4e-05,4.7e-05,4.9e-05,4.4e-05,4.8e-05,4.3e-05,4.3e-05,6.8e-05,6e-05,4.7e-05,3.9e-05,4.1e-05,5.9e-05,4.4e-05,5.1e-05,6e-05,5.7e-05,5.1e-05,9e-05,0.00013,6.7e-05,0.000101,3.8e-05,4.9e-05,5.3e-05,4.3e-05,4.9e-05,6.8e-05,6e-05,5e-05
84,4.6e-05,5.1e-05,5.5e-05,4.1e-05,5.1e-05,8.2e-05,5.5e-05,4.6e-05,4.6e-05,4.4e-05,5.8e-05,4.1e-05,5.4e-05,6.5e-05,3.7e-05,4.6e-05,3.9e-05,4.8e-05,5.2e-05,4.2e-05,0.000114,5.7e-05,4.1e-05,3.8e-05,4.8e-05,5.7e-05,0.000126,9.5e-05,4.4e-05,4.4e-05,0.000128,0.000256
85,5.7e-05,4.8e-05,4.7e-05,5.5e-05,4.8e-05,5.7e-05,3.8e-05,5.1e-05,4e-05,5.6e-05,4.9e-05,4.4e-05,4.2e-05,4.7e-05,7.5e-05,6.2e-05,4.8e-05,5e-05,5.1e-05,4.9e-05,5.1e-05,6.2e-05,4.7e-05,4.9e-05,7.7e-05,6.5e-05,6.3e-05,8e-05,4.8e-05,5.2e-05,8.3e-05,0.000109
86,4.8e-05,4.3e-05,5.5e-05,6.5e-05,8.8e-05,5.5e-05,6.3e-05,5.3e-05,9.4e-05,5.2e-05,5.8e-05,4.5e-05,4.3e-05,4.1e-05,5.1e-05,4.8e-05,5.9e-05,5.9e-05,7.1e-05,6.8e-05,5.1e-05,4.8e-05,0.000116,6e-05,6e-05,8.1e-05,4.4e-05,0.000165,4.3e-05,4.2e-05,4.9e-05,4.7e-05
87,0.000188,6.4e-05,4.5e-05,4.6e-05,9e-05,5.4e-05,7.7e-05,9.4e-05,5.9e-05,7.4e-05,6.1e-05,8.3e-05,6.4e-05,6.3e-05,4.5e-05,5e-05,7.7e-05,5.6e-05,5.4e-05,9.4e-05,4.6e-05,6.7e-05,4.8e-05,3.9e-05,7.5e-05,5e-05,5.7e-05,4.1e-05,6.6e-05,6.6e-05,5.4e-05,0.00014
88,5.3e-05,5.7e-05,3.9e-05,3.3e-05,9.6e-05,4.1e-05,5.4e-05,3.9e-05,3.5e-05,5.4e-05,3.5e-05,3.6e-05,7.5e-05,6.1e-05,3.8e-05,7.6e-05,7e-05,5.1e-05,7.9e-05,8.7e-05,4.5e-05,3.3e-05,8.7e-05,5.4e-05,5.8e-05,4.5e-05,3.4e-05,3.9e-05,8.4e-05,7.6e-05,5.8e-05,5.8e-05
89,4.9e-05,4.6e-05,4.6e-05,4.1e-05,4.8e-05,6.7e-05,4.3e-05,4.8e-05,4.3e-05,5.4e-05,5.4e-05,6.4e-05,4e-05,4.7e-05,4.1e-05,4e-05,5.4e-05,5e-05,5.9e-05,4.4e-05,9.6e-05,0.000115,7.1e-05,8.1e-05,5.1e-05,4e-05,6.5e-05,4.9e-05,6.3e-05,4e-05,3.8e-05,4.4e-05
90,4.8e-05,6.5e-05,6.7e-05,5.8e-05,4.8e-05,5.6e-05,4.5e-05,7.2e-05,5.2e-05,4.6e-05,7e-05,8.3e-05,5.1e-05,5.7e-05,4.6e-05,4.9e-05,4.1e-05,4.6e-05,5e-05,4.9e-05,8.5e-05,6.8e-05,4.8e-05,6.6e-05,6.1e-05,5.1e-05,5.8e-05,6.5e-05,5e-05,4.4e-05,0.000101,0.000132
91,4.7e-05,4.3e-05,4.2e-05,4.2e-05,4.5e-05,4.1e-05,5.3e-05,4.4e-05,4.7e-05,5.1e-05,4.2e-05,4.5e-05,4.9e-05,3.7e-05,6.2e-05,5.1e-05,5.1e-05,5.6e-05,5.6e-05,4e-05,4.7e-05,4.3e-05,4.1e-05,4.3e-05,0.000136,0.000196,7.1e-05,6.6e-05,5e-05,5.8e-05,0.000105,0.00011
92,5.6e-05,0.000102,7.1e-05,7e-05,4.7e-05,7.3e-05,7.8e-05,6.9e-05,8.9e-05,0.000255,8.1e-05,5.8e-05,4.1e-05,5.2e-05,5.3e-05,5.4e-05,5e-05,5.1e-05,4.2e-05,4.5e-05,4.9e-05,5.1e-05,4.4e-05,4.3e-05,4.6e-05,4.5e-05,6.9e-05,5.1e-05,4.6e-05,5.2e-05,5.4e-05,9.5e-05
93,5.5e-05,8.3e-05,7.1e-05,6.6e-05,6.2e-05,6.5e-05,5.7e-05,0.0002,6.2e-05,6e-05,4.4e-05,5.3e-05,6.5e-05,6.7e-05,3.9e-05,4.3e-05,9.1e-05,0.000131,5.7e-05,6.1e-05,4.2e-05,4e-05,4e-05,4.5e-05,5e-05,4e-05,4.6e-05,3.4e-05,5.3e-05,5.6e-05,4.8e-05,9.8e-05
94,3.7e-05,8.9e-05,4.5e-05,5.8e-05,4.4e-05,6.9e-05,4e-05,5e-05,5.8e-05,4.9e-05,6.6e-05,5.1e-05,6.4e-05,6.5e-05,3.9e-05,3.6e-05,9.3e-05,3.7e-05,7e-05,6.8e-05,4.8e-05,4.5e-05,0.000107,6e-05,7.8e-05,6e-05,4.6e-05,4.6e-05,6.9e-05,0.000126,5.2e-05,4.3e-05
95,3.9e-05,5.1e-05,4.9e-05,5.1e-05,4.7e-05,4e-05,3.9e-05,4.4e-05,4.1e-05,4.7e-05,4.3e-05,6.1e-05,4.4e-05,4.8e-05,4.3e-05,3.9e-05,3.5e-05,4.6e-05,4.1e-05,4.4e-05,9.7e-05,0.000107,0.0001,6.2e-05,4.4e-05,4.9e-05,4.3e-05,4.7e-05,9.3e-05,4.9e-05,4.5e-05,4e-05
96,3.8e-05,4.5e-05,3.4e-05,4.2e-05,4.8e-05,4.4e-05,4.7e-05,4.2e-05,3.9e-05,4.3e-05,3.9e-05,3.4e-05,4.3e-05,3.5e-05,5.7e-05,4.7e-05,3.8e-05,4.3e-05,4.4e-05,6.8e-05,7.8e-05,6.8e-05,4.7e-05,4.5e-05,9.8e-05,9.1e-05,6.6e-05,9.2e-05,4.1e-05,3.1e-05,5.2e-05,4.9e-05
97,7e-05,6.2e-05,5.3e-05,3.7e-05,4.7e-05,3.7e-05,5.5e-05,4.7e-05,4.8e-05,4.7e-05,0.000103,9e-05,5.1e-05,7e-05,0.000108,9.4e-05,4.3e-05,3.9e-05,4.8e-05,5e-05,4e-05,4.5e-05,4e-05,4.9e-05,6e-05,7.8e-05,8.4e-05,7e-05,5.1e-05,4.6e-05,6.2e-05,0.000169
98,9.9e-05,6.8e-05,6.5e-05,6.8e-05,6.9e-05,7.7e-05,5.8e-05,6.2e-05,7.7e-05,7.4e-05,6.5e-05,5.3e-05,4.6e-05,4.4e-05,5.1e-05,5.5e-05,7.5e-05,8.8e-05,4.8e-05,3.9e-05,4.3e-05,4.8e-05,4.5e-05,4.9e-05,5.3e-05,6.5e-05,4.4e-05,4.4e-05,8.7e-05,4.2e-05,5.8e-05,4.7e-05
99,5.8e-05,4.3e-05,5.4e-05,5.2e-05,7.1e-05,7.6e-05,7.4e-05,6.6e-05,4.2e-05,3.9e-05,4.1e-05,5.3e-05,6.5e-05,6.5e-05,5e-05,2.5e-05,6.8e-05,6.4e-05,6.3e-05,5.3e-05,4.5e-05,5e-05,5.1e-05,4e-05,3.3e-05,5e-05,5.2e-05,3.9e-05,0.00011,5.5e-05,7.5e-05,4.5e-05
100,4.8e-05,5.2e-05,4.8e-05,4.3e-05,4.9e-05,4.3e-05,5.1e-05,5.3e-05,5.2e-05,4.7e-05,4.2e-05,5.4e-05,0.000118,6.5e-05,4.5e-05,5e-05,3.9e-05,5.6e-05,7.3e-05,5.7e-05,4.1e-05,3.9e-05,0.00085,9.3e-05,4.5e-05,6.4e-05,4.2e-05,6.3e-05,6.2e-05,6e-05,6.7e-05,4.9e-05
101,4.5e-05,5.2e-05,5.2e-05,4.8e-05,3.9e-05,4.6e-05,5.1e-05,4.2e-05,4e-05,4.5e-05,5.2e-05,3.4e-05,3.9e-05,4.3e-05,5.3e-05,4.2e-05,6.6e-05,5.1e-05,4.9e-05,5.7e-05,8.2e-05,8.7e-05,8.1e-05,8.4e-05,5.8e-05,0.000102,4.1e-05,3.9e-05,4e-05,5.5e-05,7.1e-05,4.6e-05
102,4e-05,5.2e-05,4.7e-05,3.9e-05,4.8e-05,4.8e-05,4.3e-05,4.6e-05,4.8e-05,5.6e-05,4.8e-05,5.9e-05,5.3e-05,4.5e-05,5.6e-05,7.4e-05,7.3e-05,4.2e-05,4.7e-05,4.3e-05,7.7e-05,5.9e-05,4.2e-05,4.3e-05,0.000138,0.000127,6.5e-05,0.00012,5.5e-05,5.4e-05,9.9e-05,0.000122
103,9.1e-05,5.4e-05,4.1e-05,4.1e-05,3.8e-05,3.2e-05,6.3e-05,3.7e-05,0.000204,5.4e-05,6.4e-05,7.8e-05,4.2e-05,0.000104,7.6e-05,6.4e-05,4.2e-05,4.3e-05,3.8e-05,5.8e-05,4.4e-05,4e-05,4.6e-05,4.6e-05,4.4e-05,5.5e-05,0.000117,6.9e-05,4.9e-05,5.5e-05,7.6e-05,7.9e-05
104,6.1e-05,6.1e-05,0.00016,8.1e-05,8.4e-05,0.000129,0.00013,6.8e-05,4.1e-05,4.1e-05,8.4e-05,5.8e-05,4.9e-05,4.5e-05,4.5e-05,3.8e-05,6.8e-05,4.7e-05,5e-05,4.7e-05,4.4e-05,3.9e-05,3.9e-05,7.5e-05,3.7e-05,4.4e-05,4.2e-05,4.6e-05,4.1e-05,4.7e-05,4.2e-05,4.5e-05
105,4e-05,4.2e-05,5.1e-05,5.6e-05,5.9e-05,4.6e-05,8.6e-05,4.7e-05,3.7e-05,5.2e-05,4.7e-05,3.7e-05,6.6e-05,7.2e-05,3.6e-05,2.6e-05,5.9e-05,6.9e-05,0.000103,6.6e-05,4.1e-05,3.5e-05,3.3e-05,4e-05,3.9e-05,5.4e-05,4.5e-05,5.2e-05,8.5e-05,5.2e-05,5.1e-05,4.2e-05
106,7.2e-05,3.7e-05,5.7e-05,4.2e-05,4.8e-05,6.1e-05,4.1e-05,3.9e-05,4.5e-05,4.8e-05,4.5e-05,4.5e-05,7.3e-05,8.4e-05,4.4e-05,5.8e-05,4.7e-05,4.3e-05,6.7e-05,7.3e-05,3.4e-05,3.8e-05,6.3e-05,7.2e-05,5.9e-05,5.9e-05,0.00015,4e-05,4.7e-05,5.4e-05,5.4e-05,4.5e-05
107,4.6e-05,6.1e-05,7.2e-05,4.3e-05,4.6e-05,6.1e-05,5.2e-05,8.4e-05,6e-05,5e-05,4.1e-05,5.4e-05,5.6e-05,5.5e-05,5.6e-05,3.9e-05,4.6e-05,7.8e-05,4.4e-05,3.6e-05,6.8e-05,7.7e-05,5.9e-05,6.4e-05,0.000109,9.6e-05,6.5e-05,4.1e-05,4.8e-05,4.8e-05,3.9e-05,6.4e-05
108,5.5e-05,5.8e-05,4.7e-05,5e-05,5e-05,4.7e-05,5.1e-05,0.000146,4.1e-05,4.6e-05,4.8e-05,4.5e-05,4.4e-05,5.4e-05,5.8e-05,7.9e-05,6.7e-05,5.6e-05,4.8e-05,4.5e-05,6.7e-05,6.2e-05,6.2e-05,0.000126,4.6e-05,7.1e-05,7.4e-05,0.000112,4.2e-05,3.9e-05,0.000128,0.000145
109,6.3e-05,6e-05,0.000109,4.3e-05,3.9e-05,6.8e-05,3.9e-05,3.7e-05,8.4e-05,9.2e-05,0.0001,7.3e-05,6.4e-05,5.5e-05,0.000233,9e-05,4.8e-05,4.5e-05,3.9e-05,4.9e-05,5.5e-05,5.1e-05,4.9e-05,6e-05,4.3e-05,6.6e-05,5.5e-05,4.7e-05,4.4e-05,4.5e-05,5.9e-05,8.2e-05
110,4e-05,5.2e-05,6.6e-05,8.6e-05,7.3e-05,0.000663,9e-05,8.5e-05,3e-05,4.9e-05,4.9e-05,4.7e-05,5.1e-05,4.5e-05,5.2e-05,4.5e-05,5.9e-05,5.6e-05,5.6e-05,3.8e-05,4.2e-05,4.8e-05,3.3e-05,4.5e-05,5.3e-05,3.8e-05,5.2e-05,4.1e-05,4e-05,4.7e-05,7.4e-05,4.6e-05
111,6.1e-05,5.4e-05,6e-05,5.3e-05,5.9e-05,6.5e-05,8.9e-05,6.6e-05,5.5e-05,3.3e-05,4.3e-05,4.9e-05,6.8e-05,7.9e-05,4e-05,5.1e-05,6.4e-05,6.8e-05,4.2e-05,6.4e-05,4.3e-05,5.2e-05,3.9e-05,4.4e-05,6.8e-05,4.2e-05,4.3e-05,3.9e-05,0.000102,5.9e-05,3.9e-05,5.6e-05
112,4e-05,5.4e-05,5.3e-05,6.8e-05,5.5e-05,5e-05,5e-05,4.4e-05,3.8e-05,4.6e-05,4.9e-05,6.6e-05,4.7e-05,5.6e-05,4.3e-05,5.5e-05,3.6e-05,4.4e-05,6.7e-05,5.8e-05,0.000101,4.7e-05,0.000177,7.4e-05,8.6e-05,6.4e-05,4.7e-05,4.8e-05,6.3e-05,5.9e-05,7.5e-05,5.7e-05
113,0.000135,7.5e-05,4e-05,4e-05,3.3e-05,5.1e-05,0.000138,5.5e-05,3.6e-05,6.2e-05,3.6e-05,4e-05,5.8e-05,4.6e-05,4.3e-05,4.4e-05,3.7e-05,3.4e-05,4.4e-05,5.3e-05,6.2e-05,7e-05,6.1e-05,6.8e-05,5.9e-05,9.6e-05,4e-05,4.6e-05,5.2e-05,4.4e-05,4.6e-05,6.1e-05
114,5.8e-05,5.8e-05,3.9e-05,3.7e-05,4.6e-05,4.9e-05,4.1e-05,5e-05,4.6e-05,3.4e-05,4.3e-05,3.5e-05,5.7e-05,5.4e-05,8.9e-05,0.00027,3.8e-05,5.1e-05,7.1e-05,3.9e-05,7.8e-05,0.000256,6.5e-05,5.6e-05,4.6e-05,4.9e-05,6.6e-05,8.4e-05,5.5e-05,5.9e-05,8.7e-05,8.3e-05
115,4.4e-05,4.5e-05,4.7e-05,3.7e-05,5.5e-05,3.7e-05,3.9e-05,4.5e-05,6.2e-05,5.7e-05,6.4e-05,6.3e-05,4.4e-05,4.7e-05,5.9e-05,5.6e-05,4.6e-05,4.1e-05,4.6e-05,3.8e-05,4.1e-05,3.1e-05,5.3e-05,4.2e-05,4.6e-05,5.5e-05,6.5e-05,9.6e-05,4.6e-05,4.1e-05,4.5e-05,4.2e-05
116,4.9e-05,4.8e-05,6.1e-05,5.1e-05,0.000124,9.6e-05,6.2e-05,5.2e-05,4.1e-05,4.8e-05,8.3e-05,4.5e-05,4.9e-05,3.3e-05,4.1e-05,4.3e-05,4.1e-05,4.3e-05,3.9e-05,3.7e-05,4e-05,3.6e-05,4.7e-05,6.1e-05,3.3e-05,4.3e-05,3.8e-05,3.2e-05,3.3e-05,3.2e-05,3.5e-05,4e-05
