journal_wr_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
200,15818.0,15266.0,15103.0,12926.0,18813.0,18674.0,15310.0,15287.0,20689.0,19043.0,18244.0,15776.0,21809.0,24951.0,17378.0,15542.0,15798.0,14761.0,15250.0,15034.0,14657.0,15947.0,15089.0,14998.0,14709.0,14810.0,14545.0,14042.0,21645.0,20505.0,18385.0,17752.0
201,13637.0,13526.0,13756.0,14677.0,14008.0,14194.0,15912.0,16572.0,14718.0,14386.0,14455.0,15622.0,16783.0,17169.0,28065.0,24877.0,13684.0,13313.0,23211.0,25889.0,12873.0,14674.0,15798.0,15414.0,21160.0,21713.0,17765.0,19131.0,20492.0,21775.0,15043.0,15168.0
202,17947.0,18218.0,17780.0,16726.0,17030.0,16927.0,31319.0,29963.0,17504.0,18671.0,17339.0,16945.0,17772.0,17670.0,19142.0,19231.0,15363.0,14086.0,18536.0,18469.0,14613.0,13858.0,20116.0,20233.0,20520.0,21469.0,22522.0,22051.0,16437.0,17132.0,17636.0,17895.0
203,16976.0,16497.0,19687.0,18896.0,17801.0,17899.0,17396.0,17416.0,17017.0,16433.0,17481.0,16324.0,15387.0,17767.0,18077.0,16719.0,19110.0,17829.0,17524.0,18591.0,23904.0,24412.0,32038.0,33742.0,17135.0,18189.0,17235.0,18078.0,17531.0,17229.0,25139.0,24252.0
204,22115.0,20689.0,33784.0,32729.0,18324.0,19664.0,16053.0,15270.0,18896.0,17453.0,16694.0,16263.0,15124.0,16204.0,15626.0,14555.0,32886.0,29014.0,18282.0,17228.0,24687.0,25115.0,18865.0,19726.0,15966.0,17243.0,17143.0,17152.0,14966.0,14872.0,27811.0,27288.0
205,18323.0,19258.0,18630.0,17694.0,23083.0,24699.0,16965.0,17868.0,27556.0,23960.0,44346.0,44957.0,19715.0,24204.0,21930.0,21698.0,21288.0,19599.0,15131.0,14854.0,14792.0,14526.0,15039.0,14836.0,15109.0,15231.0,16129.0,15224.0,15397.0,15308.0,16347.0,15608.0
206,14425.0,13611.0,13723.0,13997.0,17376.0,17491.0,19463.0,17235.0,17730.0,17108.0,14719.0,14037.0,26771.0,26428.0,19729.0,18999.0,15767.0,14639.0,14606.0,15862.0,14746.0,15153.0,16704.0,17305.0,14651.0,15432.0,14976.0,16345.0,20800.0,19720.0,15607.0,15529.0
207,15259.0,15372.0,16082.0,15916.0,17480.0,17519.0,22156.0,22892.0,15881.0,15996.0,16041.0,15233.0,14846.0,15996.0,19654.0,19639.0,17236.0,17626.0,22188.0,22041.0,14949.0,16467.0,16307.0,16536.0,24103.0,25140.0,19185.0,19921.0,23924.0,24451.0,16462.0,15640.0
208,17169.0,18675.0,18056.0,18902.0,17303.0,18373.0,23385.0,24091.0,17570.0,18428.0,17830.0,18335.0,18340.0,18440.0,17926.0,17937.0,15910.0,15092.0,28148.0,28829.0,16173.0,16827.0,17577.0,17762.0,21297.0,20487.0,17939.0,17093.0,22892.0,22923.0,19318.0,18667.0
209,16539.0,16568.0,16828.0,15592.0,15187.0,17263.0,16629.0,17471.0,18242.0,17216.0,19442.0,16641.0,18100.0,19210.0,18442.0,17341.0,17298.0,18046.0,18446.0,17362.0,22470.0,21963.0,35650.0,36570.0,15379.0,16820.0,16063.0,17428.0,16299.0,16347.0,21682.0,21378.0
210,23827.0,25153.0,32491.0,29251.0,16008.0,15877.0,15823.0,16618.0,14882.0,15126.0,23580.0,26564.0,13936.0,14732.0,14790.0,15896.0,31795.0,30742.0,17183.0,17556.0,23090.0,22369.0,17704.0,19228.0,17153.0,17199.0,18493.0,16841.0,17139.0,17387.0,30973.0,27236.0
211,20710.0,21359.0,20939.0,17196.0,28662.0,28128.0,15647.0,17089.0,24114.0,23574.0,22874.0,23080.0,25595.0,30312.0,16970.0,15438.0,22128.0,23104.0,17382.0,16820.0,16907.0,16658.0,16422.0,17287.0,15835.0,15818.0,16208.0,15667.0,17204.0,15589.0,16651.0,17185.0
212,14821.0,14272.0,15585.0,16318.0,17315.0,19175.0,22298.0,22185.0,18047.0,18586.0,14456.0,14957.0,17191.0,17656.0,25388.0,22631.0,15786.0,15839.0,15964.0,14726.0,15111.0,16652.0,14662.0,15976.0,14471.0,16024.0,26308.0,23381.0,18801.0,19310.0,15459.0,15134.0
213,16115.0,15634.0,15328.0,16250.0,15529.0,17375.0,23170.0,24801.0,17432.0,16200.0,16232.0,15966.0,15430.0,15334.0,18865.0,17684.0,15892.0,14276.0,23349.0,23512.0,15187.0,15587.0,15922.0,15197.0,22669.0,23490.0,16872.0,17232.0,22786.0,22628.0,15933.0,15680.0
214,17723.0,18344.0,17460.0,17950.0,16893.0,18066.0,18002.0,16655.0,17269.0,18006.0,19237.0,17569.0,17848.0,19318.0,18503.0,17130.0,15133.0,14890.0,19563.0,19907.0,14902.0,15174.0,19664.0,21935.0,22225.0,22589.0,19581.0,18986.0,18696.0,17896.0,17812.0,19172.0
215,16784.0,17912.0,18596.0,17222.0,16908.0,17320.0,17695.0,17020.0,18341.0,17267.0,19882.0,19366.0,16991.0,17675.0,17487.0,17654.0,19541.0,18369.0,21553.0,18646.0,25839.0,29573.0,27940.0,30308.0,16039.0,15926.0,15557.0,17342.0,15922.0,15764.0,23002.0,21507.0
216,28749.0,27595.0,23355.0,26981.0,16789.0,17541.0,19582.0,18278.0,16940.0,16181.0,25002.0,24799.0,22837.0,26478.0,16826.0,16962.0,31783.0,30064.0,17245.0,17123.0,24295.0,23845.0,20207.0,19978.0,16919.0,18856.0,17738.0,16874.0,17540.0,18138.0,28483.0,27853.0
217,19998.0,20095.0,20978.0,21396.0,24606.0,25508.0,18970.0,19458.0,27137.0,27829.0,15548.0,15184.0,17728.0,18284.0,15362.0,15486.0,24046.0,22822.0,18144.0,16958.0,17332.0,18158.0,17272.0,16083.0,16560.0,16970.0,20628.0,23048.0,17679.0,16992.0,17902.0,17649.0
218,14500.0,15250.0,14678.0,14590.0,18304.0,17469.0,19389.0,19500.0,17165.0,17204.0,14923.0,14612.0,14902.0,15720.0,26319.0,24751.0,18625.0,16887.0,19171.0,18298.0,18126.0,17774.0,19357.0,18635.0,13985.0,14235.0,17977.0,16938.0,22930.0,22349.0,14699.0,15033.0
219,17566.0,17928.0,18030.0,17622.0,18158.0,19551.0,17261.0,20879.0,18119.0,18641.0,19475.0,18502.0,16949.0,19520.0,21355.0,20748.0,14727.0,14434.0,41836.0,39233.0,14640.0,14894.0,15072.0,14309.0,33639.0,34738.0,20535.0,21541.0,29587.0,27409.0,18786.0,20433.0
220,18062.0,17769.0,19443.0,18850.0,18555.0,20216.0,19070.0,18910.0,18069.0,18256.0,19755.0,18957.0,18243.0,21391.0,17978.0,16780.0,19245.0,18143.0,18560.0,18942.0,18383.0,19694.0,19017.0,19286.0,20201.0,20879.0,20234.0,19049.0,19804.0,20345.0,19476.0,20834.0
221,13520.0,13891.0,13892.0,13971.0,13804.0,14929.0,14354.0,14220.0,14113.0,14059.0,22927.0,22375.0,14793.0,15802.0,13802.0,14247.0,18235.0,17658.0,18721.0,17547.0,24128.0,25912.0,31294.0,31521.0,13417.0,14531.0,13681.0,15146.0,15297.0,14196.0,22139.0,21796.0
222,30195.0,28979.0,21614.0,21226.0,16486.0,18235.0,16406.0,16755.0,16656.0,18041.0,20745.0,21206.0,23585.0,26384.0,17619.0,16734.0,28739.0,28257.0,17298.0,17554.0,27347.0,24832.0,19072.0,19497.0,15242.0,16384.0,18880.0,17660.0,17549.0,15555.0,23794.0,23271.0
223,24809.0,25114.0,17438.0,17258.0,24015.0,25973.0,22121.0,21512.0,23516.0,22618.0,13720.0,12868.0,12771.0,13093.0,16421.0,15032.0,24714.0,23497.0,13633.0,13844.0,14340.0,13577.0,13828.0,13159.0,14751.0,16743.0,21887.0,23834.0,15448.0,16184.0,15171.0,14497.0
224,13886.0,14164.0,14792.0,14311.0,18056.0,19286.0,17180.0,19315.0,16080.0,15148.0,15055.0,14291.0,14755.0,14940.0,23998.0,24134.0,16190.0,15040.0,22762.0,21568.0,15720.0,16447.0,16767.0,17338.0,13715.0,15249.0,14277.0,14331.0,20287.0,19814.0,14213.0,14702.0
225,17955.0,17075.0,17352.0,18223.0,18217.0,18168.0,18770.0,18987.0,20902.0,20148.0,19715.0,20174.0,18771.0,22934.0,19844.0,19097.0,14080.0,14800.0,25802.0,25889.0,13928.0,14496.0,14648.0,14260.0,35481.0,38988.0,19656.0,21224.0,29510.0,30290.0,23130.0,21603.0
226,17460.0,19486.0,18024.0,17093.0,17406.0,18728.0,18444.0,18060.0,17435.0,17577.0,21215.0,20928.0,17075.0,20281.0,18994.0,17081.0,18407.0,18203.0,17334.0,20782.0,19414.0,19908.0,19653.0,19253.0,17399.0,19743.0,21707.0,21389.0,18509.0,16897.0,17983.0,18265.0
227,14595.0,14586.0,14730.0,14989.0,15115.0,14799.0,15465.0,16467.0,15980.0,16464.0,25345.0,26701.0,26882.0,27327.0,15856.0,15945.0,16079.0,16906.0,19159.0,17880.0,25655.0,25346.0,32175.0,29590.0,14717.0,15387.0,14922.0,15677.0,15023.0,14958.0,22017.0,22195.0
228,21200.0,20926.0,21134.0,22749.0,14967.0,15509.0,18252.0,17850.0,15979.0,15653.0,15317.0,15146.0,16179.0,17003.0,14182.0,13865.0,24852.0,22864.0,17962.0,19544.0,30363.0,31068.0,22536.0,23371.0,15555.0,16993.0,29061.0,29573.0,16436.0,16043.0,28487.0,31607.0
229,19824.0,19601.0,18925.0,18050.0,38092.0,41417.0,19959.0,19789.0,20336.0,22761.0,16849.0,15973.0,15882.0,17616.0,32736.0,30723.0,24347.0,24069.0,15305.0,15543.0,17168.0,16973.0,16441.0,16600.0,14973.0,16028.0,16059.0,17295.0,15036.0,15334.0,15073.0,15231.0
230,16718.0,16742.0,17961.0,17333.0,19855.0,19483.0,17784.0,17763.0,17902.0,17144.0,17254.0,16873.0,17597.0,18311.0,17635.0,17364.0,13417.0,13167.0,22844.0,23561.0,14142.0,13428.0,13642.0,13353.0,18979.0,20722.0,18368.0,19303.0,24242.0,24899.0,27380.0,28308.0
231,18976.0,17242.0,19309.0,19939.0,18501.0,18920.0,19629.0,19429.0,19480.0,18139.0,19520.0,18377.0,17396.0,21258.0,18079.0,18406.0,19431.0,18361.0,19475.0,20687.0,17629.0,17847.0,19079.0,17959.0,29827.0,37004.0,21264.0,24637.0,30817.0,34142.0,21963.0,22771.0
232,15934.0,16060.0,14500.0,14321.0,14147.0,14083.0,14003.0,14667.0,15265.0,15903.0,32167.0,38373.0,17336.0,17997.0,17965.0,17658.0,18039.0,17962.0,19137.0,20638.0,18894.0,19330.0,20326.0,21372.0,17332.0,18146.0,14638.0,14699.0,13714.0,14074.0,14131.0,14570.0
233,14593.0,14892.0,16940.0,16610.0,16646.0,18229.0,15018.0,16229.0,13675.0,14846.0,15376.0,14825.0,20289.0,20344.0,14099.0,13690.0,15935.0,14793.0,14592.0,15409.0,18057.0,18850.0,32977.0,39689.0,14427.0,14408.0,19419.0,19574.0,14930.0,14295.0,17299.0,18014.0
234,19747.0,20574.0,23201.0,21771.0,14548.0,16287.0,19984.0,20958.0,20111.0,19443.0,15114.0,14572.0,14967.0,15333.0,17439.0,16937.0,20051.0,22252.0,14810.0,15548.0,26596.0,27772.0,22423.0,23038.0,14442.0,15326.0,23885.0,23760.0,14925.0,16124.0,20011.0,20093.0
235,19055.0,19598.0,18865.0,18702.0,23607.0,26940.0,16962.0,17779.0,23897.0,25110.0,20654.0,18412.0,19693.0,19530.0,32433.0,31609.0,18694.0,18530.0,17776.0,18038.0,16563.0,16999.0,14427.0,13847.0,17600.0,18928.0,16972.0,16369.0,16506.0,16346.0,16236.0,16236.0
236,18217.0,18892.0,21688.0,19269.0,20137.0,20050.0,22416.0,20780.0,17784.0,20847.0,24897.0,20893.0,21396.0,28015.0,19926.0,17784.0,17471.0,17042.0,25247.0,24220.0,15685.0,16444.0,16908.0,16870.0,18361.0,19229.0,18022.0,19941.0,25335.0,23320.0,20109.0,19356.0
237,16547.0,17813.0,17320.0,17353.0,17443.0,17430.0,17995.0,19311.0,17704.0,17118.0,19587.0,17518.0,18510.0,19374.0,18256.0,16263.0,18960.0,18457.0,18656.0,20169.0,19092.0,19525.0,21280.0,22392.0,28593.0,28437.0,18477.0,19028.0,44894.0,35328.0,19637.0,19594.0
238,14676.0,14825.0,14932.0,14659.0,14138.0,14000.0,14638.0,14828.0,16971.0,16331.0,22900.0,21894.0,25447.0,27017.0,18804.0,17201.0,17851.0,17245.0,21722.0,20815.0,19411.0,17591.0,16643.0,18405.0,18581.0,19202.0,14716.0,14708.0,16593.0,17312.0,15148.0,14335.0
239,16606.0,16712.0,15856.0,17065.0,16677.0,15908.0,18132.0,20364.0,15168.0,14916.0,14903.0,14579.0,15705.0,18130.0,15224.0,15182.0,15030.0,13875.0,17105.0,16221.0,19497.0,18935.0,22701.0,23802.0,16209.0,17353.0,29237.0,30940.0,15595.0,17466.0,23310.0,22654.0
240,20687.0,20894.0,21519.0,20959.0,21944.0,20867.0,31105.0,30080.0,23481.0,24397.0,18176.0,17640.0,17935.0,19600.0,30354.0,27770.0,27323.0,26435.0,17151.0,16622.0,25832.0,25133.0,16640.0,16760.0,13750.0,14635.0,15155.0,17310.0,15507.0,14699.0,21163.0,21391.0
241,21982.0,23251.0,27363.0,28156.0,26262.0,26079.0,20650.0,21025.0,28952.0,29429.0,19641.0,19419.0,21408.0,21648.0,21879.0,20938.0,18966.0,19940.0,30854.0,33523.0,16970.0,16996.0,16818.0,16960.0,18402.0,19801.0,19217.0,19778.0,18887.0,18608.0,18794.0,18252.0
242,21778.0,20302.0,22655.0,20924.0,21747.0,22142.0,23262.0,22025.0,18136.0,19974.0,19873.0,20213.0,18316.0,17919.0,18848.0,18526.0,18667.0,17680.0,18885.0,18186.0,18000.0,17525.0,16912.0,17555.0,20045.0,23220.0,22659.0,21708.0,24313.0,25631.0,22038.0,20239.0
243,15242.0,15597.0,16558.0,17101.0,15656.0,15148.0,15629.0,15568.0,16445.0,15502.0,28603.0,33055.0,26685.0,26786.0,17098.0,15788.0,23374.0,22211.0,23471.0,22742.0,23075.0,23318.0,22277.0,21542.0,26002.0,28491.0,16007.0,17931.0,26748.0,27045.0,16598.0,16721.0
244,16317.0,16139.0,16042.0,15982.0,16128.0,16136.0,21331.0,22294.0,16069.0,15057.0,16280.0,16507.0,17797.0,19586.0,16369.0,16743.0,16458.0,16102.0,16092.0,15760.0,15585.0,16202.0,16143.0,16861.0,17507.0,18251.0,24367.0,24432.0,17937.0,18104.0,16323.0,16502.0
245,13501.0,14751.0,14369.0,13938.0,13283.0,15027.0,18895.0,17676.0,15209.0,15798.0,16219.0,15413.0,14996.0,15815.0,22757.0,20825.0,17862.0,15737.0,15370.0,15683.0,22432.0,21967.0,28558.0,30299.0,13892.0,14097.0,16507.0,17787.0,14883.0,15030.0,23037.0,24037.0
246,22372.0,23096.0,20387.0,21039.0,18758.0,19489.0,19169.0,20102.0,29759.0,28313.0,16739.0,17716.0,16997.0,17523.0,19894.0,18370.0,24047.0,22857.0,29838.0,25429.0,19769.0,20323.0,15726.0,15105.0,14450.0,15678.0,15250.0,15957.0,15940.0,15541.0,23777.0,23757.0
247,32036.0,34087.0,27393.0,29073.0,33057.0,36932.0,23259.0,24263.0,27738.0,28024.0,19095.0,21472.0,21292.0,21165.0,23412.0,20551.0,18660.0,17911.0,23014.0,22870.0,14646.0,15882.0,15826.0,16438.0,20242.0,20688.0,20454.0,22467.0,21869.0,18953.0,20796.0,20382.0
248,22793.0,23576.0,19725.0,20641.0,21504.0,23248.0,21004.0,21387.0,16017.0,15610.0,29315.0,32337.0,18919.0,22988.0,17478.0,16045.0,20135.0,21222.0,21751.0,21200.0,20464.0,20818.0,21388.0,22344.0,19152.0,20769.0,19404.0,19694.0,20789.0,20202.0,20038.0,19406.0
249,14860.0,14229.0,14949.0,14279.0,14303.0,14520.0,15673.0,17384.0,15505.0,15004.0,16916.0,17993.0,24702.0,27287.0,14391.0,15013.0,19505.0,18790.0,19593.0,20676.0,21049.0,20369.0,20800.0,21422.0,24595.0,24635.0,15628.0,16105.0,23327.0,23384.0,15340.0,14299.0
250,17387.0,16856.0,16271.0,17035.0,16418.0,16511.0,22589.0,21821.0,17749.0,17487.0,18251.0,17120.0,18148.0,18943.0,21452.0,21309.0,14529.0,14353.0,14526.0,14853.0,14708.0,15031.0,19274.0,18823.0,19667.0,19918.0,34343.0,31778.0,17642.0,19818.0,16139.0,15961.0
251,16180.0,15984.0,16425.0,16357.0,15576.0,15758.0,20169.0,19602.0,15055.0,15028.0,15177.0,14634.0,14093.0,15306.0,25627.0,25646.0,18527.0,16464.0,17723.0,17258.0,24802.0,26936.0,24931.0,24464.0,15937.0,17069.0,15941.0,17739.0,17369.0,17566.0,24553.0,23925.0
252,21972.0,23671.0,28740.0,29963.0,14218.0,15164.0,15852.0,17186.0,27137.0,25156.0,17682.0,18191.0,17795.0,18672.0,16919.0,16398.0,30926.0,29440.0,20575.0,22057.0,22147.0,22227.0,17688.0,17276.0,15278.0,15905.0,16716.0,15816.0,16480.0,17000.0,23014.0,21411.0
253,29877.0,33135.0,20216.0,19298.0,34103.0,36475.0,20316.0,19567.0,27734.0,28329.0,21595.0,20395.0,16987.0,17676.0,17613.0,18056.0,20404.0,20370.0,20733.0,21394.0,16240.0,15632.0,15164.0,16683.0,16692.0,18295.0,17526.0,18865.0,18420.0,16547.0,19059.0,18125.0
254,16519.0,17042.0,16767.0,17127.0,23184.0,23130.0,18167.0,17750.0,16219.0,15726.0,31104.0,32303.0,28477.0,30599.0,15197.0,13917.0,17538.0,17585.0,17394.0,17412.0,17805.0,16515.0,17564.0,16746.0,16294.0,16546.0,16130.0,17842.0,19220.0,18203.0,17329.0,16835.0
255,15300.0,14665.0,14787.0,15279.0,14608.0,15512.0,17683.0,18146.0,16537.0,15475.0,17160.0,17146.0,19268.0,21308.0,16703.0,15570.0,16720.0,15822.0,16954.0,16339.0,16504.0,15990.0,16664.0,17028.0,27998.0,29467.0,24984.0,26763.0,24829.0,24068.0,16487.0,17174.0
256,16595.0,18192.0,16181.0,16488.0,15774.0,16852.0,19503.0,20571.0,15693.0,16890.0,15322.0,15576.0,15812.0,16191.0,30228.0,31180.0,15130.0,14767.0,14656.0,14924.0,18840.0,19457.0,16619.0,17338.0,18180.0,19199.0,23290.0,23195.0,17072.0,17371.0,18444.0,17118.0
257,14422.0,14586.0,16043.0,16148.0,13644.0,14964.0,15144.0,14922.0,16322.0,16009.0,15166.0,16033.0,15898.0,17263.0,19408.0,19032.0,19142.0,18695.0,18705.0,19147.0,28963.0,30082.0,32987.0,32616.0,13734.0,14126.0,15745.0,13977.0,14224.0,14356.0,20419.0,21488.0
258,19645.0,21055.0,38282.0,35251.0,15560.0,16280.0,16462.0,15784.0,20613.0,22447.0,14956.0,13743.0,16190.0,14251.0,14904.0,14199.0,21007.0,21813.0,23208.0,22905.0,21404.0,22062.0,17474.0,19298.0,16187.0,16790.0,16949.0,16934.0,16630.0,16112.0,37975.0,35132.0
259,27448.0,28344.0,17686.0,16761.0,28338.0,28772.0,16129.0,16029.0,33426.0,32170.0,28849.0,25025.0,19902.0,20723.0,19749.0,19197.0,19226.0,17682.0,29669.0,31937.0,17168.0,16859.0,17157.0,17222.0,16308.0,17490.0,16187.0,16582.0,16370.0,16530.0,18606.0,19411.0
260,17011.0,16656.0,15803.0,15395.0,16694.0,18191.0,16548.0,16706.0,15902.0,15432.0,22870.0,23131.0,27895.0,28921.0,19574.0,18854.0,16962.0,17218.0,17194.0,17349.0,17246.0,16887.0,16871.0,16571.0,16266.0,16584.0,14437.0,15475.0,19370.0,18105.0,14691.0,14338.0
261,16098.0,15892.0,19795.0,20305.0,18231.0,18517.0,18831.0,17735.0,14390.0,14373.0,15317.0,14364.0,14408.0,14779.0,16621.0,16086.0,14868.0,14643.0,15935.0,15295.0,15168.0,15873.0,15291.0,15128.0,36914.0,33221.0,23264.0,26147.0,24581.0,25460.0,19603.0,18080.0
262,17078.0,16462.0,17244.0,16034.0,16728.0,16861.0,17942.0,19515.0,17869.0,16658.0,16963.0,16458.0,15323.0,17172.0,25152.0,24187.0,16221.0,15616.0,16028.0,16204.0,16554.0,16923.0,17719.0,18038.0,16906.0,17587.0,20603.0,20299.0,16686.0,16268.0,17563.0,17542.0
263,14051.0,13524.0,17124.0,16958.0,14147.0,13366.0,13998.0,13216.0,19041.0,18653.0,17993.0,17124.0,16907.0,18301.0,18540.0,17755.0,23253.0,20348.0,17548.0,17755.0,26450.0,27143.0,33862.0,36877.0,13952.0,14709.0,16184.0,14413.0,15029.0,15721.0,21262.0,22727.0
264,23084.0,22584.0,25604.0,25955.0,15802.0,17307.0,16935.0,16981.0,21911.0,22022.0,16352.0,19017.0,14535.0,16187.0,14969.0,14403.0,29934.0,29263.0,22096.0,24228.0,27059.0,26196.0,22185.0,20984.0,16326.0,17652.0,15992.0,17032.0,16026.0,14546.0,33089.0,31145.0
265,20436.0,21176.0,15665.0,15261.0,25133.0,25733.0,16281.0,16303.0,29427.0,28746.0,32186.0,32443.0,29319.0,36097.0,18397.0,17581.0,21502.0,20071.0,25453.0,26154.0,16467.0,17621.0,21070.0,20797.0,14625.0,15944.0,16124.0,15064.0,15406.0,15003.0,15036.0,15541.0
266,14619.0,14872.0,15332.0,14668.0,17417.0,18237.0,17718.0,18440.0,15147.0,15124.0,15991.0,15558.0,22473.0,24422.0,14454.0,14923.0,15003.0,14925.0,16186.0,16275.0,15035.0,15930.0,15056.0,15530.0,18817.0,18565.0,14588.0,14723.0,21955.0,19944.0,14975.0,15021.0
267,17638.0,16861.0,16674.0,17407.0,17127.0,16433.0,19380.0,20009.0,18038.0,18331.0,18487.0,17831.0,18238.0,19863.0,34919.0,30053.0,15056.0,14904.0,14593.0,15565.0,15393.0,14976.0,14448.0,15654.0,25207.0,25868.0,25929.0,27807.0,30737.0,30518.0,22053.0,19620.0
268,14957.0,15091.0,14698.0,15318.0,15240.0,15202.0,16102.0,16382.0,17862.0,17455.0,18229.0,16540.0,16522.0,18252.0,18009.0,17259.0,17564.0,16013.0,17011.0,17055.0,16799.0,17333.0,17955.0,16930.0,15390.0,16235.0,17121.0,16940.0,16086.0,16679.0,15684.0,16021.0
269,15369.0,15887.0,19865.0,20879.0,15910.0,16377.0,15839.0,16584.0,15793.0,16377.0,15491.0,15297.0,15249.0,16588.0,15782.0,16067.0,19220.0,17837.0,16064.0,16519.0,23221.0,25916.0,29073.0,24363.0,15383.0,16413.0,16624.0,17350.0,15916.0,15959.0,21541.0,22646.0
270,25686.0,27369.0,23140.0,21570.0,17454.0,16296.0,15748.0,17231.0,16203.0,14943.0,21694.0,20967.0,15620.0,15859.0,14957.0,14405.0,32193.0,31238.0,26088.0,25955.0,27461.0,27473.0,26426.0,26345.0,15109.0,16861.0,17728.0,17821.0,16634.0,15917.0,22305.0,22445.0
271,23407.0,22909.0,15415.0,14953.0,24780.0,28231.0,17471.0,18239.0,28385.0,29482.0,22961.0,21974.0,28101.0,30403.0,16451.0,16983.0,21473.0,20614.0,22664.0,24893.0,16232.0,16627.0,16194.0,16624.0,15303.0,16762.0,14460.0,14911.0,15883.0,14901.0,15589.0,14847.0
272,17039.0,18651.0,17407.0,18354.0,22468.0,22663.0,21797.0,22146.0,17429.0,17013.0,17187.0,16201.0,16282.0,17640.0,19140.0,16953.0,14860.0,15170.0,14857.0,14325.0,14569.0,15481.0,14878.0,15545.0,35129.0,37479.0,17485.0,17433.0,18227.0,19065.0,18305.0,16435.0
273,17434.0,16776.0,16937.0,16752.0,17055.0,18031.0,18769.0,17931.0,17782.0,17213.0,18735.0,17832.0,17543.0,19570.0,25044.0,23339.0,18365.0,17180.0,16898.0,18077.0,17973.0,18398.0,19295.0,17276.0,19006.0,19966.0,30234.0,33955.0,31820.0,33201.0,21300.0,18254.0
274,17160.0,16419.0,17030.0,15870.0,16506.0,17802.0,17169.0,17558.0,18330.0,18333.0,17595.0,17279.0,17401.0,19506.0,17559.0,17435.0,18891.0,16478.0,17833.0,16225.0,17628.0,17977.0,17906.0,16584.0,17280.0,17247.0,19394.0,19186.0,17293.0,16172.0,16653.0,17489.0
275,18029.0,17047.0,22824.0,24189.0,16023.0,17666.0,16489.0,18243.0,16395.0,16310.0,18107.0,18486.0,15930.0,17995.0,15759.0,16244.0,20258.0,16399.0,17600.0,17471.0,24733.0,26496.0,29556.0,28940.0,17671.0,16584.0,17706.0,17088.0,16486.0,17941.0,27523.0,25816.0
276,22661.0,24501.0,18217.0,18558.0,14086.0,14843.0,19283.0,20539.0,14996.0,16152.0,29199.0,29534.0,18383.0,19486.0,12898.0,12449.0,27138.0,28921.0,23470.0,25247.0,26325.0,26105.0,24194.0,25835.0,14639.0,15807.0,14804.0,15202.0,14302.0,14261.0,20690.0,22128.0
277,19112.0,20933.0,16516.0,16954.0,25938.0,27969.0,21045.0,22182.0,24277.0,25186.0,20092.0,19618.0,20616.0,22384.0,20575.0,18815.0,21283.0,19802.0,28916.0,27504.0,16960.0,18401.0,17972.0,17455.0,24919.0,25135.0,17556.0,16377.0,16439.0,16047.0,16202.0,17178.0
278,19414.0,19685.0,18372.0,17649.0,20454.0,21063.0,19696.0,18890.0,18170.0,19395.0,17296.0,18598.0,16319.0,17603.0,43495.0,44545.0,15077.0,14795.0,16288.0,15981.0,14885.0,15628.0,15896.0,15662.0,21028.0,22504.0,17512.0,16925.0,20896.0,22628.0,17450.0,18226.0
279,17400.0,17842.0,17194.0,17612.0,17578.0,17883.0,18018.0,18794.0,18041.0,18956.0,19685.0,20336.0,18874.0,19482.0,21532.0,21030.0,18098.0,18245.0,18357.0,17958.0,17544.0,17330.0,17144.0,17100.0,21629.0,22529.0,36083.0,38191.0,31132.0,30848.0,22053.0,21967.0
280,16227.0,16607.0,16799.0,16565.0,15534.0,17245.0,16616.0,16600.0,18422.0,17684.0,17846.0,16848.0,16619.0,17891.0,17200.0,15534.0,19662.0,18427.0,18485.0,17558.0,17430.0,19391.0,19246.0,18903.0,15279.0,15792.0,17759.0,18318.0,17187.0,15993.0,15676.0,17115.0
281,15582.0,15548.0,22723.0,22328.0,15078.0,15214.0,18044.0,18194.0,14088.0,14754.0,22911.0,22259.0,17576.0,19210.0,14177.0,14591.0,18134.0,17102.0,16133.0,15334.0,23049.0,24075.0,27957.0,27176.0,15034.0,14412.0,15939.0,14278.0,14144.0,15916.0,22303.0,21230.0
