journal_wr_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
364,16085.0,16144.0,16217.0,16486.0,15867.0,16216.0,16454.0,16343.0,17769.0,15577.0,22349.0,21830.0,19189.0,20604.0,17602.0,18202.0,22842.0,21756.0,21261.0,20172.0,16783.0,16591.0,23186.0,24091.0,15282.0,16129.0,17364.0,18026.0,16698.0,16623.0,20198.0,21656.0
365,18915.0,19903.0,29621.0,27642.0,28765.0,30196.0,20597.0,21753.0,17761.0,18339.0,18751.0,16894.0,16953.0,19611.0,19982.0,19522.0,21466.0,20305.0,21868.0,22185.0,20024.0,20804.0,17148.0,17372.0,17362.0,17500.0,19529.0,18544.0,17304.0,18545.0,21539.0,21403.0
366,25806.0,25015.0,21226.0,21803.0,16154.0,18237.0,17021.0,17215.0,29103.0,30412.0,15662.0,14376.0,15601.0,15454.0,24012.0,22305.0,20476.0,19752.0,25973.0,24931.0,22639.0,23276.0,20239.0,18866.0,15115.0,15827.0,22432.0,24147.0,15145.0,15648.0,21912.0,21643.0
367,20357.0,20832.0,16695.0,16989.0,15338.0,15706.0,19267.0,20656.0,15392.0,15999.0,16112.0,14830.0,14764.0,16053.0,19825.0,19232.0,19582.0,19616.0,18147.0,16235.0,15774.0,15970.0,20656.0,19528.0,18383.0,18422.0,28362.0,28944.0,16848.0,16756.0,27517.0,27070.0
368,16088.0,15875.0,15187.0,15493.0,13855.0,14638.0,18148.0,18255.0,14882.0,15670.0,14331.0,15150.0,16488.0,18830.0,16095.0,14845.0,16354.0,16512.0,16607.0,16729.0,15200.0,15236.0,22012.0,23066.0,24621.0,23783.0,16066.0,15580.0,20514.0,20585.0,28958.0,26488.0
369,15883.0,15866.0,15852.0,15812.0,14115.0,14483.0,17647.0,18662.0,16999.0,16583.0,32735.0,33521.0,22078.0,24802.0,19266.0,17231.0,16404.0,16377.0,16446.0,16082.0,14191.0,15231.0,20786.0,20141.0,17068.0,17428.0,18318.0,18013.0,20392.0,18989.0,21316.0,19609.0
370,17563.0,18124.0,22370.0,21725.0,17269.0,17346.0,17029.0,16921.0,15516.0,15345.0,16306.0,16374.0,15266.0,16479.0,24122.0,24128.0,27180.0,27248.0,26491.0,26406.0,16721.0,16109.0,15846.0,16399.0,15802.0,16452.0,17681.0,18342.0,16705.0,15922.0,19080.0,22174.0
371,18604.0,19046.0,23788.0,22848.0,32115.0,31307.0,16828.0,16244.0,20060.0,20080.0,16248.0,15691.0,15673.0,16520.0,23542.0,21323.0,19123.0,17275.0,18850.0,20225.0,23311.0,22874.0,19932.0,19819.0,15650.0,16593.0,24432.0,25006.0,16328.0,16438.0,20066.0,18999.0
372,22682.0,21848.0,14549.0,14980.0,16075.0,17312.0,16778.0,17207.0,22279.0,21453.0,17650.0,16034.0,16218.0,18206.0,41458.0,39612.0,17915.0,18478.0,17755.0,19256.0,22799.0,23816.0,24266.0,24457.0,17224.0,17027.0,21487.0,22057.0,17290.0,16716.0,19472.0,19037.0
373,18768.0,18919.0,17459.0,17653.0,18612.0,18699.0,20957.0,20780.0,16944.0,16832.0,16083.0,16321.0,17305.0,18517.0,16553.0,16432.0,17824.0,17095.0,17242.0,16814.0,16050.0,14762.0,16378.0,15964.0,26550.0,25877.0,16891.0,17318.0,17285.0,17182.0,32251.0,29833.0
374,13176.0,13916.0,14024.0,14190.0,14007.0,13869.0,23484.0,21650.0,15657.0,15531.0,19903.0,19164.0,24640.0,25756.0,16544.0,15226.0,22243.0,20833.0,19850.0,19431.0,18937.0,19300.0,24802.0,26472.0,15459.0,17667.0,16458.0,17380.0,26244.0,24545.0,26425.0,29916.0
375,17447.0,16856.0,24173.0,24435.0,16484.0,16917.0,17459.0,17192.0,20210.0,19511.0,30979.0,32733.0,18074.0,20466.0,19760.0,17939.0,20119.0,20492.0,21697.0,21559.0,19183.0,17527.0,15004.0,14914.0,18404.0,18731.0,19687.0,18807.0,19534.0,18846.0,22267.0,21150.0
376,17148.0,18148.0,23403.0,23799.0,17899.0,18905.0,18055.0,17249.0,16350.0,15923.0,16723.0,15742.0,15658.0,16752.0,20947.0,18919.0,21393.0,21823.0,23632.0,22927.0,18167.0,16782.0,20073.0,18645.0,15662.0,16411.0,17673.0,18184.0,16902.0,15988.0,19336.0,20675.0
377,17998.0,16681.0,16539.0,15848.0,32417.0,34997.0,15687.0,16019.0,20695.0,21267.0,13529.0,13405.0,15349.0,17431.0,16683.0,15507.0,18848.0,17676.0,20262.0,18741.0,27348.0,28559.0,20749.0,19988.0,13111.0,13732.0,19927.0,19148.0,13789.0,14440.0,15327.0,14883.0
378,25471.0,28082.0,19057.0,17541.0,16674.0,16371.0,20830.0,19880.0,22592.0,22245.0,18246.0,15849.0,15841.0,17728.0,17630.0,18004.0,16434.0,15728.0,19921.0,18719.0,29394.0,29038.0,16857.0,17727.0,25146.0,26124.0,16358.0,16516.0,17074.0,17279.0,17481.0,17492.0
379,18457.0,18452.0,18263.0,17549.0,15947.0,16239.0,19893.0,19900.0,14663.0,14141.0,14324.0,14586.0,18782.0,19430.0,14899.0,14327.0,16223.0,14190.0,19405.0,20439.0,15680.0,15778.0,19848.0,20667.0,18017.0,19631.0,13698.0,14320.0,17098.0,16732.0,24434.0,25888.0
380,15397.0,14763.0,17124.0,14875.0,15672.0,15049.0,16469.0,16010.0,16773.0,17360.0,35137.0,42752.0,17774.0,20337.0,18211.0,17361.0,20989.0,21112.0,23961.0,23038.0,16444.0,17751.0,15958.0,17374.0,16916.0,18311.0,17371.0,18968.0,28581.0,26778.0,30420.0,28439.0
381,16057.0,17208.0,31306.0,31146.0,16694.0,16632.0,17544.0,17745.0,16476.0,16503.0,19093.0,17913.0,16531.0,19009.0,24611.0,21507.0,21195.0,22192.0,22298.0,24657.0,18754.0,17700.0,17245.0,18515.0,18173.0,20475.0,17758.0,17018.0,17062.0,16708.0,16625.0,16069.0
382,14655.0,14660.0,16642.0,18050.0,17340.0,17133.0,15008.0,15615.0,17350.0,17415.0,16226.0,16347.0,16266.0,17439.0,17971.0,18437.0,17455.0,17453.0,17921.0,15976.0,17962.0,17426.0,23663.0,23919.0,15976.0,17214.0,34576.0,35727.0,17516.0,16607.0,17067.0,16027.0
383,15836.0,17225.0,14831.0,15533.0,19726.0,21737.0,17909.0,18667.0,41781.0,40461.0,15538.0,15864.0,16375.0,16724.0,21515.0,19128.0,16649.0,15991.0,15543.0,15699.0,21580.0,23282.0,20437.0,20698.0,22044.0,23764.0,19861.0,17608.0,17294.0,16890.0,17254.0,16849.0
384,26416.0,26714.0,17620.0,17044.0,17957.0,18629.0,21090.0,21256.0,17515.0,18169.0,17434.0,17498.0,20381.0,21486.0,19138.0,18066.0,14779.0,14419.0,17605.0,17644.0,21554.0,20428.0,15530.0,15853.0,25989.0,26991.0,16826.0,18096.0,17517.0,16397.0,18144.0,17996.0
385,16746.0,16724.0,15362.0,15653.0,15426.0,15971.0,22171.0,23060.0,13769.0,14166.0,18270.0,18624.0,30606.0,31328.0,14190.0,14155.0,19380.0,19198.0,20615.0,20543.0,16445.0,17341.0,20893.0,23600.0,12675.0,13561.0,15015.0,16761.0,14411.0,14822.0,21808.0,22365.0
386,18295.0,17353.0,21755.0,20586.0,18240.0,18186.0,16790.0,18196.0,18833.0,19645.0,35586.0,32440.0,17857.0,19523.0,18679.0,17927.0,22762.0,21240.0,18404.0,19310.0,15059.0,15709.0,15905.0,15956.0,19017.0,19493.0,18344.0,18957.0,27479.0,24609.0,24144.0,24467.0
387,15845.0,15811.0,18441.0,19233.0,15391.0,16580.0,16269.0,16198.0,22217.0,20338.0,18049.0,16479.0,16330.0,17566.0,33997.0,32268.0,19722.0,18599.0,18736.0,18873.0,17547.0,17713.0,17629.0,16444.0,16408.0,16427.0,22470.0,22262.0,17886.0,17154.0,17570.0,17014.0
388,15206.0,15580.0,16780.0,16702.0,17305.0,17706.0,17391.0,17919.0,27852.0,25657.0,13377.0,13283.0,12953.0,13779.0,14526.0,14439.0,18731.0,19208.0,17013.0,17680.0,20021.0,21148.0,26288.0,24660.0,13761.0,13857.0,19861.0,20014.0,15211.0,14926.0,13973.0,13868.0
389,17462.0,19479.0,15973.0,14867.0,17973.0,18446.0,17793.0,18764.0,24001.0,24866.0,15992.0,15599.0,16128.0,16322.0,16302.0,15006.0,15927.0,16344.0,16371.0,17390.0,26360.0,26438.0,16623.0,16029.0,26062.0,27392.0,16172.0,15399.0,15417.0,15142.0,15567.0,16325.0
390,23094.0,23031.0,15526.0,15608.0,16752.0,16686.0,19654.0,20606.0,17489.0,17237.0,17035.0,17858.0,33715.0,37627.0,16729.0,16276.0,14714.0,15426.0,15629.0,15041.0,18515.0,18697.0,19231.0,19657.0,17722.0,18364.0,16997.0,15149.0,15549.0,15955.0,16355.0,15311.0
391,15179.0,17274.0,19209.0,18412.0,15445.0,17112.0,16471.0,17321.0,17585.0,16345.0,28032.0,29128.0,20744.0,24872.0,16503.0,15643.0,21025.0,20969.0,26674.0,26947.0,16285.0,17077.0,19131.0,19496.0,15558.0,15801.0,16295.0,16460.0,22462.0,22581.0,23185.0,24902.0
392,16496.0,15321.0,34456.0,33465.0,15251.0,16203.0,15535.0,16244.0,17268.0,15770.0,15342.0,16367.0,16830.0,16415.0,21485.0,20809.0,22850.0,23093.0,18204.0,19096.0,17265.0,17648.0,17785.0,18236.0,17406.0,18764.0,17756.0,20272.0,31173.0,27741.0,25861.0,23231.0
393,17453.0,18175.0,19537.0,20078.0,17418.0,18952.0,18397.0,20385.0,18000.0,17668.0,17224.0,17628.0,15461.0,17585.0,34722.0,32676.0,15047.0,15136.0,15322.0,15290.0,15420.0,14919.0,18184.0,18092.0,14798.0,14998.0,36280.0,34811.0,14668.0,15377.0,16431.0,14847.0
394,15313.0,16381.0,16334.0,15847.0,23665.0,23147.0,18135.0,19273.0,22988.0,22523.0,16540.0,15316.0,16421.0,16633.0,16665.0,16236.0,17221.0,16326.0,18411.0,17236.0,19956.0,19052.0,18411.0,18838.0,21874.0,24721.0,17958.0,19101.0,18641.0,17994.0,19255.0,18101.0
395,21846.0,23923.0,16306.0,16471.0,18085.0,18133.0,17310.0,19448.0,21077.0,21214.0,16206.0,17189.0,20099.0,22437.0,16049.0,16194.0,17113.0,16693.0,17415.0,15893.0,27211.0,30424.0,21211.0,21853.0,23561.0,24020.0,14701.0,15110.0,14724.0,14930.0,15240.0,15625.0
396,18863.0,19354.0,16129.0,16221.0,16237.0,15327.0,17314.0,16174.0,18665.0,17925.0,23179.0,22468.0,38607.0,43472.0,17519.0,16161.0,18568.0,19252.0,20819.0,21540.0,16422.0,15979.0,16669.0,16751.0,16209.0,16958.0,17317.0,17541.0,16782.0,16603.0,17245.0,16652.0
397,16110.0,16466.0,26328.0,27072.0,16891.0,18072.0,17386.0,17071.0,15903.0,16059.0,21498.0,19790.0,17265.0,15990.0,15125.0,16079.0,24085.0,22517.0,23707.0,24159.0,15756.0,15920.0,16002.0,14808.0,16346.0,17901.0,17024.0,17695.0,24794.0,24084.0,29621.0,31362.0
398,17608.0,17627.0,25410.0,25533.0,17058.0,16909.0,16560.0,17783.0,18129.0,17168.0,17636.0,17112.0,18419.0,19258.0,26106.0,25408.0,16540.0,17920.0,16579.0,17145.0,17391.0,16825.0,17136.0,18017.0,16672.0,17451.0,32713.0,33737.0,22923.0,22756.0,21339.0,22166.0
399,14079.0,14353.0,13936.0,14160.0,14898.0,15100.0,19854.0,18386.0,14089.0,13410.0,14241.0,14512.0,14212.0,14967.0,17203.0,15910.0,16913.0,16716.0,18484.0,17501.0,16794.0,17654.0,20506.0,21017.0,18249.0,17836.0,25772.0,25583.0,17294.0,16722.0,18019.0,17679.0
400,16476.0,16837.0,16696.0,16928.0,32555.0,33776.0,17923.0,18186.0,23698.0,23652.0,16141.0,16248.0,16454.0,17451.0,16749.0,16051.0,14503.0,14704.0,13876.0,14117.0,26893.0,26978.0,16191.0,15192.0,33190.0,34638.0,13444.0,13330.0,15379.0,14179.0,13757.0,13795.0
401,22633.0,22858.0,15138.0,15075.0,15942.0,15463.0,19362.0,19540.0,17677.0,17060.0,14210.0,14806.0,23882.0,24715.0,14704.0,14247.0,19739.0,19019.0,18034.0,16452.0,18307.0,18935.0,25986.0,25494.0,18120.0,20261.0,16605.0,17233.0,16098.0,16268.0,16550.0,17718.0
402,25494.0,26662.0,21865.0,20358.0,16612.0,17783.0,17471.0,19242.0,18814.0,19359.0,28585.0,23928.0,24150.0,27177.0,20532.0,17419.0,18616.0,18336.0,26992.0,26402.0,16157.0,15816.0,15050.0,15736.0,18635.0,18039.0,17819.0,18768.0,18251.0,18355.0,17845.0,18620.0
403,16673.0,16514.0,24887.0,25040.0,17672.0,16270.0,17066.0,18331.0,15650.0,17764.0,18943.0,18361.0,18327.0,18653.0,21038.0,21017.0,22074.0,20110.0,20416.0,20994.0,18062.0,17713.0,16826.0,18548.0,17183.0,17216.0,17442.0,18175.0,24770.0,26146.0,28357.0,27660.0
404,16672.0,15979.0,16298.0,16272.0,15319.0,15742.0,18677.0,19734.0,17283.0,16934.0,16963.0,15928.0,16272.0,17340.0,22207.0,21514.0,18065.0,16711.0,17827.0,17442.0,16787.0,18512.0,27135.0,26753.0,18487.0,21193.0,34806.0,38081.0,25116.0,27297.0,23391.0,25043.0
405,16724.0,17865.0,18205.0,17800.0,18363.0,20810.0,18158.0,18942.0,17615.0,18546.0,18291.0,18153.0,18349.0,19530.0,19155.0,18542.0,16515.0,15396.0,15881.0,16198.0,19084.0,17789.0,16324.0,16194.0,20712.0,22420.0,18895.0,20643.0,16062.0,16182.0,15738.0,17559.0
406,13398.0,14564.0,15197.0,14969.0,23923.0,23884.0,25711.0,25474.0,24595.0,23601.0,14018.0,13752.0,14013.0,15194.0,14124.0,13947.0,19087.0,18284.0,18236.0,18951.0,26390.0,28792.0,24298.0,25231.0,24115.0,23371.0,14017.0,15209.0,14697.0,14246.0,14268.0,14297.0
407,32946.0,35588.0,16860.0,17403.0,16216.0,17022.0,16221.0,16666.0,18856.0,21035.0,18095.0,16770.0,30234.0,36244.0,18108.0,16251.0,17150.0,16966.0,17373.0,17916.0,13929.0,14587.0,14573.0,14351.0,15580.0,17651.0,16458.0,16855.0,16486.0,16029.0,16981.0,15623.0
408,25673.0,24039.0,34805.0,34514.0,16541.0,19026.0,19139.0,17806.0,16948.0,17181.0,31167.0,29508.0,16667.0,19721.0,21762.0,21821.0,22050.0,20593.0,24471.0,26041.0,17982.0,17362.0,17848.0,17176.0,16346.0,17276.0,17639.0,18418.0,16873.0,17403.0,17523.0,17882.0
409,17782.0,16898.0,19899.0,21186.0,16818.0,17326.0,17435.0,19537.0,16829.0,17410.0,16728.0,19597.0,16516.0,15925.0,25380.0,25563.0,16111.0,17117.0,15866.0,15947.0,16282.0,17156.0,19461.0,20402.0,15890.0,16135.0,16355.0,16696.0,26266.0,28397.0,26094.0,26655.0
410,14223.0,13679.0,14838.0,14039.0,14151.0,14212.0,18191.0,18531.0,16947.0,17030.0,18746.0,17401.0,15946.0,17556.0,16519.0,16909.0,16987.0,18400.0,17393.0,16776.0,17919.0,17848.0,23126.0,21760.0,15865.0,18392.0,28002.0,27945.0,22962.0,22370.0,21555.0,19646.0
411,16348.0,16313.0,17166.0,16283.0,21324.0,21175.0,18505.0,18632.0,14474.0,15183.0,17060.0,16661.0,14329.0,17549.0,15495.0,15338.0,13512.0,13571.0,17744.0,17538.0,24832.0,26552.0,14336.0,15038.0,37069.0,38831.0,18872.0,17526.0,13812.0,14781.0,15677.0,15713.0
412,14599.0,15119.0,16392.0,15431.0,28459.0,27799.0,18583.0,18713.0,25188.0,26481.0,17327.0,18797.0,28739.0,29734.0,17331.0,16775.0,21663.0,22352.0,17722.0,18064.0,18345.0,17927.0,25894.0,24793.0,21239.0,21678.0,15961.0,16881.0,16450.0,15754.0,16432.0,17577.0
413,27028.0,29694.0,23606.0,21649.0,20271.0,21069.0,18708.0,18992.0,19477.0,19880.0,17813.0,18449.0,21218.0,23612.0,18397.0,18212.0,20833.0,20409.0,20335.0,20195.0,16026.0,15812.0,15547.0,15084.0,17266.0,17315.0,16936.0,18932.0,17005.0,17401.0,18356.0,17872.0
414,20676.0,22502.0,24467.0,25076.0,16274.0,17213.0,18599.0,17183.0,16378.0,16553.0,33212.0,32129.0,15921.0,16876.0,30733.0,27385.0,18512.0,18795.0,18221.0,17451.0,19240.0,17846.0,17594.0,18468.0,15068.0,16922.0,18497.0,19093.0,15031.0,16101.0,16955.0,15922.0
415,13945.0,14679.0,14590.0,14669.0,13544.0,15552.0,20377.0,22259.0,15142.0,15711.0,21065.0,20538.0,15284.0,15922.0,18857.0,19556.0,16260.0,17131.0,16479.0,16290.0,16095.0,17797.0,20517.0,24639.0,14194.0,13909.0,14104.0,14961.0,19667.0,19621.0,21774.0,20750.0
416,15136.0,14331.0,15215.0,14786.0,15266.0,16506.0,14705.0,15389.0,15791.0,16034.0,15853.0,15387.0,15992.0,17087.0,15911.0,15358.0,15165.0,14233.0,14413.0,15509.0,27093.0,24407.0,14881.0,14472.0,17431.0,17877.0,27210.0,27692.0,24851.0,24359.0,20946.0,20987.0
417,15671.0,14630.0,15535.0,15425.0,15145.0,14785.0,20401.0,21754.0,15434.0,16358.0,14854.0,17099.0,18048.0,18146.0,16245.0,15508.0,19016.0,19674.0,15843.0,14080.0,21196.0,21547.0,20866.0,22863.0,23619.0,23292.0,19971.0,19000.0,16509.0,17016.0,16151.0,15982.0
418,15725.0,18352.0,17018.0,17932.0,33386.0,36587.0,16680.0,18253.0,36443.0,31403.0,18023.0,18551.0,26380.0,28855.0,20163.0,19362.0,21095.0,20729.0,35044.0,29977.0,15124.0,15821.0,14828.0,14957.0,16937.0,17091.0,16688.0,17505.0,16543.0,16635.0,16961.0,16684.0
419,22161.0,22110.0,29315.0,30344.0,19182.0,21659.0,17418.0,17285.0,21174.0,21214.0,18655.0,16421.0,18429.0,20997.0,20444.0,20541.0,22072.0,23236.0,21055.0,20619.0,20552.0,20986.0,19541.0,19238.0,16351.0,17133.0,17128.0,17285.0,16830.0,16241.0,17944.0,17052.0
420,23013.0,23232.0,22006.0,21240.0,18505.0,17807.0,19151.0,21849.0,18169.0,19460.0,26298.0,30765.0,19168.0,19271.0,26789.0,23789.0,17001.0,18115.0,19592.0,17947.0,18881.0,20604.0,23005.0,23312.0,15588.0,16526.0,16119.0,16905.0,15646.0,16281.0,18070.0,16705.0
421,15107.0,15254.0,17671.0,17388.0,16510.0,16086.0,18185.0,18626.0,14584.0,15130.0,15401.0,15312.0,14159.0,14427.0,15470.0,13722.0,16995.0,16825.0,18023.0,16754.0,19091.0,19669.0,20729.0,18378.0,15527.0,15704.0,16184.0,15495.0,22489.0,22521.0,32149.0,29182.0
422,13973.0,14088.0,14588.0,13906.0,14155.0,14603.0,18258.0,19238.0,15015.0,14693.0,14460.0,14665.0,14553.0,14780.0,15302.0,15112.0,15179.0,14928.0,15659.0,14684.0,25969.0,23713.0,17763.0,18372.0,29633.0,28123.0,30025.0,31562.0,26380.0,27760.0,19381.0,19827.0
423,16576.0,17089.0,16131.0,16198.0,16359.0,17622.0,16976.0,17143.0,17233.0,17016.0,18152.0,16798.0,18485.0,19785.0,17039.0,16604.0,22058.0,21138.0,18246.0,18788.0,15338.0,16309.0,16775.0,17754.0,18936.0,21294.0,23853.0,23097.0,18819.0,18451.0,18471.0,18791.0
424,17070.0,16873.0,17432.0,17330.0,28172.0,27623.0,17714.0,16615.0,32814.0,35591.0,18909.0,17848.0,28501.0,29870.0,18672.0,18975.0,23803.0,24867.0,27107.0,27540.0,18222.0,19759.0,17366.0,18625.0,15033.0,17351.0,15242.0,15752.0,16242.0,17051.0,17883.0,16832.0
425,22374.0,22018.0,27851.0,30446.0,16942.0,16648.0,14622.0,17567.0,22375.0,22513.0,15997.0,16026.0,17446.0,19978.0,18079.0,18514.0,17254.0,16932.0,16971.0,17973.0,17150.0,17640.0,17427.0,17204.0,14852.0,16194.0,15427.0,16405.0,15942.0,15802.0,15826.0,15651.0
426,23848.0,23708.0,23311.0,23633.0,16732.0,18563.0,20264.0,19747.0,16646.0,16631.0,24514.0,23410.0,16857.0,17749.0,28385.0,27202.0,15534.0,16259.0,16902.0,16542.0,15790.0,16265.0,21358.0,21315.0,17097.0,17166.0,16477.0,15233.0,16612.0,16015.0,16209.0,15875.0
427,18073.0,17754.0,17360.0,17643.0,16629.0,17207.0,19210.0,19261.0,17553.0,18058.0,20646.0,20101.0,17369.0,18518.0,17944.0,18503.0,15942.0,15289.0,15523.0,15195.0,25926.0,28809.0,16827.0,18726.0,17369.0,17050.0,16431.0,16971.0,25936.0,23833.0,26309.0,28067.0
428,15066.0,15620.0,15837.0,16056.0,16083.0,18828.0,18138.0,17246.0,16526.0,15322.0,16365.0,16387.0,15127.0,16790.0,16088.0,15733.0,26184.0,25814.0,18643.0,17987.0,19302.0,22128.0,23423.0,21069.0,27861.0,33834.0,28032.0,33715.0,26032.0,32800.0,22327.0,23337.0
429,19148.0,19248.0,21074.0,19365.0,17763.0,19237.0,18458.0,19042.0,17091.0,17911.0,19109.0,17935.0,17815.0,19198.0,17862.0,17753.0,19623.0,19070.0,21161.0,21648.0,16582.0,14518.0,15426.0,15797.0,16873.0,16902.0,25135.0,28895.0,17075.0,17382.0,18082.0,17011.0
430,16248.0,15954.0,15335.0,16304.0,26789.0,28162.0,15537.0,17122.0,25910.0,25821.0,16326.0,16662.0,28549.0,27717.0,16149.0,15509.0,19086.0,17730.0,18978.0,19596.0,18478.0,18758.0,18451.0,17976.0,15245.0,15285.0,15713.0,15556.0,15783.0,15112.0,15858.0,15574.0
431,20727.0,20663.0,26388.0,26259.0,18397.0,18773.0,20052.0,17754.0,18685.0,19249.0,15757.0,16964.0,19295.0,20558.0,18392.0,18710.0,18102.0,17290.0,18184.0,17911.0,16174.0,17062.0,20605.0,21377.0,15725.0,16226.0,16141.0,15598.0,16113.0,15806.0,15940.0,15419.0
432,27196.0,27868.0,21798.0,21678.0,16530.0,16644.0,17782.0,17968.0,15840.0,17321.0,27105.0,27032.0,15712.0,16703.0,22795.0,22685.0,16361.0,15877.0,17006.0,16856.0,23208.0,23589.0,16870.0,17282.0,16598.0,16893.0,16763.0,18267.0,16562.0,16489.0,17408.0,18384.0
433,18215.0,18508.0,17257.0,16733.0,15752.0,16375.0,27531.0,27765.0,14210.0,14556.0,14813.0,15077.0,14316.0,15049.0,13422.0,14563.0,19530.0,17879.0,15342.0,14894.0,23425.0,23518.0,19847.0,19080.0,23746.0,26452.0,14241.0,14768.0,19521.0,20093.0,30136.0,29740.0
434,14742.0,16927.0,15871.0,15109.0,15958.0,15561.0,15315.0,16768.0,19182.0,17743.0,18318.0,16924.0,17994.0,17673.0,18055.0,18053.0,20266.0,19069.0,27242.0,25364.0,16080.0,15419.0,15710.0,15497.0,20175.0,21336.0,29369.0,31889.0,25378.0,27459.0,26659.0,24777.0
435,21745.0,24483.0,18214.0,18039.0,18469.0,19668.0,17431.0,18914.0,19761.0,21064.0,20382.0,19851.0,19657.0,24208.0,18957.0,23211.0,18061.0,17843.0,19201.0,19359.0,17360.0,16770.0,17735.0,16768.0,19193.0,19804.0,25404.0,27935.0,22394.0,19742.0,20851.0,20981.0
436,17786.0,16120.0,18370.0,17436.0,28540.0,29327.0,19988.0,19649.0,27621.0,24647.0,17832.0,17771.0,30583.0,32795.0,18766.0,18347.0,19084.0,21018.0,18989.0,19315.0,21972.0,18698.0,18176.0,20573.0,16331.0,17812.0,18289.0,16974.0,16949.0,17242.0,18832.0,17361.0
437,19456.0,19435.0,27034.0,25626.0,22583.0,23324.0,19225.0,21265.0,15136.0,17208.0,16762.0,14862.0,16561.0,18747.0,25324.0,26492.0,18812.0,16792.0,19735.0,17765.0,18953.0,18843.0,18621.0,19027.0,15127.0,15441.0,15462.0,16363.0,16563.0,15217.0,16173.0,15724.0
438,17850.0,18907.0,17147.0,16893.0,14562.0,13673.0,16270.0,17210.0,15761.0,15611.0,27746.0,28961.0,15827.0,17405.0,25898.0,23037.0,16979.0,14884.0,15774.0,16237.0,31207.0,32245.0,19997.0,19108.0,17262.0,17897.0,15569.0,15305.0,15421.0,14760.0,15929.0,15266.0
439,15053.0,15696.0,14930.0,15908.0,15419.0,16251.0,16610.0,16566.0,18389.0,18550.0,22027.0,21713.0,17488.0,19572.0,18557.0,17166.0,20331.0,20150.0,20331.0,19211.0,17553.0,16671.0,17302.0,16651.0,28396.0,30143.0,18882.0,19469.0,24986.0,23495.0,25237.0,27552.0
440,19658.0,19510.0,20856.0,19952.0,19348.0,18872.0,21367.0,20063.0,21230.0,18454.0,17094.0,18308.0,18361.0,19149.0,19391.0,19095.0,22212.0,23129.0,30372.0,27834.0,16719.0,15015.0,15361.0,14676.0,22581.0,20682.0,33727.0,45556.0,26258.0,23747.0,22586.0,23765.0
441,18925.0,17601.0,18221.0,18744.0,18523.0,17836.0,17801.0,18717.0,22715.0,22676.0,19463.0,17126.0,16425.0,20888.0,17487.0,18386.0,19945.0,19305.0,19718.0,19116.0,18576.0,20430.0,19813.0,21562.0,16153.0,17530.0,18211.0,19407.0,16535.0,17139.0,19247.0,18956.0
442,14787.0,14362.0,14469.0,14443.0,28569.0,29764.0,17980.0,19421.0,27072.0,25813.0,14683.0,14221.0,23969.0,26785.0,14441.0,14210.0,20315.0,18933.0,23072.0,21529.0,19902.0,19369.0,22700.0,24017.0,13115.0,13668.0,13300.0,13640.0,13785.0,13782.0,13960.0,13819.0
443,15890.0,16144.0,25192.0,24016.0,15311.0,15569.0,14551.0,14952.0,16800.0,17749.0,16933.0,16327.0,19162.0,18823.0,21552.0,20577.0,14336.0,14319.0,14080.0,14681.0,16524.0,16259.0,14543.0,14709.0,14656.0,15830.0,15237.0,15006.0,16261.0,14852.0,16436.0,15346.0
444,21003.0,21092.0,18267.0,18463.0,14564.0,16026.0,16368.0,16307.0,15721.0,15836.0,29204.0,30035.0,15911.0,17038.0,24523.0,23813.0,18201.0,16585.0,15373.0,16008.0,22284.0,21488.0,19058.0,19517.0,24778.0,26715.0,19162.0,19919.0,15537.0,16671.0,17155.0,15662.0
445,15461.0,16453.0,15550.0,16411.0,16505.0,16279.0,15160.0,15920.0,17225.0,16725.0,24817.0,24505.0,16613.0,18186.0,16181.0,16602.0,22926.0,21723.0,29693.0,36936.0,15790.0,15468.0,16141.0,16346.0,19956.0,20513.0,24072.0,24145.0,22612.0,24535.0,25518.0,24550.0
