op_rw_wait_sa_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
417,0,0,0.002913,0,0,0,0,0,0.002805,0,0,0,0.040225,0.002058,0,0,0.000798,0,0.001498,0.00098,0,0,0.000821,0.000915,0.001531,0.002706,0,0,0.001118,0,0.002605,0
418,0.002816,0,0,0,0.006284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001851,0.00261,0.003287,0,0,0,0.004245,0.000844,0,0,0,0.007056,0,0
419,0,0,0,0,0.001858,0,0,0,0,0,0,0.002016,0,0,0,0,0,0.001852,0,0,0.005827,0,0,0,0,0,0,0,0,0.0024,0,0
420,0,0,0,0,0,0,0,0,0,0,0,0,0.004294,0,0.198752,0,0,0,0,0,0,0.001354,0,0.001365,0,0,0,0,0,0,0,0
421,0,0.008155,0,0,0.009743,0,0.008184,0.005639,0.001171,0.002353,0.002644,0.002672,0.002582,0.005214,0.003845,0,0,0,0,0,0,0,0,0,0.023578,0,0.014729,0.023331,0.001927,0.007206,0.012769,0.000756
422,0.001026,0.003144,0,0.005203,0,0,0.004145,0.003471,0.001056,0,0,0,0.000814,0,0,0.022222,0,0.001579,0,0,0,0,0.002009,0,0.001432,0.000785,0.000769,0,0.000703,0,0,0.022086
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008592,0.002019,0.014718,0,0.001473,0,0.001301,0.004076,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0.008709,0.004834,0.00914,0,0,0,0.005415,0,0.003249,0,0,0.008385,0,0.004114,0,0.003039,0,0,0,0,0,0,0,0,0,0.005092,0,0.007066,0,0,0.001841
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001366,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0.025811,0,0.000803,0,0,0.00308,0,0,0.012849,0,0,0,0,0,0,0,0,0,0,0.000685,0,0,0,0.005106,0.001469,0
429,0,0,0,0.002447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001136,0
431,0,0.001521,0.001607,0.002078,0,0.001003,0,0,0.02114,0.001117,0,0,0,0.001573,0.001803,0,0,0,0,0.003981,0,0,0,0,0,0.000976,0,0,0,0,0,0.001378
432,0.001224,0.001935,0,0,0,0,0,0,0,0,0,0,0,0,0.005061,0.003961,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0.001695,0.002057,0,0.001585,0.00158,0.003127,0,0.003329,0,0,0,0,0,0,0,0.001983,0,0,0.002169,0,0.002814,0
434,0,0.002684,0.001533,0,0.003897,0,0.003333,0,0,0,0,0,0,0,0,0,0,0.003885,0,0,0.002434,0,0.001071,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306332,0,0,0,0,0.002218,0,0,0,0,0,0,0,0,0,0,0.002072
436,0.002471,0,0.002799,0,0,0,0,0.002717,0,0,0,0,0,0.002109,0,0,0,0,0,0,0,0,0,0,0.003767,0.002776,0.003023,0,0,0,0,0.011922
437,0,0,0,0,0,0,0,0,0.001937,0.000782,0,0.001244,0.001736,0,0.001951,0,0,0.001189,0,0.008536,0.002513,0.001134,0,0,0,0,0,0,0,0,0,0.000722
438,0.000947,0.000955,0.00196,0.001675,0.001791,0,0.014368,0,0.007151,0.001402,0,0.005074,0.003492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132,0,0,0,0,0
439,0,0,0.019182,0,0,0,0.017683,0,0,0.003412,0,0.002773,0,0,0,0.004257,0,0,0,0,0,0.004834,0,0,0,0,0,0,0,0.003444,0,0
440,0,0,0,0.002842,0.001873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005852,0,0.004576,0,0.001841,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0.006162,0,0,0,0,0.006675,0.004438,0,0,0,0,0,0,0,0,0,0.004325,0.002149,0,0,0.00496,0,0.002584
443,0,0.003599,0.003037,0,0.004881,0.003163,0.001823,0.00389,0.002932,0.003827,0,0.003525,0.004759,0.003851,0.004605,0.001601,0,0,0,0,0,0,0,0,0,0.003225,0.007098,0,0,0.009983,0.009381,0.003929
