journal_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
122,159428608,122880000,302247936,295845888,279175168,294961152,295792640,318947328,350732288,354291712,364982272,358555648,252686336,263675904,382214144,372109312,292442112,282738688,229298176,230215680,135004160,140984320,172806144,178839552,198975488,181411840,104382464,109576192,251584512,249753600,106201088,114786304
123,208093184,174493696,352268288,347746304,331526144,349147136,347693056,368758784,108662784,114114560,119062528,98045952,307765248,332238848,136437760,140070912,343928832,326909952,275320832,276127744,182910976,186806272,221257728,224538624,251269120,233066496,156770304,160493568,303812608,302006272,160788480,168194048
124,262569984,231268352,88244224,87986176,385503232,74547200,95518720,103788544,160555008,164630528,156311552,151859200,358494208,372043776,185937920,174321664,118382592,102838272,340676608,344412160,249356288,253128704,285921280,292786176,302489600,289030144,206848000,215298048,355491840,354766848,217399296,223215616
125,318435328,286224384,148164608,144101376,119455744,128098304,145813504,154628096,215986176,221937664,212488192,204853248,89063424,89325568,240881664,228487168,161521664,142544896,381620224,387325952,291012608,296390656,326709248,331759616,56549376,345411584,265392128,273866752,408403968,404201472,276570112,281063424
126,83845120,347652096,207888384,205336576,179044352,188231680,214069248,221573120,278859776,285954048,275066880,267616256,154284032,152309760,304201728,290336768,220274688,201818112,119746560,121053184,348889088,354947072,388550656,394403840,122359808,111386624,327774208,334790656,127680512,125526016,340508672,341352448
127,136052736,104648704,257347584,250720256,224804864,240148480,259969024,270569472,328175616,334036992,321835008,316207104,203046912,203534336,352436224,335179776,274255872,252551168,172900352,177381376,68292608,78135296,125452288,129703936,170426368,159260672,376082432,388796416,178348032,176218112,387477504,396070912
128,195743744,173764608,320450560,307089408,279035904,299728896,322736128,325869568,390094848,398323712,382058496,371101696,261369856,276348928,79314944,72220672,321699840,297979904,218742784,221618176,112693248,124043264,173064192,174276608,230277120,218497024,89235456,91172864,235212800,232333312,124624896,120807424
129,239341568,209563648,365670400,359256064,332599296,352399360,370483200,379498496,97574912,95293440,106954752,106381312,307380224,312872960,116518912,116162560,380030976,355868672,278249472,281948160,172675072,185606144,232529920,236728320,273747968,266473472,137961472,142573568,280719360,282259456,174030848,170811392
130,287936512,262139904,110465024,106905600,58130432,70238208,93474816,96956416,147234816,149577728,159567872,157335552,358912000,364691456,170340352,167108608,117608448,113651712,337911808,342855680,230223872,242876416,291622912,294727680,322420736,315863040,186695680,191922176,329285632,331362304,223031296,224145408
131,45563904,309121024,157503488,153141248,103579648,117805056,139300864,144916480,192233472,196521984,206368768,203055104,85520384,93835264,219385856,212332544,161644544,155783168,380547072,62042112,272699392,287518720,334888960,340107264,81575936,56799232,232550400,241917952,59228160,54611968,271605760,272351232
132,112832512,81784832,231571456,226258944,178376704,183283712,198184960,217784320,260886528,272343040,269692928,266850304,147091456,158584832,287834112,283713536,206180352,199356416,103137280,105377792,318611456,330932224,378425344,383078400,153911296,125374464,299606016,306991104,124665856,120045568,334184448,338194432
133,162529280,127860736,281649152,274788352,220839936,234483712,262078464,263299072,315621376,320843776,323883008,319778816,199983104,219807744,339566592,326443008,269410304,261763072,166727680,170106880,380137472,394784768,114126848,117604352,206012416,184299520,355323904,360943616,180924416,177610752,393031680,396500992
134,216756224,193138688,332365824,332410880,281964544,299261952,310636544,321900544,370114560,381280256,383598592,383430656,255692800,273428480,94965760,91742208,326385664,314765312,218124288,224231424,127426560,128872448,169635840,172032000,268091392,239427584,119398400,114130944,236343296,230875136,139038720,128204800
135,265596928,240013312,384204800,374214656,323960832,342896640,360181760,373829632,104792064,99917824,117288960,115146752,308129792,326815744,134832128,136962048,384262144,371675136,277684224,282759168,185647104,188215296,225161216,232054784,306282496,287182848,158121984,163483648,283594752,278753280,183267328,178647040
136,33456128,289222656,103829504,94756864,61911040,65441792,89874432,88166400,149987328,145195008,164106240,165855232,31305728,374554624,179220480,179462144,116604928,105504768,319864832,327798784,231141376,231424000,271929344,277467136,55812096,38940672,207200256,210706432,329940992,324624384,230518784,226369536
137,95916032,61734912,171593728,166035456,132009984,138293248,158965760,150437888,220123136,220160000,231346176,227147776,97746944,103444480,249520128,257372160,171274240,160899072,60731392,64081920,285257728,285790208,327057408,332279808,124133376,117178368,274010112,290881536,98869248,104693760,301092864,304984064
138,173170688,139603968,244776960,234594304,201846784,202924032,221577216,238473216,285839360,289361920,301473792,300089344,170201088,176922624,327589888,319684608,234872832,223346688,122839040,131002368,348880896,352501760,392409088,395759616,194228224,180056064,346542080,358223872,168202240,175288320,377290752,373633024
139,216170496,185888768,295931904,289554432,249114624,258211840,275046400,281980928,338169856,337555456,354750464,347975680,223076352,229322752,374468608,365801472,303591424,287477760,192311296,197914624,419172352,422293504,150163456,149991424,240709632,230469632,392400896,403615744,219045888,215273472,425287680,419684352
140,271237120,248152064,354471936,345260032,303869952,318054400,332279808,342016000,394153984,401092608,416837632,408047616,279937024,287514624,145457152,133980160,349806592,333787136,239472640,246657024,151777280,151539712,198230016,197828608,297701376,285007872,148054016,154202112,276025344,275382272,150401024,140443648
141,313593856,295677952,391774208,70656000,342216704,356319232,369475584,379133952,121790464,118800384,135475200,128811008,316477440,326037504,181686272,171302912,410521600,391716864,298409984,304549888,210325504,210599936,256806912,255959040,36986880,321179648,182276096,188846080,312463360,308785152,188608512,176775168
142,84107264,350490624,128995328,125493248,87359488,101761024,98185216,121393152,179822592,176857088,188026880,180105216,71872512,90722304,235134976,228921344,134258688,122494976,337788928,345886720,251211776,250593280,297402368,296501248,94785536,77877248,236756992,248565760,372461568,367280128,244416512,233594880
143,142598144,90476544,190574592,178589696,142098432,152432640,152948736,171540480,237309952,236789760,250429440,235061248,127778816,134975488,288739328,287571968,191221760,176201728,80736256,81739776,306696192,305954816,351948800,353071104,147922944,131272704,297193472,300818432,104284160,100179968,304463872,285200384
144,188407808,135008256,234209280,229548032,193175552,206364672,203657216,230703104,283967488,285437952,296099840,290369536,180318208,196673536,343990272,331624448,247066624,231579648,135794688,139264000,361406464,363601920,409858048,411336704,197349376,183300096,346116096,359174144,157032448,154271744,356450304,343318528
145,237940736,188018688,286060544,276312064,241135616,259584000,254771200,281317376,333058048,334180352,347181056,343543808,230174720,249958400,69582848,65966080,291934208,275738624,181813248,185278464,63655936,63942656,114221056,131809280,246222848,233754624,395894784,408719360,209076224,205549568,406855680,395513856
146,282271744,232538112,333512704,316948480,280363008,299945984,297783296,325070848,380313600,381530112,390942720,389783552,275742720,298901504,113823744,112721920,341078016,324730880,232656896,234160128,111280128,113061888,162258944,179896320,290631680,279801856,97619968,101408768,254959616,250441728,97390592,89718784
147,36081664,268197888,47722496,59465728,317603840,339718144,329773056,367984640,86016000,83947520,90976256,91877376,33243136,328302592,146231296,145006592,62726144,55877632,279482368,280780800,157278208,159145984,210235392,228958208,55181312,31895552,133537792,135118848,286113792,283860992,133234688,120115200
148,98082816,61698048,109760512,111366144,78430208,80973824,78311424,81158144,145051648,147476480,153477120,153792512,96276480,84193280,208384000,201740288,101650432,92680192,319963136,321888256,199016448,201105408,251183104,269410304,113307648,94093312,187486208,196104192,347152384,343449600,196702208,184504320
149,164859904,128016384,176779264,175386624,140541952,150245376,143753216,149938176,214474752,217735168,220299264,219430912,160403456,151379968,277798912,264904704,168771584,157208576,91435008,93741056,264052736,265416704,310427648,335253504,179929088,160325632,256385024,262979584,123641856,120221696,266223616,252788736
150,219320320,186392576,235913216,232542208,196874240,206524416,200572928,205791232,269500416,272056320,276779008,277217280,218824704,212115456,332820480,321024000,223944704,209051648,144936960,149897216,316571648,320790528,372121600,393052160,234205184,216494080,308277248,322457600,178200576,176177152,320843776,308801536
151,271933440,238645248,289366016,286031872,248700928,259395584,255741952,258641920,323547136,324489216,326074368,329977856,270143488,265719808,110112768,97775616,278335488,265777152,202199040,205512704,86917120,86654976,126930944,126644224,286257152,271925248,85225472,85983232,232972288,229490688,375218176,364474368
152,41422848,284110848,336297984,326938624,293711872,303611904,297177088,303316992,367095808,371912704,373112832,375590912,319717376,314986496,151953408,138842112,329580544,314699776,252854272,258113536,139300864,140591104,178208768,180092928,46309376,317796352,127262720,129171456,276287488,275054592,102944768,113410048
153,91742208,39702528,83247104,82563072,337821696,356290560,58437632,354541568,93876224,87334912,104439808,113123328,76525568,57913344,203780096,185913344,67710976,60575744,300400640,302419968,184553472,186363904,226975744,228388864,94547968,79577088,175431680,181936128,325951488,323493888,151191552,161406976
154,163938304,115462144,154238976,150315008,107331584,110297088,128495616,134938624,164499456,162467840,175923200,182022144,146321408,126488576,275202048,255512576,118509568,112607232,349196288,352251904,232316928,238899200,274255872,273362944,172306432,162037760,245116928,265101312,395853824,81805312,219623424,231051264
155,220618752,175837184,218521600,207245312,170725376,172933120,188354560,190373888,223641600,219750400,235679744,243908608,206880768,193593344,334299136,313360384,189992960,191995904,115646464,110403584,309813248,307073024,356405248,343375872,222171136,211492864,310267904,311848960,143507456,143142912,285114368,295866368
156,276615168,227000320,270368768,266817536,234004480,234532864,250634240,246857728,273399808,281395200,298340352,298008576,265732096,250441728,96940032,67477504,249892864,240664576,165560320,167649280,365666304,364601344,408825856,404164608,277405696,271568896,359612416,370475008,205238272,190164992,333516800,358400000
157,320692224,277893120,321101824,313364480,267911168,278327296,293634048,297476096,326868992,326815744,341852160,347459584,312287232,304508928,140619776,114950144,313434112,296931328,230162432,222105600,110882816,102096896,135942144,130383872,323031040,316424192,93499392,96141312,246464512,241569792,391094272,405954560
158,68149248,314859520,52178944,41193472,304459776,318418944,332537856,338079744,365813760,365367296,380620800,386142208,49737728,345251840,179724288,152080384,355102720,339603456,271101952,271818752,153542656,150409216,185503744,179974144,72654848,53067776,130965504,138805248,285753344,282324992,99864576,110796800
159,117157888,61186048,100106240,88735744,351109120,366616576,60727296,58810368,81809408,92434432,107827200,93868032,96210944,84869120,230187008,198897664,87752704,76312576,309858304,309862400,190668800,196370432,226557952,218046464,120545280,102301696,178040832,184913920,333402112,329129984,149200896,160477184
160,192425984,132788224,174100480,157343744,110288896,115232768,136896512,128557056,151216128,166236160,182951936,166531072,170422272,153079808,307163136,271806464,137711616,122757120,359804928,358588416,238772224,240361472,275742720,269012992,189894656,170438656,250638336,264937472,399032320,84570112,219951104,239120384
161,224862208,169226240,209002496,191606784,144875520,154890240,169189376,169754624,188702720,202874880,214802432,203751424,209563648,196091904,339017728,305905664,208879616,196079616,105832448,104013824,308211712,317583360,351440896,340316160,222969856,203014144,281698304,293146624,110501888,115482624,257363968,265072640
162,277458944,229990400,266878976,249159680,201256960,211390464,225046528,225550336,244137984,256958464,268279808,256196608,259854336,255406080,101052416,78888960,252379136,234024960,148787200,145584128,359563264,358223872,387158016,384630784,277184512,260898816,339668992,351711232,166912000,170524672,317014016,322965504
163,45047808,268316672,309805056,288747520,241213440,254525440,269438976,269844480,288276480,302227456,312545280,301322240,303775744,297529344,140779520,117063680,311267328,289431552,201814016,195129344,88625152,86114304,121507840,117248000,47783936,304300032,71782400,69214208,210817024,213450752,365195264,368189440
164,68820992,25980928,31174656,29351936,261709824,279187456,293216256,16523264,316571648,323489792,348729344,323366912,41766912,20451328,165015552,143028224,342786048,320356352,235323392,234291200,123097088,123088896,156233728,155140096,64618496,50982912,86450176,84439040,229634048,227405824,46821376,39919616
165,96669696,55226368,64770048,59367424,292515840,309436416,47820800,48619520,52502528,54071296,58355712,57634816,70991872,55701504,196046848,169668608,58466304,52695040,269856768,261636096,151937024,160059392,182939648,181182464,100470784,85692416,126242816,126775296,266334208,269910016,86839296,81997824
166,135077888,94093312,103215104,96534528,61943808,66723840,86454272,89157632,90415104,93630464,96468992,96256000,107622400,94097408,234770432,206344192,78110720,72859648,288632832,288866304,175927296,177090560,210751488,209661952,140349440,126308352,165355520,166084608,305287168,308527104,126754816,121692160
167,163311616,123092992,132022272,122986496,89788416,95952896,112750592,118796288,117051392,117145600,120324096,119840768,132878336,118980608,10510336,12267520,118845440,111181824,52277248,49516544,215937024,217243648,250531840,248291328,159723520,147017728,185573376,187478016,59027456,59428864,148594688,143106048
168,28102656,162541568,171192320,163549184,127860736,134270976,153653248,158457856,159125504,161509376,163188736,163307520,175206400,164114432,53522432,51544064,147898368,137977856,78397440,78290944,242466816,244469760,277520384,277364736,20242432,193552384,231235584,234582016,104828928,105771008,195268608,190091264
169,82284544,42414080,229126144,208494592,170778624,180404224,207056896,203284480,213475328,208658432,211906560,205549568,43192320,33886208,101834752,96382976,186535936,174764032,117739520,116977664,49197056,49381376,54149120,54763520,60280832,45928448,47202304,57188352,145051648,142987264,33116160,41111552
170,126693376,97538048,88436736,84578304,223989760,234950656,58273792,74555392,257105920,262549504,262602752,262553600,98545664,79634432,152788992,148180992,54374400,50950144,170659840,171606016,98725888,96743424,99823616,105562112,118812672,109158400,107716608,109318144,204177408,204648448,100483072,100691968
171,157876224,128737280,120733696,113786880,30900224,36507648,88051712,105750528,72974336,76066816,73928704,76226560,127598592,111448064,182857728,177541120,98430976,94904320,217038848,217600000,150138880,149606400,153780224,155045888,148123648,138989568,136257536,139202560,232583168,234061824,130224128,130392064
172,230760448,207425536,196857856,184078336,108220416,104210432,155545600,175296512,146862080,149172224,148480000,150298624,199753728,190148608,260812800,247455744,132472832,126615552,250167296,27803648,185462784,183660544,185602048,187375616,217145344,208523264,203325440,209227776,67272704,68075520,200822784,199786496
173,50540544,257941504,248000512,239038464,154198016,163307520,212283392,233234432,198959104,203034624,197468160,202448896,253616128,240832512,97845248,90247168,213086208,206147584,102326272,103153664,258560000,257130496,262467584,266477568,273735680,266117120,260419584,268382208,126074880,122060800,261906432,256442368
174,85708800,31436800,284237824,275177472,188289024,200007680,249995264,273133568,235433984,238395392,234373120,237584384,47628288,277987328,133201920,125976576,255037440,247205888,150843392,148140032,305352704,311169024,311001088,311787520,84070400,45203456,297390080,304734208,162852864,163844096,297730048,294051840
175,137330688,81534976,335667200,324345856,239054848,251084800,300081152,324542464,283766784,288849920,284225536,289337344,98390016,57434112,186159104,175087616,292208640,283901952,187318272,186839040,77533184,84656128,113467392,110239744,129675264,95887360,88563712,97161216,211116032,211283968,66674688,65138688
176,183652352,128614400,96866304,95285248,284925952,298315776,89251840,94035968,333770752,338563072,332771328,336179200,147013632,108310528,231108608,221728768,83673088,74027008,237318144,236179456,127016960,135151616,163348480,162344960,177410048,142045184,133468160,147447808,255856640,256995328,115838976,110030848
177,237740032,182747136,148918272,144617472,79077376,80162816,143601664,146382848,117395456,125685760,108011520,113725440,197877760,160919552,289607680,278351872,132820992,120537088,286113792,285069312,175271936,185122816,210657280,208982016,225943552,191660032,183848960,195379200,305655808,308420608,165634048,160792576
178,300773376,251305984,214986752,205537280,138575872,142917632,204591104,212312064,180989952,184475648,175165440,179376128,263606272,231583744,354537472,333844480,207601664,186212352,352083968,361222144,229855232,241950720,266579968,270630912,294928384,259813376,253378560,263290880,84541440,80437248,234692608,225984512
179,72142848,295194624,258486272,255381504,189763584,189865984,253575168,264183808,224907264,227987456,216657920,222998528,42692608,275922944,97804288,99819520,252686336,236298240,130813952,131764224,292204544,307372032,327753728,327499776,38375424,307077120,292134912,306769920,125882368,125362176,279814144,272568320
180,122179584,84414464,313171968,301301760,236670976,241647616,302501888,316465152,277389312,278917120,263176192,271470592,92160000,43110400,154415104,147021824,298033152,281395200,177258496,178675712,339304448,353243136,373153792,375787520,90394624,76345344,54349824,361119744,177967104,179912704,332025856,329469952
181,176271360,140931072,368619520,357855232,290336768,300920832,358039552,56221696,332804096,334991360,323194880,329498624,149565440,105091072,208166912,204144640,351739904,329273344,230338560,230514688,71565312,82087936,114294784,116436992,146092032,132907008,112033792,114601984,236855296,235642880,98156544,93655040
182,246214656,213221376,140255232,131424256,355446784,376995840,106020864,124841984,401682432,409255936,386715648,391647232,211308544,168034304,282800128,276983808,93609984,86904832,283828224,286785536,125956096,135991296,166543360,171102208,207855616,197242880,171905024,175550464,299094016,300048384,163450880,155914240
183,298373120,263245824,198078464,184467456,107651072,114589696,161587200,178257920,122904576,138432512,131944448,130068480,269471744,227053568,333123584,320917504,162717696,157966336,358031360,358576128,195792896,202207232,230240256,233836544,265261056,254775296,236347392,237805568,359096320,357269504,217186304,217550848
184,67354624,311087104,243834880,232521728,152195072,163946496,209653760,226418688,171364352,183431168,180649984,175775744,317743104,278761472,377262080,366858240,216195072,204701696,408711168,411402240,246243328,263319552,294268928,296693760,312303616,304271360,279990272,286543872,95662080,89628672,271261696,268496896
185,127352832,64864256,288669696,275767296,193335296,207593472,263593984,275849216,210931712,225972224,219303936,219287552,55595008,318210048,95981568,91168768,260648960,253378560,95485952,100556800,294318080,306077696,338497536,343465984,67428352,44802048,325021696,323305472,138903552,128614400,311021568,307154944
186,155344896,107659264,334839808,320712704,236548096,254009344,298004480,319127552,261480448,274886656,270012416,264060928,105107456,75976704,147746816,141328384,314920960,299446272,143888384,157937664,345161728,358477824,58400768,389107712,114573312,97820672,65511424,66760704,185503744,177446912,360988672,358805504
187,221818880,171319296,399462400,382910464,298532864,320991232,68132864,81928192,320471040,336973824,330211328,329158656,168947712,142372864,211701760,203784192,351117312,340754432,188358656,190582784,77774848,77996032,95178752,102924288,180805632,160268288,128811008,128970752,248709120,239529984,101081088,100564992
188,278298624,235573248,128856064,126971904,352059392,377012224,134692864,156233728,384815104,396316672,392781824,382169088,225476608,201383936,270835712,261623808,101855232,105521152,250544128,254828544,141926400,141647872,161447936,165416960,236474368,220168192,189550592,198742016,309911552,296898560,164290560,159227904
189,54566912,289382400,189325312,184590336,105984000,111874048,183525376,199520256,119300096,128204800,138088448,136744960,287051776,267927552,328466432,317497344,159555584,161411072,307154944,317247488,199139328,199049216,216887296,221835264,293765120,279605248,245116928,250699776,370618368,356327424,222904320,217542656
190,102236160,71573504,239276032,236474368,154292224,161062912,229113856,252284928,162398208,175050752,183627776,187457536,62074880,312504320,374181888,363356160,217128960,219758592,362778624,368660480,256630784,263520256,273334272,276475904,341753856,329986048,291446784,298713088,90689536,83394560,268455936,265699328
191,148492288,118767616,285913088,278581248,200470528,208510976,277458944,298811392,210497536,221405184,233521152,233836544,110092288,75497472,109113344,107560960,266059776,262311936,101683200,108630016,301666304,308166656,322048000,329822208,93839360,87085056,337240064,345624576,137777152,128745472,319201280,314064896
192,199835648,172875776,340803584,332402688,253820928,263745536,332263424,56561664,265023488,278081536,286679040,287703040,162582528,131276800,164524032,159334400,316309504,310067200,148238336,157675520,349839360,358064128,370126848,378703872,148541440,141418496,80252928,71897088,191221760,183934976,374714368,370794496
193,261148672,239685632,406192128,84262912,317677568,327450624,102440960,126083072,331407360,344256512,348778496,352915456,228651008,195936256,227504128,223412224,371048448,362201088,201932800,211283968,85504000,85135360,116297728,112365568,211140608,208379904,144142336,139526144,254885888,247447552,110637056,110927872
194,324595712,302243840,156209152,153243648,376754176,396267520,173318144,187650048,395718656,410673152,412676096,419860480,296046592,263520256,291848192,285159424,118366208,115417088,265805824,274886656,149864448,154169344,182472704,177045504,279166976,273125376,208351232,207958016,329912320,310493184,180187136,169205760
195,90300416,60284928,193536000,193392640,106766336,112128000,209584128,238948352,115404800,125657088,140472320,137224192,337018880,311177216,338460672,331427840,193265664,175968256,331292672,347795456,218202112,220209152,245334016,242561024,316608512,317026304,250667008,251101184,365420544,355610624,220364800,220205056
196,139657216,110485504,248381440,240152576,161112064,165752832,262729728,288137216,170786816,179953664,196030464,192045056,74784768,78258176,390819840,380727296,230584320,219693056,374108160,386519040,258920448,265576448,293408768,289411072,369283072,372772864,304627712,304414720,96428032,98197504,276054016,274333696
197,186572800,165642240,295124992,293109760,211165184,215662592,315535360,42147840,220151808,231927808,247394304,240287744,122109952,127160320,125579264,115085312,283680768,270364672,126906368,131764224,308330496,315006976,343945216,343076864,88637440,105095168,69144576,355069952,147226624,148062208,327729152,331472896
198,238223360,214310912,346009600,340647936,254713856,265617408,66224128,91164672,270221312,281583616,299638784,291348480,174350336,181420032,175259648,165359616,337518592,321761280,177139712,185036800,358137856,369258496,83386368,68603904,139845632,155729920,119021568,102330368,198660096,199680000,378613760,377950208
199,295559168,272125952,405868544,398127104,312008704,325111808,127180800,152547328,327847936,339771392,358924288,349204480,229380096,240300032,236724224,221114368,386564096,370348032,226951168,235630592,88276992,88752128,135499776,118018048,196374528,211267584,173641728,158154752,258035712,258387968,102752256,99307520
200,45527040,322330624,122953728,134647808,359903232,376070144,173121536,197537792,377032704,400191488,401227776,405504000,282898432,293408768,289701888,277499904,120434688,117202944,287358976,289628160,148111360,143507456,190877696,175824896,240508928,261091328,218038272,213491712,306520064,299851776,151216128,148500480
201,82456576,66457600,163778560,162750464,75444224,74493952,211152896,239132672,76693504,75010048,95830016,93302784,40706048,333680640,323809280,306872320,173084672,168452096,332296192,338665472,198148096,194338816,236208128,225464320,281710592,300617728,260612096,251461632,343498752,341880832,188751872,191639552
202,127909888,110149632,208719872,207839232,118128640,120811520,256520192,284459008,120877056,119607296,142548992,139374592,88698880,59162624,50098176,54759424,208351232,202633216,373604352,380313600,232161280,238055424,281833472,265711616,326316032,347041792,305221632,297058304,59576320,59543552,235929600,239390720
203,184733696,170348544,276586496,263528448,173445120,178040832,52002816,66940928,179273728,185491456,198746112,197464064,147464192,119472128,112410624,108953600,253120512,246202368,82923520,86577152,276631552,283406336,326987776,311054336,92839936,100073472,83230720,63533056,118292480,115986432,295620608,295305216
204,240738304,226045952,328388608,324050944,228577280,236089344,108212224,127184896,237133824,236896256,255946752,257482752,201121792,178245632,165515264,164343808,318214144,307392512,142602240,150892544,337469440,339677184,77963264,73175040,146784256,151568384,141021184,127856640,178008064,173465600,355872768,357236736
205,293699584,274956288,379064320,368238592,277192704,291418112,158715904,172355584,287404032,286969856,302440448,302882816,248840192,229654528,215089152,208605184,371777536,362258432,200876032,203190272,95809536,93499392,135954432,137502720,189046784,193159168,181964800,167358464,216682496,215724032,70762496,74801152
206,68923392,58511360,123400192,113393664,326344704,340684800,209002496,229306368,340017152,343613440,358445056,57057280,299016192,286261248,263213056,265768960,109748224,99209216,244469760,248213504,138309632,135909376,177336320,178950144,239271936,244764672,235286528,218681344,267051008,263118848,118587392,126341120
207,107151360,96071680,155389952,148836352,73469952,75051008,248750080,269447168,75452416,75927552,96563200,90247168,70950912,50229248,305557504,300777472,157679616,146210816,293965824,298020864,187006976,184930304,232894464,231948288,281542656,291786752,278093824,265838592,314318848,312340480,168009728,172027904
208,153616384,152305664,206131200,199028736,131485696,125935616,298618880,35598336,122810368,132579328,151113728,150077440,124968960,98770944,61763584,56356864,202407936,190320640,337514496,344903680,230432768,233140224,272838656,273719296,333656064,344891392,55717888,28819456,61870080,60018688,217653248,219607040
209,217530368,210321408,278646784,269017088,189317120,187793408,80330752,99385344,189370368,194174976,209072128,207147008,180420608,171298816,127664128,126062592,250068992,236429312,86884352,87310336,278904832,282779648,320122880,320311296,105238528,106496000,113004544,88576000,120610816,122163200,284143616,281272320
210,270118912,266604544,335536128,315150336,232996864,250986496,135323648,159809536,256593920,252260352,271036416,261599232,255422464,242110464,191676416,184459264,316039168,301305856,142602240,150466560,340099072,348323840,75051008,76849152,152690688,157999104,167178240,146792448,176631808,175669248,334811136,338137088
211,320204800,321363968,383258624,369672192,284225536,301301760,193585152,212099072,297074688,298352640,318787584,315396096,291127296,279355392,231505920,230121472,371077120,354713600,200192000,203984896,97681408,97517568,132911104,133816320,208293888,211230720,224878592,207593472,228896768,232718336,89952256,85098496
212,85237760,92205056,108519424,107266048,343068672,347123712,236187648,262103040,349765632,350351360,67629056,94478336,53952512,331243520,292311040,280096768,115404800,108466176,258580480,260325376,148865024,148967424,190939136,187252736,255111168,256061440,272175104,248807424,286826496,277016576,136835072,137523200
213,126083072,133369856,148713472,151269376,85127168,90746880,282664960,305725440,90087424,91652096,109862912,140836864,100274176,85983232,332247040,327667712,165306368,165457920,304447488,301531136,193257472,207060992,230629376,238317568,300666880,305102848,52953088,299016192,326705152,328876032,179396608,178401280
214,173981696,185663488,202915840,196177920,134643712,141328384,42033152,88276992,146636800,140271616,159551488,191434752,150577152,135847936,107974656,101052416,206761984,197414912,349474816,350146560,243994624,246202368,276230144,283410432,344440832,348372992,98025472,59228160,61075456,61751296,225271808,224555008
215,234680320,248283136,265310208,256315392,193265664,206680064,97697792,144822272,205836288,206499840,225902592,254808064,216215552,209121280,168833024,162861056,252940288,241147904,65593344,80113664,284246016,288538624,322240512,331952128,101466112,106283008,161443840,126590976,130887680,129613824,292069376,290017280
216,284704768,312303616,322420736,317337600,251170816,255725568,154009600,202113024,266547200,263553024,286642176,317632512,274673664,260071424,228167680,218066944,321101824,304431104,132472832,148938752,353562624,361218048,388648960,402993152,152633344,152375296,209391616,180248576,174235648,174604288,342810624,337944576
217,341913600,361975808,384258048,369438720,302665728,314429440,207638528,261263360,315301888,311562240,45797376,70418432,322203648,317599744,274288640,265678848,369336320,352624640,179552256,197005312,86093824,87060480,123617280,129007616,209854464,216612864,279867392,236277760,238477312,245452800,400556032,79683584
218,91492352,93347840,105648128,103694336,349007872,363753472,253841408,312594432,364523520,363130880,97169408,120647680,93970432,73273344,326348800,316907520,102653952,100352000,243093504,251645952,139935744,149860352,181411840,181223424,263147520,267718656,35536896,290414592,291565568,287305728,138227712,137510912
219,140148736,143691776,150974464,155607040,87801856,88268800,299876352,65236992,91791360,94375936,142864384,166633472,142082048,120127488,60592128,362860544,161800192,155930624,291762176,308850688,195104768,200773632,237027328,241025024,307859456,308707328,79114240,51896320,332845056,336572416,180539392,180056064
220,201420800,205996032,214818816,213848064,149422080,151302144,77893632,123441152,160493568,156508160,209715200,239308800,203624448,188514304,130392064,118894592,198959104,194555904,337059840,52953088,236068864,242479104,281309184,278147072,367996928,374579200,141725696,111890432,84172800,85274624,245317632,243048448
221,273780736,278974464,289153024,285159424,219684864,223961088,146604032,202772480,223690752,228548608,275193856,298524672,270671872,262176768,188383232,179634176,268132352,257400832,107347968,116609024,302202880,304672768,346443776,348246016,134938624,137056256,223768576,188489728,149721088,155176960,315240448,320425984
222,310894592,321982464,334192640,329101312,259813376,267943936,194727936,244011008,264462336,268533760,315125760,340992000,313352192,302829568,229195776,218923008,339116032,327213056,167546880,180920320,368402432,370122752,414552064,417218560,179228672,185372672,260292608,233660416,201424896,200986624,365006848,363245568
223,368537600,385302528,394907648,389873664,307441664,329555968,241692672,291590144,323461120,327925760,80400384,114515968,76181504,56410112,290951168,278437888,384303104,367706112,220229632,233185280,94056448,99524608,129568768,138469376,225435648,231444480,307249152,279347200,249835520,247685120,96718848,99639296
