journal_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
224,83705856,83828736,82743296,81977344,345735168,357990400,283033600,50139136,358178816,363356160,118906880,148398080,109158400,91447296,325701632,311320576,90599424,84369408,257966080,272973824,136822784,140836864,168026112,172974080,265535488,276500480,62595072,40394752,291028992,292483072,132599808,135245824
225,122109952,120627200,119754752,123109376,84451328,92430336,40509440,91512832,87502848,87633920,160235520,185335808,149635072,134111232,55681024,47198208,147517440,138170368,313974784,328830976,190033920,197242880,224800768,233070592,302247936,315129856,100716544,77099008,327688192,330010624,171360256,173457408
226,188190720,192208896,190517248,188878848,152424448,162070528,107651072,162394112,159854592,164130816,231735296,258740224,221175808,205729792,133754880,120168448,181874688,171368448,41795584,58892288,223621120,230875136,259747840,268009472,371703808,389361664,172285952,152813568,81760256,87076864,243781632,246255616
227,253702144,256622592,258719744,251121664,219987968,225488896,173146112,227971072,218558464,219172864,292274176,322199552,283648000,267497472,188313600,176316416,255209472,242114560,112807936,124190720,296550400,298237952,324259840,333516800,138280960,143265792,241389568,218288128,149643264,153145344,307298304,312324096
228,298303488,301789184,298696704,296435712,257314816,272044032,216231936,276434944,269377536,274313216,69353472,91156480,68968448,320442368,239742976,230244352,304742400,292569088,165888000,184000512,345116672,361934848,387006464,403267584,184037376,188874752,283746304,267251712,194699264,197976064,360669184,360378368
229,344092672,353193984,353861632,347234304,309583872,324870144,269127680,329424896,314335232,314314752,117452800,140513280,117669888,96145408,281837568,268828672,358166528,344395776,217509888,235929600,398954496,408031232,124694528,126111744,232976384,237969408,70283264,48824320,244822016,248963072,106565632,104087552
230,70094848,71487488,94384128,98906112,355762176,374276096,38981632,92160000,55693312,51081216,166518784,186748928,163246080,145068032,45281280,316702720,94031872,85778432,268001280,286150656,150888448,155729920,174972928,179539968,278810624,288235520,114774016,100442112,297320448,298356736,151937024,150802432
231,120209408,122953728,145358848,148566016,99278848,99176448,87506944,140697600,102256640,102764544,210362368,237182976,213778432,196431872,92119040,84828160,133156864,121196544,307179520,29552640,187498496,193536000,215040000,218464256,327680000,338583552,167759872,148238336,342605824,344809472,204124160,205910016
232,181039104,184524800,206868480,207466496,160604160,160346112,149192704,205099008,166621184,165728256,274915328,304279552,277590016,263970816,156585984,147648512,197230592,182853632,78036992,89485312,246292480,257073152,278851584,277028864,387403776,406106112,231575552,213381120,83849216,83161088,268300288,268144640
233,220127232,226938880,247926784,247508992,199708672,202428416,188837888,246255616,215175168,211292160,324968448,41869312,323530752,312877056,205131776,194867200,253730816,246996992,143454208,155144192,308592640,312647680,335847424,347131904,108904448,114302976,273457152,258228224,123977728,127565824,311275520,312147968
234,260997120,267194368,288804864,288436224,240242688,242241536,229326848,288874496,250818560,248823808,57888768,77275136,53915648,39895040,240930816,230121472,296669184,282144768,179556352,198545408,352432128,360890368,378941440,384860160,149647360,156893184,312688640,299233280,164544512,167579648,354471936,354426880
235,305389568,315195392,338571264,334352384,284545024,290881536,276410368,53260288,294428672,292175872,101765120,121376768,99422208,85123072,284094464,270483456,344952832,326426624,228225024,246108160,397770752,407523328,92356608,105615360,194072576,204742656,58753024,52183040,210395136,214147072,56049664,55599104
236,89755648,80306176,95358976,98906112,57921536,50872320,75714560,102223872,83202048,71921664,164683776,184549376,173101056,145412096,77135872,64221184,63918080,59838464,267378688,287772672,91725824,92774400,130891776,144760832,242692096,258916352,110772224,103469056,261615616,263544832,106659840,106012672
237,149528576,148582400,155385856,154136576,115212288,122220544,137302016,166588416,134938624,135073792,224509952,247250944,225026048,214290432,142442496,126255104,117608448,111181824,56111104,70012928,145088512,146235392,182886400,197447680,312131584,319336448,173510656,173682688,320520192,325423104,173961216,170827776
238,193380352,199421952,202792960,198406144,164507648,169345024,185335808,222986240,178368512,178315264,267640832,290512896,267747328,259100672,187699200,170557440,183099392,179863552,127528960,141959168,212484096,212172800,251797504,270647296,356765696,371490816,221237248,222945280,375496704,377516032,227942400,225292288
239,233242624,241512448,247943168,238440448,202567680,210477056,227397632,262238208,228757504,229679104,48603136,70848512,51470336,312524800,239730688,219013120,242401280,234082304,181944320,199057408,268292096,269361152,309432320,325881856,106369024,109088768,261619712,264040448,132829184,125054976,275554304,266018816
240,289124352,300933120,303099904,297254912,261840896,262639616,279322624,44277760,275492864,276590592,93818880,115404800,95383552,86294528,284758016,262909952,280895488,271073280,222724096,239124480,307003392,310099968,349454336,365559808,159633408,170614784,58175488,318070784,183898112,182247424,323973120,318267392
241,336916480,339714048,342847488,337805312,299483136,311414784,322646016,92737536,337694720,343953408,155291648,173449216,157020160,152408064,67137536,39665664,329482240,316674048,268931072,283680768,57098240,55435264,83070976,103190528,197414912,207003648,93913088,76050432,230506496,223866880,71593984,67162112
242,97607680,120066048,115179520,121065472,82886656,81416192,114745344,165711872,118493184,114405376,224022528,249024512,239489024,238555136,154673152,112164864,84705280,80928768,39317504,56266752,108994560,100646912,134115328,151748608,262270976,278466560,159793152,150040576,297050112,287924224,142176256,142544896
243,168148992,175124480,188080128,182673408,150003712,157622272,186945536,232235008,170917888,173813760,284246016,303337472,282746880,283078656,194301952,161705984,151552000,150683648,108912640,124788736,173813760,166612992,202137600,217808896,331718656,348667904,233304064,219332608,369795072,362041344,216416256,210386944
244,214302720,224444416,235188224,224694272,196689920,202854400,235585536,283533312,222556160,225034240,71114752,88260608,78618624,336068608,246005760,213917696,231383040,225222656,183791616,202641408,252248064,248205312,282480640,302190592,380395520,400334848,281677824,269021184,417292288,410431488,264851456,258342912
245,271609856,278253568,291586048,283070464,252334080,254201856,286695424,341708800,273866752,283963392,119889920,138162176,136441856,100282368,297242624,261988352,279928832,269053952,231112704,251412480,301015040,295014400,328212480,346664960,131973120,149848064,333737984,322400256,151666688,155586560,317235200,314089472
246,310161408,327163904,335835136,324292608,292118528,310038528,336003072,105132032,321548288,328269824,171921408,189673472,176541696,151810048,348901376,311160832,337530880,321523712,289570816,307363840,350568448,351649792,380891136,102416384,173371392,190365696,90611712,75812864,203100160,204300288,366288896,361971712
247,351338496,367075328,376344576,362106880,333516800,343785472,63537152,146513920,382976000,386142208,237408256,251604992,233447424,211746816,115130368,78704640,389173248,368152576,339021824,357019648,102600704,105816064,144199680,146886656,211144704,231505920,133693440,117325824,241831936,240906240,84111360,70967296
248,97021952,109760512,121982976,114827264,408911872,423161856,138657792,224980992,123908096,135172096,304943104,319287296,311132160,281948160,197877760,154763264,108658688,91078656,64073728,92737536,136024064,149143552,185745408,191262720,287600640,311734272,212566016,200028160,315961344,321593344,162086912,149950464
249,161914880,171884544,185339904,178188288,148471808,152498176,202321920,294850560,168509440,170770432,354504704,369516544,355360768,338919424,246616064,194203648,186007552,166916096,141975552,173363200,213635072,226131968,267554816,268525568,351244288,375017472,272896000,262438912,382763008,382701568,227684352,218320896
250,201801728,218030080,228126720,224096256,191111168,195231744,244842496,339378176,213266432,216969216,93880320,125657088,106643456,78467072,283631616,237998080,251830272,230748160,209309696,238907392,278016000,292454400,330899456,333631488,393162752,420724736,316379136,307449856,423780352,426102784,272326656,259645440
251,251076608,270217216,279007232,275800064,242450432,247836672,295784448,86720512,270127104,277159936,151355392,181485568,166789120,138272768,341553152,295022592,293429248,270241792,251314176,281448448,319905792,334573568,371388416,376999936,137687040,144162816,74772480,68554752,147689472,140013568,325054464,310050816
252,301666304,324411392,335708160,326656000,289157120,297398272,50864128,141938688,320765952,323907584,200450048,230612992,210169856,190009344,77430784,48508928,353345536,326565888,304218112,338194432,372477952,393887744,423112704,92045312,181993472,196575232,129675264,118661120,205574144,193794048,379670528,367136768
253,348504064,369340416,382033920,371118080,334704640,347590656,101441536,188653568,370327552,372056064,254144512,288116736,263921664,246624256,127418368,98803712,402178048,372236288,360079360,383442944,102866944,103018496,150233088,143323136,230211584,243019776,172720128,169283584,250277888,240357376,87531520,85917696
254,81055744,87379968,109617152,107991040,393252864,414228480,162467840,251785216,91779072,90931200,323125248,340287488,320790528,303562752,184442880,163889152,106835968,102998016,81678336,83644416,153018368,150618112,195338240,190328832,292057088,307601408,236707840,230260736,314830848,300310528,150749184,144826368
255,128135168,140808192,165007360,162627584,108429312,111632384,213639168,305455104,138371072,134840320,356364288,68173824,362729472,347783168,225423360,198905856,163573760,161611776,138854400,139554816,207654912,208322560,255520768,251904000,340533248,355569664,282374144,283168768,363114496,351543296,200069120,197791744
256,169721856,183705600,206901248,204034048,150450176,155299840,257335296,32702464,189001728,186294272,92319744,119570432,101920768,78856192,277823488,245493760,219234304,210362368,190464000,193966080,259141632,262131712,306823168,306139136,383090688,399269888,324423680,330268672,53792768,394326016,246611968,243286016
257,227041280,242438144,265592832,263262208,206876672,212615168,311898112,94146560,235626496,233521152,136740864,165863424,147066880,126394368,38465536,292233216,261328896,253128704,235327488,239403008,302362624,306962432,349945856,347766784,98910208,99311616,87269376,74219520,109473792,112893952,303128576,300736512
258,265736192,282857472,301277184,298115072,241614848,253378560,67067904,130691072,282587136,292323328,182763520,223727616,194215936,184528896,91652096,73089024,321187840,309886976,294678528,297185280,362229760,360239104,410517504,405278720,135467008,138014720,126742528,114249728,149344256,152117248,344928256,344535040
259,311136256,329318400,352137216,55795712,289431552,301830144,117030912,181092352,326967296,327331840,229584896,257908736,239460352,220962816,135688192,108969984,360312832,347537408,332021760,338100224,79802368,82735104,108527616,110129152,179003392,183980032,170455040,161599488,195809280,197021696,70447104,389562368
260,78249984,86208512,118603776,111394816,349913088,357158912,179822592,242515968,82956288,84389888,294465536,320958464,304680960,289021952,197947392,171610112,85131264,86536192,65417216,65908736,127754240,130666496,157364224,156217344,245067776,252796928,234508288,224919552,262889472,261267456,135327744,136863744
261,134991872,131538944,173592576,163909632,95420416,99872768,225677312,291966976,135450624,136511488,72699904,90947584,74764288,57589760,249696256,221331456,144654336,143777792,124071936,123785216,182550528,192483328,219799552,223346688,291037184,296820736,281546752,275099648,305336320,306868224,182517760,179052544
262,177917952,187916288,218501120,215793664,147636224,153481216,280121344,80216064,176205824,177901568,114135040,131629056,116490240,100761600,291897344,262037504,190984192,190980096,174452736,174137344,235126784,240578560,267087872,265314304,344621056,52498432,333778944,330584064,70283264,63946752,238956544,234721280
263,235933696,247197696,281554944,276082688,201310208,214568960,59535360,140804096,232439808,233598976,170029056,188444672,170917888,164806656,77824000,52113408,249528320,246136832,227651584,231800832,288813056,296968192,326025216,322621440,105058304,108634112,90066944,92844032,126631936,120643584,301219840,295706624
264,274751488,282906624,315572224,310550528,242880512,248639488,101883904,176209920,290025472,290824192,226492416,243421184,228216832,215138304,125825024,101322752,309198848,302686208,285061120,286871552,355123200,361390080,385150976,378822656,144990208,149557248,135229440,136409088,168820736,172240896,343044096,337162240
265,325529600,340000768,66592768,65142784,296120320,306532352,154959872,232079360,337055744,341446656,270913536,290885632,271949824,263798784,169975808,144904192,342831104,337649664,321216512,328310784,82022400,81911808,100651008,99434496,197595136,204414976,185196544,189865984,218750976,216055808,72495104,71208960
266,75227136,76484608,114393088,112644096,342298624,356171776,205676544,280166400,384856064,385712128,316010496,54398976,44298240,311844864,220852224,194203648,104132608,102944768,72695808,74452992,136908800,138768384,155406336,153612288,245260288,254480384,236359680,238510080,268427264,263872512,122343424,119930880
267,122564608,122888192,161816576,158248960,91234304,90791936,251908096,51023872,109101056,109215744,74870784,94887936,83353600,57126912,261627904,233320448,154222592,152453120,121286656,124874752,182992896,190111744,205455360,204460032,288960512,296259584,277499904,286236672,311525376,310104064,168669184,166813696
268,183152640,181465088,221794304,217329664,150298624,152432640,51724288,115093504,166428672,167219200,131571712,153268224,141643776,120471552,56930304,292061184,200876032,197537792,169619456,172535808,230543360,235057152,251170816,250900480,62119936,79011840,337137664,344096768,369987584,367722496,230072320,225226752
269,226934784,234844160,269824000,263913472,197976064,201658368,99807232,160980992,233021440,231227392,195432448,213225472,205864960,184737792,122511360,96088064,262893568,253280256,228794368,231649280,288821248,300212224,315613184,309886976,116633600,131956736,106987520,104878080,124334080,126263296,279289856,275582976
270,284278784,291467264,324358144,321105920,253550592,254951424,153169920,216190976,282140672,280309760,245747712,267407360,256401408,240226304,173047808,141680640,310116352,300589056,276393984,280977408,336494592,340987904,356864000,360148992,165691392,187301888,159354880,162828288,182382592,182050816,339959808,336003072
271,331026432,342429696,73404416,76673024,306704384,307720192,202645504,264929280,324775936,326938624,288268288,309489664,296173568,283553792,217772032,184397824,361312256,351469568,327884800,334860288,79089664,78254080,100442112,101228544,217260032,238374912,212131840,218402816,233283584,234889216,73183232,73240576
272,81506304,81465344,118263808,119353344,341225472,354480128,251715584,36093952,376569856,58744832,50315264,81711104,59121664,337854464,271634432,235855872,115793920,113311744,81932288,84385792,130125824,129966080,150822912,152764416,261136384,285118464,255569920,264531968,279756800,276082688,121057280,119586816
273,138018816,143687680,180711424,179376128,104386560,109867008,307904512,99233792,111296512,113016832,112361472,141209600,121745408,99213312,327524352,292061184,161607680,160694272,126644224,133550080,173658112,176906240,196620288,201998336,320012288,67969024,315736064,326971392,339787776,335859712,182829056,182542336
274,200974336,207245312,239714304,236904448,173096960,168992768,97996800,159617024,167559168,170029056,164052992,191549440,173375488,158158848,87027712,70422528,223784960,219643904,191467520,193953792,234459136,244703232,261492736,262569984,108937216,139419648,377241600,389177344,400543744,78430208,251244544,243437568
275,257433600,260534272,299302912,295514112,219942912,227536896,152408064,217849856,233078784,240173056,231251968,261591040,238194688,225923072,155668480,135876608,286801920,279855104,251367424,258637824,292298752,298668032,327917568,327299072,161185792,190246912,116174848,125468672,128811008,132997120,302804992,302227456
276,313901056,321224704,357322752,352747520,274358272,284397568,208338944,279822336,287993856,294146048,286494720,314048512,294891520,285351936,209645568,189108224,345337856,331399168,304947200,313577472,357744640,355966976,380358656,383995904,216018944,247230464,172896256,181469184,185720832,188645376,363257856,363360256
277,351338496,363098112,74248192,88875008,314363904,327057408,252227584,319692800,321544192,327548928,321470464,54738944,27566080,322125824,244367360,223256576,390053888,377479168,353632256,365047808,82546688,83046400,100057088,103800832,258457600,290803712,214917120,224772096,230944768,231329792,85295104,87711744
278,86040576,95875072,130048000,145502208,370728960,383975424,308314112,92176384,74731520,77246464,94015488,119955456,91840512,72486912,315928576,288690176,106618880,105385984,403197952,87875584,133361664,134864896,151511040,159285248,311885824,44072960,278822912,285892608,283566080,285593600,143171584,144461824
279,144400384,155336704,190291968,202846208,108793856,113647616,83976192,151453696,135499776,139972608,157777920,185303040,149471232,135327744,82767872,349229056,160989184,157663232,134762496,141246464,185126912,188235776,206082048,212160512,78811136,103813120,331386880,343420928,345001984,346652672,205348864,209076224
280,212332544,219176960,256593920,264261632,174678016,176590848,148230144,218927104,195227648,196771840,214630400,241799168,213880832,199376896,140517376,107274240,226684928,217419776,197693440,207405056,251944960,253267968,274161664,281862144,150016000,176181248,403857408,411394048,95035392,104194048,277979136,276537344
281,261722112,275709952,313679872,320634880,224542720,232742912,204410880,276365312,254676992,259473408,277520384,301703168,273129472,264876032,202285056,165085184,290394112,280174592,268898304,275689472,314974208,321400832,342310912,340717568,195870720,224985088,130621440,142020608,154468352,150446080,327933952,329150464
282,302321664,319741952,356970496,359620608,266158080,277291008,247209984,319459328,290738176,302157824,322756608,40579072,317456384,310980608,248262656,205336576,345104384,334614528,319819776,324620288,368979968,372994048,393261056,398929920,238764032,263327744,172494848,172482560,190033920,192737280,369639424,371888128
283,354091008,374886400,97947648,92082176,316071936,328105984,298328064,73416704,335339520,343232512,59080704,86732800,67502080,54960128,285564928,247697408,391806976,379944960,365510656,372203520,413523968,418910208,118345728,114073600,291799040,319860736,225345536,224702464,243867648,247234560,88059904,94253056
284,95866880,98263040,162963456,153214976,378109952,388726784,47411200,122335232,398237696,404606976,123326464,148152320,129437696,120426496,348147712,308150272,109813760,104534016,73072640,61784064,135720960,141078528,168513536,161918976,349745152,75100160,282673152,295747584,310108160,312934400,145432576,152670208
285,143941632,155316224,211185664,201285632,103288832,105717760,104816640,180305920,134418432,147267584,180301824,222900224,182517760,193818624,94347264,84574208,163217408,164671488,132501504,119377920,188141568,195342336,227975168,218664960,98811904,121184256,334602240,336302080,352968704,352104448,198881280,204632064
286,219295744,234795008,281419776,269840384,169451520,183746560,181723136,256348160,198033408,209899520,251113472,269852672,253206528,251736064,158261248,134041600,221544448,210350080,181428224,167784448,243392512,252579840,275460096,271994880,176205824,202018816,413519872,418680832,432693248,431886336,280252416,283357184
287,259739648,274665472,330547200,321540096,218542080,233373696,225173504,304934912,249266176,261095424,295907328,320442368,303644672,300503040,210325504,178679808,289570816,283070464,255877120,241393664,316874752,320266240,351211520,340123648,219955200,250318848,127520768,134955008,142082048,133160960,328257536,329744384
288,305098752,323117056,377798656,364957696,263053312,276832256,269709312,57389056,290729984,299118592,32874496,63275008,71544832,338030592,249057280,222978048,338890752,327839744,300048384,288813056,361771008,373436416,396095488,393281536,258412544,288604160,169967616,175955968,188428288,179539968,369328128,376938496
289,355188736,376377344,90021888,97062912,315555840,329228288,325128192,113627136,335429632,347295744,81395712,111087616,114569216,83619840,297291776,263884800,387702784,371728384,345477120,332275712,405450752,420921344,94044160,97857536,308912128,42881024,221741056,229457920,240693248,230400000,421347328,428818432
290,113229824,117485568,152489984,162603008,375906304,392581120,95096832,171020288,405856256,417554432,149147648,179888128,183177216,153919488,56397824,327524352,128827392,118530048,65789952,65273856,133296128,146489344,148647936,152616960,67555328,106209280,285609984,292470784,298332160,291549184,140894208,133697536
291,178417664,183554048,224591872,226054144,119832576,125132800,162795520,243085312,132284416,133570560,210243584,239046656,242343936,215166976,114159616,89780224,177291264,159887360,121987072,117784576,176857088,198873088,204918784,208838656,136609792,172359680,347705344,360026112,368467968,358154240,208314368,206102528
292,232710144,246697984,287895552,282140672,178159616,191918080,222109696,303157248,195260416,197857280,274079744,303833088,307884032,284217344,180436992,151121920,249520128,234434560,190767104,188379136,256458752,274923520,273817600,273170432,200609792,236478464,414539776,422625280,429092864,424030208,270127104,266244096
293,262443008,272171008,313495552,314847232,210722816,218316800,255221760,337469440,223678464,224473088,303411200,52293632,37216256,310353920,207298560,175316992,315564032,295219200,251588608,251707392,313974784,336367616,333737984,339120128,223977472,263593984,114368512,120004608,137875456,128421888,305000448,300498944
294,301948928,313495552,44617728,44707840,250392576,259260416,296218624,80695296,264015872,265957376,66568192,93999104,78540800,41861120,250888192,218193920,348962816,330043392,291049472,290570240,349609984,373002240,373882880,380604416,264134656,305037312,155602944,159801344,177946624,168169472,346578944,341757952
295,61186048,374697984,104673280,102940672,309264384,317128704,72396800,137318400,321753088,327155712,125603840,151265280,137494528,103899136,310956032,276357120,388026368,369373184,328450048,330723328,387158016,413720576,77266944,86069248,318672896,75583488,212627456,222400512,236818432,225488896,402518016,64049152
296,113565696,118403072,164257792,159444992,363683840,375091200,130596864,200441856,380448768,386097152,184348672,213880832,208363520,164958208,94052352,51003392,94621696,97673216,82542592,80781312,86036480,89849856,132132864,141570048,94670848,134860800,269811712,277196800,292298752,281747456,124575744,121556992
297,181592064,192946176,233541632,227151872,130867200,136925184,199925760,270131200,132255744,148013056,252907520,277467136,266203136,238321664,169902080,122540032,156450816,154312704,140783616,144101376,144543744,145801216,186298368,195862528,164204544,204890112,338489344,351240192,364212224,352636928,198295552,193679360
298,238907392,255246336,295661568,284184576,193667072,199512064,256921600,328695808,199061504,198967296,315273216,339980288,326950912,309694464,229888000,186937344,225959936,229425152,210165760,211566592,225300480,218472448,256229376,263467008,222003200,265691136,405774336,415936512,426184704,414756864,264441856,257609728
299,282189824,294408192,339861504,329093120,228814848,242585600,301576192,102547456,235044864,233132032,83816448,90578944,98009088,337739776,264753152,218628096,288100352,281161728,270450688,273027072,276811776,281325568,323321856,328945664,263057408,309530624,111587328,129257472,143294464,142376960,306704384,300924928
300,322334720,336560128,93409280,90255360,268902400,283815936,52097024,145100800,277377024,274317312,125743104,133754880,141156352,104681472,313319424,258433024,336519168,329568256,320892928,323690496,327774208,332296192,373161984,380596224,301760512,60321792,152629248,170110976,185556992,183656448,348069888,344403968
301,375201792,390877184,148410368,143167488,320344064,339107840,104595456,200835072,330510336,328376320,182439936,189054976,191877120,157548544,57049088,313880576,380317696,370884608,360640512,366272512,78950400,69758976,109056000,109043712,57974784,116375552,207175680,225677312,239865856,238841856,402522112,399745024
302,124178432,126492672,212574208,202260480,379662336,397582336,169385984,264024064,395403264,393375744,250576896,247267328,254189568,230285312,130273280,89825280,116285440,111341568,85970944,103628800,136806400,125542400,166998016,163004416,117673984,183013376,269733888,287965184,302493696,304312320,136232960,131874816
303,185671680,190259200,278855680,274644992,137388032,147865600,231985152,333930496,123367424,121430016,307392512,316145664,321134592,288198656,184299520,148955136,174923776,165462016,138805248,157380608,192319488,182816768,229969920,229675008,185815040,250531840,334618624,355213312,371752960,367980544,201248768,205541376
304,226643968,235401216,322641920,316653568,178610176,188506112,270671872,73297920,164986880,163647488,348475392,69967872,74219520,334307328,229638144,192548864,238489600,230019072,207077376,224759808,254988288,247599104,286031872,286961664,222113792,290963456,377593856,398487552,409444352,408420352,244748288,244850688
305,270118912,278638592,367484928,58937344,219672576,234786816,34586624,122966016,207847424,209547264,85880832,112783360,113917952,59604992,270503936,235888640,281870336,273915904,252456960,268025856,300154880,294961152,331042816,331673600,266563584,43569152,85278720,90669056,125169664,124796928,288051200,289542144
306,309305344,320700416,91541504,97812480,260382720,274870272,76238848,164503552,247889920,249479168,128557056,154451968,158101504,106463232,310620160,274821120,326418432,311300096,293810176,305000448,339222528,339050496,367915008,370978816,39727104,85057536,125685760,134696960,167460864,168165376,332005376,331354112
307,366804992,380477440,149684224,156303360,317415424,333897728,132128768,225366016,306778112,311160832,188035072,211083264,215945216,164147200,83423232,58572800,373125120,360960000,341929984,356724736,71450624,65224704,72744960,73129984,96407552,145502208,183578624,194969600,228552704,229556224,394887168,393687040
308,120475648,120475648,202162176,209948672,70959104,386961408,186429440,280141824,371200000,376606720,252563456,270516224,277278720,227524608,150691840,126431232,100102144,103747584,92770304,94601216,127172608,131502080,132186112,130912256,148414464,203259904,236654592,248147968,280068096,278093824,111632384,111697920
309,178597888,187269120,267636736,272748544,131735552,136425472,250130432,344596480,103141376,100294656,301416448,329625600,329297920,286580736,201482240,170156032,151760896,154357760,144826368,145010688,179191808,181374976,188149760,186888192,209063936,264081408,298942464,313696256,342147072,342183936,174788608,174297088
310,228093952,237453312,315842560,322154496,178970624,186802176,301670400,103235584,147902464,147439616,70623232,90103808,91643904,334323712,247250944,215465984,217993216,218550272,208187392,208629760,246890496,247775232,250814464,253091840,256323584,314429440,350273536,365731840,390578176,392003584,226631680,224960512
311,268693504,279465984,58986496,90308608,218980352,229629952,76390400,149348352,195751936,191614976,116994048,132067328,139771904,86921216,293339136,260022272,263577600,264966144,255504384,262262784,290959360,297611264,301195264,299835392,31440896,85864448,79642624,92925952,120000512,113266688,265768960,267497472
312,318504960,329654272,110469120,137764864,269983744,280621056,126513152,199729152,241602560,242192384,163553280,183087104,185266176,132907008,46718976,305692672,305762304,305541120,296493056,300003328,63447040,41873408,342953984,342360064,80687104,137490432,130887680,142774272,170663936,163545088,319897600,320815104
313,379301888,388403200,169955328,191713280,321449984,333824000,180211712,253014016,306696192,299753472,224653312,249352192,250134528,195072000,110600192,80642048,357965824,359161856,350097408,354230272,114053120,94695424,84119552,91848704,133279744,195158016,185204736,199901184,224313344,217505792,374550528,376995840
314,122900480,127184896,234184704,262115328,89874432,403697664,247189504,323284992,369799168,365387776,288522240,308072448,307572736,262078464,174415872,145633280,116707328,116011008,96727040,90718208,169074688,152526848,140349440,151101440,203243520,259735552,250044416,266919936,293216256,285581312,119889920,118489088
315,170385408,174444544,280887296,308482048,137293824,138248192,294957056,84770816,97173504,98099200,333774848,353280000,74723328,311209984,219267072,188727296,188391424,182353920,162988032,163561472,240410624,222240768,211800064,222158848,248803328,309161984,297431040,316489728,340549632,332275712,169099264,167591936
316,214429696,222466048,324505600,70930432,181895168,187408384,70488064,129998848,141316096,144547840,95051776,92319744,118394880,89374720,264863744,233779200,235429888,229416960,209973248,210591744,286760960,271491072,259358720,269217792,291368960,72015872,342597632,361959424,64684032,53014528,213291008,213250048
317,277000192,283140096,108199936,133107712,242098176,246665216,131776512,192294912,205320192,209666048,155009024,158449664,181170176,158527488,331173888,294842368,279212032,270749696,248766464,248840192,46977024,308961280,296300544,313491456,78045184,133156864,90263552,91430912,125276160,112795648,277331968,274370560
318,326500352,339378176,162254848,185061376,291082240,298659840,184864768,244592640,255021056,261259264,208539648,208547840,235753472,210395136,92008448,63131648,340062208,333467648,312205312,315314176,106622976,88711168,363724800,372953088,136654848,189321216,146100224,144105472,180658176,167165952,330326016,327745536
319,52092928,52789248,203980800,222879744,329646080,340615168,221945856,289247232,302395392,305815552,254222336,250077184,280809472,256270336,135667712,106606592,397467648,78233600,374157312,376049664,156790784,148652032,127156224,126193664,171606016,226353152,184762368,187428864,219037696,207106048,372727808,368971776
320,119943168,122822656,272629760,291278848,394067968,410423296,289062912,357691392,361750528,368652288,316071936,317337600,343552000,320708608,202412032,166150144,120152064,116682752,98877440,93691904,198893568,185589760,164724736,167202816,236486656,294735872,247738368,253419520,286998528,272228352,110440448,107347968
321,153800704,156983296,305881088,325550080,113938432,118714368,45170688,90746880,72093696,72904704,352235520,358051840,70348800,356216832,235560960,207818752,186925056,180363264,162443264,163037184,267366400,252461056,231219200,233046016,273952768,37720064,285659136,292835328,40681472,306995200,147582976,142761984
322,216403968,224423936,70909952,88748032,174034944,182935552,108781568,158605312,136441856,137818112,95756288,92045312,130576384,107155456,299073536,264597504,221900800,215076864,194826240,197632000,300011520,286920704,266674176,268611584,57245696,108019712,345677824,353755136,101306368,80523264,209518592,207872000
323,267448320,276611072,128323584,141946880,227913728,238092288,161648640,211914752,189480960,191381504,150261760,146223104,189046784,164495360,352579584,313139200,289501184,278544384,259301376,263458816,79048704,68612096,330780672,332517376,112750592,160481280,99782656,100618240,157200384,134393856,267796480,264585216
324,314994688,325468160,176979968,189767680,274825216,284663808,209711104,258863104,237330432,240316416,200228864,195203072,236093440,213364736,96829440,76554240,343814144,330711040,316030976,318341120,133992448,124973056,387481600,390709248,156708864,208953344,146296832,146579456,205021184,179593216,314671104,309870592
325,87011328,77451264,232595456,242905088,328208384,342499328,262578176,316416000,295677952,295333888,255643648,249749504,295755776,271228928,154324992,130871296,393199616,378335232,364965888,367493120,182632448,173592576,117600256,118398976,214740992,262860800,199966720,205545472,260739072,237268992,372822016,369143808
