bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
451,16836450107,17411178597,17410558866,16979019136,16729982345,17388381196,17106550747,17583801946,17178582756,17337483055,17244027811,17202843152,17153690632,17872818336,17367596972,16836402185,17349076295,16786228145,17230752965,17398530718,17103999105,17398987901,17308982743,17432141292,16904725781,17419999872,17061203630,17600615753,17259156869,17173367093,17655669992,17568733618
452,16886531689,17464418451,17463582775,17030851934,16781430093,17440045187,17156769595,17634954534,17222675852,17369592483,17285237110,17233338291,17197855488,17912816580,17408830049,16869317451,17385530185,16824466253,17268522193,17434581777,17140517498,17435341330,17346557249,17466246086,16954378182,17470569701,17102973369,17648696567,17308863586,17216036031,17694583037,17612825594
453,16926684116,17506172614,17505320067,17069707738,16819441423,17478223699,17197400429,17679235386,17260589200,17415997988,17333925627,17284176796,17236426429,17962658679,17453055546,16915721282,17433713000,16867462943,17311815291,17480623629,17185770027,17481008790,17391210796,17513520933,16988893135,17506085534,17141703750,17685638262,17344403955,17256088009,17737139631,17655681232
454,16967750724,17546863926,17547110561,17111341114,16856924819,17523025445,17237434906,17716355450,17299224218,17452830985,17369140490,17318113908,17276588849,17996978076,17489084431,16951108664,17471348882,16903978192,17351161700,17518480700,17225270759,17521506109,17430716452,17554353366,17028003305,17544870955,17180672535,17725694429,17384960853,17296079912,17777367279,17697209889
455,16999912620,17583089400,17579360778,17143998555,16892566898,17554406740,17272708257,17754514325,17332807092,17485763874,17403138861,17351717790,17311555963,18032336581,17525136551,16985386316,17518930714,16948296987,17400210696,17566053495,17273279742,17566846178,17473619343,17600917989,17062117620,17579387506,17214532188,17760931985,17418580871,17331274386,17812776654,17732177504
456,17031975151,17617422139,17613982078,17175456801,16924501847,17589002973,17305680331,17788468395,17373629351,17525984311,17438333248,17392791509,17352157418,18070191441,17563098365,17022063916,17552726342,16983830665,17431501732,17600140712,17303322977,17603288092,17511227597,17635863028,17107046172,17625542373,17258617625,17806171593,17463210226,17375118152,17857446933,17776721699
457,17075295043,17663647862,17658407500,17221298628,16968868501,17630030928,17348061203,17832761795,17413431473,17569653855,17485156419,17431285627,17392855566,18117468727,17609494669,17062329418,17586445631,17015812884,17463466048,17631256394,17335037110,17637615924,17544605734,17668912257,17151669542,17672461478,17305022786,17854171045,17510158943,17422731608,17904471307,17821479826
458,17121281872,17710595745,17705375013,17264740758,17014471271,17678648864,17395380818,17883113714,17462830249,17617341936,17534185440,17483473964,17443036530,18166526211,17658018385,17110291482,17630651830,17059720896,17512823691,17675589289,17379127523,17680797360,17592312779,17717005023,17190506096,17713928992,17344399163,17895220479,17551898357,17463405004,17947243105,17864117419
459,17159453214,17750539188,17744233746,17305279997,17052193520,17717500498,17435330462,17922376503,17492855335,17652104749,17568143273,17513106107,17474246857,18201915699,17688935507,17140323686,17673096493,17098955882,17551074505,17718425810,17421740358,17724337881,17630018601,17756600132,17217292413,17741462221,17370604769,17922407842,17578199821,17490277163,17974933942,17891740177
460,17187768794,17780038435,17775633644,17333768685,17080825325,17747362557,17465291757,17952182022,17523833197,17680962521,17598235458,17545714849,17502724426,18232575732,17719181630,17172875369,17712383031,17140433920,17590624567,17759367537,17462704830,17766775450,17667446088,17795452961,17248023109,17773050656,17401576471,17956909564,17609497396,17522534835,18007162406,17924382771
461,17218209178,17811251668,17804107404,17365206192,17111596588,17779494731,17495770433,17984581977,17554227180,17708642169,17623800499,17572317767,17529334543,18259967880,17747045318,17198622992,17746849436,17169785837,17623864032,17791902285,17492795317,17795924782,17702814843,17829108873,17283072419,17814024655,17443173446,17995987497,17645459643,17562311698,18053581090,17960233210
462,17262559148,17855430794,17848177644,17416943400,17152979246,17818267412,17540100289,18035897814,17603522467,17754600396,17668291573,17621104540,17578394063,18308157730,17792259106,17246938622,17773182151,17196606351,17652506892,17822010839,17520996499,17825589150,17730876881,17859039775,17334083490,17864878706,17489531593,18048635036,17693078857,17610151255,18095709517,18010919975
463,17306503276,17902448623,17894019921,17454668741,17197491753,17868465767,17584762511,18074370195,17649364656,17811104746,17721162540,17666853047,17627438707,18356329408,17841879853,17296947541,17817764814,17243099022,17701489163,17867348522,17566682177,17871120767,17775787628,17904609521,17385069307,17908847423,17536445676,18097801452,17744454466,17656268629,18148102522,18063858467
464,17355121999,17952878451,17951933739,17510103932,17250493826,17920697734,17644139970,18125744328,17697082144,17854745215,17770257353,17716578963,17674807896,18411831266,17891706248,17339272556,17863167770,17289153708,17742381228,17910465251,17608411657,17915383879,17821714499,17949650248,17419032087,17951337851,17580668875,18135226862,17784655003,17699889310,18186096807,18102100145
465,17394962361,17994104849,17985003293,17542799572,17286367740,17962213265,17676519706,18169170229,17725897103,17883943853,17798550987,17745048021,17703283009,18441150941,17920945097,17367338917,17918764332,17335474899,17795691679,17960625593,17660630614,17966866495,17875109049,18000662560,17455474748,17984062029,17612345766,18168481675,17817232319,17733259863,18221396294,18139130552
466,17431363830,18027090089,18018424832,17577694278,17319355424,17996507327,17708632290,18204738162,17763166690,17920931809,17836891003,17783419160,17740177725,18480097593,17958647949,17403382976,17953634356,17371757088,17833287577,18002240500,17700693932,18007720734,17909988483,18040802322,17490813139,18021717162,17648943765,18209645040,17860098405,17769381264,18260268311,18178355504
467,17460696339,18063243657,18054174320,17611551865,17354047965,18031088772,17745044791,18238900639,17798338623,17958634300,17871603425,17819942314,17775964058,18518238168,17996022577,17440858742,17988483227,17406416540,17866445517,18035938531,17732654922,18039764399,17941959064,18074634340,17525840106,18058758892,17682787264,18249965798,17893357471,17803062897,18298180639,18213807721
468,17506904246,18111353103,18102883232,17656217301,17391023244,18076118001,17783849411,18286435929,17841305077,18000226404,17912845760,17860387842,17816785798,18563064164,18037471563,17478783805,18022075651,17438670473,17901386916,18068302644,17767439337,18076610095,17978309337,18111155866,17574288376,18106353272,17732609774,18298581768,17942082372,17851581199,18344073501,18264085133
469,17548695102,18157189646,18146386026,17698167165,17441561957,18121009124,17831332754,18328197127,17891518033,18045189888,17960244946,17906253623,17864079173,18607892033,18082693588,17523145209,18065566842,17475565837,17951905054,18109509586,17818190903,18115771752,18017912631,18161826559,17615928777,18149838840,17778691383,18336772542,17989658428,17895870580,18393830640,18305405312
470,17591757065,18198293893,18190309364,17743855923,17487128745,18165805882,17879698652,18373293250,17924815648,18084974084,17998158557,17943543657,17901698680,18650651591,18123071521,17561169887,18114526595,17524038480,17993416496,18159198347,17853621833,18169050696,18067397500,18203312566,17643768139,18181323040,17805381783,18370135797,18016331105,17926146245,18423885601,18338903902
471,17618903604,18228716811,18218144391,17771134857,17510538344,18192734097,17904518479,18400236988,17952364703,18113207346,18030173001,17972414671,17931088516,18680128389,18153741949,17589105469,18160059817,17567353904,18037141950,18204644221,17899898017,18210929920,18113974334,18246305067,17688132244,18218907761,17840603215,18407604691,18059754066,17963003171,18459000394,18376307879
472,17660188571,18267253783,18264456575,17815343687,17554269182,18234715341,17943127660,18444844525,17999475111,18159794844,18074503766,18018564376,17976501780,18729233615,18198005569,17634015476,18184240100,17591624737,18063280352,18229336868,17922462541,18234804578,18138450244,18271338137,17717767409,18255112899,17876491207,18446899735,18089366952,18000247999,18499508862,18416524716
473,17695536605,18304356890,18293119094,17848228483,17585414966,18269313610,17977954340,18478346924,18039040212,18200128745,18115864431,18056786103,18016389517,18766806377,18238462426,17673225197,18226678842,17631845681,18103433141,18269879159,17965197685,18277084667,18179911948,18313145228,17757317774,18294794650,17915456002,18486140199,18126857086,18039838290,18539791241,18454410103
474,17737820236,18349502518,18340717318,17890394717,17625991979,18316221486,18020902313,18521639082,18073089855,18233700822,18152479785,18092466101,18051267726,18804044643,18272448254,17705851084,18266835411,17670879891,18141414055,18307809996,18000315184,18313791452,18219497181,18350894563,17803039149,18344755423,17963752638,18537266268,18180617826,18093696166,18588077493,18507652312
475,17778883011,18391688080,18384595456,17931697010,17669921400,18356285744,18065785881,18569335510,18104530525,18266266545,18181142812,18124697388,18083251130,18839130909,18304726187,17737207358,18307452431,17713183811,18185343360,18351564396,18048628947,18362044795,18263503910,18399482274,17810906745,18352888151,17973811483,18546254574,18186502162,18097267297,18598702596,18513735264
476,17780367460,18393672758,18385071160,17933562280,17670836831,18357951713,18067966740,18570706443,18104560939,18266280511,18181155206,18124709922,18083269360,18839151659,18304747077,17737215434,18351185941,17752876080,18227442391,18396832915,18089547520,18402875939,18305731328,18441245198,17810906745,18352890003,17973811483,18546254574,18186502162,18097267297,18598710338,18513735264
477,17780367460,18393672758,18385071160,17933562280,17670836831,18357951713,18067966740,18570706443,18104560939,18266280511,18181155206,18124709922,18083269360,18839151659,18304747077,17737215434,18351647482,17754014396,18228344261,18397900491,18089962422,18404306967,18307420761,18442604479,17810906745,18352890003,17973811483,18546254574,18186502162,18097267297,18598710338,18513735264
478,17780367460,18393672758,18385071160,17933562280,17670836831,18357951713,18067966740,18570706443,18104560939,18266280511,18181155206,18124709922,18083269360,18839151659,18304747077,17737215434,18351647482,17754014396,18228344261,18397900491,18089962422,18404306967,18307420761,18442604479,17810906745,18352890003,17973811483,18546254574,18186502162,18097267297,18598710338,18513735264
479,17780367460,18393672758,18385071160,17933562280,17670836831,18357951713,18067966740,18570706443,Null,Null,Null,Null,Null,Null,Null,Null,18351647482,17754014396,18228344261,18397900491,18089962422,18404306967,18307420761,18442604479,Null,Null,Null,Null,Null,Null,Null,Null
480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,18351647482,17754014396,18228344261,18397900491,18089962422,18404306967,18307420761,18442604479,Null,Null,Null,Null,Null,Null,Null,Null
