stat_bytes_used,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
372,472931745792,490940063744,491189194752,476825366528,469822181376,489471070208,480576294912,495892938752,482117885952,487445102592,483791876096,482296205312,481399332864,501343711232,488028868608,472244084736,489967702016,472715186176,486194106368,490397102080,481551781888,490792022016,487897382912,491524034560,474503589888,489004949504,478493274112,495495356416,484391317504,482635706368,496823615488,493864628224
373,472931745792,490940063744,490550960128,476825366528,469822181376,489471070208,480576294912,495892938752,482117885952,487445102592,483791876096,482296205312,481399394304,501343711232,488028868608,472244084736,489967702016,472715186176,486194106368,490397102080,481551781888,490792022016,487897382912,491524034560,474503589888,489004949504,478493274112,495495356416,484391317504,482635706368,496146690048,493864628224
374,472931745792,490940063744,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399394304,501343711232,488028868608,472244084736,490068307968,472715186176,486245322752,490397102080,481551781888,490792022016,487897382912,491524034560,474503589888,489004949504,478493212672,495495356416,484391317504,482635706368,496146690048,493864628224
375,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399394304,501343711232,488028868608,472244084736,490089648128,472715186176,486245322752,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,495495356416,484391317504,482635706368,496146690048,493864628224
376,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399394304,501343711232,488028868608,472244084736,490089648128,472715186176,486245322752,490397102080,481551781888,490792022016,487897382912,490801631232,474503651328,489004949504,478493212672,495495356416,484391317504,482635706368,496146690048,493864628224
377,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244146176,490089648128,472715227136,486245322752,490397102080,481551781888,490792022016,487897382912,490801631232,474503651328,489004949504,478493212672,494684778496,484391317504,482635767808,496146690048,493960658944
378,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399332864,501343772672,487246393344,472244146176,490089648128,472715186176,486245322752,490397102080,481551781888,490792022016,487897382912,490801631232,474503651328,489004949504,478493212672,494684778496,484391317504,482635767808,496146690048,493960658944
379,472931807232,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399332864,501343772672,487246393344,472244146176,490089648128,472715186176,486335086592,490397102080,481551781888,490792022016,487897382912,490801631232,474503651328,489004949504,478493212672,494684778496,484391317504,482635767808,496146690048,493175476224
380,472931807232,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399332864,501343772672,487246393344,472244146176,489299992576,472715186176,486335086592,490397163520,481551781888,490792022016,487897382912,490801631232,474503651328,489004949504,478493212672,494684778496,484391317504,482635767808,496146690048,493175476224
381,472931807232,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399332864,501343772672,487246393344,472244084736,489299992576,472715186176,486335086592,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175476224
382,472931807232,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445164032,483791876096,482296205312,481399332864,501343772672,487246393344,472244084736,489299992576,472715186176,486335086592,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175476224
383,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445164032,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489299992576,472715186176,486335086592,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175476224
384,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445164032,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489299992576,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175476224
385,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489299992576,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494684778496,484391378944,482635706368,496146690048,493175476224
386,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489299992576,472715186176,485591056384,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494684778496,484391378944,482635706368,496146690048,493175476224
387,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116288000,482117885952,487445164032,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489299992576,472715186176,485591056384,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493274112,494684778496,484391378944,482635706368,496146690048,493175476224
388,472931745792,490265174016,490551021568,476825366528,469822181376,489471070208,480576294912,495116288000,482117947392,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489299992576,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493274112,494684778496,484391378944,482635706368,496146690048,493175476224
389,472931745792,490265174016,490551021568,476825366528,469822181376,489471070208,480576294912,495116288000,482117947392,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489299992576,472715186176,485591056384,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493274112,494684778496,484391378944,482635706368,496146690048,493175476224
390,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116288000,482117947392,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489299992576,472715186176,485591056384,490397102080,481551781888,490792022016,487897444352,490801672192,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175476224
391,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495116267520,482117947392,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489300054016,472715186176,485591056384,490397102080,481551781888,490792022016,487897382912,490801672192,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175476224
392,472931745792,490265235456,490550960128,476825366528,469822181376,489471070208,480576294912,495116267520,482117947392,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489300054016,472715186176,485591056384,490397102080,481551781888,490792022016,487897382912,490801672192,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175476224
393,472931745792,490265235456,490550960128,476825366528,469822181376,489471193088,480576294912,495116267520,482117947392,487445102592,483791876096,482296205312,481399332864,501343711232,487246393344,472244084736,489300054016,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801672192,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146751488,493175476224
394,472931745792,490265235456,490551062528,476825366528,469822181376,489471193088,480576294912,495116267520,482117885952,487445102592,483791937536,482296205312,481399332864,501491412992,487246393344,472244084736,489300054016,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801672192,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175537664
395,472931745792,490265174016,490551062528,476825366528,469822181376,489471193088,480576294912,495116267520,482117885952,487445102592,483791937536,482296205312,481399332864,501491412992,487246393344,472244084736,489300054016,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801672192,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175537664
396,472931745792,490265174016,490551062528,476825366528,469822181376,489471070208,480576294912,495116226560,482117885952,487445102592,483791937536,482296205312,481399332864,501491412992,487246393344,472244084736,489299992576,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494684778496,484391317504,482635706368,496146690048,493175537664
397,472931745792,490265174016,490550960128,476825366528,469822242816,489471070208,480576294912,495116226560,482117885952,487445102592,483791937536,482296205312,481399332864,501491351552,487246393344,472244084736,489300054016,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801672192,474503589888,489004949504,478493212672,494684901376,484391317504,482635706368,496146690048,493175537664
398,472931745792,490265174016,490550960128,476825366528,469822242816,489471070208,480576294912,495116226560,482117885952,487445102592,483791937536,482296205312,481399332864,501491351552,487246393344,472244084736,489300054016,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801672192,474503589888,489004949504,478493212672,494684901376,484391317504,482635706368,496146690048,493175537664
399,472931745792,490265174016,490550960128,476825366528,469822242816,489471070208,480576294912,495116226560,482117947392,487445102592,483791937536,482296205312,481399332864,501491351552,487246393344,472244084736,489300054016,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494684901376,484391317504,482635706368,496146690048,493175476224
400,472931745792,490265174016,490550960128,476825366528,469822242816,489471070208,480576294912,495263866880,482117947392,487445102592,483791876096,482296205312,481399332864,501491351552,487246393344,472244084736,489300054016,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494832418816,484391317504,482635706368,496146690048,493175476224
401,472931745792,490265174016,490550960128,476825366528,469822181376,489471070208,480576294912,495263866880,482117947392,487445102592,483791876096,482296205312,481399394304,501491351552,487246393344,472244084736,489299992576,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494832418816,484391317504,482635706368,496146690048,493175476224
402,472931745792,490412814336,490550960128,476825366528,469822181376,489471070208,480576294912,495263866880,482117947392,487445102592,483791876096,482296205312,481399394304,501491351552,487246393344,472244084736,489299992576,472715186176,485590994944,490397102080,481551781888,490792022016,487897382912,490801631232,474503589888,489004949504,478493212672,494832541696,484391317504,482635706368,496146690048,493175476224
403,472931745792,490412814336,490551021568,476825427968,469822181376,489618710528,480576356352,495263866880,482117885952,487445102592,483791876096,482296205312,481399394304,501491351552,487394033664,472244084736,489299992576,472715186176,485590994944,490544742400,481551781888,490792022016,487897382912,490949271552,474503589888,489004949504,478493212672,494832541696,484391317504,482635706368,496146690048,493175476224
404,472931745792,490412814336,490698600448,476825427968,469822181376,489618710528,480576294912,495263866880,482117885952,487445102592,483791876096,482296205312,481399394304,501491351552,487394033664,472244084736,489300054016,472715186176,485590994944,490544742400,481551781888,490939662336,487897382912,490949271552,474503589888,489152589824,478493212672,494832541696,484391317504,482635706368,496294330368,493323116544
405,472931745792,490412814336,490698600448,476825427968,469822181376,489618710528,480576294912,495263866880,482117885952,487445102592,483939516416,482296205312,481399332864,501491351552,487394033664,472244084736,489300054016,472715186176,485590994944,490544742400,481551781888,490939662336,487897382912,490949271552,474503589888,489152589824,478493212672,494832418816,484391317504,482635706368,496294330368,493323116544
406,472931745792,490412814336,490698600448,476825427968,469822181376,489618710528,480576294912,495263866880,482117885952,487445102592,483939516416,482296205312,481399332864,501491351552,487394033664,472244084736,489300054016,472715186176,485590994944,490544742400,481551781888,490939662336,488045023232,490949271552,474503589888,489152589824,478493212672,494832418816,484391317504,482635706368,496294330368,493323116544
407,472931745792,490412814336,490698600448,476973006848,469822181376,489618710528,480576294912,495263866880,482117885952,487592742912,483939516416,482296205312,481399332864,501491351552,487394033664,472244084736,489300054016,472715186176,485591056384,490544742400,481551781888,490939662336,488045023232,490949271552,474503589888,489152589824,478493212672,494832459776,484391317504,482635706368,496294330368,493323116544
408,472931745792,490412814336,490698600448,476973006848,469822181376,489618710528,480723935232,495263866880,482117885952,487592742912,483939516416,482296205312,481399332864,501491351552,487394033664,472244084736,489300054016,472715186176,485738635264,490544742400,481551781888,490939662336,488045023232,490949271552,474503589888,489152589824,478493212672,494832418816,484391317504,482783346688,496294330368,493323116544
409,472931745792,490412814336,490698600448,476973006848,469822181376,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472244084736,489447632896,472715186176,485738635264,490544742400,481551781888,490939662336,488045023232,490949271552,474503589888,489152589824,478493212672,494832418816,484538957824,482783346688,496294330368,493323116544
410,472931745792,490412814336,490698600448,476973068288,469822181376,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472244084736,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474503589888,489152589824,478493212672,494832418816,484538957824,482783346688,496294330368,493323116544
411,473079386112,490412814336,490698600448,476973068288,469822181376,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472244084736,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474503589888,489152589824,478493212672,494832480256,484538957824,482783346688,496294330368,493323116544
412,473079386112,490412814336,490698600448,476973068288,469822181376,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472244146176,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474503589888,489152589824,478493212672,494832480256,484538957824,482783346688,496294330368,493323116544
413,473079386112,490412814336,490698600448,476973006848,469822181376,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472244146176,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474503589888,489152589824,478493212672,494832480256,484538957824,482783346688,496294330368,493323116544
414,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265567232,487592804352,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474503589888,489152589824,478640852992,494832480256,484538957824,482783346688,496294330368,493323116544
415,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592804352,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949332992,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
416,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592804352,483939516416,482443845632,481546973184,501491351552,487394095104,472391725056,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949332992,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
417,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592804352,483939516416,482443845632,481546973184,501491351552,487394095104,472391725056,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949332992,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
418,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592804352,483939516416,482443845632,481546973184,501491351552,487394095104,472391725056,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949332992,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323177984
419,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592804352,483939516416,482443907072,481546973184,501491351552,487394095104,472391725056,489447632896,472715186176,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323177984
420,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323177984
421,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323177984
422,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323177984
423,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544803840,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
424,473079508992,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544803840,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
425,473079508992,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544803840,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
426,473079427072,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265587712,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544803840,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
427,473079427072,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265587712,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
428,473079427072,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265587712,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
429,473079427072,490412814336,490698661888,476973006848,469969821696,489618710528,480723935232,495263866880,482265587712,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
430,473079427072,490412814336,490698661888,476973006848,469969821696,489618771968,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738696704,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
431,473079386112,490412814336,490698600448,476973006848,469969821696,489618771968,480723976192,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738696704,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
432,473079386112,490412814336,490698600448,476973006848,469969821696,489618771968,480723976192,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294391808,493323116544
433,473079386112,490412875776,490698600448,476973006848,469969821696,489618771968,480723935232,495263866880,482265526272,487592742912,483939577856,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640914432,494832418816,484538957824,482783346688,496294391808,493323116544
434,473079386112,490412875776,490698600448,476973006848,469969821696,489618771968,480723935232,495263866880,482265526272,487592742912,483939577856,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939785216,488045023232,490949271552,474651230208,489152589824,478640914432,494832418816,484538957824,482783346688,496294391808,493323116544
435,473079386112,490412875776,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939577856,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939785216,488045023232,490949271552,474651230208,489152589824,478640914432,494832418816,484538957824,482783346688,496294391808,493323116544
436,473079386112,490412875776,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939577856,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939785216,488045023232,490949271552,474651230208,489152589824,478640914432,494832418816,484538957824,482783346688,496294391808,493323116544
437,473079386112,490412875776,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939577856,482443845632,481546973184,501491351552,487394033664,472391725056,489447694336,472862826496,485738635264,490544742400,481699422208,490939785216,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294391808,493323116544
438,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939577856,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939785216,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
439,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265567232,487592742912,483939577856,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045084672,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
440,473079386112,490412814336,490698600448,476973006848,469969821696,489618771968,480723935232,495263866880,482265567232,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045084672,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
441,473079386112,490412814336,490698600448,476973006848,469969821696,489618771968,480723996672,495263866880,482265567232,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
442,473079386112,490412814336,490698600448,476973006848,469969821696,489618771968,480723996672,495263866880,482265567232,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949394432,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
443,473079386112,490412814336,490698600448,476973006848,469969821696,489618771968,480723996672,495263866880,482265567232,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949394432,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
444,473079386112,490412814336,490698600448,476973006848,469969821696,489618771968,480723996672,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862887936,485738635264,490544742400,481699483648,490939662336,488045084672,490949394432,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
445,473079386112,490412875776,490698600448,476973006848,469969924096,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447632896,472862887936,485738635264,490544742400,481699422208,490939662336,488045064192,490949394432,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
446,473079386112,490412875776,490698600448,476973006848,469969924096,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447694336,472862887936,485738635264,490544742400,481699422208,490939662336,488045023232,490949394432,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323177984
447,473079386112,490412814336,490698600448,476973006848,469969924096,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447694336,472862826496,485738635264,490544742400,481699422208,490939662336,488045023232,490949332992,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
448,473079386112,490412814336,490698600448,476973006848,469969924096,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501491351552,487394033664,472391725056,489447694336,472862826496,485738635264,490544742400,481699422208,490939662336,488045084672,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
449,473079386112,490412814336,490698600448,476973006848,469969924096,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501638991872,487394033664,472391725056,489447694336,472862826496,485738635264,490544742400,481699422208,490939662336,488045084672,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
450,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501638991872,487394033664,472391725056,489447694336,472862826496,485738635264,490544844800,481699422208,490939662336,488045084672,490949271552,474651230208,489152589824,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
451,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501638991872,487394033664,472391725056,489447632896,472862826496,485738635264,490544844800,481699422208,490939662336,488045023232,490949271552,474651230208,489152651264,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
452,473079386112,490412814336,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501638991872,487394033664,472391725056,489447632896,472862826496,485738635264,490544844800,481699422208,490939723776,488045023232,490949271552,474651230208,489152651264,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
453,473079386112,490412875776,490698600448,476973006848,469969821696,489618710528,480723935232,495263866880,482265526272,487592742912,483939516416,482443845632,481546973184,501638991872,487394033664,472391725056,489447632896,472862826496,485738635264,490544803840,481699422208,490939723776,488045023232,490949271552,474651230208,489152651264,478640852992,494832418816,484538957824,482783346688,496294330368,493323116544
