op_w_rlat,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
212,0.014118,0.01486,0.016805,0.0162,0.013949,0.01512,0.023612,0,0.015972,0.017217,0.017231,0.015204,0.018569,0.017855,0,0,0.015277,0.013038,0.013848,0.012376,0.01401,0.016703,0.013356,0.013914,0.01167,0.012064,0.024437,0.015728,0.022042,0,0.014127,0.010709
213,0.014049,0.015995,0.013624,0.01429,0.013169,0.015349,0.02903,0.028513,0.018951,0.016822,0.015337,0.016259,0.013959,0.022142,0.016639,0.018573,0.014237,0.013171,0,0.043073,0.013277,0.014632,0.014334,0.01343,0.029963,0.034914,0.020441,0.026555,0.028835,0.023323,0.023756,0.023989
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01024,0.010182,0.004329,0.011653,0.01264,0.009549,0.016804,0.019966,0.019536,0.023572,0.022722,0.012228,0.017027,0.016047,0.01711,0.019788
215,0.021207,0.025441,0.026653,0.022048,0.022879,0.026011,0.023742,0.026532,0.02145,0.020216,0.024364,0.022303,0.01994,0,0.026073,0.021502,0.013194,0.003672,0.010218,0.011904,0.005818,0.003736,0,0,0.011813,0.00349,0.003987,0.003589,0.003949,0.002955,0,0
216,0,0,0,0,0.006338,0.007504,0.006921,0.007284,0.018894,0.01274,0,0,0,0,0.016022,0.012454,0,0,0.021849,0.020042,0,0,0,0,0.016236,0.015114,0.015004,0.01586,0.014959,0.013558,0,0
217,0,0,0.035989,0.033522,0,0,0.012525,0.014385,0,0,0,0.011543,0.009027,0,0.0094,0.008756,0,0,0.015952,0.014894,0,0,0,0,0.013619,0.015414,0,0.019211,0.015376,0.014064,0,0
218,0.014151,0.01361,0.0157,0.013602,0.01707,0.013053,0.015216,0.015403,0.020133,0.021966,0.017951,0.016831,0.017519,0.015876,0,0,0,0.012956,0.01583,0.013968,0.032316,0,0.018889,0,0.011672,0.009216,0.010073,0.008272,0.014155,0.017963,0.00678,0.007948
219,0.027688,0,0.026583,0.031485,0.024582,0.035061,0,0,0,0,0,0,0,0,0,0,0.015755,0.012735,0,0.025831,0.012421,0.013749,0.014194,0.014097,0,0,0.013717,0.019188,0,0,0,0.009687
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023713,0.016977,0,0.022788,0.01989,0.035713,0.018769,0.025852,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.035848,0,0.016127,0.02143,0.00878,0.010168,0.00937,0.011101,0.011164,0.014602,0,0.018281,0.023162,0,0.01572,0.012055,0,0,0,0,0,0,0,0,0.014379,0,0.016822,0.016888,0.01391,0.0117,0,0
223,0.029883,0.028014,0.019476,0.02284,0.034925,0,0.021717,0.061974,0.01915,0.020602,0.017461,0.014533,0.017282,0.021837,0.017572,0.015741,0,0.020459,0.015126,0.014174,0.02063,0,0,0,0.014966,0.012069,0.025631,0,0.019317,0.030183,0,0
224,0.017412,0.016156,0.019039,0.020408,0.021649,0.024205,0.021388,0.023956,0.018984,0.018622,0.017475,0.017091,0.015447,0.01638,0.024619,0.022945,0,0.010641,0.02761,0,0.013543,0.00458,0,0,0.013966,0.014319,0.01388,0.014616,0.015463,0.015967,0.013715,0.014087
225,0.013063,0.015962,0.016428,0.018339,0.01635,0.017843,0.017233,0.018229,0.034823,0.036194,0.030747,0.025838,0.033281,0.0368,0,0.02919,0.014548,0.010882,0.024209,0.026313,0.012625,0.011842,0.016111,0.011901,0,0,0.003265,0.003439,0,0,0.002833,0.002722
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016602,0.016875,0.017698,0.018894,0.01746,0.018076,0.018843,0.016746,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0.012795,0,0,0,0.009383,0.016531,0.025633,0,0.014698,0.013801,0,0,0,0,0.012206,0.012599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0.016603,0.017208,0.014703,0.014603,0.020686,0,0.017514,0.017773,0.016154,0.012984,0.010235,0.009758,0.016037,0.005224,0.0133,0.017929,0,0,0.014242,0,0,0,0,0,0.013821,0.013566,0.012326,0.013771,0.014629,0.014496,0.015866,0.015635
230,0.02686,0.023631,0,0.016814,0.038689,0,0.032442,0.050976,0.056647,0.035326,0.0217,0.03294,0.034659,0.060988,0.044426,0.064469,0.019497,0.014603,0.015239,0.016962,0.019258,0.030751,0.024972,0,0.014432,0.070873,0,0,0.042825,0.038981,0.04621,0.068612
231,0.022768,0.0324,0.031366,0.028648,0.029107,0.029089,0.029044,0.024793,0.024294,0.021684,0.028624,0.023895,0.024072,0.027903,0.028926,0.027412,0.018242,0.018829,0,0.02061,0.01386,0.018416,0.015653,0.069374,0,0,0.005267,0.008411,0,0,0.006068,0.011199
232,0.01371,0.014789,0.016367,0.013797,0.015366,0.015307,0.015918,0.013848,0.008113,0.010241,0.030566,0,0.016956,0.006385,0.008579,0.008818,0.029861,0.032212,0.035855,0.032271,0.032856,0.026502,0.027694,0.029446,0.020943,0.017766,0.017008,0.02172,0.016859,0.014728,0.022931,0
233,0.013487,0.012595,0.014657,0.013365,0.015513,0.015714,0.013162,0.01485,0.015328,0.016179,0.015893,0.016596,0.019742,0.01938,0.016962,0.015343,0.021251,0.019792,0.018714,0.027293,0.030879,0.02354,0,0,0.011814,0.012958,0.014911,0.018198,0.01324,0.01234,0.015193,0.015851
234,0.014073,0.0159,0.021009,0.019444,0.011589,0.012664,0.012872,0.013838,0.013118,0.013089,0.012007,0.011034,0.010696,0.011584,0.012424,0.011779,0.012272,0.013213,0.010948,0.013001,0.019582,0.017146,0,0,0.012663,0.012528,0.017087,0.016973,0.011973,0.013462,0.016633,0.016248
235,0.014732,0.013669,0.014512,0.016846,0.022634,0.019159,0.016207,0.014758,0.025319,0.020165,0.011531,0.014584,0.012181,0.009426,0.03273,0,0.018576,0.01709,0.017513,0.015125,0.015763,0.015434,0.014081,0.014575,0.014347,0.014334,0.013535,0.014333,0.01389,0.013603,0.014456,0.015183
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015337,0.013703,0.016425,0.016339,0.010359,0.010369,0.012229,0.012977,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0.022701,0,0,0.02196,0,0.037897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0.016505,0.019906,0.017706,0.01722,0.016143,0.017904,0.016756,0.019459,0.014087,0.01637,0.016604,0.020474,0.026868,0,0.015764,0.016602,0,0,0,0,0,0,0,0,0.020539,0,0.017372,0.018686,0,0.019151,0.021253,0.022084
239,0.013754,0.013692,0.012065,0.01313,0.013246,0.014108,0.015475,0.018447,0.013224,0.014319,0.013408,0.012286,0.01172,0.013644,0.012652,0.014099,0.017383,0.012964,0.015904,0.019257,0.017901,0.017508,0.031582,0,0.007145,0.007672,0.015304,0.018698,0.007695,0.008603,0.012356,0.015484
240,0.013504,0.00725,0,0,0.008255,0.009766,0,0.019117,0.015684,0.013877,0.010966,0.010866,0.009417,0.011474,0.027586,0.017556,0.010461,0.009857,0.012282,0.012683,0.019932,0.018931,0.0138,0.015274,0.013874,0.014499,0.016024,0.015078,0.014764,0.014272,0.012824,0.014353
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020767,0.015277,0.021789,0.030395,0.013932,0.01441,0.015822,0.014272,0,0.016941,0.034358,0.029906,0.033135,0,0.028844,0.022785
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013806,0.011799,0.012999,0.014217,0.013384,0.013627,0.01295,0.012902,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0.011876,0,0,0,0.011194,0,0,0,0.015466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0.01434,0,0.023552,0.026382,0.009668,0.022999,0.017412,0.027202,0.018656,0.023729,0.006251,0.009593,0.00879,0.004599,0,0.00584,0,0,0,0,0,0,0,0,0.015224,0,0.017829,0.015542,0.018123,0.018,0.035446,0.019221
247,0,0,0.020404,0.02339,0,0,0.02578,0.024878,0,0,0,0,0,0,0,0,0,0.015004,0.016735,0.017068,0.014371,0.01417,0.018828,0.024498,0.011088,0,0.012612,0.013207,0.023018,0.015039,0.029102,0.013434
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028922,0.007494,0.014435,0.015908,0.014239,0.012419,0.020947,0.019182,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.019743,0,0.020007,0.028024,0,0,0.020989,0,0,0,0,0,0,0,0,0.019619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03132,0.033677
251,0.014941,0.01608,0.019266,0.017449,0.018231,0,0,0,0,0.028169,0,0.013097,0,0,0,0,0.020218,0.015788,0.015407,0.013371,0,0,0,0,0.034167,0,0.015879,0,0,0,0,0
252,0.011151,0.008533,0,0,0.010349,0.01633,0.019241,0,0,0.020855,0.012651,0.01094,0.011143,0,0.01205,0.014196,0,0,0,0,0,0,0,0,0.016114,0,0.020721,0,0,0,0,0
253,0.011002,0.02069,0.012089,0.008722,0.018978,0.033576,0.013641,0.012213,0,0,0,0,0,0,0,0,0,0,0,0,0.019658,0,0,0,0.015328,0.01661,0.015139,0,0.033597,0.016871,0,0
254,0.037291,0,0,0,0,0,0,0,0.031126,0.015699,0,0,0,0,0.014886,0.016518,0.015502,0.01792,0.016599,0.014428,0.018067,0.01544,0.016219,0.013668,0.017558,0,0,0,0,0,0,0
255,0.013274,0.013748,0.013912,0.01228,0.01285,0.016247,0.01392,0.020541,0.017057,0.017709,0.026391,0.018244,0.01992,0,0.015926,0.014088,0,0.029055,0,0,0,0,0,0,0.014085,0.02333,0.010191,0.008379,0,0.008227,0.009472,0.009278
256,0.01437,0.015614,0.017191,0.017902,0.014792,0.016557,0.0164,0.020792,0.017893,0.01558,0.016964,0.014943,0.017044,0.02126,0.018105,0.019368,0.011994,0.012361,0.012524,0.011737,0.013517,0.01329,0.011017,0.012026,0.018387,0.013951,0.028899,0.025808,0.018484,0.020628,0.021487,0.019087
257,0.014864,0.017019,0.016306,0.016215,0.014909,0.015579,0.0167,0.01576,0.016054,0.017026,0.015982,0.016756,0.016513,0.017103,0.019231,0.017317,0.006342,0.007419,0.005802,0.00646,0.004895,0.005052,0,0,0.015461,0.013854,0.015289,0.01362,0.014803,0.014187,0.020122,0.017461
258,0.004642,0.004836,0,0,0.010634,0.009737,0.012002,0.010815,0.035836,0.033862,0.015775,0.014827,0.013806,0.015254,0.015823,0.015893,0.024476,0.058223,0.007686,0.007603,0.013848,0.014134,0.012467,0.013898,0.019062,0.021895,0.022592,0.018873,0.018217,0.015209,0,0.036081
259,0.015132,0.010748,0.007153,0.01248,0.019039,0.024819,0.012156,0.012893,0,0,0.028704,0.018473,0.030413,0.023006,0,0.016087,0.039726,0.031321,0.038141,0.071436,0.023129,0.025763,0.028439,0.032944,0.012231,0.012585,0.013304,0.013613,0.013395,0.014019,0.013218,0.014962
260,0.015563,0.028326,0,0.015954,0,0,0.02229,0,0,0,0,0,0,0,0.019166,0.018875,0.014423,0.014231,0.015926,0.017194,0.014975,0.015184,0.01641,0.013805,0.010659,0.024139,0.011135,0.00945,0,0.017485,0.007693,0.019225
261,0.016789,0.018245,0.016617,0.018044,0.034837,0,0.01742,0,0.016234,0.015393,0,0.016459,0.016105,0,0.023382,0.015982,0.01461,0.024172,0,0,0,0,0,0,0,0.032792,0,0.006565,0.024778,0.006779,0.003921,0.004486
262,0.014365,0.014441,0.014428,0.014263,0.013086,0.014352,0.016063,0.015495,0.015435,0.016248,0.020389,0.012213,0.013944,0.017237,0.025812,0.019014,0.015433,0.015852,0.01512,0.018991,0.017393,0.01852,0.018259,0.019837,0.020869,0.013251,0.015977,0.013466,0.014604,0.014933,0.014195,0.013766
263,0.012263,0.011474,0.014659,0.015503,0.013746,0.012933,0.01386,0.011495,0.015821,0.015493,0.014788,0.013499,0.014952,0.015312,0.014508,0.014292,0.007547,0.006407,0.005614,0.006344,0.005203,0.004735,0,0,0.01347,0.01431,0.013116,0.012083,0.013797,0.013439,0.015247,0.021554
264,0,0.029338,0.046472,0.050318,0.015189,0.014795,0.014276,0.014247,0.017702,0.017693,0.011072,0.012381,0.012353,0.013468,0.01326,0.012447,0.022257,0,0.005183,0,0.02086,0.021456,0.021703,0.021823,0.015451,0.008153,0.013927,0.015567,0.009028,0.00915,0,0
265,0.016621,0.015913,0.015104,0.01489,0.029449,0.02837,0.01572,0.013353,0.045182,0.052439,0,0.035359,0,0.026072,0.013024,0.01032,0.022409,0.037656,0,0,0.015092,0.017579,0.016555,0.014682,0.013956,0.015119,0.014865,0.014759,0.015498,0.014823,0.015203,0.015669
266,0.014893,0.015841,0.015241,0.013768,0.016316,0.018191,0.016377,0.014726,0.013052,0.013039,0.012546,0.011802,0.01637,0.017419,0.013518,0.011922,0.016837,0.015529,0.019756,0.016213,0.016076,0.013807,0.016658,0.016825,0.016995,0.01555,0.011224,0.01377,0.019047,0.017085,0.012327,0.013681
267,0.012871,0.013574,0.014027,0.013792,0.013242,0.014878,0.014335,0.01595,0.006893,0.007541,0.008256,0.006844,0.008687,0.009309,0.02167,0.025203,0.015901,0.015672,0.014988,0.01612,0.015689,0.015725,0.015566,0.016296,0.020832,0.023963,0.021644,0.017774,0.022748,0.023015,0.012637,0.011903
268,0.022637,0.021868,0.023421,0.018672,0.018037,0.024271,0.022076,0.033657,0.017126,0.014308,0.016642,0.014302,0.01679,0.030604,0,0,0.01322,0.012418,0.012644,0.012966,0.013733,0.013035,0.012433,0.014115,0.021766,0,0,0,0.015937,0,0,0
269,0.008986,0.010662,0.017014,0.016418,0.010514,0.015474,0.012751,0.012625,0.014811,0.0157,0.016758,0.013548,0.014323,0.02011,0.027729,0,0,0.008291,0.00762,0.003821,0.010077,0,0,0,0.010949,0.016941,0,0,0.006648,0.011785,0,0
270,0.024233,0.018841,0,0,0.013996,0.011797,0.015704,0.011844,0.015068,0.015005,0.020475,0.019403,0.014805,0.015825,0.015407,0.015097,0,0,0.005131,0.002924,0,0,0,0,0.017455,0.021269,0.019887,0.024217,0.023367,0.019461,0.062229,0
271,0.019827,0.022518,0.013001,0.012596,0.043519,0,0.018027,0.025056,0,0,0.005808,0.013201,0.013284,0.011203,0.005487,0.00586,0,0.040112,0,0,0.059393,0,0.024776,0.070147,0.012469,0.012345,0.013327,0.012324,0.012681,0.012127,0.013163,0.013654
272,0.016856,0.02038,0.022294,0.020288,0.019098,0,0.032468,0.035395,0.030873,0,0.036892,0.033356,0,0,0.057659,0.018372,0.013453,0.012773,0.011678,0.013844,0.011305,0.012532,0.013625,0.013339,0,0,0.003661,0.003071,0.001973,0.005195,0.004524,0.002637
273,0.017131,0.014805,0.027554,0.019204,0.016092,0.026918,0.031874,0.029637,0.004132,0,0.003688,0.005488,0,0,0,0,0.027358,0.016117,0.016993,0.018001,0.018176,0.021017,0.017859,0.020093,0,0,0,0,0,0,0.016081,0.018259
274,0,0,0.031209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020447,0.016105,0.016815,0.01568,0.018774,0.021387,0.017831,0.015897,0,0,0,0,0,0,0,0
275,0.013831,0.013356,0,0,0.011696,0.013141,0.012906,0.014715,0.03362,0,0.035142,0,0.01471,0,0,0,0,0.005443,0,0,0,0,0,0,0,0.008605,0,0,0,0,0,0
276,0,0,0.021846,0,0.010489,0.015655,0.023838,0,0.011123,0.00932,0,0.016542,0.020186,0,0.009637,0.012528,0,0,0,0,0,0,0,0,0.014327,0.017425,0.015286,0,0.020839,0.022478,0,0
277,0.020413,0,0.0121,0.013636,0.012717,0.016614,0.014074,0.013801,0,0,0.010333,0.008565,0.012878,0,0.009373,0.006629,0,0.008651,0,0,0,0,0,0,0.014644,0.013852,0.011972,0.014254,0.012949,0.01242,0.01031,0.011957
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014189,0.013282,0.013031,0.010969,0.013374,0.013622,0.014787,0.012343,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0.01781,0.013367,0,0,0.01361,0.015303,0,0,0.007751,0,0.011214,0,0.013554,0,0,0,0,0,0,0,0,0,0,0,0.014226,0.014,0,0,0.014312,0,0,0
282,0.013648,0.010803,0,0,0.011927,0.011986,0.013182,0,0.018197,0,0.009975,0.009353,0.008989,0,0.009735,0.010074,0,0.032525,0,0.011671,0,0,0,0,0.010579,0.013155,0.014825,0.006797,0.010367,0,0,0
283,0.017102,0.019489,0.013295,0.013868,0.027464,0,0.037078,0.023913,0,0,0.014923,0.014908,0.020898,0,0.015361,0.017351,0.014819,0.013333,0,0.018057,0,0,0,0,0.017287,0.019065,0.013495,0.01183,0.010864,0.011648,0.004857,0
284,0.023742,0,0,0,0,0,0,0,0,0,0.02201,0.017941,0.016036,0,0,0,0.015618,0.013821,0.014022,0.015466,0.014863,0.015271,0.01489,0.01403,0,0,0,0,0,0,0,0
285,0.014142,0.033562,0,0.028712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035432,0,0,0,0,0,0,0,0,0,0,0,0,0.003895,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01464,0.013699,0.017382,0,0,0.032857,0,0,0,0,0,0,0,0,0
287,0.012198,0.013304,0,0,0.013583,0.014018,0.01619,0,0.01183,0.021418,0.019728,0.017597,0.033407,0,0.012295,0.01784,0,0,0,0,0,0,0,0,0.010027,0.010299,0.012276,0,0,0.009098,0,0
288,0.022768,0.022029,0.01092,0.010169,0.009811,0.010442,0.011895,0,0.020846,0.015318,0.013872,0.018855,0.015928,0,0.020451,0.018824,0,0,0.018352,0.015047,0,0,0,0,0.016847,0.015205,0.014635,0.019102,0.013236,0.013762,0,0.02055
289,0.009549,0.009052,0.009821,0.011462,0.022294,0.02306,0.008534,0.012206,0,0,0.009877,0.01035,0.010947,0,0.009077,0.011904,0.016543,0.015732,0.022104,0.020146,0,0,0.014555,0,0.022408,0.01812,0.014478,0.014155,0.014114,0.011586,0.020032,0.019636
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015969,0.015203,0.013743,0.01351,0.0141,0.011908,0.014488,0.013328,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0.015278,0.020069,0.049832,0.025381,0.01657,0,0.026047,0,0,0,0,0,0,0,0,0.014967,0,0,0,0,0,0,0,0,0.017614,0.021064,0,0,0,0,0.021181,0.010857
293,0.00996,0.010927,0.012981,0.012837,0.011076,0.010435,0.012334,0.012085,0.014507,0.014436,0.014348,0.012912,0.015551,0.013709,0.011962,0.012405,0,0,0,0.017361,0.0165,0,0,0,0.0124,0.011318,0.010805,0.012167,0.011386,0.011451,0.013278,0.012706
294,0,0.050198,0.012953,0.010101,0.011643,0.010603,0.011421,0.013504,0.008605,0.009637,0.00632,0.006367,0.007538,0.00515,0,0,0.012328,0.011047,0.010948,0.009566,0.009232,0.01295,0.011552,0.019722,0.012788,0.012716,0.010474,0.009755,0.011246,0.009987,0.027247,0
295,0.014312,0.013396,0.014682,0.013668,0,0.020511,0.014616,0.016607,0,0,0.010366,0.006932,0.011841,0.011591,0,0.027927,0.015045,0.013732,0.016883,0.01733,0.014044,0.014904,0.016071,0.017031,0,0.017162,0.018627,0.016388,0.020602,0.022454,0.017097,0.01509
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016409,0.015385,0.016592,0.015171,0.014488,0.013026,0.015164,0.014979,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031072,0,0,0,0,0,0,0
299,0.015338,0.011967,0,0.014615,0.012792,0.012395,0.026964,0,0,0.015061,0,0.015451,0.015879,0,0.014358,0.015415,0,0,0,0,0,0,0,0,0.01705,0.021927,0,0,0.010719,0,0,0.01588
300,0,0,0.019662,0.01477,0.014756,0.014017,0.017848,0.016584,0.019547,0.016264,0,0.01465,0.017118,0,0,0.025563,0,0,0.035928,0,0,0,0,0,0.022182,0.018575,0.011111,0.049459,0.012103,0.013437,0,0
301,0.016115,0.014591,0.012925,0.014907,0,0,0.014224,0.01645,0.01716,0.020628,0.011545,0.007099,0.00944,0.004479,0.010067,0.00391,0,0.011165,0,0,0.010378,0,0,0.003541,0.014684,0.015991,0.014076,0.015171,0.015323,0.013562,0,0
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017082,0.015839,0.018027,0.016435,0.015702,0.020175,0.019205,0.015412,0,0,0,0,0,0,0,0
303,0.026413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021491,0,0,0,0,0,0,0,0,0.019287,0,0,0,0,0,0,0
304,0.011043,0.010829,0,0.021558,0.01174,0.01276,0.016737,0,0.016904,0.014806,0.01959,0.019878,0.027982,0,0.012618,0.017028,0,0,0,0,0,0,0,0,0.019518,0.017938,0.018946,0.021877,0.017681,0.024688,0.017123,0.014898
305,0.017518,0.019341,0.016835,0.01603,0.015882,0.01526,0.014695,0.018736,0.016276,0.015819,0.016239,0.015626,0.019388,0.019206,0.020018,0.020535,0.009216,0.011112,0.011727,0.010585,0.021093,0.024554,0,0.026301,0.026974,0.027015,0.019396,0.019674,0.018781,0.020944,0.019919,0.016585
306,0,0,0.011703,0.012309,0.012576,0.01309,0.013507,0.014154,0.009491,0.007692,0.006783,0.007613,0.00667,0.007395,0,0,0.006164,0.003081,0.01053,0.010668,0.006324,0.002871,0.005369,0.006399,0.010348,0.012185,0.008952,0.01165,0.01098,0.011998,0.011471,0.016442
307,0,0,0,0,0,0,0,0,0,0,0,0.014201,0,0,0,0,0.018786,0.017924,0,0.031862,0.016934,0.016337,0.015491,0.016684,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0.010181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016769,0.014667,0,0,0,0,0,0,0,0,0.012142,0,0,0,0,0,0,0
310,0.016123,0.019182,0.023738,0.019427,0.015818,0.020746,0.019717,0.023307,0.021667,0.016867,0.018671,0.016891,0.022015,0.021009,0.019199,0.016947,0.010147,0.011599,0,0,0,0.033768,0.019397,0,0.021519,0.050956,0.042895,0,0,0.020997,0.017949,0.014689
311,0.014405,0.016779,0.016905,0.014831,0.016783,0.017385,0.017358,0.015848,0.015079,0.016332,0.016421,0.015496,0.014537,0.016083,0.033415,0.025199,0.009354,0.008661,0.007734,0.00793,0.023627,0,0.012453,0.048439,0.016433,0.0151,0.015944,0.017535,0.015267,0.01676,0.016946,0.015582
312,0,0,0.011346,0.011224,0.013487,0.011813,0.01245,0.012273,0.01843,0.016844,0.017686,0.017428,0.016977,0.016718,0.01952,0.021836,0,0,0.003854,0.003893,0.006828,0.005442,0.006225,0.009194,0.011665,0.014189,0.014859,0.014884,0.014413,0.011906,0.020238,0.025081
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012881,0.016454,0.026461,0.033367,0.021473,0.017548,0.017016,0.017981,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0.015116,0.015572,0,0.019885,0.013458,0.015713,0.011282,0.018494,0.013714,0.013385,0.052036,0.013909,0.013251,0,0.015475,0.016047,0,0,0,0,0,0,0,0,0.012887,0,0.014015,0.014439,0.019352,0,0.00687,0.005797
316,0.020138,0.027793,0,0,0,0,0.019066,0.029729,0,0,0,0.028954,0.022299,0,0,0.019759,0.014599,0.014666,0.015169,0.015551,0.026851,0.037545,0.018322,0.01582,0,0,0,0,0,0,0,0
317,0.027305,0.028389,0,0.028146,0.034348,0.037198,0.027544,0.026059,0.006537,0.003153,0.002883,0.003404,0.008352,0,0,0,0.006108,0.012049,0.003772,0.008004,0.003132,0,0,0,0,0,0,0,0.0304,0,0,0.07879
318,0.034058,0,0.017587,0.01483,0.014641,0.015089,0.017621,0.016237,0.019774,0.021215,0.020559,0.018939,0.018257,0.018593,0.020109,0.020088,0,0,0,0,0.029082,0,0,0,0.016782,0.01626,0.018376,0.017158,0.018198,0.01514,0,0
319,0.002483,0,0,0.003006,0,0,0.003671,0.005214,0,0,0,0,0,0,0,0,0.026644,0.02153,0.022214,0.026091,0.019421,0.022921,0.019903,0.041225,0.016962,0.023358,0.017711,0.029681,0.023546,0.023625,0,0
320,0.012569,0.011635,0.018646,0.022255,0.012699,0.013274,0.017626,0.015303,0.023713,0.022947,0,0.026504,0.016373,0,0.012362,0.011495,0,0.01921,0.016276,0.023265,0.020632,0.018068,0.020522,0,0.011439,0.009459,0.011984,0.011315,0.022274,0.02034,0.011775,0.014651
321,0.012808,0.01223,0.016322,0.016858,0.013597,0.012538,0.014614,0.01375,0.014454,0.014607,0,0.026831,0.01412,0,0.009584,0.015395,0.010507,0.011375,0.0112,0.011477,0.016851,0.01869,0.011126,0.011912,0.014844,0.012901,0.01254,0.013978,0.012853,0.010611,0.01075,0.009717
322,0,0,0,0,0,0,0,0,0,0,0,0.027916,0,0,0,0,0.008346,0.009649,0.012032,0.007633,0.014673,0,0.008683,0.008442,0,0,0,0,0,0,0,0
323,0.021331,0.027565,0.011168,0.009512,0.012217,0.013129,0.010597,0.010089,0.016195,0.018901,0.014985,0.013734,0.013484,0,0,0,0,0,0,0,0,0,0,0,0.012813,0.015016,0,0,0.015924,0.015258,0.028628,0.01482
