numpg_replica,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
129,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
130,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
131,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
132,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
133,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
134,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
135,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
136,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
137,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
138,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
139,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
140,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
141,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
142,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
143,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
144,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
145,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
146,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
147,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
148,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
149,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
150,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
151,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
152,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
153,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
154,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
155,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
156,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
157,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
158,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
159,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
160,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
161,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
162,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
163,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
164,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
165,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
166,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
167,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
168,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
169,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
170,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
171,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
172,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
173,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
174,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
175,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
176,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
177,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
178,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
179,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
180,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
181,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
182,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
183,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
184,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
185,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
186,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
187,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
188,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
189,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
190,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
191,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
192,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
193,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
194,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
195,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
196,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
197,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
198,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
199,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
200,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
201,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
202,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
203,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
204,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
205,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
206,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
207,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
208,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
209,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
210,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
211,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
212,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
213,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
214,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
215,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
216,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
217,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
218,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
219,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
220,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
221,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
222,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
223,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
224,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
225,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
226,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
227,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
228,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
229,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
230,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
231,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
232,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
233,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
234,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
235,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
236,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
237,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
238,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
239,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
240,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
241,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
242,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
243,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
244,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
245,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
246,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
247,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
248,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
249,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
250,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
251,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
252,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
253,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
254,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
255,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
256,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
257,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
258,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
259,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
260,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
261,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
262,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
263,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
264,2002,2018,2051,2054,1996,2014,2022,2160,2058,2007,2068,2022,2063,2117,2082,1959,2081,1977,2036,2083,2075,2100,2054,2107,1947,2076,1983,2078,2076,2060,2006,2104
