op_rw_wait_pa_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
186,0.139637,0.107006,0.293222,0.270392,0.09777,0.126713,0.300639,0.126969,0.112285,0.119559,0.062899,0.06692,0.110745,0.107622,0.113534,0.110333,0.365354,0.196394,0.07419,0.097888,0.134465,0.148186,0.088283,0.077527,0.117926,0.11602,0.113469,0.122349,0.107959,0.085608,0.238627,0.25135
187,0.131743,0.131246,0.220914,0.299642,0.347374,0.403819,0.260602,0.194222,0.383451,0.514652,0.436058,0.463805,0.113519,0.140627,0.123339,0.10612,0.215893,0.120343,0.106044,0.119288,0.118368,0.12029,0.128722,0.132587,0.116776,0.140324,0.196019,0.194918,0.149747,0.128283,0.221262,0.286404
188,0.4146,0.37116,0.276804,0.337354,0.607407,0.689523,0.288228,0.341172,0.57954,0.682337,0.540466,0.512903,0.298863,0.325324,0.315011,0.292344,0.259851,0.125389,0.111392,0.132722,0.124034,0.173031,0.138756,0.149615,0.253478,0.272147,0.286449,0.315157,0.409655,0.301161,0.312582,0.354378
189,0.260928,0.406461,0.199826,0.156021,0.490744,0.567497,0.115991,0.205987,0.417968,0.535337,0.379023,0.291102,0.392039,0.213956,0.535883,0.408687,0.380234,0.234103,0.455465,0.450602,0.220358,0.26639,0.327114,0.294237,0.231779,0.278092,0.089338,0.120517,0.646611,0.423482,0.180781,0.247698
190,0.092117,0.220843,0.075388,0.043606,0.234337,0.324084,0.030145,0.087087,0.230095,0.449606,0.163093,0.095804,0.24273,0.429595,0.351367,0.178925,0.258941,0.061402,0.576275,0.395763,0.059404,0.111283,0.17973,0.183312,0.074442,0.226615,0.10653,0.058273,0.472287,0.181245,0.093198,0.114676
191,0.064419,0.067098,0.044714,0.03187,0.080275,0.068161,0.184709,0.100704,0.05434,0.087709,0.063789,0.049711,0.04509,0.088075,0.068263,0.056184,0.096008,0.028626,0.251282,0.179094,0.216788,0.255139,0.24911,0.239926,0.063062,0.059151,0.069644,0.148152,0.066704,0.045309,0.177649,0.217623
192,0.16572,0.18298,0.636445,0.623806,0.167431,0.235395,0.409499,0.275362,0.221561,0.273297,0.222391,0.166844,0.191733,0.282161,0.258191,0.190436,0.183989,0.158061,0.077017,0.066492,0.113696,0.122978,0.063636,0.059955,0.175511,0.225253,0.277706,0.183591,0.226839,0.258289,0.478562,0.465942
193,0.42827,0.3517,0.771817,0.82143,0.555037,0.603463,0.61018,0.521364,0.612916,0.78254,0.741057,0.662822,0.294498,0.567217,0.442503,0.334421,0.299187,0.213415,0.248979,0.233569,0.255025,0.282993,0.290675,0.250661,0.314761,0.435478,0.540568,0.425096,0.494941,0.498513,0.734105,0.687491
194,0.624699,0.546909,0.797646,0.829331,0.751869,0.807005,0.63667,0.588481,0.807544,0.93085,0.812356,0.757098,0.326905,0.723149,0.455505,0.361964,0.546686,0.365902,0.451583,0.478306,0.473245,0.570764,0.62147,0.416794,0.25947,0.469215,0.527185,0.447569,0.63884,0.637919,0.793861,0.803735
195,0.319954,0.422273,0.642631,0.608841,0.488993,0.598454,0.373891,0.391841,0.546178,0.685343,0.577701,0.503721,0.176069,0.903988,0.397213,0.312367,0.507181,0.280673,0.87172,0.982297,0.455418,0.627182,0.657879,0.401965,0.199338,0.456035,0.215972,0.196025,0.785226,0.873006,0.536222,0.570601
196,0.107979,0.221159,0.278308,0.290188,0.184458,0.268979,0.165919,0.220266,0.255365,0.324184,0.287813,0.239215,0.07286,0.761065,0.177651,0.115092,0.252107,0.071768,0.738514,0.913017,0.221333,0.456048,0.484437,0.145411,0.127494,0.293942,0.249829,0.500708,0.349615,0.516718,0.250939,0.2613
197,0.120282,0.129213,0.128827,0.135532,0.097198,0.104004,0.175565,0.17175,0.116951,0.102731,0.148547,0.121183,0.12561,0.45851,0.153096,0.078186,0.102996,0.054356,0.302437,0.438053,0.183525,0.297393,0.513677,0.217315,0.149397,0.126296,0.171184,0.447723,0.115329,0.210986,0.304679,0.335308
198,0.062328,0.057291,0.470802,0.55182,0.056077,0.055015,0.053558,0.074053,0.068696,0.072996,0.068068,0.048054,0.057525,0.338484,0.069714,0.0398,0.484827,0.47664,0.102903,0.164345,0.20957,0.233967,0.199056,0.119584,0.055126,0.062895,0.108304,0.263213,0.064361,0.077808,0.376602,0.406507
199,0.109228,0.112968,0.211188,0.326767,0.151111,0.156701,0.043469,0.042982,0.156704,0.159747,0.378124,0.314323,0.027609,0.128641,0.044474,0.041448,0.330716,0.291719,0.062716,0.060362,0.067354,0.109376,0.073822,0.058848,0.024108,0.037157,0.03276,0.101359,0.047827,0.033538,0.161978,0.2063
200,0.098667,0.25452,0.063092,0.104369,0.169238,0.168715,0.080928,0.080364,0.170053,0.127582,0.188619,0.165412,0.151137,0.109816,0.076457,0.084375,0.110763,0.094574,0.039838,0.036971,0.059987,0.037498,0.041845,0.051044,0.058705,0.08274,0.049618,0.061676,0.143271,0.098659,0.09889,0.059064
201,0.00752,0.006908,0.009112,0.010638,0.007596,0.010872,0.011003,0.013427,0.011215,0.008338,0.009891,0.009718,0.01155,0.018803,0.106618,0.096296,0.048687,0.048154,0.305966,0.387704,0.049731,0.060453,0.070872,0.090272,0.203943,0.191114,0.063267,0.013095,0.125304,0.114567,0.013533,0.013105
202,0.046241,0.050892,0.052836,0.04524,0.038408,0.061498,0.314479,0.104568,0.047986,0.058698,0.051627,0.046915,0.056925,0.059287,0.04838,0.049903,0.009356,0.007757,0.036158,0.069707,0.009237,0.009777,0.028323,0.018919,0.120342,0.117275,0.077684,0.158269,0.044245,0.045696,0.050888,0.064201
203,0.098611,0.17184,0.213852,0.148172,0.086099,0.167737,0.415236,0.223489,0.175317,0.177896,0.108383,0.183188,0.212623,0.179078,0.169195,0.128793,0.059219,0.056238,0.053338,0.061737,0.18668,0.141826,0.229971,0.273309,0.136836,0.188467,0.127192,0.184609,0.130393,0.177365,0.226983,0.283208
204,0.07583,0.033834,0.344568,0.30377,0.019698,0.037486,0.166024,0.061975,0.053495,0.041009,0.022296,0.042467,0.103093,0.067609,0.04011,0.014266,0.511433,0.457938,0.1807,0.218916,0.385782,0.377093,0.234999,0.289033,0.030205,0.05093,0.025973,0.050596,0.018042,0.05296,0.23539,0.350655
205,0.11989,0.089002,0.076367,0.051458,0.136922,0.066515,0.057422,0.050465,0.067932,0.060411,0.462527,0.073088,0.097274,0.054417,0.040128,0.044061,0.372862,0.29893,0.051499,0.071291,0.231314,0.217809,0.11978,0.1739,0.026,0.035398,0.032397,0.032254,0.026793,0.037722,0.034677,0.08368
206,0.060398,0.083947,0.061782,0.037625,0.148839,0.098657,0.089542,0.072991,0.091945,0.071315,0.33577,0.078127,0.128034,0.331202,0.08895,0.068183,0.066556,0.031918,0.034546,0.027579,0.028733,0.031732,0.030358,0.041482,0.034848,0.097895,0.068591,0.064313,0.073641,0.086489,0.07255,0.101477
207,0.021707,0.023712,0.016791,0.020976,0.028485,0.020229,0.04799,0.030924,0.017146,0.020106,0.024837,0.028491,0.017654,0.022965,0.120962,0.033039,0.056876,0.055316,0.308402,0.282194,0.065383,0.09142,0.073053,0.075547,0.095403,0.190525,0.031007,0.038275,0.13402,0.135484,0.017047,0.016021
208,0.132292,0.177445,0.182457,0.157834,0.096181,0.143268,0.337458,0.19187,0.145409,0.136601,0.17484,0.182427,0.099659,0.186459,0.154582,0.102123,0.018083,0.014114,0.119606,0.071626,0.012598,0.016017,0.03527,0.043088,0.171895,0.284682,0.120004,0.176561,0.10675,0.143646,0.172731,0.196316
209,0.198366,0.260608,0.242547,0.198517,0.082134,0.22464,0.416433,0.320195,0.244868,0.233695,0.27492,0.239912,0.162027,0.300598,0.226404,0.126139,0.152319,0.089689,0.208668,0.173132,0.256943,0.305813,0.219519,0.227152,0.245234,0.300533,0.133031,0.275622,0.149891,0.205288,0.311949,0.284761
210,0.259263,0.339224,0.493135,0.523596,0.06388,0.153221,0.262115,0.215765,0.146338,0.126179,0.217578,0.241485,0.095974,0.237266,0.122811,0.087631,0.516855,0.393513,0.257945,0.23666,0.549893,0.613149,0.267955,0.324286,0.145709,0.180968,0.076025,0.200091,0.084217,0.151858,0.642776,0.594026
211,0.172513,0.216845,0.19558,0.208605,0.186972,0.182567,0.032266,0.035078,0.162202,0.144638,0.186081,0.075065,0.089742,0.122355,0.068935,0.044444,0.565803,0.29426,0.223761,0.18497,0.510927,0.637931,0.182077,0.348534,0.028618,0.047029,0.04187,0.037974,0.053789,0.042999,0.226198,0.201344
212,0.103835,0.122904,0.103632,0.098736,0.169536,0.198762,0.117318,0.245498,0.176916,0.138584,0.112206,0.103161,0.087628,0.263082,0.386176,0.225636,0.194486,0.067805,0.040007,0.030281,0.157894,0.283904,0.031196,0.082574,0.105731,0.126807,0.251017,0.173871,0.182973,0.214944,0.10022,0.13847
213,0.019624,0.03454,0.04141,0.046494,0.029962,0.044351,0.113323,0.10714,0.057233,0.042143,0.044269,0.04114,0.047271,0.067793,0.16289,0.047928,0.126907,0.113587,0.190424,0.204674,0.115748,0.119088,0.108695,0.127699,0.115272,0.113945,0.038312,0.141147,0.162938,0.202605,0.043192,0.050301
214,0.120173,0.155494,0.189423,0.125799,0.102092,0.213657,0.165309,0.20257,0.256651,0.203211,0.24804,0.104912,0.198592,0.253919,0.222353,0.134534,0.050206,0.039857,0.210825,0.045045,0.022222,0.048932,0.045721,0.051151,0.092149,0.135809,0.118764,0.110551,0.113627,0.096686,0.128379,0.116299
215,0.098523,0.153664,0.203418,0.109719,0.079488,0.206966,0.16466,0.182428,0.185789,0.143909,0.178144,0.078613,0.132172,0.278538,0.180962,0.099831,0.084275,0.099953,0.094491,0.081395,0.156719,0.166259,0.391659,0.474063,0.085235,0.17467,0.139177,0.191984,0.141837,0.122852,0.228924,0.187262
216,0.332767,0.365306,0.318673,0.354801,0.094395,0.105477,0.103273,0.10632,0.128921,0.104053,0.355189,0.186702,0.19332,0.206719,0.102206,0.114456,0.432633,0.446225,0.103466,0.087912,0.513782,0.534628,0.428298,0.543912,0.091644,0.093098,0.096815,0.097193,0.098298,0.10814,0.565715,0.527094
217,0.42116,0.404938,0.206495,0.236385,0.287846,0.2456,0.119274,0.126922,0.3396,0.340243,0.278872,0.074445,0.147581,0.264521,0.062078,0.095182,0.509655,0.421756,0.098877,0.110917,0.382347,0.383811,0.288234,0.489505,0.087938,0.113484,0.187124,0.12071,0.102043,0.092999,0.500297,0.398005
218,0.121317,0.133168,0.043266,0.044587,0.145177,0.151844,0.066896,0.159913,0.113642,0.107957,0.039861,0.023447,0.025,0.059364,0.216637,0.153037,0.422091,0.232947,0.092355,0.127147,0.259204,0.240288,0.215862,0.366857,0.03324,0.063734,0.098767,0.135388,0.106838,0.17269,0.187908,0.158115
219,0.19177,0.179986,0.158863,0.163946,0.123621,0.184797,0.268794,0.182827,0.168012,0.227107,0.166198,0.195819,0.218202,0.24872,0.377989,0.211353,0.14806,0.031721,0.341827,0.17696,0.059975,0.060143,0.058011,0.124413,0.470281,0.43727,0.128594,0.142603,0.31702,0.37548,0.121709,0.123609
220,0.352637,0.375036,0.308696,0.292948,0.290568,0.396862,0.459124,0.353093,0.296884,0.355225,0.34589,0.338049,0.304285,0.513595,0.552483,0.300924,0.108267,0.084948,0.289682,0.100664,0.086889,0.10355,0.090289,0.097942,0.650202,0.670002,0.382185,0.420004,0.472211,0.516521,0.356573,0.388828
221,0.443932,0.520002,0.397959,0.346226,0.389657,0.481674,0.503919,0.4615,0.30239,0.419175,0.428799,0.486375,0.379862,0.58476,0.562492,0.248086,0.229365,0.183175,0.429734,0.304286,0.228456,0.295537,0.6842,0.740519,0.693204,0.787992,0.459538,0.607408,0.587582,0.635783,0.585983,0.578851
222,0.168487,0.308054,0.148825,0.126431,0.066428,0.157149,0.102169,0.117988,0.067622,0.091099,0.496033,0.147018,0.179591,0.328573,0.150552,0.077149,0.557385,0.500277,0.479309,0.47055,0.700232,0.801008,0.798654,0.815228,0.246307,0.423491,0.11075,0.270066,0.212348,0.246419,0.586411,0.67874
223,0.146166,0.271512,0.116044,0.119486,0.394155,0.504318,0.13383,0.371662,0.325394,0.289667,0.252904,0.0943,0.071862,0.235239,0.103643,0.088914,0.641442,0.426776,0.149405,0.166368,0.387114,0.596893,0.582252,0.565392,0.092381,0.25103,0.23114,0.281825,0.185414,0.154118,0.362015,0.389008
224,0.009571,0.00802,0.008651,0.011652,0.013926,0.028133,0.045368,0.013827,0.011565,0.015678,0.009234,0.007571,0.012782,0.011672,0.029388,0.114941,0.246577,0.120026,0.145485,0.211824,0.11995,0.249669,0.237531,0.224123,0.009269,0.010904,0.008333,0.009606,0.011107,0.007865,0.021576,0.033675
225,0.156141,0.154698,0.158232,0.198151,0.15147,0.178711,0.159038,0.165433,0.270618,0.258824,0.258911,0.243138,0.229719,0.256858,0.283571,0.216076,0.015182,0.009779,0.190683,0.128476,0.00905,0.010425,0.009747,0.016044,0.458689,0.526687,0.135578,0.133834,0.236799,0.313427,0.132926,0.134205
226,0.3573,0.429184,0.374741,0.402691,0.38474,0.390126,0.429738,0.494632,0.518317,0.456244,0.48097,0.486128,0.458208,0.524749,0.441268,0.425218,0.081986,0.080034,0.094614,0.069692,0.094022,0.069503,0.072136,0.075365,0.680272,0.830677,0.511376,0.518443,0.506404,0.599058,0.464554,0.470206
227,0.280508,0.500789,0.414584,0.458028,0.346182,0.510233,0.45933,0.55992,0.469123,0.438266,0.771054,0.761512,0.69056,0.669827,0.43407,0.322502,0.372072,0.290294,0.308761,0.369233,0.382409,0.456318,0.680648,0.722425,0.706257,0.93653,0.601767,0.618241,0.56498,0.676752,0.653458,0.655071
228,0.095124,0.214734,0.307649,0.384996,0.023722,0.219953,0.154578,0.438481,0.161597,0.167213,0.547421,0.521873,0.469038,0.759186,0.153729,0.056527,0.544903,0.40919,0.345417,0.50862,0.788007,0.875099,0.910711,1.00248,0.411783,0.726934,0.56297,0.490208,0.249845,0.342891,0.741381,0.753718
229,0.056731,0.116132,0.1034,0.110648,0.098803,0.273786,0.050749,0.174471,0.104901,0.102203,0.1112,0.092874,0.085901,0.230692,0.09563,0.249727,0.747082,0.502422,0.077136,0.251842,0.65025,0.809745,0.750083,0.986157,0.074593,0.26888,0.193707,0.184618,0.036145,0.052699,0.296074,0.328812
230,0.076262,0.0995,0.1295,0.089214,0.112572,0.278233,0.079713,0.114074,0.147616,0.101805,0.122784,0.11806,0.124077,0.140785,0.152286,0.360205,0.329291,0.136178,0.089368,0.089159,0.279124,0.428862,0.343764,0.634209,0.086708,0.124197,0.143095,0.129811,0.101745,0.109991,0.115717,0.119081
231,0.188909,0.184986,0.159479,0.182728,0.168002,0.171086,0.15328,0.169671,0.226132,0.192499,0.225869,0.203069,0.216327,0.243087,0.211419,0.185233,0.07267,0.058138,0.144156,0.069221,0.069079,0.080437,0.07776,0.136011,0.442571,0.236519,0.144353,0.171926,0.303999,0.306238,0.165044,0.165727
232,0.141842,0.162421,0.136012,0.166702,0.162683,0.185769,0.163943,0.212873,0.127174,0.081052,0.218789,0.19429,0.156462,0.179638,0.103951,0.064922,0.096155,0.103962,0.136099,0.109458,0.113466,0.130016,0.115272,0.135307,0.34526,0.247673,0.18225,0.238182,0.245528,0.250331,0.226209,0.299671
233,0.01131,0.014312,0.017822,0.015446,0.016248,0.01636,0.012211,0.016981,0.010293,0.019948,0.136701,0.041465,0.026133,0.140989,0.013647,0.023145,0.206909,0.156072,0.198964,0.286108,0.227249,0.227997,0.526243,0.699823,0.009933,0.012997,0.04929,0.020723,0.01495,0.012092,0.034314,0.033568
234,0.087061,0.068754,0.033983,0.073746,0.008488,0.009481,0.073149,0.03491,0.01077,0.027853,0.010072,0.011138,0.010003,0.012808,0.035909,0.011422,0.098477,0.095205,0.012909,0.016174,0.151454,0.164918,0.414563,0.365094,0.013254,0.014492,0.025687,0.128961,0.012006,0.012371,0.028277,0.027665
235,0.064628,0.084278,0.056588,0.057185,0.059442,0.071953,0.055977,0.056669,0.104725,0.064876,0.043724,0.077131,0.073819,0.073935,0.061961,0.232214,0.086383,0.089166,0.011966,0.056894,0.013009,0.012676,0.023227,0.016216,0.032498,0.058225,0.046952,0.050626,0.032521,0.047843,0.045952,0.039767
236,0.306493,0.334453,0.356707,0.314615,0.272571,0.270057,0.269052,0.32434,0.396398,0.380741,0.389875,0.363934,0.367814,0.396234,0.352059,0.432992,0.043288,0.033006,0.157282,0.044356,0.040795,0.03582,0.022646,0.029604,0.29428,0.314598,0.273338,0.294423,0.255488,0.233357,0.299989,0.290349
237,0.335405,0.437949,0.473731,0.401705,0.316409,0.379224,0.356637,0.464177,0.393144,0.339986,0.374832,0.43202,0.346488,0.489181,0.409177,0.355173,0.188029,0.163702,0.225274,0.233178,0.205502,0.205657,0.168359,0.216576,0.585263,0.748199,0.284635,0.401953,0.74597,0.603083,0.456021,0.405788
238,0.041424,0.121882,0.11049,0.094152,0.024752,0.080991,0.071078,0.118656,0.041222,0.045995,0.118716,0.150886,0.059507,0.240239,0.050084,0.055828,0.459322,0.2951,0.427748,0.492343,0.392192,0.423553,0.403534,0.504968,0.261583,0.447611,0.043377,0.105247,0.425194,0.217214,0.138042,0.121543
239,0.042968,0.050057,0.05021,0.04214,0.038545,0.050679,0.032652,0.081335,0.047706,0.049209,0.047046,0.03688,0.038958,0.115402,0.037078,0.040607,0.165501,0.110652,0.181159,0.27747,0.207901,0.241042,0.245312,0.552817,0.041433,0.050288,0.081738,0.084201,0.035673,0.040327,0.106354,0.080152
240,0.105192,0.124053,0.303662,0.201842,0.083121,0.086344,0.336849,0.061202,0.148786,0.192709,0.051144,0.044119,0.050719,0.058577,0.172024,0.138091,0.287481,0.167973,0.034481,0.032417,0.124025,0.176172,0.027888,0.15045,0.032281,0.071895,0.038201,0.060973,0.049624,0.053957,0.19753,0.207737
241,0.213521,0.268794,0.305772,0.264951,0.35367,0.347095,0.315172,0.201596,0.389797,0.490189,0.272693,0.265151,0.359113,0.371698,0.371401,0.431449,0.159548,0.047204,0.167039,0.115835,0.043732,0.056716,0.049028,0.04807,0.123992,0.14112,0.143486,0.213499,0.131122,0.135333,0.170986,0.145299
242,0.508485,0.643576,0.635947,0.667911,0.64854,0.661509,0.629758,0.528253,0.75292,0.809526,0.63929,0.64818,0.771232,0.771558,0.796789,0.778751,0.143502,0.127139,0.146631,0.123757,0.114743,0.143309,0.141469,0.128026,0.400252,0.511523,0.459085,0.532645,0.400731,0.397979,0.566145,0.453932
243,0.683975,0.831859,0.896303,0.848845,0.796482,0.893617,0.864021,0.744404,0.763985,0.829109,0.902531,0.858962,0.951696,0.851556,0.834531,0.778564,0.455358,0.386463,0.425422,0.433376,0.409459,0.457095,0.450431,0.448532,0.956819,1.148849,0.554435,0.732289,1.036783,1.019201,0.704514,0.582853
244,0.36503,0.659444,0.715491,0.645672,0.461042,0.711763,0.655536,0.682397,0.422803,0.55593,0.814862,0.590949,0.76836,0.935442,0.571304,0.509569,0.738249,0.672748,0.715656,0.707734,0.657604,0.752514,0.728538,0.773185,0.778852,1.228656,0.44538,0.542994,0.921536,0.92666,0.489793,0.403032
245,0.097146,0.448571,0.463522,0.385452,0.165467,0.450483,0.471929,0.685887,0.141207,0.279268,0.528544,0.395275,0.441874,0.740375,0.616028,0.263841,0.511089,0.347641,0.420869,0.417276,0.504485,0.705571,0.922358,1.041579,0.4954,0.9,0.343946,0.455756,0.583329,0.659677,0.461983,0.308246
246,0.152753,0.378512,0.309869,0.257244,0.078272,0.212638,0.300229,0.371474,0.235068,0.238459,0.184687,0.127542,0.150201,0.31548,0.371935,0.214348,0.677032,0.350242,0.227659,0.459326,0.473676,0.681346,0.618683,0.750391,0.202345,0.531788,0.096901,0.189883,0.241157,0.331136,0.432762,0.230708
247,0.331309,0.527523,0.240972,0.213489,0.369463,0.385452,0.242319,0.242126,0.75376,0.694131,0.445827,0.473126,0.558583,0.43765,0.553976,0.47707,0.450374,0.188243,0.196952,0.297918,0.180629,0.333987,0.293838,0.36548,0.216475,0.32648,0.266378,0.248202,0.247146,0.196092,0.215792,0.203104
248,0.587358,0.851877,0.5381,0.574027,0.749815,0.784533,0.58356,0.664661,1.083067,0.957726,0.671376,0.886327,0.907894,0.758056,0.789184,0.742509,0.205669,0.22037,0.219908,0.212056,0.224342,0.226064,0.247601,0.229878,0.472152,0.657537,0.624471,0.670863,0.639175,0.501149,0.560686,0.605008
249,0.561801,0.909665,0.607241,0.682547,0.820013,0.93581,0.603149,0.803491,1.04434,0.76749,0.99975,0.884468,1.088272,1.027253,0.565293,0.492604,0.549018,0.525949,0.679454,0.633127,0.625206,0.543759,0.650363,0.585588,0.984547,1.034609,0.59119,0.727778,1.190672,1.091758,0.60481,0.635094
250,0.169589,0.502406,0.23343,0.243152,0.368027,0.554952,0.189146,0.748848,0.676463,0.386138,0.563532,0.450565,0.654636,0.790765,0.182706,0.136591,0.649256,0.496255,0.815108,0.716537,0.605216,0.665006,0.766919,0.69439,0.581594,0.898919,0.41244,0.812611,1.013894,0.81915,0.257958,0.252359
251,0.117598,0.254954,0.133468,0.121206,0.145417,0.383742,0.33136,0.511707,0.415276,0.200681,0.286436,0.176557,0.343165,0.633834,0.243257,0.290086,0.21168,0.089549,0.332555,0.284244,0.439153,0.539736,0.857434,0.663622,0.317419,0.603142,0.24358,0.786762,0.70832,0.454323,0.386565,0.339061
252,0.107978,0.146298,0.258056,0.326351,0.029482,0.068966,0.069502,0.206091,0.253605,0.143889,0.07663,0.038471,0.059549,0.327943,0.055864,0.14292,0.428293,0.442247,0.30985,0.310625,0.390381,0.547225,0.588087,0.379247,0.038003,0.284209,0.045419,0.567685,0.447878,0.145624,0.51416,0.468394
253,0.13171,0.175021,0.142319,0.142013,0.307547,0.379517,0.116543,0.109767,0.552634,0.410614,0.172651,0.236231,0.20705,0.295906,0.260254,0.230186,0.179161,0.197105,0.315065,0.389521,0.090207,0.235394,0.306073,0.164311,0.118867,0.143126,0.111697,0.317753,0.180776,0.104195,0.271986,0.236694
254,0.145813,0.294126,0.244792,0.24815,0.381527,0.516174,0.284583,0.317693,0.38917,0.275516,0.489058,0.403007,0.38622,0.377579,0.175832,0.115373,0.109088,0.109421,0.119637,0.135916,0.11346,0.111982,0.135465,0.091441,0.12471,0.273188,0.181144,0.349246,0.278288,0.195178,0.336321,0.338126
255,0.030788,0.065889,0.044022,0.047964,0.073751,0.23989,0.114192,0.164193,0.04722,0.033136,0.180139,0.066917,0.065876,0.206494,0.041725,0.041699,0.153444,0.143701,0.211887,0.188817,0.181714,0.21456,0.230694,0.188178,0.262297,0.237499,0.146966,0.118892,0.232024,0.132653,0.089808,0.12326
256,0.04009,0.036049,0.040508,0.041366,0.035045,0.037403,0.062964,0.051265,0.054547,0.067567,0.051436,0.069693,0.057309,0.095508,0.183641,0.088358,0.034826,0.02082,0.066894,0.040145,0.042485,0.068372,0.040246,0.037832,0.136388,0.176262,0.128646,0.087728,0.061251,0.043594,0.040631,0.037701
257,0.068592,0.080378,0.050862,0.040876,0.080531,0.085746,0.134846,0.12329,0.014949,0.026718,0.011857,0.02999,0.013218,0.025011,0.025299,0.157268,0.040916,0.039756,0.039163,0.042858,0.271832,0.103619,0.34524,0.34168,0.027951,0.063972,0.064006,0.068639,0.04978,0.052173,0.161379,0.151689
258,0.134114,0.105034,0.407096,0.240616,0.054132,0.07388,0.059648,0.082953,0.16811,0.153255,0.07444,0.090516,0.088144,0.095644,0.085461,0.088175,0.188413,0.257068,0.201246,0.154239,0.255461,0.091139,0.147021,0.1804,0.070022,0.083574,0.089477,0.115718,0.087105,0.073215,0.157363,0.12642
259,0.094179,0.17272,0.101436,0.042841,0.267339,0.214772,0.047445,0.049428,0.333371,0.354185,0.152915,0.178857,0.141808,0.163623,0.174529,0.117535,0.092674,0.087677,0.120486,0.135335,0.068784,0.075534,0.080034,0.077051,0.054978,0.061871,0.048421,0.056226,0.063167,0.051726,0.06258,0.072022
260,0.114277,0.199457,0.261506,0.157362,0.385152,0.468922,0.129909,0.276688,0.307475,0.32744,0.529344,0.266275,0.261128,0.488768,0.142608,0.072812,0.058166,0.045781,0.043377,0.041491,0.037853,0.047605,0.054482,0.048746,0.091824,0.210758,0.11211,0.185177,0.211544,0.122325,0.188946,0.19392
261,0.055588,0.058542,0.10101,0.059963,0.169273,0.303844,0.082771,0.295972,0.105195,0.114378,0.424104,0.087707,0.077167,0.41287,0.14524,0.023339,0.166973,0.185251,0.193755,0.225684,0.199775,0.213562,0.265185,0.231793,0.463165,0.128387,0.179651,0.183619,0.214526,0.157969,0.070943,0.066761
262,0.062004,0.066434,0.050351,0.059411,0.038677,0.073761,0.085751,0.080209,0.124327,0.089048,0.128972,0.101476,0.11789,0.152647,0.140057,0.262084,0.053433,0.044173,0.065657,0.06406,0.069785,0.083522,0.117471,0.093436,0.214778,0.084008,0.086023,0.114287,0.057804,0.045251,0.074262,0.064929
263,0.094034,0.135253,0.14036,0.11919,0.094735,0.084753,0.107288,0.121784,0.05677,0.046058,0.065165,0.043411,0.044986,0.06213,0.056404,0.08841,0.049389,0.052952,0.050374,0.037543,0.221187,0.196603,0.300999,0.299275,0.085779,0.110199,0.095917,0.104303,0.073606,0.0817,0.138725,0.180081
264,0.240004,0.230364,0.204903,0.245477,0.099066,0.103745,0.092171,0.096331,0.174002,0.133404,0.109797,0.105869,0.081126,0.098427,0.105272,0.060271,0.210837,0.479101,0.19344,0.237735,0.297417,0.256939,0.236961,0.263257,0.096557,0.121081,0.103559,0.109499,0.129179,0.113882,0.179049,0.272677
265,0.154445,0.170859,0.042904,0.04478,0.278857,0.180331,0.046817,0.055024,0.198557,0.170869,0.210126,0.108893,0.219915,0.111663,0.060882,0.046962,0.104261,0.172799,0.249423,0.337983,0.09259,0.101213,0.099334,0.093957,0.026711,0.042644,0.038241,0.035951,0.044853,0.024403,0.052799,0.039083
266,0.013036,0.019689,0.015181,0.011925,0.066168,0.045227,0.033708,0.080048,0.024837,0.021663,0.057699,0.016776,0.051513,0.173566,0.01938,0.012146,0.032995,0.031254,0.063369,0.097862,0.049395,0.047216,0.052343,0.049006,0.018873,0.072944,0.016216,0.016252,0.043219,0.038545,0.018074,0.017624
267,0.080411,0.053565,0.078424,0.062078,0.06207,0.058382,0.083826,0.0724,0.123465,0.1243,0.126688,0.13471,0.107079,0.152697,0.335945,0.225149,0.011437,0.014407,0.015405,0.015905,0.015099,0.013253,0.017234,0.020027,0.110163,0.10501,0.270308,0.22443,0.128924,0.128931,0.06818,0.085311
